okosystemReferanseUid;geografiskOmradeReferanseUid;nedreKonfidensIntervalGrense;tilstandsverdi;ovreKonfidensIntervalGrense;dato;link;navn;beskrivelse
fjell;midt-norge-2020;0.684073228147631;0.711504071706784;0.728979057946533;31.01.2021;https://hdl.handle.net/11250/2835387;Vurdering av oekologisk tilstand for fjell i Norge i 2021;oekologisk tilstand i fjell for hele Norge
fjell;nord-norge-2020;0.63600018275371;0.667153493818602;0.693384874918209;31.01.2021;https://hdl.handle.net/11250/2835387;Vurdering av oekologisk tilstand for fjell i Norge i 2021;oekologisk tilstand i fjell for hele Norge
fjell;vestlandet-2020;0.639869973553269;0.661354394129481;0.695652669646562;31.01.2021;https://hdl.handle.net/11250/2835387;Vurdering av oekologisk tilstand for fjell i Norge i 2021;oekologisk tilstand i fjell for hele Norge
fjell;sorlandet-2020;0.610498182386941;0.638087745824372;0.682529577887714;31.01.2021;https://hdl.handle.net/11250/2835387;Vurdering av oekologisk tilstand for fjell i Norge i 2021;oekologisk tilstand i fjell for hele Norge
fjell;ostlandet-2020;0.651195385486431;0.689124334797548;0.709163072546255;31.01.2021;https://hdl.handle.net/11250/2835387;Vurdering av oekologisk tilstand for fjell i Norge i 2021;oekologisk tilstand i fjell for hele Norge
fjell;hele-norge-2020;0.632206004837522;0.675692410555525;0.707763489333479;31.01.2021;https://hdl.handle.net/11250/2835387;Vurdering av oekologisk tilstand for fjell i Norge i 2021;oekologisk tilstand i fjell for hele Norge
