Id	name	navn	TaxonId	mcat	cat	IntroSpread	frq	abun	timing	comm
FA3/N/2801	Lacerta agilis	sandfirfisle	140073	unaided	naturalDispersalAcrossBorders	introduction	unknown	unknown	unknown	"Forekommer n&#230;r norskegrensen p&#229; svensk side og vil p&#229; lengre sikt kunne spre seg til Norge, spesielt med tanke p&#229; klimaendringer,"
FA3/N/2801	Lacerta agilis	sandfirfisle	140073	release	otherIntentionalRelease	introduction	unknown	unknown	unknown	"Sandfirfisler skal f&#248;lge Wildhagen (1963) ha v&#230;rt satt ut i Aker, Oslo. Det er sannsynlig at flere utsettinger vil finne sted sted, ogs&#229; andre steder i S&#248;r&#248;st-Norge."
FA3/N/2801	Lacerta agilis	sandfirfisle	140073	release	otherIntentionalRelease	introduction	unknown	unknown	ceased	"Sandfirfisler skal f&#248;lge Wildhagen (1963) ha v&#230;rt satt ut i Aker, Oslo, Det kan finne sted utsettinger ogs&#229; andre steder i S&#248;r&#248;st-Norge <br/><br/>"
FA3/N/2625	Lachnellula occidentalis	lerkehårskål	43786	unaided	naturalDispersalAcrossBorders	spread	unknown	unknown	unknown	"Soppen har ogs&#229; muligheten til spre seg ved hjelp av sporer, noe som kan ha skjedd innen bestand eller mellom n&#230;rliggende bestand."
FA3/N/2625	Lachnellula occidentalis	lerkehårskål	43786	contaminant	contaminantOnPlants	introduction	unknown	unknown	unknown	"Trolig s&#229; har denne arten kommet til Europa med smittede planter, kanskje ogs&#229; med fr&#248;, men det er ikke vist. Innen Europa har den ogs&#229; mest sannsynlig blitt introdusert til nye steder med smittede planter, trolig ogs&#229; innen Norge Lerkeh&#229;rsk&#229;l har trolig blitt spredt med lerkeplanter til omr&#229;der hvor lerk er plantet."
FA3/N/2624	Lachnellula willkommii	lerkekreft	43791	unaided	naturalDispersalAcrossBorders	spread	unknown	unknown	unknown	"Kan ogs&#229; spres ved hjelp av sporer innen et bestand men kanskje ogs&#229; til n&#230;rliggende bestand."
FA3/N/2624	Lachnellula willkommii	lerkekreft	43791	contaminant	parasitesOnPlants	introduction	unknown	unknown	unknown	Har trolig fulgt med fra planteskoler og ut til stedene der lerk er plantet
FA3/N/2646	Lactarius circellatus	gråfiolett belteriske	40383	contaminant	contaminantOnPlants	introduction	unknown	unknown	ongoing	"Kan spres videre i Norge p&#229; samme m&#229;te som den er importert (mykorrhiza; flytting av planter. Sekund&#230;rspredning (egenspredning forel&#248;pig ikke observert.<br/>"
FA3/N/1357	Lactuca serriola	taggsalat	133994	contaminant	seedContaminant	introduction	severalPr10years	unknown	ongoing	
FA3/N/1357	Lactuca serriola	taggsalat	133994	contaminant	transportationOfHabitatMaterial	introduction	numerousYearly	unknown	ongoing	
FA3/N/1357	Lactuca serriola	taggsalat	133994	stowaway	vehicles	introduction	numerousYearly	unknown	ongoing	
FA3/N/1357	Lactuca serriola	taggsalat	133994	stowaway	vehicles	spread	numerousYearly	unknown	ongoing	"Bl.a. med jetstr&#248;mmen langs h&#248;ghastighetsveier."
FA3/N/1357	Lactuca serriola	taggsalat	133994	stowaway	hitchhikersPlane	introduction	rarerThan10years	unknown	unknown	
FA3/N/1357	Lactuca serriola	taggsalat	133994	stowaway	ballastWater	introduction	severalPr10years	unknown	historic	
FA3/N/1357	Lactuca serriola	taggsalat	133994	unaided	naturalDispersalAcrossBorders	introduction	numerousYearly	unknown	ongoing	
FA3/N/1357	Lactuca serriola	taggsalat	133994	unaided	naturalDispersalAcrossBorders	spread	numerousYearly	unknown	ongoing	
FA3/N/1357	Lactuca serriola	taggsalat	133994	contaminant	transportationOfHabitatMaterial	spread	numerousYearly	unknown	ongoing	Forflytning av jordmasser.
FA3/N/1362	Lamiastrum galeobdolon argentatum	sølvtvetann	134004	escape	otherEscape	introduction	severalPr10years	unknown	ongoing	Dumping av hageavfall.
FA3/N/1362	Lamiastrum galeobdolon argentatum	sølvtvetann	134004	escape	horticulture	introduction	severalPr10years	unknown	ongoing	Utvoksning fra hager.
FA3/N/1363	Lamiastrum galeobdolon galeobdolon	parkgulltvetann	144481	escape	horticulture	introduction	numerousYearly	unknown	ongoing	
FA3/N/1363	Lamiastrum galeobdolon galeobdolon	parkgulltvetann	144481	escape	otherEscape	introduction	numerousYearly	unknown	ongoing	Dumping av hageavfall.
FA3/N/1363	Lamiastrum galeobdolon galeobdolon	parkgulltvetann	144481	unaided	naturalDispersalAcrossBorders	spread	severalPr10years	unknown	ongoing	
FA3/N/1363	Lamiastrum galeobdolon galeobdolon	parkgulltvetann	144481	contaminant	transportationOfHabitatMaterial	spread	yearly	unknown	ongoing	Forflytning av jordmasser.
FA3/N/1364	Lamium amplexicaule orientale	orienttvetann	134009	contaminant	seedContaminant	introduction	rarerThan10years	unknown	historic	
FA3/N/1364	Lamium amplexicaule orientale	orienttvetann	134009	contaminant	otherUnknownContaminant	introduction	rarerThan10years	unknown	ongoing	"Forurensning i s&#229;korn eller grasfr&#248;."
FA3/N/1365	Lamium maculatum	flekktvetann	62274	escape	horticulture	introduction	severalPr10years	unknown	ongoing	
FA3/N/1365	Lamium maculatum	flekktvetann	62274	escape	otherEscape	introduction	severalPr10years	unknown	ongoing	Dumping av hageavfall.
FA3/N/1365	Lamium maculatum	flekktvetann	62274	contaminant	transportationOfHabitatMaterial	spread	severalPr10years	unknown	ongoing	Forflytning av jordmasser.
FA3/N/1366	Lamprocapnos spectabilis	løytnantshjerte	134020	escape	horticulture	introduction	severalPr10years	unknown	ongoing	
FA3/N/1366	Lamprocapnos spectabilis	løytnantshjerte	134020	escape	otherEscape	introduction	severalPr10years	unknown	ongoing	Utkast fra hager.
FA3/N/1745	Larix ×marschlinsii	hybridlerk	134038	escape	forestry	introduction	numerousYearly	unknown	ongoing	
FA3/N/535	Larix decidua	europalerk	134042	escape	forestry	introduction	severalPr10years	unknown	ongoing	
FA3/N/535	Larix decidua	europalerk	134042	escape	horticulture	introduction	severalPr10years	unknown	ongoing	
FA3/N/535	Larix decidua	europalerk	134042	unaided	naturalDispersalAcrossBorders	spread	numerousYearly	unknown	ongoing	
FA3/N/1746	Larix kaempferi	japanlerk	134043	escape	forestry	introduction	severalPr10years	unknown	ongoing	
FA3/N/1746	Larix kaempferi	japanlerk	134043	unaided	naturalDispersalAcrossBorders	introduction	numerousYearly	unknown	ongoing	
FA3/N/536	Larix sibirica	sibirlerk	134052	escape	forestry	introduction	severalPr10years	unknown	ongoing	"Men lite planting etter ny forskrift tr&#229;dte i kraft"
FA3/N/536	Larix sibirica	sibirlerk	134052	unaided	naturalDispersalAcrossBorders	spread	yearly	unknown	ongoing	
FA3/N/536	Larix sibirica	sibirlerk	134052	escape	horticulture	introduction	yearly	unknown	ongoing	
FA3/N/3064	Lasius alienus	snau jordmaur	139666	contaminant	transportationOfHabitatMaterial	introduction	unknown	unknown	unknown	Ingen tilfeller kjent fra Norge
FA3/N/3062	Lasius neglectus	hagejordmaur	96363	contaminant	transportationOfHabitatMaterial	introduction	unknown	unknown	future	
FA3/N/3062	Lasius neglectus	hagejordmaur	96363	contaminant	contaminantOnPlants	introduction	unknown	unknown	future	
FA3/N/3063	Lasius neoniger	amerikansk jordmaur	139667	stowaway	peopleAndLuggage	introduction	unknown	unknown	ongoing	
FA3/N/1374	Lathyrus latifolius	breiflatbelg	61911	escape	horticulture	introduction	severalPr10years	unknown	ongoing	
FA3/N/1374	Lathyrus latifolius	breiflatbelg	61911	escape	otherEscape	introduction	severalPr10years	unknown	ongoing	Dumping av hageavfall.
FA3/N/1379	Lathyrus tuberosus	jordflatbelg	61923	contaminant	seedContaminant	introduction	severalPr10years	unknown	historic	Kommet inn med korn
FA3/N/1379	Lathyrus tuberosus	jordflatbelg	61923	stowaway	otherMeansOfTransport	introduction	severalPr10years	unknown	ongoing	"Uviss innf&#248;rselsm&#229;te, men f&#248;lger transportveier."
FA3/N/1379	Lathyrus tuberosus	jordflatbelg	61923	stowaway	ballastWater	introduction	rarerThan10years	unknown	historic	
FA3/N/1381	Lavandula angustifolia	lavendel	134073	escape	horticulture	introduction	rarerThan10years	unknown	ongoing	
FA3/N/1381	Lavandula angustifolia	lavendel	134073	escape	otherEscape	introduction	severalPr10years	unknown	ongoing	Dumping av hageavfall.
FA3/N/3089	Lecanosticta acicola		140780	unaided	naturalDispersalAcrossBorders	introduction	unknown	unknown	unknown	"Egenspredning vil ogs&#229; kunne skje, men trolig o\ikke over s&#229; lange avstander."
FA3/N/3089	Lecanosticta acicola		140780	contaminant	contaminantOnPlants	introduction	unknown	unknown	unknown	"Soppen vil kunne komme til Norge ved import av furuplanter. Arten er kjent fra mange forskjellige furuarter, ogs&#229; v&#229;r furu, <i>Pinus sylvestris</i>."
FA3/N/2883	Leistus fulvibarbis		105828	contaminant	transportationOfHabitatMaterial	introduction	unknown	unknown	ongoing	
FA3/N/2883	Leistus fulvibarbis		105828	stowaway	vehicles	introduction	unknown	unknown	ongoing	
FA3/N/2883	Leistus fulvibarbis		105828	unaided	naturalDispersalAcrossBorders	spread	numerousYearly	unknown	future	
FA3/N/1388	Leontodon saxatilis	stripeføllblom	134088	contaminant	seedContaminant	introduction	rarerThan10years	unknown	ongoing	"Forurensning i grasfr&#248;."
FA3/N/3351	Leontopodium nivale alpinum	edelveiss	141003	release	otherIntentionalRelease	introduction	rarerThan10years	unknown	ceased	"Utplanting/uts&#229;ing for ukjent form&#229;l."
FA3/N/2975	Leonurus cardiaca	løvehale	134092	escape	horticulture	introduction	rarerThan10years	unknown	historic	
FA3/N/2975	Leonurus cardiaca	løvehale	134092	contaminant	seedContaminant	introduction	rarerThan10years	unknown	historic	
FA3/N/2975	Leonurus cardiaca	løvehale	134092	contaminant	transportationOfHabitatMaterial	introduction	rarerThan10years	unknown	historic	
FA3/N/2975	Leonurus cardiaca	løvehale	134092	stowaway	ballastWater	introduction	rarerThan10years	unknown	historic	
FA3/N/1389	Leonurus quinquelobatus	mølleløvehale	134093	contaminant	seedContaminant	introduction	severalPr10years	unknown	historic	
FA3/N/1389	Leonurus quinquelobatus	mølleløvehale	134093	stowaway	ballastWater	introduction	rarerThan10years	unknown	historic	
FA3/N/1391	Lepidium campestre	markkarse	134094	contaminant	seedContaminant	introduction	severalPr10years	unknown	ongoing	
FA3/N/1391	Lepidium campestre	markkarse	134094	contaminant	timberTrade	introduction	rarerThan10years	unknown	ongoing	"Innf&#248;rt med importert t&#248;mmer i Bu Hurum"
FA3/N/1391	Lepidium campestre	markkarse	134094	stowaway	ballastWater	introduction	severalPr10years	unknown	historic	
FA3/N/1391	Lepidium campestre	markkarse	134094	stowaway	vehicles	spread	severalPr10years	unknown	ongoing	
FA3/N/1391	Lepidium campestre	markkarse	134094	stowaway	peopleAndLuggage	spread	severalPr10years	unknown	ongoing	
FA3/N/828	Lepidium coronopus	kråkekarse	134098	stowaway	ballastWater	introduction	severalPr10years	unknown	historic	
FA3/N/828	Lepidium coronopus	kråkekarse	134098	contaminant	otherUnknownContaminant	introduction	rarerThan10years	unknown	historic	"Kommet inn med malm til smelteverkene i Ho Odda og Kvam: &#197;lvik, i &#197;lvik sikkert fra Tyrkia."
FA3/N/828	Lepidium coronopus	kråkekarse	134098	stowaway	peopleAndLuggage	spread	rarerThan10years	unknown	ongoing	"Spredning med tr&#229;kk."
FA3/N/1393	Lepidium densiflorum	tettkarse	134100	contaminant	seedContaminant	introduction	severalPr10years	unknown	historic	
FA3/N/1393	Lepidium densiflorum	tettkarse	134100	contaminant	timberTrade	introduction	rarerThan10years	unknown	ongoing	
FA3/N/1393	Lepidium densiflorum	tettkarse	134100	contaminant	transportationOfHabitatMaterial	introduction	severalPr10years	unknown	ongoing	
FA3/N/1393	Lepidium densiflorum	tettkarse	134100	stowaway	vehicles	introduction	numerousYearly	unknown	ongoing	
FA3/N/1393	Lepidium densiflorum	tettkarse	134100	stowaway	ballastWater	introduction	severalPr10years	unknown	historic	
FA3/N/1393	Lepidium densiflorum	tettkarse	134100	stowaway	vehicles	spread	numerousYearly	unknown	ongoing	
FA3/N/1393	Lepidium densiflorum	tettkarse	134100	unaided	naturalDispersalAcrossBorders	spread	numerousYearly	unknown	ongoing	
FA3/N/827	Lepidium didymum	ramkarse	134101	contaminant	seedContaminant	introduction	severalPr10years	unknown	historic	
FA3/N/827	Lepidium didymum	ramkarse	134101	stowaway	ballastWater	introduction	severalPr10years	unknown	historic	
FA3/N/827	Lepidium didymum	ramkarse	134101	stowaway	vehicles	spread	unknown	unknown	ongoing	
FA3/N/827	Lepidium didymum	ramkarse	134101	contaminant	transportationOfHabitatMaterial	introduction	rarerThan10years	unknown	ongoing	
FA3/N/827	Lepidium didymum	ramkarse	134101	contaminant	timberTrade	introduction	rarerThan10years	unknown	ongoing	
FA3/N/1394	Lepidium draba	honningkarse	134102	contaminant	seedContaminant	introduction	severalPr10years	unknown	historic	
FA3/N/1394	Lepidium draba	honningkarse	134102	stowaway	ballastWater	introduction	rarerThan10years	unknown	historic	
FA3/N/1394	Lepidium draba	honningkarse	134102	unaided	naturalDispersalAcrossBorders	spread	severalPr10years	unknown	ongoing	"Egenspredning med havstr&#248;mmer."
FA3/N/1395	Lepidium heterophyllum	vollkarse	134103	contaminant	seedContaminant	introduction	severalPr10years	unknown	historic	"Kommet inn som forurensning i grasfr&#248;."
FA3/N/1395	Lepidium heterophyllum	vollkarse	134103	stowaway	vehicles	spread	severalPr10years	unknown	ongoing	
FA3/N/1395	Lepidium heterophyllum	vollkarse	134103	contaminant	transportationOfHabitatMaterial	spread	rarerThan10years	unknown	ongoing	Forflytning av jordmasser.
FA3/N/1396	Lepidium latifolium	strandkarse	61212	contaminant	seedContaminant	introduction	rarerThan10years	unknown	historic	"Kommet inn i hvert fall &#233;n gang med korn (He Stange), kanskje ogs&#229; p&#229; artens f&#248;rste kjente etableringsplass i Norge i &#216;f Moss."
FA3/N/1396	Lepidium latifolium	strandkarse	61212	stowaway	ballastWater	introduction	rarerThan10years	unknown	historic	
FA3/N/1396	Lepidium latifolium	strandkarse	61212	unaided	naturalDispersalAcrossBorders	spread	numerousYearly	unknown	ongoing	"Spredning med havstr&#248;mmer."
FA3/N/1396	Lepidium latifolium	strandkarse	61212	unaided	naturalDispersalAcrossBorders	introduction	rarerThan10years	unknown	ongoing	"Spredning med havstr&#248;mmer fra naboland (Danmark og/eller Sverige, hvor arten ogs&#229; er fremmed)."
FA3/N/1400	Lepidium ruderale	stankkarse	61216	contaminant	seedContaminant	introduction	severalPr10years	unknown	historic	Kommet inn som forurensning med korn.
FA3/N/1400	Lepidium ruderale	stankkarse	61216	contaminant	timberTrade	introduction	rarerThan10years	unknown	ongoing	
FA3/N/1400	Lepidium ruderale	stankkarse	61216	stowaway	vehicles	introduction	severalPr10years	unknown	ongoing	
FA3/N/1400	Lepidium ruderale	stankkarse	61216	stowaway	ballastWater	introduction	severalPr10years	unknown	historic	
FA3/N/1400	Lepidium ruderale	stankkarse	61216	stowaway	vehicles	spread	numerousYearly	unknown	ongoing	
FA3/N/1400	Lepidium ruderale	stankkarse	61216	stowaway	peopleAndLuggage	spread	numerousYearly	unknown	ongoing	
FA3/N/1400	Lepidium ruderale	stankkarse	61216	unaided	naturalDispersalAcrossBorders	spread	numerousYearly	unknown	ongoing	
FA3/N/2092	Lepidosaphes newsteadi		85501	contaminant	parasitesOnPlants	introduction	unknown	unknown	unknown	"Arten kan trolig introduseres og spres til norsk natur med bartr&#230;r, men dette er ikke dokumentert."
FA3/N/155	Lepidotheca suaveolens	tunbalderbrå	134111	escape	botanicalGardenZooAquarium	introduction	rarerThan10years	unknown	historic	
FA3/N/155	Lepidotheca suaveolens	tunbalderbrå	134111	contaminant	contaminantOnPlants	introduction	severalPr10years	unknown	ongoing	
FA3/N/155	Lepidotheca suaveolens	tunbalderbrå	134111	contaminant	seedContaminant	introduction	severalPr10years	unknown	historic	
FA3/N/155	Lepidotheca suaveolens	tunbalderbrå	134111	contaminant	transportationOfHabitatMaterial	introduction	numerousYearly	unknown	ongoing	
FA3/N/155	Lepidotheca suaveolens	tunbalderbrå	134111	stowaway	vehicles	introduction	numerousYearly	unknown	ongoing	
FA3/N/155	Lepidotheca suaveolens	tunbalderbrå	134111	stowaway	ballastWater	introduction	severalPr10years	unknown	historic	
FA3/N/155	Lepidotheca suaveolens	tunbalderbrå	134111	stowaway	peopleAndLuggage	spread	numerousYearly	unknown	ongoing	
FA3/N/155	Lepidotheca suaveolens	tunbalderbrå	134111	stowaway	vehicles	spread	numerousYearly	unknown	ongoing	
FA3/N/155	Lepidotheca suaveolens	tunbalderbrå	134111	unaided	naturalDispersalAcrossBorders	spread	numerousYearly	unknown	ongoing	
FA3/S/24	Lepidotheca suaveolens	tunbalderbrå	134111	stowaway	peopleAndLuggage	introduction	rarerThan10years	unknown	ongoing	"Usikker innspredningsm&#229;te"
FA3/S/24	Lepidotheca suaveolens	tunbalderbrå	134111	stowaway	otherMeansOfTransport	introduction	rarerThan10years	unknown	ongoing	"Flere mulige innspredningsm&#229;ter som blindpassasjer, men ingen dokumentert"
FA3/N/42	Lepomis gibbosus	rødgjellet solabbor	26436	release	otherIntentionalRelease	introduction	unknown	unknown	ceased	"Opphavet til den f&#248;srte bestanden av r&#248;dgjellet solabbor i norsk natur er trolig akvariefisk som ble satt ut i Einedammen i Asker. Vi kjenner ikke til om forekomsten i andre lokaliteter stammer fra denne lokaliteten eller om det har v&#230;rt utsettinger basert p&#229; akvariefisk."
FA3/N/42	Lepomis gibbosus	rødgjellet solabbor	26436	release	otherUnknownRelease	introduction	unknown	unknown	unknown	"Utsetting av r&#248;dgjellet solabbor er trolig gjort av meitefiskere eller noen som har hatt arten i akvarie og &#248;nsket &#229; kvitte seg med fisken"
FA3/N/360	Leptinotarsa decemlineata	koloradobille	6920	contaminant	contaminantOnPlants	introduction	unknown	unknown	historic	
FA3/N/716	Leptoglossus occidentalis		79825	contaminant	contaminantOnPlants	introduction	unknown	unknown	unknown	"Arten er ikke p&#229;vist importert med plantemateriale til Norge, men arten er trolig spredt i USA blant annet med juletr&#230;r (Gall 1992)."
FA3/N/716	Leptoglossus occidentalis		79825	stowaway	containerBulk	introduction	unknown	unknown	unknown	"Arten er p&#229;vist &#229; kunne spres med frakt av varer (Gall 1992). Overvintrende individer kan trolig benytte kj&#248;ret&#248;yer, containere og annet, og slik sett spres til nye omr&#229;der."
FA3/N/716	Leptoglossus occidentalis		79825	unaided	naturalDispersalAcrossBorders	introduction	yearly	unknown	unknown	"Arten kan trolig spre seg langt med egenspredning, siden den har en sterk og rask flukt (Gall 1992). Norske funn p&#229; innstallasjoner i Nordsj&#248;en tyder p&#229; det samme (Endrest&#248;l &amp; Hveding upubl.)."
FA3/N/716	Leptoglossus occidentalis		79825	unaided	naturalDispersalAcrossBorders	spread	unknown	unknown	ongoing	
FA3/N/755	Lepus europaeus	sørhare	31106	unaided	naturalDispersalAcrossBorders	spread	numerousYearly	unknown	ongoing	
FA3/N/755	Lepus europaeus	sørhare	31106	release	hunting	introduction	numerousYearly	unknown	ceased	
FA3/N/2607	Leratiomyces ceres	rød skurvehatt	88290	contaminant	timberTrade	introduction	unknown	unknown	unknown	Arten introduseres til norsk natur gjennom spredning av flis, hageavfall ol.<br/>
FA3/N/2608	Leratiomyces percevalii	flisskurvehatt	88297	contaminant	timberTrade	introduction	rarerThan10years	unknown	ongoing	Arten introduseres/spres til norsk natur, gjennom hageavfall, kompost, flis/barkfyllinger.<br/>
FA3/N/1421	Leucanthemum ×superbum	kjempekrage	134115	escape	horticulture	introduction	severalPr10years	unknown	ongoing	
FA3/N/1421	Leucanthemum ×superbum	kjempekrage	134115	escape	otherEscape	introduction	severalPr10years	unknown	ongoing	Utkast fra hager.
FA3/N/1421	Leucanthemum ×superbum	kjempekrage	134115	contaminant	transportationOfHabitatMaterial	spread	severalPr10years	unknown	ongoing	Forflytning av jordmasser.
FA3/N/2976	Leucanthemum maximum	storkrage	134118	escape	horticulture	introduction	severalPr10years	unknown	ongoing	
FA3/N/2976	Leucanthemum maximum	storkrage	134118	escape	otherEscape	introduction	severalPr10years	unknown	ongoing	Utkast fra hager.
FA3/N/2976	Leucanthemum maximum	storkrage	134118	contaminant	transportationOfHabitatMaterial	spread	severalPr10years	unknown	ongoing	Forflytning av jordmasser.
FA3/N/27	Leucaspius delineatus	regnlaue	26126	escape	liveFoodLiveBait	introduction	unknown	unknown	ceased	"Regnlaue har trolig blitt innf&#248;rt som levende agn, selv om det er usikkerhet omkring det."
FA3/N/27	Leucaspius delineatus	regnlaue	26126	unaided	naturalDispersalAcrossBorders	spread	unknown	unknown	ongoing	Begrenset egenspredning innenfor vassdrag (ikke egenspredning mellom ulike vassdrag)
FA3/N/3335	Leucojum aestivum	jonsokklosterklokke	105229	escape	horticulture	introduction	unknown	unknown	future	
FA3/N/1423	Leucojum vernum	klosterklokke	59386	escape	horticulture	introduction	severalPr10years	unknown	ongoing	
FA3/N/1423	Leucojum vernum	klosterklokke	59386	escape	ornamentalPurposeOther	introduction	severalPr10years	unknown	ongoing	
FA3/N/1423	Leucojum vernum	klosterklokke	59386	escape	otherEscape	introduction	severalPr10years	unknown	ongoing	Utkast fra hager.
FA3/N/1426	Ligularia dentata	stor nøkketunge	134149	escape	horticulture	introduction	severalPr10years	unknown	ongoing	
FA3/N/1426	Ligularia dentata	stor nøkketunge	134149	unaided	naturalDispersalAcrossBorders	spread	severalPr10years	unknown	ongoing	
FA3/N/1427	Ligularia przewalskii	aksnøkketunge	60696	escape	horticulture	introduction	severalPr10years	unknown	ongoing	
FA3/N/1427	Ligularia przewalskii	aksnøkketunge	60696	escape	otherUnknownEscape	introduction	severalPr10years	unknown	ongoing	Utkast fra hager.
FA3/N/1427	Ligularia przewalskii	aksnøkketunge	60696	unaided	naturalDispersalAcrossBorders	spread	severalPr10years	unknown	ongoing	
FA3/N/2609	Ligularia sibirica	sibirnøkketunge	134150	escape	horticulture	introduction	severalPr10years	unknown	ongoing	
FA3/N/2609	Ligularia sibirica	sibirnøkketunge	134150	escape	otherUnknownEscape	introduction	severalPr10years	unknown	ongoing	Utkast fra hager.
FA3/N/2609	Ligularia sibirica	sibirnøkketunge	134150	unaided	naturalDispersalAcrossBorders	spread	severalPr10years	unknown	ongoing	
FA3/N/1428	Ligularia stenocephala	søylenøkketunge	60697	escape	horticulture	introduction	severalPr10years	unknown	ongoing	
FA3/N/1428	Ligularia stenocephala	søylenøkketunge	60697	escape	otherUnknownEscape	introduction	severalPr10years	unknown	ongoing	Utkast fra hager.
FA3/N/1428	Ligularia stenocephala	søylenøkketunge	60697	unaided	naturalDispersalAcrossBorders	spread	severalPr10years	unknown	ongoing	
FA3/N/3311	Ligustrum lucidum		141419	escape	horticulture	introduction	severalPr10years	unknown	ongoing	
FA3/N/1429	Ligustrum ovalifolium	vinterliguster	62371	escape	horticulture	introduction	severalPr10years	unknown	ongoing	
FA3/N/1429	Ligustrum ovalifolium	vinterliguster	62371	escape	ornamentalPurposeOther	introduction	severalPr10years	unknown	ongoing	
FA3/N/361	Lilioceris lilii	liljebille	6966	contaminant	contaminantOnPlants	introduction	numerousYearly	unknown	ongoing	"introduserer til nye omr&#229;der gjennom handel og bytte av liljer"
FA3/N/361	Lilioceris lilii	liljebille	6966	unaided	naturalDispersalAcrossBorders	spread	numerousYearly	unknown	ongoing	
FA3/N/1430	Lilium ×hollandicum	hollandbrannlilje	134161	escape	otherUnknownEscape	introduction	rarerThan10years	unknown	ongoing	Utkast fra hager.
FA3/N/1430	Lilium ×hollandicum	hollandbrannlilje	134161	escape	horticulture	introduction	rarerThan10years	unknown	ongoing	
FA3/N/2306	Lilium candidum	madonnalilje	85622	escape	horticulture	introduction	unknown	unknown	future	
FA3/N/1432	Lilium lancifolium	tigerlilje	134162	escape	horticulture	introduction	rarerThan10years	unknown	ongoing	
FA3/N/1432	Lilium lancifolium	tigerlilje	134162	escape	otherUnknownEscape	introduction	unknown	unknown	ongoing	Utkast fra hager.
FA3/N/1064	Limax maximus	boakjølsnegl	79704	stowaway	organicPackagingMaterial	spread	unknown	unknown	ongoing	
FA3/N/1064	Limax maximus	boakjølsnegl	79704	stowaway	containerBulk	spread	unknown	unknown	ongoing	
FA3/N/1064	Limax maximus	boakjølsnegl	79704	contaminant	parasitesOnPlants	spread	numerousYearly	unknown	unknown	
FA3/N/1064	Limax maximus	boakjølsnegl	79704	contaminant	contaminantNurseryMaterial	spread	numerousYearly	unknown	unknown	
FA3/N/1064	Limax maximus	boakjølsnegl	79704	contaminant	transportationOfHabitatMaterial	introduction	numerousYearly	unknown	unknown	
FA3/N/2308	Linaria pinifolia		85624	escape	horticulture	introduction	unknown	unknown	future	
FA3/N/1455	Linaria repens	stripetorskemunn	134171	stowaway	ballastWater	introduction	severalPr10years	unknown	historic	
FA3/N/1455	Linaria repens	stripetorskemunn	134171	stowaway	vehicles	introduction	severalPr10years	unknown	ongoing	
FA3/N/1455	Linaria repens	stripetorskemunn	134171	stowaway	vehicles	spread	numerousYearly	unknown	ongoing	
FA3/N/1455	Linaria repens	stripetorskemunn	134171	contaminant	transportationOfHabitatMaterial	spread	numerousYearly	unknown	ongoing	
FA3/N/2504	Linepithema humile	argentinamaur	77422	contaminant	transportationOfHabitatMaterial	introduction	unknown	unknown	ongoing	
FA3/N/2504	Linepithema humile	argentinamaur	77422	contaminant	contaminantNurseryMaterial	introduction	unknown	unknown	ongoing	
FA3/N/2504	Linepithema humile	argentinamaur	77422	contaminant	contaminantOnPlants	introduction	unknown	unknown	ongoing	
FA3/N/2611	Linum perenne	blålin	144508	escape	otherUnknownEscape	introduction	severalPr10years	unknown	ongoing	"Hageutkast med p&#229;f&#248;lgende spredning."
FA3/N/2611	Linum perenne	blålin	144508	escape	horticulture	introduction	severalPr10years	unknown	ongoing	
FA3/N/2611	Linum perenne	blålin	144508	unaided	naturalDispersalAcrossBorders	spread	severalPr10years	unknown	ongoing	"P&#229;g&#229;ende spredning fra etableringssteder i norsk natur."
FA3/N/751	Lipandra polysperma	frømelde	105644	contaminant	contaminantOnPlants	introduction	severalPr10years	unknown	ongoing	
FA3/N/751	Lipandra polysperma	frømelde	105644	contaminant	seedContaminant	introduction	severalPr10years	unknown	ongoing	
FA3/N/751	Lipandra polysperma	frømelde	105644	contaminant	transportationOfHabitatMaterial	introduction	severalPr10years	unknown	ongoing	
FA3/N/751	Lipandra polysperma	frømelde	105644	stowaway	vehicles	introduction	severalPr10years	unknown	ongoing	
FA3/N/751	Lipandra polysperma	frømelde	105644	stowaway	ballastWater	introduction	rarerThan10years	unknown	historic	
FA3/N/751	Lipandra polysperma	frømelde	105644	contaminant	transportationOfHabitatMaterial	spread	numerousYearly	unknown	ongoing	
FA3/N/751	Lipandra polysperma	frømelde	105644	stowaway	vehicles	spread	numerousYearly	unknown	ongoing	
FA3/N/751	Lipandra polysperma	frømelde	105644	unaided	naturalDispersalAcrossBorders	spread	numerousYearly	unknown	ongoing	
FA3/N/291	Liriomyza huidobrensis	søramerikansk minérflue	21921	contaminant	contaminantOnPlants	introduction	unknown	unknown	future	Spredning fra drivhus
FA3/N/291	Liriomyza huidobrensis	søramerikansk minérflue	21921	contaminant	contaminantOnPlants	spread	unknown	unknown	future	Spredning med plantemateriale
FA3/N/2448	Liriomyza sativae	grønnsakminerflue	85574	contaminant	parasitesOnPlants	introduction	unknown	unknown	future	
FA3/N/311	Liriomyza trifolii	floridaminérflue	21943	contaminant	parasitesOnPlants	spread	numerousYearly	unknown	future	
FA3/N/311	Liriomyza trifolii	floridaminérflue	21943	contaminant	contaminantOnPlants	spread	numerousYearly	unknown	future	
FA3/N/311	Liriomyza trifolii	floridaminérflue	21943	contaminant	parasitesOnPlants	introduction	numerousYearly	unknown	unknown	
