Id	name	navn	TaxonId	mcat	cat	IntroSpread	frq	abun	timing	comm
FA3/N/2893	Abies amabilis	stillehavsedelgran	105142	escape	botanicalGardenZooAquarium	introduction	severalPr10years	unknown	ongoing	Arboret her oppfattet som botanisk hage.
FA3/N/16	Abies balsamea	balsamedelgran	129967	unaided	naturalDispersalAcrossBorders	spread	yearly	unknown	ongoing	Se Nedkvitne (1960).
FA3/N/16	Abies balsamea	balsamedelgran	129967	escape	forestry	introduction	yearly	unknown	ongoing	
FA3/N/16	Abies balsamea	balsamedelgran	129967	escape	horticulture	introduction	yearly	unknown	ongoing	
FA3/N/2894	Abies cephalonica	gresk edelgran	105143	escape	horticulture	introduction	severalPr10years	unknown	ongoing	
FA3/N/2894	Abies cephalonica	gresk edelgran	105143	escape	ornamentalPurposeOther	introduction	severalPr10years	unknown	ongoing	
FA3/N/165	Abies concolor	koloradoedelgran	63755	escape	forestry	introduction	rarerThan10years	unknown	ongoing	
FA3/N/165	Abies concolor	koloradoedelgran	63755	escape	horticulture	introduction	numerousYearly	unknown	ongoing	
FA3/N/165	Abies concolor	koloradoedelgran	63755	escape	ornamentalPurposeOther	introduction	numerousYearly	unknown	ongoing	
FA3/N/165	Abies concolor	koloradoedelgran	63755	unaided	naturalDispersalAcrossBorders	spread	severalPr10years	unknown	ongoing	
FA3/N/166	Abies grandis	kjempeedelgran	63756	escape	forestry	introduction	unknown	unknown	ongoing	
FA3/N/166	Abies grandis	kjempeedelgran	63756	escape	horticulture	introduction	severalPr10years	unknown	ongoing	
FA3/N/166	Abies grandis	kjempeedelgran	63756	escape	ornamentalPurposeOther	introduction	severalPr10years	unknown	ongoing	
FA3/N/2260	Abies koreana	koreansk edelgran	85577	escape	horticulture	introduction	severalPr10years	unknown	ongoing	
FA3/N/2260	Abies koreana	koreansk edelgran	85577	escape	ornamentalPurposeOther	introduction	severalPr10years	unknown	ongoing	
FA3/N/167	Abies lasiocarpa	fjelledelgran	129968	unaided	naturalDispersalAcrossBorders	spread	yearly	unknown	ongoing	
FA3/N/167	Abies lasiocarpa	fjelledelgran	129968	escape	forestry	introduction	yearly	unknown	ongoing	
FA3/N/167	Abies lasiocarpa	fjelledelgran	129968	escape	horticulture	introduction	severalPr10years	unknown	ongoing	
FA3/N/2895	Abies magnifica	praktedelgran	105146	escape	horticulture	introduction	rarerThan10years	unknown	ongoing	
FA3/N/168	Abies mariesii	mariesedelgran	84758	escape	forestry	introduction	rarerThan10years	unknown	ongoing	
FA3/N/169	Abies nordmanniana	nordmannsedelgran	63758	escape	forestry	introduction	severalPr10years	unknown	ongoing	
FA3/N/169	Abies nordmanniana	nordmannsedelgran	63758	escape	horticulture	introduction	rarerThan10years	unknown	ongoing	
FA3/N/169	Abies nordmanniana	nordmannsedelgran	63758	escape	ornamentalPurposeOther	introduction	rarerThan10years	unknown	ongoing	
FA3/N/169	Abies nordmanniana	nordmannsedelgran	63758	escape	botanicalGardenZooAquarium	introduction	rarerThan10years	unknown	ongoing	Her inkludert arboreter.
FA3/N/170	Abies procera	nobelgran	129969	escape	horticulture	introduction	severalPr10years	unknown	ongoing	
FA3/N/170	Abies procera	nobelgran	129969	escape	forestry	introduction	severalPr10years	unknown	ongoing	
FA3/N/170	Abies procera	nobelgran	129969	unaided	naturalDispersalAcrossBorders	spread	severalPr10years	unknown	ongoing	
FA3/N/170	Abies procera	nobelgran	129969	escape	agriculture	introduction	severalPr10years	unknown	ongoing	"Dagens produksjon er utelukkende til juletreproduksjon hvor tr&#230;rne sjelden eller nesten aldri n&#229;r fertil alder"
FA3/N/2896	Abies sachalinensis	sakhalinedelgran	105147	escape	forestry	introduction	rarerThan10years	unknown	ongoing	
FA3/N/2896	Abies sachalinensis	sakhalinedelgran	105147	escape	horticulture	introduction	rarerThan10years	unknown	ongoing	
FA3/N/171	Abies sibirica	sibiredelgran	63760	escape	forestry	introduction	severalPr10years	unknown	ongoing	
FA3/N/171	Abies sibirica	sibiredelgran	63760	escape	horticulture	introduction	numerousYearly	unknown	ongoing	
FA3/N/171	Abies sibirica	sibiredelgran	63760	escape	ornamentalPurposeOther	introduction	yearly	unknown	ongoing	
FA3/N/171	Abies sibirica	sibiredelgran	63760	unaided	naturalDispersalAcrossBorders	spread	yearly	unknown	ongoing	
FA3/N/2897	Abies veitchii	veitchs edelgran	105148	escape	horticulture	introduction	rarerThan10years	unknown	ongoing	
FA3/N/70	Acanthoscelides obtectus	bønnefrøbille	6791	contaminant	seedContaminant	introduction	unknown	unknown	unknown	"med fr&#248;"
FA3/N/2381	Acartia tonsa		85402	stowaway	ballastWater	introduction	unknown	unknown	ceased	"I Europa ble den f&#248;rst oppdaget i 1916, ogi Sverige ble den registrert i 1934 (www.frammandearter.se).Det er sannsynlig at arten ble spredt /innf&#248;rt til Norsk del av Skagerrak i samme tidsrom. Arten transporteres med ballastvann, men det er usikkert om introduksjon til norske havomr&#229;der var med ballastvann eller kun ved passiv spredning fra kringliggende havomr&#229;der."
FA3/N/2381	Acartia tonsa		85402	unaided	naturalDispersalAcrossBorders	introduction	numerousYearly	moreThan1000	ongoing	"I Europa ble den f&#248;rst oppdaget i 1916 i Nordsj&#248;en og har senere spredd seg til &#216;stersj&#248;en (1925), I Sverige ble den registrert i 1934 (www.frammandearter.se). Det er sannsynlig at arten ble spredt /innf&#248;rt til Norsk del av Skagerrak i samme tidsrom. Arten er planktonisk, og spres derfor raskt med havstr&#248;mmer fra Kattegat (kyststr&#248;mmen ) og s&#248;rlige Nordsj&#248;en (Jyllandsstr&#248;mmen)."
FA3/N/2381	Acartia tonsa		85402	unaided	naturalDispersalAcrossBorders	spread	numerousYearly	moreThan1000	ongoing	"Acartia tonsa forekommer vanlig i Danske og Svenske kystomr&#229;der. Arten er planktonisk, og spres derfor raskt med kyststr&#248;mmen. Arten er knyttet til estuarier og kystn&#230;re omr&#229;der, men utbredeslen langs norskekysten er sv&#230;rt d&#229;rlig kjent. Hvis arten danner separate populasjoner i indre estuarier kan spredningen mellom lokaliteter v&#230;re relativt lav. Hvis arten derimot er utbredt i kyststr&#248;mmen, kan arten potentielt spres meget raskt langs kysten."
FA3/S/104	Acartia tonsa		85402	stowaway	ballastWater	introduction	unknown	unknown	future	
FA3/S/104	Acartia tonsa		85402	unaided	naturalDispersalAcrossBorders	introduction	unknown	unknown	future	
FA3/N/174	Acer campestre	naverlønn	63516	escape	horticulture	introduction	severalPr10years	unknown	ongoing	
FA3/N/174	Acer campestre	naverlønn	63516	escape	ornamentalPurposeOther	introduction	severalPr10years	unknown	ongoing	
FA3/N/174	Acer campestre	naverlønn	63516	unaided	naturalDispersalAcrossBorders	spread	severalPr10years	unknown	ongoing	
FA3/N/174	Acer campestre	naverlønn	63516	escape	botanicalGardenZooAquarium	introduction	unknown	unknown	ongoing	
FA3/N/175	Acer ginnala	sibirlønn	63517	escape	horticulture	introduction	numerousYearly	unknown	ongoing	
FA3/N/175	Acer ginnala	sibirlønn	63517	escape	ornamentalPurposeOther	introduction	yearly	unknown	ongoing	
FA3/N/175	Acer ginnala	sibirlønn	63517	unaided	naturalDispersalAcrossBorders	spread	unknown	unknown	ongoing	
FA3/N/175	Acer ginnala	sibirlønn	63517	release	otherUnknownRelease	introduction	rarerThan10years	2to10	historic	"Fra Stefan Muraks fors&#248;k med trekkplanter for bier p&#229; 1960-tallet."
FA3/N/175	Acer ginnala	sibirlønn	63517	release	landscapeFloraFaunaImprovement	introduction	numerousYearly	unknown	ongoing	Tilplantning av kanter i nye veianlegg.
FA3/N/176	Acer negundo	asklønn	63518	escape	horticulture	introduction	severalPr10years	unknown	ongoing	
FA3/N/176	Acer negundo	asklønn	63518	escape	ornamentalPurposeOther	introduction	rarerThan10years	unknown	ongoing	
FA3/N/176	Acer negundo	asklønn	63518	escape	botanicalGardenZooAquarium	introduction	rarerThan10years	unknown	ongoing	
FA3/N/159	Acer pseudoplatanus	platanlønn	63520	escape	horticulture	introduction	numerousYearly	unknown	ongoing	
FA3/N/159	Acer pseudoplatanus	platanlønn	63520	escape	ornamentalPurposeOther	introduction	numerousYearly	unknown	ongoing	
FA3/N/159	Acer pseudoplatanus	platanlønn	63520	unaided	naturalDispersalAcrossBorders	spread	numerousYearly	unknown	ongoing	
FA3/N/182	Acer saccharinum	sølvlønn	84762	escape	horticulture	introduction	rarerThan10years	unknown	ongoing	
FA3/N/182	Acer saccharinum	sølvlønn	84762	escape	ornamentalPurposeOther	introduction	rarerThan10years	unknown	ongoing	
FA3/N/177	Acer tataricum	tatarlønn	63521	escape	horticulture	introduction	rarerThan10years	unknown	ongoing	
FA3/N/177	Acer tataricum	tatarlønn	63521	escape	ornamentalPurposeOther	introduction	rarerThan10years	unknown	ongoing	
FA3/S/33	Achillea millefolium	ryllik	145524	contaminant	contaminatedBait	introduction	severalPr10years	unknown	ongoing	
FA3/S/33	Achillea millefolium	ryllik	145524	contaminant	otherUnknownContaminant	introduction	rarerThan10years	unknown	ongoing	Forurensning av diverse materiale.
FA3/S/33	Achillea millefolium	ryllik	145524	stowaway	otherMeansOfTransport	introduction	rarerThan10years	unknown	ongoing	"Blindpassasjer p&#229; ulike transporter, men ingen detaljer er kjent."
FA3/N/185	Achillea nobilis	engryllik	60355	contaminant	seedContaminant	introduction	severalPr10years	unknown	ceased	"Trolig kommet som forurensning med grasfr&#248; og korn."
FA3/N/185	Achillea nobilis	engryllik	60355	unaided	naturalDispersalAcrossBorders	spread	severalPr10years	unknown	ongoing	"Arten har spredt seg til tre n&#230;rliggende &#248;yer i Oslofjorden."
FA3/N/3056	Acipenser oxyrinchus	atlanterhavstør	103788	unaided	naturalDispersalAcrossBorders	introduction	unknown	2to10	ongoing	mulig egenspredning av individ utsatt til restaureringstiltak i Polen
FA3/N/3254	Acipenser ruthenus	sterlett	26079	escape	aquaculture	introduction	unknown	unknown	future	Potensielt kan arten spres til Norge, men risikoen for at den etablerer seg er liten.
FA3/N/3254	Acipenser ruthenus	sterlett	26079	unaided	naturalDispersalAcrossBorders	introduction	unknown	unknown	future	"Enkelte funn av arten er gjort i &#216;stersj&#248;en. Hvis arten blir mer brukt i f.eks. hagedammer i naboland s&#229; kan man anta at det ogs&#229; blir flere funn av r&#248;mte individer og de kan potensielt ogs&#229; sv&#248;mme til Norge, men risikoen for at den etablerer seg er liten."
FA3/N/192	Aconogonon ×fennicum	værøyslirekne	130030	escape	otherEscape	introduction	severalPr10years	unknown	ongoing	Utkast fra hager.
FA3/N/192	Aconogonon ×fennicum	værøyslirekne	130030	contaminant	transportationOfHabitatMaterial	introduction	severalPr10years	unknown	ongoing	Forflytning av jordmasser.
FA3/N/192	Aconogonon ×fennicum	værøyslirekne	130030	contaminant	transportationOfHabitatMaterial	spread	yearly	unknown	ongoing	Forflytning av jordmasser.
FA3/N/193	Aconogonon alpinum	alpeslirekne	130042	escape	horticulture	spread	severalPr10years	unknown	ongoing	
FA3/N/193	Aconogonon alpinum	alpeslirekne	130042	contaminant	contaminatedBait	introduction	rarerThan10years	unknown	historic	"Kan ha kommet minst &#233;n gang med tysk hestef&#244;r under andre verdenskrig."
FA3/N/193	Aconogonon alpinum	alpeslirekne	130042	escape	ornamentalPurposeOther	introduction	unknown	unknown	ongoing	
FA3/N/194	Aconogonon divaricatum	toppslirekne	130045	escape	horticulture	introduction	severalPr10years	unknown	ongoing	
FA3/N/194	Aconogonon divaricatum	toppslirekne	130045	escape	ornamentalPurposeOther	introduction	rarerThan10years	unknown	ongoing	
FA3/N/194	Aconogonon divaricatum	toppslirekne	130045	escape	otherEscape	introduction	severalPr10years	unknown	ongoing	Utkast fra hager.
FA3/N/196	Aconogonon weyrichii	filtslirekne	130059	escape	horticulture	introduction	severalPr10years	unknown	ongoing	
FA3/N/145	Acrotona parens		11427	unaided	naturalDispersalAcrossBorders	introduction	unknown	unknown	ongoing	
FA3/N/145	Acrotona parens		11427	contaminant	transportationOfHabitatMaterial	introduction	unknown	unknown	ongoing	
FA3/N/274	Acrotona pseudotenera		11430	stowaway	containerBulk	introduction	unknown	unknown	ongoing	
FA3/N/274	Acrotona pseudotenera		11430	unaided	naturalDispersalAcrossBorders	introduction	unknown	unknown	ongoing	
FA3/N/274	Acrotona pseudotenera		11430	contaminant	contaminantNurseryMaterial	spread	numerousYearly	unknown	ongoing	
FA3/N/274	Acrotona pseudotenera		11430	contaminant	transportationOfHabitatMaterial	introduction	numerousYearly	unknown	ongoing	
FA3/N/2449	Acrotrichis cognata		11169	contaminant	transportationOfHabitatMaterial	introduction	unknown	unknown	ongoing	
FA3/N/2449	Acrotrichis cognata		11169	unaided	naturalDispersalAcrossBorders	introduction	unknown	unknown	ongoing	
FA3/N/2121	Acrotrichis henrici		11174	unaided	naturalDispersalAcrossBorders	spread	numerousYearly	unknown	ongoing	
FA3/N/275	Acrotrichis insularis		11175	unaided	naturalDispersalAcrossBorders	introduction	unknown	unknown	ongoing	
FA3/N/275	Acrotrichis insularis		11175	stowaway	vehicles	introduction	unknown	unknown	ongoing	
FA3/N/275	Acrotrichis insularis		11175	contaminant	transportationOfHabitatMaterial	introduction	unknown	unknown	ongoing	
FA3/N/2197	Acrotrichis sanctaehelenae		11185	contaminant	transportationOfHabitatMaterial	introduction	unknown	unknown	future	
FA3/N/2197	Acrotrichis sanctaehelenae		11185	unaided	naturalDispersalAcrossBorders	introduction	unknown	unknown	future	
FA3/N/199	Actinidia arguta		84767	release	otherIntentionalRelease	introduction	rarerThan10years	unknown	ceased	Utsatt i skog som trekkplante for bier.
FA3/N/202	Actinidia kolomikta	rødkattebusk	84770	release	otherIntentionalRelease	introduction	rarerThan10years	unknown	ceased	Utsatt i skogen som trekkplante for bier.
FA3/N/276	Adistemia watsoni		7772	contaminant	transportationOfHabitatMaterial	introduction	unknown	unknown	ongoing	
FA3/N/276	Adistemia watsoni		7772	stowaway	vehicles	introduction	unknown	unknown	ongoing	
FA3/N/3313	Aedes aegypti		141421	stowaway	containerBulk	introduction	unknown	unknown	ongoing	Arten kommer via internasjonal handel med gamle bildekk.
FA3/N/134	Aedes albopictus		84661	stowaway	containerBulk	introduction	yearly	unknown	unknown	
FA3/N/134	Aedes albopictus		84661	stowaway	machinery	introduction	yearly	unknown	unknown	
FA3/N/134	Aedes albopictus		84661	stowaway	peopleAndLuggage	introduction	yearly	unknown	unknown	
FA3/N/134	Aedes albopictus		84661	stowaway	vehicles	introduction	yearly	unknown	unknown	
FA3/N/134	Aedes albopictus		84661	stowaway	hitchhikersShip	introduction	yearly	unknown	unknown	
FA3/N/3312	Aedes atropalpus		141420	stowaway	containerBulk	introduction	numerousYearly	unknown	ongoing	Arten har kommet til Europa fra Nord-Amerika via transport av brukte bildekk.
FA3/N/3314	Aedes japonicus		141422	stowaway	containerBulk	introduction	unknown	unknown	ongoing	Arten er funnet introdusert til andre land via internasjonal handel med gamle bildekk.
FA3/N/3315	Aedes koreicus		141423	contaminant	otherUnknownContaminant	introduction	unknown	unknown	future	
FA3/N/3316	Aedes triceriatus		141424	stowaway	containerBulk	introduction	unknown	unknown	ongoing	Arten er kommet til Europa (Frankrike) via import av gamle bildekk fra USA.
FA3/N/207	Aesculus hippocastanum	hestekastanje	63524	escape	horticulture	introduction	numerousYearly	unknown	ongoing	
FA3/N/207	Aesculus hippocastanum	hestekastanje	63524	escape	ornamentalPurposeOther	introduction	numerousYearly	unknown	ongoing	
FA3/N/207	Aesculus hippocastanum	hestekastanje	63524	unaided	naturalDispersalAcrossBorders	spread	numerousYearly	unknown	ongoing	
FA3/N/264	Agardhiella subulata		84983	stowaway	fishingEquipment	introduction	unknown	unknown	future	
FA3/N/264	Agardhiella subulata		84983	stowaway	otherMeansOfTransport	introduction	unknown	unknown	future	
FA3/N/264	Agardhiella subulata		84983	unaided	naturalDispersalAcrossBorders	introduction	unknown	unknown	future	
FA3/N/2524	Agaricus bisporus	dyrket sjampinjong	34735	contaminant	contaminantNurseryMaterial	introduction	unknown	unknown	unknown	Arten introduseres til norsk natur ved at matavfall deponeres i hager o.l.
FA3/N/2525	Agaricus bitorquis	bysjampinjong	34737	stowaway	otherMeansOfTransport	introduction	unknown	unknown	unknown	Spres trolig delvis ved egen hjelp og delvis ved forflytning av infiserte jord/grus/steinmasser<br/>
FA3/N/2525	Agaricus bitorquis	bysjampinjong	34737	unaided	naturalDispersalAcrossBorders	spread	unknown	unknown	ongoing	"Arten spres lokalt etter alt &#229; d&#248;mme ved sprespredning 8innenfor sterkt forstyrrete milj&#248;er)<br/>"
FA3/N/2529	Agaricus subperonatus	hagesjampinjong	34779	contaminant	transportationOfHabitatMaterial	introduction	unknown	unknown	unknown	"Sannsynligvis introdusert med jordmasser til byomr&#229;der"
FA3/N/2529	Agaricus subperonatus	hagesjampinjong	34779	contaminant	contaminantNurseryMaterial	introduction	unknown	unknown	ongoing	Arten kan introduserer ut i naturen gjennom hageavfall, kompost ol.<br/>
FA3/N/2529	Agaricus subperonatus	hagesjampinjong	34779	unaided	naturalDispersalAcrossBorders	spread	unknown	unknown	ongoing	"Arten spres trolig lokalt ogs&#229; ved sporespredning<br/>"
FA3/N/2526	Agaricus xanthodermus	giftsjampinjong	34782	contaminant	transportationOfHabitatMaterial	introduction	unknown	unknown	ceased	"Arten er etter alt &#229; d&#248;mme introdusert til Oslo-omr&#229;det med jord eller plantemateriale.<br/>"
FA3/N/2526	Agaricus xanthodermus	giftsjampinjong	34782	unaided	naturalDispersalAcrossBorders	spread	unknown	unknown	unknown	Arten spres lokalt med sporespredning.<br/>
FA3/N/208	Agastache rugosa	koreahestemynte	62229	escape	horticulture	introduction	rarerThan10years	unknown	ongoing	
FA3/N/209	Agastache urticifolia	hestemynte	62230	escape	horticulture	introduction	severalPr10years	unknown	ongoing	
FA3/N/209	Agastache urticifolia	hestemynte	62230	escape	ornamentalPurposeOther	introduction	severalPr10years	unknown	ongoing	
FA3/N/209	Agastache urticifolia	hestemynte	62230	escape	otherEscape	introduction	severalPr10years	unknown	ongoing	Utkast fra hager
FA3/N/33	Aglaothamnion halliae		66324	stowaway	ballastWater	introduction	numerousYearly	unknown	historic	
FA3/N/33	Aglaothamnion halliae		66324	stowaway	hullFouling	introduction	numerousYearly	unknown	ongoing	
FA3/N/33	Aglaothamnion halliae		66324	stowaway	otherMeansOfTransport	introduction	severalPr10years	unknown	ceased	"Kan ha kommet til Helgoland som kulturplante og har kommet ut i naturen med avl&#248;psvann."
FA3/N/33	Aglaothamnion halliae		66324	stowaway	fishingEquipment	introduction	unknown	unknown	ongoing	
FA3/N/2447	Agrilus anxius	amerikansk bjørkepraktbille	84372	stowaway	containerBulk	introduction	unknown	unknown	unknown	"Aktuelle spredningsveier for <i>Agrilus anxius</i> er produkter av Bj&#248;rk (Betlula spp.), levende planter og plantemateriale, t&#248;mmer av bj&#248;rk med og uten bark og treflis som inneholder bj&#248;rk."
FA3/N/2447	Agrilus anxius	amerikansk bjørkepraktbille	84372	stowaway	organicPackagingMaterial	introduction	unknown	unknown	unknown	"Pakkemateriale av bj&#248;rk"
FA3/N/281	Agrilus planipennis	asiatisk askepraktbille	79367	stowaway	containerBulk	introduction	unknown	unknown	unknown	"Import av asketr&#230;r, blandingsved og treflis som kan inneholde Ask"
FA3/N/35	Agrostemma githago	klinte	130084	contaminant	seedContaminant	introduction	severalPr10years	unknown	ongoing	"Kom tidlig inn som forurensning i s&#229;korn (n&#229; opph&#248;rt). I nyere tid kommet inn som forurensning i grasfr&#248; til restaureringstiltak."
FA3/N/12	Ahasverus advena		8043	unaided	naturalDispersalAcrossBorders	introduction	unknown	unknown	ongoing	
FA3/N/12	Ahasverus advena		8043	contaminant	contaminantNurseryMaterial	introduction	unknown	unknown	ongoing	
FA3/N/43	Aix galericulata	mandarinand	3411	escape	botanicalGardenZooAquarium	introduction	unknown	unknown	unknown	
FA3/N/43	Aix galericulata	mandarinand	3411	escape	petAquariumTerrariumSpecies	introduction	unknown	unknown	unknown	
FA3/N/43	Aix galericulata	mandarinand	3411	unaided	naturalDispersalAcrossBorders	introduction	unknown	unknown	ongoing	
FA3/N/1074	Aix sponsa	brudeand	3412	escape	botanicalGardenZooAquarium	introduction	unknown	unknown	unknown	"Ukjent om det har forekommet r&#248;mninger fra slike anlegg."
FA3/N/1074	Aix sponsa	brudeand	3412	escape	petAquariumTerrariumSpecies	introduction	unknown	unknown	unknown	"Ukjent om det har forekommet r&#248;mninger fra slike anlegg."
FA3/N/1074	Aix sponsa	brudeand	3412	unaided	naturalDispersalAcrossBorders	introduction	unknown	unknown	unknown	Det er mest trolig at fugler sett i Norge har spredd seg fra frittlevende bestander i Europa.
FA3/N/215	Ajuga genevensis	storjonsokkoll	62232	contaminant	seedContaminant	introduction	rarerThan10years	unknown	ceased	"Som forurensing i grasfr&#248;."
FA3/N/215	Ajuga genevensis	storjonsokkoll	62232	escape	horticulture	introduction	rarerThan10years	unknown	ceased	
FA3/N/215	Ajuga genevensis	storjonsokkoll	62232	escape	ornamentalPurposeOther	introduction	rarerThan10years	unknown	ceased	
FA3/N/217	Alcea rosea	praktstokkrose	130140	escape	horticulture	introduction	numerousYearly	unknown	ongoing	
FA3/N/217	Alcea rosea	praktstokkrose	130140	escape	ornamentalPurposeOther	introduction	numerousYearly	unknown	ongoing	
FA3/N/219	Alchemilla heptagona	sjuhornmarikåpe	63191	contaminant	contaminatedBait	introduction	rarerThan10years	unknown	historic	"Trolig fulgt med russisk hestef&#244;r under andre verdenskrig."
FA3/N/220	Alchemilla mollis	praktmarikåpe	63193	escape	horticulture	introduction	numerousYearly	unknown	ongoing	
FA3/N/220	Alchemilla mollis	praktmarikåpe	63193	escape	ornamentalPurposeOther	introduction	numerousYearly	unknown	ongoing	
FA3/N/220	Alchemilla mollis	praktmarikåpe	63193	unaided	naturalDispersalAcrossBorders	spread	numerousYearly	unknown	ongoing	
FA3/N/220	Alchemilla mollis	praktmarikåpe	63193	escape	otherEscape	introduction	numerousYearly	unknown	ongoing	Utkast fra hager.
FA3/N/2899	Alchemilla sarmatica	sarmatmarikåpe	63201	contaminant	seedContaminant	introduction	unknown	unknown	ongoing	
FA3/N/34	Alchemilla semilunaris	månemarikåpe	63203	contaminant	contaminatedBait	introduction	rarerThan10years	unknown	historic	"Trolig kommet med russisk h&#248;y (hestef&#244;r) under andre verdenskrig."
FA3/N/2900	Alchemilla speciosa		105155	escape	horticulture	introduction	unknown	unknown	ongoing	Datagrunnlaget er to spredninger til norsk natur etter 2010.
FA3/S/61	Alchemilla subcrenata	engmarikåpe	130172	contaminant	contaminatedBait	introduction	rarerThan10years	unknown	ongoing	"Engmarik&#229;pe blir innf&#248;rt n&#229; og da, trolig oftest med f&#244;r."
FA3/S/61	Alchemilla subcrenata	engmarikåpe	130172	stowaway	otherMeansOfTransport	introduction	rarerThan10years	unknown	ongoing	"Engmarik&#229;pe blir innf&#248;rt n&#229; og da, trolig med ulike vektorer."
FA3/S/111	Alcyonium digitatum	dødmannshånd	4938	stowaway	otherMeansOfTransport	introduction	unknown	unknown	future	"Som epifauna p&#229; drivende objekter transportert med havstr&#248;m."
FA3/S/111	Alcyonium digitatum	dødmannshånd	4938	unaided	naturalDispersalAcrossBorders	spread	unknown	unknown	future	"Arten har planktoniske larver som spres med havstr&#248;mmer. Larvestadiet er kort, og egenspredning mellom Norge og Svalbard er derfor lite sannsynlig."
FA3/N/1075	Alectoris chukar	berghøne	3970	release	hunting	introduction	unknown	unknown	ceased	
FA3/N/1076	Alectoris rufa	rødhøne	3971	release	otherIntentionalRelease	introduction	unknown	unknown	unknown	Trening av fuglehunder
FA3/N/225	Allium ×hollandicum	kirgisløk	130198	escape	horticulture	introduction	severalPr10years	unknown	ongoing	
FA3/N/225	Allium ×hollandicum	kirgisløk	130198	escape	otherEscape	introduction	severalPr10years	unknown	ongoing	Utkast fra hager.
FA3/N/222	Allium angulosum	prydløk	59364	release	otherIntentionalRelease	introduction	rarerThan10years	unknown	ceased	Trolig utsatt som trekkplante for bier.
FA3/N/2902	Allium caeruleum		130200	escape	horticulture	introduction	unknown	unknown	future	
FA3/N/223	Allium carinatum	roseløk	59365	release	otherIntentionalRelease	introduction	rarerThan10years	unknown	ceased	Trolig utsatt i naturen som trekkplante for bier.
FA3/N/223	Allium carinatum	roseløk	59365	contaminant	seedContaminant	introduction	rarerThan10years	unknown	historic	"Kanskje kommet inn som forurensning med grasfr&#248; p&#229; 1800-tallet."
FA3/N/229	Allium rotundum	kuleløk	102497	contaminant	seedContaminant	introduction	rarerThan10years	unknown	ceased	
FA3/N/3338	Allium siculum		141039	escape	horticulture	introduction	rarerThan10years	unknown	future	
FA3/N/230	Allium victorialis	seiersløk	59380	escape	horticulture	introduction	severalPr10years	unknown	ongoing	
FA3/N/230	Allium victorialis	seiersløk	59380	escape	ornamentalPurposeOther	introduction	severalPr10years	unknown	ongoing	
FA3/N/230	Allium victorialis	seiersløk	59380	unaided	naturalDispersalAcrossBorders	spread	severalPr10years	unknown	ongoing	Sterk, lokal egenspredning fra de forekomstene som etablerer seg.
FA3/N/230	Allium victorialis	seiersløk	59380	escape	otherEscape	introduction	unknown	unknown	ongoing	Utkast fra hager.
FA3/N/2264	Alnus alnobetula	grønnor	144001	release	landscapeFloraFaunaImprovement	introduction	rarerThan10years	unknown	ongoing	
FA3/N/2264	Alnus alnobetula	grønnor	144001	escape	horticulture	introduction	severalPr10years	unknown	ongoing	
FA3/N/2264	Alnus alnobetula	grønnor	144001	escape	ornamentalPurposeOther	introduction	severalPr10years	unknown	ongoing	
FA3/N/2264	Alnus alnobetula	grønnor	144001	unaided	naturalDispersalAcrossBorders	spread	yearly	unknown	ongoing	Meget rask og ekspansiv egenspredning.
FA3/N/319	Alopochen aegyptiaca	niland	3413	unaided	naturalDispersalAcrossBorders	introduction	unknown	unknown	ongoing	Fugler som blir sett i Norge kommer trolig fra forvillede bestander i Europa.
FA3/N/384	Alphitophagus bifasciatus		9666	contaminant	transportationOfHabitatMaterial	introduction	unknown	unknown	ongoing	
FA3/N/384	Alphitophagus bifasciatus		9666	contaminant	contaminantNurseryMaterial	introduction	unknown	unknown	ongoing	
FA3/N/233	Alyssum alyssoides	grådodre	130265	unaided	naturalDispersalAcrossBorders	spread	unknown	unknown	ongoing	
FA3/N/233	Alyssum alyssoides	grådodre	130265	contaminant	seedContaminant	introduction	severalPr10years	unknown	ceased	
FA3/N/233	Alyssum alyssoides	grådodre	130265	contaminant	transportationOfHabitatMaterial	introduction	rarerThan10years	unknown	ongoing	
FA3/N/320	Amandava amandava	tigerastrild	84915	escape	petAquariumTerrariumSpecies	introduction	unknown	unknown	ongoing	
FA3/N/2874	Amaranthus hypochondriacus powellii	grønnamarant	130277	contaminant	seedContaminant	introduction	severalPr10years	unknown	ongoing	"I dag vesentlig med fuglefr&#248;, tidligere med korn, sojab&#248;nner og trolig grasfr&#248;."
FA3/N/249	Amaranthus retroflexus	duskamarant	61316	contaminant	seedContaminant	introduction	severalPr10years	unknown	ongoing	
FA3/N/249	Amaranthus retroflexus	duskamarant	61316	contaminant	foodContaminant	introduction	severalPr10years	unknown	ongoing	
FA3/N/249	Amaranthus retroflexus	duskamarant	61316	contaminant	transportationOfHabitatMaterial	introduction	severalPr10years	unknown	ongoing	
FA3/N/249	Amaranthus retroflexus	duskamarant	61316	stowaway	vehicles	introduction	rarerThan10years	unknown	ongoing	
FA3/N/249	Amaranthus retroflexus	duskamarant	61316	stowaway	ballastWater	introduction	rarerThan10years	unknown	historic	
FA3/N/3234	Amazona oratrix	gulhodeamazon	141194	unaided	naturalDispersalAcrossBorders	introduction	unknown	unknown	unknown	"Det er lite trolig at denne arten vil spre seg fra s&#248;rlige Tyskland til Norge"
