Id	kingdom	phylum	class	order	family	name	Author	navn	TaxonId	Ekspertgruppe	Vurderingskategori	Invasjonspotensiale_nivaa	Invasjonspotensiale_usikkerhet_ned	Invasjonspotensiale_usikkerhet_opp	oekologisk_effekt_nivaa	oekologisk_effekt_usikkerhet_ned	oekologisk_effekt_usikkerhet_opp	Risikonivaa	Utslagsgivende_kriterier	Risikonivaa_2012	Invasjonspotensialenivaa_2012	oekologisk_effektnivaa_2012	Foerst_observert	Foerst_observert2	Livsmiljoe	Parasitt	Kom_til_vurderingsomraadet_fra	Norsk_bestand_aar	Norsk_bestand_sted	Generasjonstid	Seksuell_reproduksjon	Aseksuell_reproduksjon	Import	Arten_finnes_i_foelgende_fylker_omraader	Forekomstareal	Forekomstareal_moerketall	Forekomstareal_total	Utbredelsesomraade	Potensielt_forekomstareal	Andel_i_sterkt_endra_natur	Naturlig_utbredelse	Naturlig_utbredelse_marint	Naavaerende_utbredelse	Naavaerende_utbredelse_marint	A	A_usikker_opp	A_usikker_ned	B	B_usikker_opp	B_usikker_ned	B_ekspansjonshastighet	C	C_usikker_opp	C_usikker_ned	C_koloniserte_naturtyper	D	D_usikker_opp	D_usikker_ned	D_trua_arter_noekkelarter	D_naturtyper	E	E_usikker_opp	E_usikker_ned	E_andre_arter_noekkelarter	E_naturtyper	F	F_usikker_opp	F_usikker_ned	F_Truete_sjeldne_naturtyper	G	G_usikker_opp	G_usikker_ned	G_oevrige_naturtyper	H	H_usikker_opp	H_usikker_ned	H_Overfoering_av_genetisk_materiale_til_stedegne_arter_Antall_arter	I	I_usikker_opp	I_usikker_ned	I_Overfoering_av_parasitter_patogener_til_stedegne_arter_Antall_arter
FA3/N/1392	Plantae	Magnoliophyta	Eudicots	Brassicales	Brassicaceae	Lepidium cordatum	Willd. ex Steven	hjertekarse	61208	Karplanter	NotApplicablecanNotEstablishWithin50years									1	1	1	1935	1935	terrestrial		unknown			2	V										temperate_nemoral:Asia|temperate_dry:Asia		temperate_nemoral:Asia|temperate_dry:Asia																																						
FA3/N/828	Plantae	Magnoliophyta	Eudicots	Brassicales	Brassicaceae	Lepidium coronopus	(L.) Al-Shehbaz	kråkekarse	134098	Karplanter	AlienSpecie	1			1			1	1,1	0	0	0	1826	1826	terrestrial		origin	1834	Oslo: flere steder	2	V			OsA	4	3	12	1	0	100	subtropic_mediterranean:Europe,Asia,Africa		temperate_nemoral:Europe,Oceania|subtropic_mediterranean:Europe,Asia,Africa,Oceania,NorthAndCentralAmerica|subtropic_caperegion:Africa		1			1			0	1			T35	1					1					1				1				1			0	1			0
FA3/N/1395	Plantae	Magnoliophyta	Eudicots	Brassicales	Brassicaceae	Lepidium heterophyllum	Benth.	vollkarse	134103	Karplanter	AlienSpecie	3			1			2	3AB,1	2	3	1	1902	1902	terrestrial		origin	1902	AA Lillesand: Lillesand	5	V			Ve,Te,Aa,Va,Ro	284	3	852	14900	1200	50	temperate_nemoral:Europe|subtropic_mediterranean:Europe		temperate_nemoral:Europe|subtropic_mediterranean:Europe,Oceania,NorthAndCentralAmerica		3			3		X	170	1			T32,T35,T40,T40,T41,T45	1					1					1				1				1			0	1			0
FA3/N/1398	Plantae	Magnoliophyta	Eudicots	Brassicales	Brassicaceae	Lepidium perfoliatum	L.	orientkarse	61214	Karplanter	NotApplicablecanNotEstablishWithin50years									0	0	0	1875	1875	terrestrial		origin			1	V										temperate_nemoral:Europe,Asia|temperate_dry:Europe,Asia|subtropic_mediterranean:Europe,Asia|subtropic_dry:Asia		temperate_nemoral:Europe,Asia,NorthAndCentralAmerica,SouthAmerica|temperate_dry:Europe,Asia|subtropic_mediterranean:Europe,Asia,NorthAndCentralAmerica|subtropic_dry:Asia																																						
FA3/N/1399	Plantae	Magnoliophyta	Eudicots	Brassicales	Brassicaceae	Lepidium ramosissimum	A.Nelson	greinkarse	134106	Karplanter	NotApplicablecanNotEstablishWithin50years									0	0	0	1924	1924	terrestrial		origin			1	V										temperate_boreal:NorthAndCentralAmerica|temperate_nemoral:NorthAndCentralAmerica|temperate_dry:NorthAndCentralAmerica|subtropic_mediterranean:NorthAndCentralAmerica|subtropic_dry:NorthAndCentralAmerica		temperate_boreal:NorthAndCentralAmerica|temperate_nemoral:NorthAndCentralAmerica|temperate_dry:NorthAndCentralAmerica|subtropic_mediterranean:NorthAndCentralAmerica|subtropic_dry:NorthAndCentralAmerica																																						
FA3/N/1401	Plantae	Magnoliophyta	Eudicots	Brassicales	Brassicaceae	Lepidium sativum	L.	matkarse	61217	Karplanter	NotApplicablecanNotEstablishWithin50years									1	1	1	1882	1882	terrestrial		unknown			1	V										temperate_nemoral:Asia|temperate_dry:Asia|subtropic_mediterranean:Asia		temperate_nemoral:Europe,Asia,Oceania,NorthAndCentralAmerica|temperate_dry:Europe,Asia|subtropic_mediterranean:Europe,Asia,Africa,Oceania|subtropic_dry:Asia|subtropic_highlands:Africa																																						
FA3/N/858	Plantae	Magnoliophyta	Eudicots	Asterales	Asteraceae	Leptinella squalida	Hook. f.	trampeknapp	105643	Karplanter	NotApplicablecanNotEstablishWithin50years									0	0	0	1989	1989	terrestrial		unknown			1	V										temperate_nemoral:Oceania|subtropic_unspecified:Oceania		temperate_nemoral:Europe,Oceania|subtropic_unspecified:Oceania																																						
FA3/N/3200	Plantae	Magnoliophyta	Eudicots	Asterales	Asteraceae	Leucanthemella serotina	(L.) Tzvelev		143872	Karplanter	NotApplicablecanNotEstablishWithin50years									0	0	0	1979	1979	terrestrial		unknown			5	V										temperate_nemoral:Europe|subtropic_mediterranean:Europe		temperate_nemoral:Europe|subtropic_mediterranean:Europe																																						
FA3/N/2976	Plantae	Magnoliophyta	Eudicots	Asterales	Asteraceae	Leucanthemum maximum	(Ramond) DC.	storkrage	134118	Karplanter	AlienSpecie	2			1			2	2AB,1	0	0	0	1994	1994	terrestrial		unknown	1994	SF Hyllstad: Leirvik Hola	5	V		1	OsA,Bu,Sf,Mr	40	5	200	51300	600	100	temperate_nemoral:Europe		temperate_nemoral:Europe,Oceania,NorthAndCentralAmerica|subtropic_mediterranean:Europe,Oceania,NorthAndCentralAmerica		2			2			128.66	1			T4-C-3,T35,T40	1					1					1				1				1			0	1			0
FA3/N/1421	Plantae	Magnoliophyta	Eudicots	Asterales	Asteraceae	Leucanthemum ×superbum	(Bergmans ex J.W.Ingram) D.H.Kent	kjempekrage	134115	Karplanter	AlienSpecie	3	V		1			2	3B,1	2	3	1	1992	1992	terrestrial		unknown	1992	Bu Lier: S for Muggerud	5	V		1	Øs,OsA,Bu,Ve,Ro,Sf	40	7	280	100000	840	80	unknown:Europe		temperate_nemoral:Europe,Oceania|subtropic_mediterranean:Europe,Oceania		2			3		X	193	1			T4,T35,T37,T40,T42,T43	1					1					1				1				1			0	1			0
FA3/N/1424	Plantae	Magnoliophyta	Eudicots	Apiales	Apiaceae	Levisticum officinale	W.D.J.Koch	løpstikke	134126	Karplanter	NotApplicabletraditionalProductionSpecie									2	3	1	1840-tallet	1840	terrestrial		unknown	1840-tallet	Op Toten: Rustad	10	V										temperate_dry:Asia|subtropic_unspecified:Asia		temperate_boreal:Europe|temperate_nemoral:Europe,NorthAndCentralAmerica|temperate_dry:Europe,Asia|subtropic_unspecified:Asia|subtropic_mediterranean:Europe,Asia																																						
FA3/N/1425	Plantae	Magnoliophyta	Eudicots	Asterales	Asteraceae	Liatris spicata	(L.) Willd.	akssøyleblom	60693	Karplanter	NotApplicablecanNotEstablishWithin50years									0	0	0	2003	2003	terrestrial		other			5	V										temperate_nemoral:NorthAndCentralAmerica|subtropic_unspecified:NorthAndCentralAmerica		temperate_nemoral:Europe,NorthAndCentralAmerica|subtropic_unspecified:NorthAndCentralAmerica																																						
FA3/N/1426	Plantae	Magnoliophyta	Eudicots	Asterales	Asteraceae	Ligularia dentata	(A.Gray) Hara	stor nøkketunge	134149	Karplanter	AlienSpecie	3	V		1			2	3AB,1	3	4	1	1964	1964	terrestrial		unknown	2001	Tr Tromsø: Kvaløya, Karveslettveien	10	V		1	No,Tr	28	3	84	3870	240	50	temperate_nemoral:Asia		temperate_boreal:Europe|temperate_nemoral:Europe,Asia,Oceania,NorthAndCentralAmerica		3		X	3		X	177	1			T4-C-3,T4-C-7,T4-C-18,T35	1					1				T4-C-3,T4-C-18	1				1				1			0	1			0
FA3/N/1427	Plantae	Magnoliophyta	Eudicots	Asterales	Asteraceae	Ligularia przewalskii	(Maxim.) Diels	aksnøkketunge	60696	Karplanter	AlienSpecie	2		V	1			2	2AB,1	1	1	1	1951	1951	terrestrial		unknown	1999	Ro Sola: Sørnes	10	V		1	Øs,OsA,Bu,Ro,No,Tr	24	3	72	180000	140	80	temperate_nemoral:Asia		temperate_boreal:Europe|temperate_nemoral:Europe,Asia		2	X		2			134.84	1			T4,T35,T40	1					1				T4	1				1				1			0	1			0
FA3/N/2609	Plantae	Magnoliophyta	Eudicots	Asterales	Asteraceae	Ligularia sibirica	(L.) Cass.	sibirnøkketunge	134150	Karplanter	AlienSpecie	3			1			2	3B,1	1	1	1	2010	2010	terrestrial		unknown	2011	No Beiarn: Storjord	10	V		1	No,Tr	12	3	36	16000	72	50	temperate_boreal:Asia|temperate_nemoral:Asia		temperate_boreal:Europe,Asia|temperate_nemoral:Europe,Asia		2			3			193.53	1			T4,T32,T35,T40	1					1				T4	1				1				1			0	1			0
FA3/N/1428	Plantae	Magnoliophyta	Eudicots	Asterales	Asteraceae	Ligularia stenocephala	(Maxim.) Matsum. & Koidz.	søylenøkketunge	60697	Karplanter	AlienSpecie	2		V	1			2	2AB,1	3	4	1	2001	2001	terrestrial		unknown	2001	Tr Tromsø: Langnes	10	V		1	Tr	20	4	80	490	240	50	temperate_nemoral:Asia		temperate_boreal:Europe|temperate_nemoral:Europe,Asia		2	X		2			127.73	1			T4,T41	1					1				T4	1				1				1			0	1			0
FA3/N/2610	Plantae	Magnoliophyta	Eudicots	Lamiales	Oleaceae	Ligustrum japonicum	Thunb.	japanliguster	85739	Karplanter	NotApplicablecanNotEstablishWithin50years									0	0	0	1998	1998	terrestrial					15	V										temperate_nemoral:Asia|subtropic_unspecified:Asia		temperate_nemoral:Asia,Oceania,NorthAndCentralAmerica|subtropic_unspecified:Asia,Oceania,NorthAndCentralAmerica,SouthAmerica|subtropic_mediterranean:Europe																																						
FA3/N/1429	Plantae	Magnoliophyta	Eudicots	Lamiales	Oleaceae	Ligustrum ovalifolium	Hassk.	vinterliguster	62371	Karplanter	AlienSpecie	2		V	1			2	2AB,1	3	4	1	1920	1920	terrestrial		unknown	1987	VA Kristiansand: Møvik fergeleie	15	V		1	Te,Va,Ro,Ho,Sf	24	5	120	92000	240	50	temperate_nemoral:Asia		temperate_nemoral:Europe,Asia,Oceania,NorthAndCentralAmerica|subtropic_unspecified:Oceania,NorthAndCentralAmerica|subtropic_mediterranean:Europe,Asia|tropic:Oceania		2	X		2			103.84	1			T4,T35,T40,T4,T2,T35,T40	1					1					1				1				1			0	1			0
FA3/N/1432	Plantae	Magnoliophyta	Monocots	Liliales	Liliaceae	Lilium lancifolium	Thunb.	tigerlilje	134162	Karplanter	AlienSpecie	1			1			1	1,1	1	1	1	1968	1968	terrestrial		unknown	1968	VA Mandal: Tregde	10	V	V	1	Øs,OsA,Aa,Va	16	3	48	7180	96	50	temperate_nemoral:Asia		temperate_nemoral:Europe,Asia,NorthAndCentralAmerica		2		X	1			43279	1			T4,T29	1					1					1				1				1			0	1			0
FA3/N/2307	Plantae	Magnoliophyta	Monocots	Liliales	Liliaceae	Lilium pensylvanicum	Ker Gawl.	sibirlilje	85623	Karplanter	NotApplicablecanNotEstablishWithin50years									1	1	1	1983	1983	terrestrial		other			10	V										temperate_nemoral:Asia		temperate_nemoral:Asia																																						
FA3/N/1430	Plantae	Magnoliophyta	Monocots	Liliales	Liliaceae	Lilium ×hollandicum	Bergmans	hollandbrannlilje	134161	Karplanter	AlienSpecie	2	V		1			2	2AB,1	0	0	0	1928	1928	terrestrial		unknown	2007	Øf Rømskog: Bøen østre	10		V	1	Øs,Sf	12	4	48	14000	96	60	unknown:Europe,Asia		temperate_nemoral:Europe		2		X	2		X	132.5	1			T32,T40,T43	1					1					1				1				1			0	1			0
FA3/N/1446	Plantae	Magnoliophyta	Eudicots	Brassicales	Limnanthaceae	Limnanthes douglasii	R.Br.	smørøye	61023	Karplanter	NotApplicablecanNotEstablishWithin50years									0	0	0	1946	1946	terrestrial		unknown			1	V										subtropic_mediterranean:NorthAndCentralAmerica		temperate_nemoral:Europe,Oceania|subtropic_mediterranean:NorthAndCentralAmerica																																						
FA3/N/124	Plantae	Magnoliophyta	Eudicots	Caryophyllales	Plumbaginaceae	Limonium bonducellii	(T.Lestib.) Kuntze	gulrisp	102577	Karplanter	NotApplicablecanNotEstablishWithin50years									0	0	0	1949	1949	terrestrial		origin			1	V										subtropic_mediterranean:Europe,Africa		subtropic_mediterranean:Europe,Africa																																						
FA3/N/126	Plantae	Magnoliophyta	Eudicots	Caryophyllales	Plumbaginaceae	Limonium lobatum	(L. f.) Kuntze	kantrisp	102578	Karplanter	NotApplicablecanNotEstablishWithin50years									0	0	0	1957	1957	terrestrial		unknown			1	V										temperate_nemoral:Europe|subtropic_mediterranean:Europe,Asia,Africa		temperate_nemoral:Europe|subtropic_mediterranean:Europe,Asia,Africa,Oceania|subtropic_caperegion:Africa																																						
FA3/N/125	Plantae	Magnoliophyta	Eudicots	Caryophyllales	Plumbaginaceae	Limonium sinuatum	(L.) Mill.	knerisp	61598	Karplanter	NotApplicablecanNotEstablishWithin50years									0	0	0	1985	1985	terrestrial		unknown			1	V										subtropic_mediterranean:Europe,Asia,Africa		temperate_nemoral:Europe|subtropic_unspecified:Oceania|subtropic_mediterranean:Europe,Asia,Africa,Oceania,NorthAndCentralAmerica|subtropic_caperegion:Africa																																						
FA3/N/1450	Plantae	Magnoliophyta	Eudicots	Ericales	Polemoniaceae	Linanthus dianthiflorus	(Benth.) Greene	nellikflokk	61817	Karplanter	NotApplicablecanNotEstablishWithin50years									0	0	0	1918	1918	terrestrial		origin			1	V										subtropic_mediterranean:NorthAndCentralAmerica		subtropic_mediterranean:NorthAndCentralAmerica																																						
FA3/N/2977	Plantae	Magnoliophyta	Eudicots	Lamiales	Plantaginaceae	Linaria dalmatica macedonica	(Griseb.) D.A.Sutton		144837	Karplanter	NotApplicablecanNotEstablishWithin50years									0	0	0	1948	1948	terrestrial		unknown			5	V										temperate_dry:Europe,Asia|subtropic_mediterranean:Europe,Asia		temperate_nemoral:NorthAndCentralAmerica|temperate_dry:Europe,Asia|subtropic_mediterranean:Europe,Asia,Oceania,NorthAndCentralAmerica																																						
FA3/N/1452	Plantae	Magnoliophyta	Eudicots	Lamiales	Plantaginaceae	Linaria genistifolia	(L.) Mill.	russetorskemunn	62475	Karplanter	NotApplicablecanNotEstablishWithin50years									0	0	0	1907	1907	terrestrial		origin	1907	"Te Skien: ""Siloen"" (Bøle, mølle)"	5	V										temperate_nemoral:Europe|temperate_dry:Europe|subtropic_mediterranean:Europe,Asia,Africa		temperate_nemoral:Europe,NorthAndCentralAmerica|temperate_dry:Europe|subtropic_mediterranean:Europe,Asia,Africa																																						
FA3/N/1451	Plantae	Magnoliophyta	Eudicots	Lamiales	Plantaginaceae	Linaria incarnata	(Vent.) Spreng.	blåtorskemunn	134170	Karplanter	NotApplicablecanNotEstablishWithin50years									0	0	0	1915	1915	terrestrial		unknown			1	V										subtropic_mediterranean:Europe,Africa		temperate_nemoral:Europe|subtropic_mediterranean:Europe,Africa,Oceania																																						
FA3/N/1453	Plantae	Magnoliophyta	Eudicots	Lamiales	Plantaginaceae	Linaria maroccana	Hook. f.	sommertorskemunn	62477	Karplanter	NotApplicablecanNotEstablishWithin50years									0	0	0	1990	1990	terrestrial		unknown			1	V										subtropic_mediterranean:Africa		temperate_nemoral:Europe,NorthAndCentralAmerica|subtropic_mediterranean:Europe,Africa,Oceania,NorthAndCentralAmerica																																						
FA3/N/1454	Plantae	Magnoliophyta	Eudicots	Lamiales	Plantaginaceae	Linaria purpurea	(L.) Mill.	purpurtorskemunn	62478	Karplanter	NotApplicablecanNotEstablishWithin50years									0	0	0	2004	2004	terrestrial		unknown			5	V										subtropic_mediterranean:Europe		temperate_nemoral:NorthAndCentralAmerica|subtropic_mediterranean:Europe,NorthAndCentralAmerica																																						
FA3/N/1456	Plantae	Magnoliophyta	Eudicots	Lamiales	Plantaginaceae	Linaria supina	(L.) Chaz.	bleiktorskemunn	62480	Karplanter	NotApplicablecanNotEstablishWithin50years									0	0	0	1879	1879	terrestrial		origin,unknown			3	V										subtropic_mediterranean:Europe,Africa		subtropic_mediterranean:Europe,Africa																																						
FA3/N/2425	Plantae	Magnoliophyta	Eudicots	Malpighiales	Linaceae	Linum bienne	Mill.	flerårslin	134176	Karplanter	NotApplicablecanNotEstablishWithin50years									0	0	0	2002	2002	terrestrial		origin,unknown			2	V										temperate_dry:Europe,Asia|subtropic_mediterranean:Europe,Asia,Africa		temperate_dry:Europe,Asia|subtropic_mediterranean:Europe,Asia,Africa																																						
FA3/N/1458	Plantae	Magnoliophyta	Eudicots	Malpighiales	Linaceae	Linum grandiflorum	Desf.	rødlin	62746	Karplanter	NotApplicablecanNotEstablishWithin50years									0	0	0	1905	1905	terrestrial		other			1	V										subtropic_mediterranean:Africa		temperate_nemoral:Europe|subtropic_mediterranean:Europe,Africa,NorthAndCentralAmerica																																						
FA3/N/2611	Plantae	Magnoliophyta	Eudicots	Malpighiales	Linaceae	Linum perenne	L.	blålin	144508	Karplanter	AlienSpecie	3			1			2	3B,1	3	4	1	1993	1993	terrestrial		origin,unknown	1993	Vf Larvik: Stavern by, og AA Risør: Vardøya	5	V		1	OsA,Op,Bu,Ve,Te,Aa	60	5	300	5550	600	50	temperate_nemoral:Europe|temperate_dry:Europe|subtropic_mediterranean:Europe		temperate_nemoral:Europe|temperate_dry:Europe|subtropic_mediterranean:Europe		2	X		3			294	1			T32-C-5,T32-C-7,T32-C-15,T32-C-17,T35,T40	1					1					1			Åpen grunnlendt kalkmark i boreonemoral sone	1				1			0	1			0
FA3/N/1459	Plantae	Magnoliophyta	Eudicots	Malpighiales	Linaceae	Linum usitatissimum	L.	lin	62748	Karplanter	NotApplicabletraditionalProductionSpecie									0	0	0			terrestrial		other			1	V										unknown:Asia		temperate_nemoral:Europe,Asia,Africa,Oceania,NorthAndCentralAmerica,SouthAmerica|temperate_dry:Europe,Asia,NorthAndCentralAmerica,SouthAmerica|subtropic_unspecified:Asia,Africa|subtropic_mediterranean:Europe,Africa,Oceania,NorthAndCentralAmerica,SouthAmerica|subtropic_caperegion:Africa|subtropic_highlands:SouthAmerica|tropic:Asia																																						
FA3/N/1460	Plantae	Magnoliophyta	Eudicots	Asterales	Campanulaceae	Lobelia erinus	L.	hagelobelia	60919	Karplanter	NotApplicablecanNotEstablishWithin50years									0	0	0	1901	1901	terrestrial		unknown			1	V										subtropic_caperegion:Africa		temperate_nemoral:Europe,Oceania,NorthAndCentralAmerica|subtropic_mediterranean:Europe,Oceania,NorthAndCentralAmerica|subtropic_dry:Africa|subtropic_caperegion:Africa|tropic:Africa																																						
FA3/N/2309	Plantae	Magnoliophyta	Eudicots	Asterales	Campanulaceae	Lobelia inflata	L.		85625	Karplanter	NotApplicablecanNotEstablishWithin50years									0	0	0	2011	2011	terrestrial		unknown			1	V										temperate_boreal:NorthAndCentralAmerica|temperate_nemoral:NorthAndCentralAmerica|subtropic_unspecified:NorthAndCentralAmerica		temperate_boreal:NorthAndCentralAmerica|temperate_nemoral:NorthAndCentralAmerica|subtropic_unspecified:NorthAndCentralAmerica																																						
FA3/N/2978	Plantae	Magnoliophyta	Eudicots	Asterales	Campanulaceae	Lobelia kalmii	L.		105232	Karplanter	NotApplicablecanNotEstablishWithin50years									0	0	0	2011	2011	terrestrial		unknown			5	V										temperate_boreal:NorthAndCentralAmerica|temperate_nemoral:NorthAndCentralAmerica		temperate_boreal:NorthAndCentralAmerica|temperate_nemoral:NorthAndCentralAmerica																																						
FA3/N/1461	Plantae	Magnoliophyta	Eudicots	Asterales	Campanulaceae	Lobelia urens	L.	kvasslobelia	60920	Karplanter	NotApplicablecanNotEstablishWithin50years									0	0	0	1963	1963	terrestrial		unknown			5	V										temperate_nemoral:Europe|subtropic_mediterranean:Europe,Africa		temperate_nemoral:Europe|subtropic_mediterranean:Europe,Africa																																						
FA3/N/1463	Plantae	Magnoliophyta	Eudicots	Asterales	Asteraceae	Logfia gallica	(L.) Coss. & Germ.	fransk ullurt	134196	Karplanter	NotApplicablecanNotEstablishWithin50years									0	0	0	1869	1869	terrestrial		origin			1	V										temperate_nemoral:Europe|subtropic_mediterranean:Europe,Asia,Africa		temperate_nemoral:Europe,NorthAndCentralAmerica|subtropic_unspecified:Oceania,SouthAmerica|subtropic_mediterranean:Europe,Asia,Africa,Oceania,NorthAndCentralAmerica																																						
FA3/N/1464	Plantae	Magnoliophyta	Monocots	Poales	Poaceae	Lolium multiflorum	Lam.	italiaraigras	134200	Karplanter	AlienSpecie	3			2	V		2	3AB,2H	2	3	1	1873	1873	terrestrial		origin,unknown	1874	Oslo: flere steder	2	V		1	Øs,OsA,He,Op,Bu,Ve,Te,Aa,Va,Ro,Ho,Sf,Mr,St,Nt	600	3	1800	350000	2400	100	temperate_nemoral:Europe|temperate_dry:Europe,Asia|subtropic_mediterranean:Europe,Asia,Africa		temperate_boreal:Europe|temperate_nemoral:Europe,Asia,Africa,Oceania,NorthAndCentralAmerica,SouthAmerica|temperate_dry:Europe,Asia,NorthAndCentralAmerica,SouthAmerica|subtropic_unspecified:Oceania,NorthAndCentralAmerica,SouthAmerica|subtropic_mediterranean:Europe,Asia,Africa,Oceania,NorthAndCentralAmerica,SouthAmerica|subtropic_caperegion:Africa|subtropic_highlands:SouthAmerica		3			3		X	253	1			T35,T37,T40,T41,T44,T45	1					1					1				1				2		X	1	1			0
FA3/N/1465	Plantae	Magnoliophyta	Monocots	Poales	Poaceae	Lolium perenne	L.	raigras	60051	Karplanter	NotApplicableestablishedBefore1800									0	0	0	1776	1776	terrestrial		origin	1776	flere steder	5	V										temperate_nemoral:Europe,Asia|temperate_dry:Europe,Asia|subtropic_mediterranean:Europe,Asia,Africa		temperate_boreal:Europe,NorthAndCentralAmerica|temperate_nemoral:Europe,Asia,Africa,Oceania,NorthAndCentralAmerica,SouthAmerica|temperate_dry:Europe,Asia,NorthAndCentralAmerica,SouthAmerica|subtropic_unspecified:Asia,Africa,Oceania,NorthAndCentralAmerica,SouthAmerica|subtropic_mediterranean:Europe,Asia,Africa,Oceania,NorthAndCentralAmerica,SouthAmerica|subtropic_caperegion:Africa																																						
FA3/N/1466	Plantae	Magnoliophyta	Monocots	Poales	Poaceae	Lolium remotum	Schrank	linsvimling	134205	Karplanter	NotApplicableestablishedBefore1800									0	0	0	1838	1838	terrestrial		unknown	1838	"Bu ""Løten paa Ringeriget"""	1	V										temperate_dry:Europe,Asia|subtropic_mediterranean:Europe,Asia		temperate_dry:Europe,Asia|subtropic_mediterranean:Europe,Asia																																						
FA3/N/1467	Plantae	Magnoliophyta	Monocots	Poales	Poaceae	Lolium rigidum	Gaudin	stivraigras	134206	Karplanter	NotApplicablecanNotEstablishWithin50years									0	0	0	<1860	1860	terrestrial		origin			1	V										temperate_dry:Europe,Asia|subtropic_mediterranean:Europe,Asia,Africa		temperate_nemoral:Europe,Asia,NorthAndCentralAmerica|temperate_dry:Europe,Asia|subtropic_unspecified:Europe,Asia,Oceania,NorthAndCentralAmerica,SouthAmerica|subtropic_mediterranean:Europe,Asia,Africa,Oceania,NorthAndCentralAmerica,SouthAmerica|subtropic_caperegion:Africa																																						
FA3/N/1468	Plantae	Magnoliophyta	Monocots	Poales	Poaceae	Lolium temulentum	L.	svimling	134207	Karplanter	NotApplicableestablishedBefore1800									0	0	0	1766	1766	terrestrial		origin,unknown	1766	Gunnerus 1776-1776: bl.a. ST Trondheim: Berg	1	V										temperate_dry:Europe,Asia|subtropic_mediterranean:Europe,Asia,Africa		temperate_nemoral:Europe,Asia,Oceania,NorthAndCentralAmerica,SouthAmerica|temperate_dry:Europe,Asia,NorthAndCentralAmerica,SouthAmerica|subtropic_unspecified:Europe,Asia,Oceania,SouthAmerica|subtropic_mediterranean:Europe,Asia,Africa,Oceania,NorthAndCentralAmerica,SouthAmerica|subtropic_dry:NorthAndCentralAmerica|subtropic_caperegion:Africa|subtropic_highlands:Africa,SouthAmerica																																						
FA3/N/2979	Plantae	Magnoliophyta	Eudicots	Dipsacales	Caprifoliaceae	Lonicera acuminata	Wall.	kalifornialeddved	84822	Karplanter	AlienSpecie	1			1			1	1,1	0	0	0	1975	1975	terrestrial		unknown			15	V		1	Ro	4	2	8	1	16	100	temperate_nemoral:Asia|subtropic_unspecified:Asia|subtropic_highlands:Asia		temperate_nemoral:Europe,Asia|subtropic_unspecified:Asia|subtropic_highlands:Asia		1	X		1			0	1			T43	1					1					1				1				1			0	1			0
FA3/N/1470	Plantae	Magnoliophyta	Eudicots	Dipsacales	Caprifoliaceae	Lonicera alpigena	L.	alpeleddved	61671	Karplanter	AlienSpecie	1		V	1			1	1,1	2	3	1	1992	1992	terrestrial		unknown	1992	Ak Ås: Nordskogen	15	V		1	OsA	12	5	60	500	120	0	temperate_nemoral:Europe|subtropic_mediterranean:Europe		temperate_nemoral:Europe|subtropic_mediterranean:Europe		2	X		1	X		36.56	1			T32-C-7,T4-C-1,T4-C-3	1					1					1				1				1			0	1			0
FA3/N/1473	Plantae	Magnoliophyta	Eudicots	Dipsacales	Caprifoliaceae	Lonicera japonica	Thunb.	japankaprifol	84823	Karplanter	AlienSpecie	1			1			1	1,1	1	1	1	2010	2010	terrestrial		unknown	2010	Ho Bergen: Nesttun, Berlevannet	15	V		1	Ho	4	3	12	1	12	0	temperate_nemoral:Asia|subtropic_unspecified:Asia		temperate_nemoral:Europe,Asia,Oceania,NorthAndCentralAmerica|subtropic_unspecified:Asia,NorthAndCentralAmerica,SouthAmerica|subtropic_mediterranean:Europe,Oceania|subtropic_highlands:SouthAmerica|tropic:Oceania,NorthAndCentralAmerica		1	X		1			0	1			T4	1					1					1				1				1			0	1			0
FA3/N/1475	Plantae	Magnoliophyta	Eudicots	Dipsacales	Caprifoliaceae	Lonicera ligustrina	Wall.		84824	Karplanter	NotApplicabletaxonIsEvaluatedInHigherRank									0	0	0			terrestrial					15	V		0		0	0	0	0	0		temperate_nemoral:Asia		temperate_nemoral:Europe,Asia																																						
FA3/N/3141	Plantae	Magnoliophyta	Eudicots	Dipsacales	Caprifoliaceae	Lonicera ligustrina pileata	(Oliv.) Franch.		140823	Karplanter	NotApplicablecanNotEstablishWithin50years									0	0	0	2009	2009	terrestrial		unknown			15	V										temperate_nemoral:Asia|subtropic_unspecified:Asia		temperate_nemoral:Europe,Asia,Oceania|subtropic_unspecified:Asia,Oceania																																						
FA3/N/1477	Plantae	Magnoliophyta	Eudicots	Dipsacales	Caprifoliaceae	Lonicera nigra	L.	svartleddved	61676	Karplanter	AlienSpecie	2		V	1			2	2AB,1	2	3	1	1989	1989	terrestrial		unknown	1989	Oslo: Ola Narr	15	V		1	Øs,OsA,He,Op	16	3	48	2500	96	75	temperate_nemoral:Europe		temperate_nemoral:Europe		2	X		2			65.68	1			T40,T4-C-4,T4-C-8	1					1					1				1				1			0	1			0
FA3/N/2982	Plantae	Magnoliophyta	Eudicots	Myrtales	Onagraceae	Lopezia coronata	Andrews		105235	Karplanter	NotApplicablecanNotEstablishWithin50years									0	0	0	1946	1946	terrestrial		unknown			3	V										subtropic_unspecified:NorthAndCentralAmerica		subtropic_unspecified:NorthAndCentralAmerica																																						
