system:index,ID,kommune,.geo
10799,713135.0,Sogndal,"{""type"":""MultiPoint"",""coordinates"":[]}"
10815,809931.0,Karasjok,"{""type"":""MultiPoint"",""coordinates"":[]}"
10820,5149.0,Hammerfest,"{""type"":""MultiPoint"",""coordinates"":[]}"
10835,683903.0,Narvik,"{""type"":""MultiPoint"",""coordinates"":[]}"
10844,318539.0,Rendalen,"{""type"":""MultiPoint"",""coordinates"":[]}"
10846,432257.0,Fjord,"{""type"":""MultiPoint"",""coordinates"":[]}"
10848,581910.0,Kautokeino,"{""type"":""MultiPoint"",""coordinates"":[]}"
10860,619716.0,Stad,"{""type"":""MultiPoint"",""coordinates"":[]}"
10884,801049.0,Hasvik,"{""type"":""MultiPoint"",""coordinates"":[]}"
10895,273261.0,Sørfold,"{""type"":""MultiPoint"",""coordinates"":[]}"
10898,175494.0,Tinn,"{""type"":""MultiPoint"",""coordinates"":[]}"
10918,667430.0,Nesseby,"{""type"":""MultiPoint"",""coordinates"":[]}"
10925,60401.0,Kautokeino,"{""type"":""MultiPoint"",""coordinates"":[]}"
10933,967964.0,Alta,"{""type"":""MultiPoint"",""coordinates"":[]}"
10942,580347.0,Midtre Gauldal,"{""type"":""MultiPoint"",""coordinates"":[]}"
10954,733369.0,Nordreisa,"{""type"":""MultiPoint"",""coordinates"":[]}"
10957,243997.0,Vardø,"{""type"":""MultiPoint"",""coordinates"":[]}"
10959,822295.0,Narvik,"{""type"":""MultiPoint"",""coordinates"":[]}"
10968,377368.0,Båtsfjord,"{""type"":""MultiPoint"",""coordinates"":[]}"
10970,938755.0,Vestvågøy,"{""type"":""MultiPoint"",""coordinates"":[]}"
10977,522225.0,Hattfjelldal,"{""type"":""MultiPoint"",""coordinates"":[]}"
10985,917718.0,Saltdal,"{""type"":""MultiPoint"",""coordinates"":[]}"
11005,51485.0,Lesja,"{""type"":""MultiPoint"",""coordinates"":[]}"
11032,446745.0,Gausdal,"{""type"":""MultiPoint"",""coordinates"":[]}"
11034,280299.0,Sandnes,"{""type"":""MultiPoint"",""coordinates"":[]}"
11036,314103.0,Narvik,"{""type"":""MultiPoint"",""coordinates"":[]}"
11045,131694.0,Lebesby,"{""type"":""MultiPoint"",""coordinates"":[]}"
11050,822552.0,Gamvik,"{""type"":""MultiPoint"",""coordinates"":[]}"
11055,463373.0,Lesja,"{""type"":""MultiPoint"",""coordinates"":[]}"
11064,464296.0,Aurland,"{""type"":""MultiPoint"",""coordinates"":[]}"
11090,44596.0,Dovre,"{""type"":""MultiPoint"",""coordinates"":[]}"
11098,502828.0,Porsanger,"{""type"":""MultiPoint"",""coordinates"":[]}"
11156,988949.0,Lesja,"{""type"":""MultiPoint"",""coordinates"":[]}"
11158,812430.0,Sirdal,"{""type"":""MultiPoint"",""coordinates"":[]}"
11173,346996.0,Tokke,"{""type"":""MultiPoint"",""coordinates"":[]}"
11245,385441.0,Hjelmeland,"{""type"":""MultiPoint"",""coordinates"":[]}"
11259,686381.0,Tokke,"{""type"":""MultiPoint"",""coordinates"":[]}"
11265,34740.0,Sortland,"{""type"":""MultiPoint"",""coordinates"":[]}"
11295,169817.0,Balsfjord,"{""type"":""MultiPoint"",""coordinates"":[]}"
11306,222234.0,Dovre,"{""type"":""MultiPoint"",""coordinates"":[]}"
11308,895553.0,Folldal,"{""type"":""MultiPoint"",""coordinates"":[]}"
11309,555486.0,Røyrvik,"{""type"":""MultiPoint"",""coordinates"":[]}"
11333,567879.0,Rana,"{""type"":""MultiPoint"",""coordinates"":[]}"
11339,555914.0,Sunnfjord,"{""type"":""MultiPoint"",""coordinates"":[]}"
11353,329926.0,Vinje,"{""type"":""MultiPoint"",""coordinates"":[]}"
11371,898207.0,Beiarn,"{""type"":""MultiPoint"",""coordinates"":[]}"
11400,721136.0,Narvik,"{""type"":""MultiPoint"",""coordinates"":[]}"
11408,138575.0,Lebesby,"{""type"":""MultiPoint"",""coordinates"":[]}"
11468,982814.0,Senja,"{""type"":""MultiPoint"",""coordinates"":[]}"
11476,439456.0,Oppdal,"{""type"":""MultiPoint"",""coordinates"":[]}"
11523,428352.0,Lesja,"{""type"":""MultiPoint"",""coordinates"":[]}"
11546,802941.0,Kautokeino,"{""type"":""MultiPoint"",""coordinates"":[]}"
11556,657384.0,Namsos,"{""type"":""MultiPoint"",""coordinates"":[]}"
11557,458656.0,Nord-Aurdal,"{""type"":""MultiPoint"",""coordinates"":[]}"
11621,130886.0,Snåsa,"{""type"":""MultiPoint"",""coordinates"":[]}"
11626,283515.0,Nordkapp,"{""type"":""MultiPoint"",""coordinates"":[]}"
11647,490369.0,Tydal,"{""type"":""MultiPoint"",""coordinates"":[]}"
11658,300148.0,Gamvik,"{""type"":""MultiPoint"",""coordinates"":[]}"
11688,971567.0,Tydal,"{""type"":""MultiPoint"",""coordinates"":[]}"
11743,485732.0,Herøy,"{""type"":""MultiPoint"",""coordinates"":[]}"
11762,790524.0,Saltdal,"{""type"":""MultiPoint"",""coordinates"":[]}"
11771,963723.0,Vang,"{""type"":""MultiPoint"",""coordinates"":[]}"
11784,269346.0,Tinn,"{""type"":""MultiPoint"",""coordinates"":[]}"
11809,321940.0,Balsfjord,"{""type"":""MultiPoint"",""coordinates"":[]}"
11811,690540.0,Lærdal,"{""type"":""MultiPoint"",""coordinates"":[]}"
11817,993949.0,Porsanger,"{""type"":""MultiPoint"",""coordinates"":[]}"
11859,890191.0,Vinje,"{""type"":""MultiPoint"",""coordinates"":[]}"
11871,850625.0,Ulvik,"{""type"":""MultiPoint"",""coordinates"":[]}"
11877,555111.0,Kautokeino,"{""type"":""MultiPoint"",""coordinates"":[]}"
11915,340717.0,Ullensvang,"{""type"":""MultiPoint"",""coordinates"":[]}"
11925,285655.0,Gamvik,"{""type"":""MultiPoint"",""coordinates"":[]}"
11930,889645.0,Kautokeino,"{""type"":""MultiPoint"",""coordinates"":[]}"
11939,23743.0,Målselv,"{""type"":""MultiPoint"",""coordinates"":[]}"
11942,303947.0,Lødingen,"{""type"":""MultiPoint"",""coordinates"":[]}"
11944,223724.0,Målselv,"{""type"":""MultiPoint"",""coordinates"":[]}"
11947,443261.0,Dovre,"{""type"":""MultiPoint"",""coordinates"":[]}"
11962,531324.0,Rana,"{""type"":""MultiPoint"",""coordinates"":[]}"
11999,160914.0,Skjåk,"{""type"":""MultiPoint"",""coordinates"":[]}"
12006,447090.0,Ullensvang,"{""type"":""MultiPoint"",""coordinates"":[]}"
12051,767086.0,Øystre Slidre,"{""type"":""MultiPoint"",""coordinates"":[]}"
12061,171695.0,Gratangen,"{""type"":""MultiPoint"",""coordinates"":[]}"
12072,156585.0,Ullensvang,"{""type"":""MultiPoint"",""coordinates"":[]}"
12088,354331.0,Røros,"{""type"":""MultiPoint"",""coordinates"":[]}"
12115,560538.0,Porsanger,"{""type"":""MultiPoint"",""coordinates"":[]}"
12128,389599.0,Oppdal,"{""type"":""MultiPoint"",""coordinates"":[]}"
12130,15988.0,Rana,"{""type"":""MultiPoint"",""coordinates"":[]}"
12137,408700.0,Kvæfjord,"{""type"":""MultiPoint"",""coordinates"":[]}"
12176,179605.0,Sykkylven,"{""type"":""MultiPoint"",""coordinates"":[]}"
12207,86426.0,Bardu,"{""type"":""MultiPoint"",""coordinates"":[]}"
12209,293059.0,Årdal,"{""type"":""MultiPoint"",""coordinates"":[]}"
12219,658240.0,Vågå,"{""type"":""MultiPoint"",""coordinates"":[]}"
12229,188865.0,Aurland,"{""type"":""MultiPoint"",""coordinates"":[]}"
12234,470750.0,Grane,"{""type"":""MultiPoint"",""coordinates"":[]}"
12242,323513.0,Vefsn,"{""type"":""MultiPoint"",""coordinates"":[]}"
12307,987440.0,Lom,"{""type"":""MultiPoint"",""coordinates"":[]}"
12314,90265.0,Kautokeino,"{""type"":""MultiPoint"",""coordinates"":[]}"
12369,832225.0,Kvænangen,"{""type"":""MultiPoint"",""coordinates"":[]}"
12399,717925.0,Brønnøy,"{""type"":""MultiPoint"",""coordinates"":[]}"
12406,768712.0,Flå,"{""type"":""MultiPoint"",""coordinates"":[]}"
12433,715411.0,Vaksdal,"{""type"":""MultiPoint"",""coordinates"":[]}"
12445,970572.0,Vefsn,"{""type"":""MultiPoint"",""coordinates"":[]}"
12449,770942.0,Berlevåg,"{""type"":""MultiPoint"",""coordinates"":[]}"
12486,524363.0,Båtsfjord,"{""type"":""MultiPoint"",""coordinates"":[]}"
12488,355342.0,Nordreisa,"{""type"":""MultiPoint"",""coordinates"":[]}"
12532,942124.0,Røyrvik,"{""type"":""MultiPoint"",""coordinates"":[]}"
12552,522570.0,Sel,"{""type"":""MultiPoint"",""coordinates"":[]}"
12572,740537.0,Hjelmeland,"{""type"":""MultiPoint"",""coordinates"":[]}"
12573,73067.0,Porsanger,"{""type"":""MultiPoint"",""coordinates"":[]}"
12574,31438.0,Eidfjord,"{""type"":""MultiPoint"",""coordinates"":[]}"
12589,28515.0,Vinje,"{""type"":""MultiPoint"",""coordinates"":[]}"
12597,290889.0,Skjåk,"{""type"":""MultiPoint"",""coordinates"":[]}"
12605,828399.0,Gamvik,"{""type"":""MultiPoint"",""coordinates"":[]}"
12630,366024.0,Narvik,"{""type"":""MultiPoint"",""coordinates"":[]}"
12636,70590.0,Saltdal,"{""type"":""MultiPoint"",""coordinates"":[]}"
12643,908033.0,Folldal,"{""type"":""MultiPoint"",""coordinates"":[]}"
12645,328958.0,Årdal,"{""type"":""MultiPoint"",""coordinates"":[]}"
12659,665393.0,Skjervøy,"{""type"":""MultiPoint"",""coordinates"":[]}"
12683,660585.0,Rauma,"{""type"":""MultiPoint"",""coordinates"":[]}"
12730,69155.0,Nore og Uvdal,"{""type"":""MultiPoint"",""coordinates"":[]}"
12750,290597.0,Luster,"{""type"":""MultiPoint"",""coordinates"":[]}"
12754,381776.0,Solund,"{""type"":""MultiPoint"",""coordinates"":[]}"
12763,776951.0,Alta,"{""type"":""MultiPoint"",""coordinates"":[]}"
12779,782434.0,Snåsa,"{""type"":""MultiPoint"",""coordinates"":[]}"
12790,662040.0,Skjåk,"{""type"":""MultiPoint"",""coordinates"":[]}"
12847,963829.0,Karasjok,"{""type"":""MultiPoint"",""coordinates"":[]}"
12848,437222.0,Hamarøy,"{""type"":""MultiPoint"",""coordinates"":[]}"
12864,737131.0,Vefsn,"{""type"":""MultiPoint"",""coordinates"":[]}"
12883,953410.0,Stranda,"{""type"":""MultiPoint"",""coordinates"":[]}"
12885,359783.0,Vaksdal,"{""type"":""MultiPoint"",""coordinates"":[]}"
12892,274156.0,Meløy,"{""type"":""MultiPoint"",""coordinates"":[]}"
12901,697296.0,Narvik,"{""type"":""MultiPoint"",""coordinates"":[]}"
12902,570876.0,Hammerfest,"{""type"":""MultiPoint"",""coordinates"":[]}"
12917,691523.0,Gausdal,"{""type"":""MultiPoint"",""coordinates"":[]}"
12943,530475.0,Fjord,"{""type"":""MultiPoint"",""coordinates"":[]}"
12947,325405.0,Grane,"{""type"":""MultiPoint"",""coordinates"":[]}"
13037,725451.0,Porsanger,"{""type"":""MultiPoint"",""coordinates"":[]}"
13066,361376.0,Tinn,"{""type"":""MultiPoint"",""coordinates"":[]}"
13079,578101.0,Hammerfest,"{""type"":""MultiPoint"",""coordinates"":[]}"
13080,831265.0,Karasjok,"{""type"":""MultiPoint"",""coordinates"":[]}"
13082,978560.0,Ål,"{""type"":""MultiPoint"",""coordinates"":[]}"
13089,144408.0,Sel,"{""type"":""MultiPoint"",""coordinates"":[]}"
13094,653672.0,Vang,"{""type"":""MultiPoint"",""coordinates"":[]}"
13103,571935.0,Hemsedal,"{""type"":""MultiPoint"",""coordinates"":[]}"
13156,215830.0,Saltdal,"{""type"":""MultiPoint"",""coordinates"":[]}"
13177,354367.0,Tolga,"{""type"":""MultiPoint"",""coordinates"":[]}"
13180,963722.0,Beiarn,"{""type"":""MultiPoint"",""coordinates"":[]}"
13186,99530.0,Grane,"{""type"":""MultiPoint"",""coordinates"":[]}"
13192,499367.0,Karasjok,"{""type"":""MultiPoint"",""coordinates"":[]}"
13193,518409.0,Bykle,"{""type"":""MultiPoint"",""coordinates"":[]}"
13213,218851.0,Stor-Elvdal,"{""type"":""MultiPoint"",""coordinates"":[]}"
13214,267477.0,Tana,"{""type"":""MultiPoint"",""coordinates"":[]}"
13247,839052.0,Kautokeino,"{""type"":""MultiPoint"",""coordinates"":[]}"
13281,941947.0,Vang,"{""type"":""MultiPoint"",""coordinates"":[]}"
13282,200678.0,Lebesby,"{""type"":""MultiPoint"",""coordinates"":[]}"
13286,174931.0,Lom,"{""type"":""MultiPoint"",""coordinates"":[]}"
13287,950442.0,Ullensvang,"{""type"":""MultiPoint"",""coordinates"":[]}"
13292,599526.0,Luster,"{""type"":""MultiPoint"",""coordinates"":[]}"
13300,752949.0,Lebesby,"{""type"":""MultiPoint"",""coordinates"":[]}"
13303,703023.0,Karasjok,"{""type"":""MultiPoint"",""coordinates"":[]}"
13361,880204.0,Hammerfest,"{""type"":""MultiPoint"",""coordinates"":[]}"
13365,258169.0,Sør-Varanger,"{""type"":""MultiPoint"",""coordinates"":[]}"
13393,269732.0,Lærdal,"{""type"":""MultiPoint"",""coordinates"":[]}"
13438,750118.0,Målselv,"{""type"":""MultiPoint"",""coordinates"":[]}"
13452,385626.0,Målselv,"{""type"":""MultiPoint"",""coordinates"":[]}"
13472,127694.0,Alta,"{""type"":""MultiPoint"",""coordinates"":[]}"
13483,415389.0,Bardu,"{""type"":""MultiPoint"",""coordinates"":[]}"
13491,125477.0,Snåsa,"{""type"":""MultiPoint"",""coordinates"":[]}"
13510,721473.0,Stryn,"{""type"":""MultiPoint"",""coordinates"":[]}"
13519,649730.0,Gloppen,"{""type"":""MultiPoint"",""coordinates"":[]}"
13524,896813.0,Eidfjord,"{""type"":""MultiPoint"",""coordinates"":[]}"
13547,937207.0,Nore og Uvdal,"{""type"":""MultiPoint"",""coordinates"":[]}"
13549,568788.0,Brønnøy,"{""type"":""MultiPoint"",""coordinates"":[]}"
13565,130736.0,Hol,"{""type"":""MultiPoint"",""coordinates"":[]}"
13569,754983.0,Valle,"{""type"":""MultiPoint"",""coordinates"":[]}"
13571,253127.0,Sør-Varanger,"{""type"":""MultiPoint"",""coordinates"":[]}"
13613,614242.0,Grane,"{""type"":""MultiPoint"",""coordinates"":[]}"
13647,192339.0,Orkland,"{""type"":""MultiPoint"",""coordinates"":[]}"
13649,370855.0,Hamarøy,"{""type"":""MultiPoint"",""coordinates"":[]}"
13677,542416.0,Meråker,"{""type"":""MultiPoint"",""coordinates"":[]}"
13686,770558.0,Sør-Varanger,"{""type"":""MultiPoint"",""coordinates"":[]}"
13708,922295.0,Bindal,"{""type"":""MultiPoint"",""coordinates"":[]}"
13713,795432.0,Dovre,"{""type"":""MultiPoint"",""coordinates"":[]}"
13736,351439.0,Harstad,"{""type"":""MultiPoint"",""coordinates"":[]}"
13762,75285.0,Saltdal,"{""type"":""MultiPoint"",""coordinates"":[]}"
13777,595215.0,Meløy,"{""type"":""MultiPoint"",""coordinates"":[]}"
13778,288475.0,Karasjok,"{""type"":""MultiPoint"",""coordinates"":[]}"
13795,539498.0,Årdal,"{""type"":""MultiPoint"",""coordinates"":[]}"
13807,938577.0,Flakstad,"{""type"":""MultiPoint"",""coordinates"":[]}"
13825,986047.0,Hemsedal,"{""type"":""MultiPoint"",""coordinates"":[]}"
13830,397114.0,Vefsn,"{""type"":""MultiPoint"",""coordinates"":[]}"
13832,295290.0,Nordreisa,"{""type"":""MultiPoint"",""coordinates"":[]}"
13858,417275.0,Voss,"{""type"":""MultiPoint"",""coordinates"":[]}"
13873,320446.0,Nordreisa,"{""type"":""MultiPoint"",""coordinates"":[]}"
13895,597733.0,Grong,"{""type"":""MultiPoint"",""coordinates"":[]}"
13921,532551.0,Ål,"{""type"":""MultiPoint"",""coordinates"":[]}"
13926,648450.0,Snåsa,"{""type"":""MultiPoint"",""coordinates"":[]}"
13939,573218.0,Ulvik,"{""type"":""MultiPoint"",""coordinates"":[]}"
13962,845339.0,Kautokeino,"{""type"":""MultiPoint"",""coordinates"":[]}"
13966,822135.0,Gamvik,"{""type"":""MultiPoint"",""coordinates"":[]}"
13986,781575.0,Fauske,"{""type"":""MultiPoint"",""coordinates"":[]}"
14009,362920.0,Folldal,"{""type"":""MultiPoint"",""coordinates"":[]}"
14031,678455.0,Hasvik,"{""type"":""MultiPoint"",""coordinates"":[]}"
14049,863944.0,Sunnfjord,"{""type"":""MultiPoint"",""coordinates"":[]}"
14058,707990.0,Bardu,"{""type"":""MultiPoint"",""coordinates"":[]}"
14074,887671.0,Kvæfjord,"{""type"":""MultiPoint"",""coordinates"":[]}"
14091,989723.0,Surnadal,"{""type"":""MultiPoint"",""coordinates"":[]}"
14092,494701.0,Båtsfjord,"{""type"":""MultiPoint"",""coordinates"":[]}"
14153,908039.0,Andøy,"{""type"":""MultiPoint"",""coordinates"":[]}"
14190,327141.0,Aure,"{""type"":""MultiPoint"",""coordinates"":[]}"
14213,937594.0,Kautokeino,"{""type"":""MultiPoint"",""coordinates"":[]}"
14218,745476.0,Gratangen,"{""type"":""MultiPoint"",""coordinates"":[]}"
14228,6964.0,Holtålen,"{""type"":""MultiPoint"",""coordinates"":[]}"
14254,7531.0,Nordreisa,"{""type"":""MultiPoint"",""coordinates"":[]}"
14257,128819.0,Skjåk,"{""type"":""MultiPoint"",""coordinates"":[]}"
14275,892487.0,Porsanger,"{""type"":""MultiPoint"",""coordinates"":[]}"
14304,451775.0,Berlevåg,"{""type"":""MultiPoint"",""coordinates"":[]}"
14312,241324.0,Måsøy,"{""type"":""MultiPoint"",""coordinates"":[]}"
14324,548710.0,Tynset,"{""type"":""MultiPoint"",""coordinates"":[]}"
14334,411234.0,Rana,"{""type"":""MultiPoint"",""coordinates"":[]}"
14355,430053.0,Karlsøy,"{""type"":""MultiPoint"",""coordinates"":[]}"
14359,657509.0,Vefsn,"{""type"":""MultiPoint"",""coordinates"":[]}"
14377,911585.0,Rana,"{""type"":""MultiPoint"",""coordinates"":[]}"
14381,281117.0,Vefsn,"{""type"":""MultiPoint"",""coordinates"":[]}"
14400,157295.0,Målselv,"{""type"":""MultiPoint"",""coordinates"":[]}"
14423,315411.0,Hjelmeland,"{""type"":""MultiPoint"",""coordinates"":[]}"
14438,445399.0,Nordreisa,"{""type"":""MultiPoint"",""coordinates"":[]}"
14450,737893.0,Vinje,"{""type"":""MultiPoint"",""coordinates"":[]}"
14460,460580.0,Gloppen,"{""type"":""MultiPoint"",""coordinates"":[]}"
14464,283775.0,Hammerfest,"{""type"":""MultiPoint"",""coordinates"":[]}"
14482,841315.0,Nordreisa,"{""type"":""MultiPoint"",""coordinates"":[]}"
14542,801028.0,Porsanger,"{""type"":""MultiPoint"",""coordinates"":[]}"
14571,115920.0,Folldal,"{""type"":""MultiPoint"",""coordinates"":[]}"
14602,435031.0,Tydal,"{""type"":""MultiPoint"",""coordinates"":[]}"
14608,187501.0,Suldal,"{""type"":""MultiPoint"",""coordinates"":[]}"
14611,178290.0,Båtsfjord,"{""type"":""MultiPoint"",""coordinates"":[]}"
14661,892935.0,Karasjok,"{""type"":""MultiPoint"",""coordinates"":[]}"
14676,557055.0,Hammerfest,"{""type"":""MultiPoint"",""coordinates"":[]}"
14682,368339.0,Balsfjord,"{""type"":""MultiPoint"",""coordinates"":[]}"
14692,375108.0,Alta,"{""type"":""MultiPoint"",""coordinates"":[]}"
14705,47736.0,Meråker,"{""type"":""MultiPoint"",""coordinates"":[]}"
14706,897948.0,Lesja,"{""type"":""MultiPoint"",""coordinates"":[]}"
14707,908666.0,Folldal,"{""type"":""MultiPoint"",""coordinates"":[]}"
14709,605106.0,Gamvik,"{""type"":""MultiPoint"",""coordinates"":[]}"
14731,232597.0,Rana,"{""type"":""MultiPoint"",""coordinates"":[]}"
14748,693674.0,Tromsø,"{""type"":""MultiPoint"",""coordinates"":[]}"
14749,286433.0,Oppdal,"{""type"":""MultiPoint"",""coordinates"":[]}"
14790,325315.0,Bardu,"{""type"":""MultiPoint"",""coordinates"":[]}"
14805,168293.0,Luster,"{""type"":""MultiPoint"",""coordinates"":[]}"
14808,360857.0,Sirdal,"{""type"":""MultiPoint"",""coordinates"":[]}"
14811,707105.0,Ulvik,"{""type"":""MultiPoint"",""coordinates"":[]}"
14812,326646.0,Fjord,"{""type"":""MultiPoint"",""coordinates"":[]}"
14841,28552.0,Aurland,"{""type"":""MultiPoint"",""coordinates"":[]}"
14842,231558.0,Kautokeino,"{""type"":""MultiPoint"",""coordinates"":[]}"
14898,443178.0,Måsøy,"{""type"":""MultiPoint"",""coordinates"":[]}"
14900,415617.0,Luster,"{""type"":""MultiPoint"",""coordinates"":[]}"
14909,324487.0,Ringebu,"{""type"":""MultiPoint"",""coordinates"":[]}"
14922,129618.0,Nærøysund,"{""type"":""MultiPoint"",""coordinates"":[]}"
14927,870406.0,Bardu,"{""type"":""MultiPoint"",""coordinates"":[]}"
14931,573622.0,Hattfjelldal,"{""type"":""MultiPoint"",""coordinates"":[]}"
14941,97975.0,Ørsta,"{""type"":""MultiPoint"",""coordinates"":[]}"
14945,229041.0,Midtre Gauldal,"{""type"":""MultiPoint"",""coordinates"":[]}"
15016,452236.0,Rauma,"{""type"":""MultiPoint"",""coordinates"":[]}"
15027,378909.0,Vågan,"{""type"":""MultiPoint"",""coordinates"":[]}"
15033,605454.0,Os,"{""type"":""MultiPoint"",""coordinates"":[]}"
15041,467565.0,Tjeldsund,"{""type"":""MultiPoint"",""coordinates"":[]}"
15048,440245.0,Sør-Varanger,"{""type"":""MultiPoint"",""coordinates"":[]}"
15055,436004.0,Gamvik,"{""type"":""MultiPoint"",""coordinates"":[]}"
15063,557734.0,Vågå,"{""type"":""MultiPoint"",""coordinates"":[]}"
15075,580950.0,Tana,"{""type"":""MultiPoint"",""coordinates"":[]}"
15093,979233.0,Vinje,"{""type"":""MultiPoint"",""coordinates"":[]}"
15096,914044.0,Stad,"{""type"":""MultiPoint"",""coordinates"":[]}"
15126,926896.0,Måsøy,"{""type"":""MultiPoint"",""coordinates"":[]}"
15156,957858.0,Namsskogan,"{""type"":""MultiPoint"",""coordinates"":[]}"
15157,754954.0,Årdal,"{""type"":""MultiPoint"",""coordinates"":[]}"
15215,445484.0,Ullensvang,"{""type"":""MultiPoint"",""coordinates"":[]}"
15234,752339.0,Åfjord,"{""type"":""MultiPoint"",""coordinates"":[]}"
15254,925096.0,Gamvik,"{""type"":""MultiPoint"",""coordinates"":[]}"
15272,548752.0,Båtsfjord,"{""type"":""MultiPoint"",""coordinates"":[]}"
15279,914714.0,Vevelstad,"{""type"":""MultiPoint"",""coordinates"":[]}"
15353,616164.0,Gamvik,"{""type"":""MultiPoint"",""coordinates"":[]}"
15383,720017.0,Lesja,"{""type"":""MultiPoint"",""coordinates"":[]}"
15390,463584.0,Voss,"{""type"":""MultiPoint"",""coordinates"":[]}"
15411,91391.0,Gloppen,"{""type"":""MultiPoint"",""coordinates"":[]}"
15471,910426.0,Tana,"{""type"":""MultiPoint"",""coordinates"":[]}"
15484,951373.0,Gamvik,"{""type"":""MultiPoint"",""coordinates"":[]}"
15489,644974.0,Oppdal,"{""type"":""MultiPoint"",""coordinates"":[]}"
15500,542305.0,Balsfjord,"{""type"":""MultiPoint"",""coordinates"":[]}"
15538,484454.0,Hamarøy,"{""type"":""MultiPoint"",""coordinates"":[]}"
15541,412740.0,Ål,"{""type"":""MultiPoint"",""coordinates"":[]}"
15560,104639.0,Åseral,"{""type"":""MultiPoint"",""coordinates"":[]}"
15581,574699.0,Ål,"{""type"":""MultiPoint"",""coordinates"":[]}"
15584,816741.0,Vik,"{""type"":""MultiPoint"",""coordinates"":[]}"
15591,328912.0,Sunndal,"{""type"":""MultiPoint"",""coordinates"":[]}"
15598,570104.0,Bergen,"{""type"":""MultiPoint"",""coordinates"":[]}"
15599,664133.0,Nordreisa,"{""type"":""MultiPoint"",""coordinates"":[]}"
15621,781452.0,Måsøy,"{""type"":""MultiPoint"",""coordinates"":[]}"
15667,443374.0,Rauma,"{""type"":""MultiPoint"",""coordinates"":[]}"
15676,451.0,Nordreisa,"{""type"":""MultiPoint"",""coordinates"":[]}"
15688,995200.0,Sør-Varanger,"{""type"":""MultiPoint"",""coordinates"":[]}"
15698,224348.0,Hjartdal,"{""type"":""MultiPoint"",""coordinates"":[]}"
15709,841675.0,Kinn,"{""type"":""MultiPoint"",""coordinates"":[]}"
15718,583867.0,Lom,"{""type"":""MultiPoint"",""coordinates"":[]}"
15744,964034.0,Rana,"{""type"":""MultiPoint"",""coordinates"":[]}"
15756,373841.0,Hammerfest,"{""type"":""MultiPoint"",""coordinates"":[]}"
15764,961659.0,Storfjord,"{""type"":""MultiPoint"",""coordinates"":[]}"
15766,937877.0,Ullensvang,"{""type"":""MultiPoint"",""coordinates"":[]}"
15799,711626.0,Beiarn,"{""type"":""MultiPoint"",""coordinates"":[]}"
15802,478396.0,Bardu,"{""type"":""MultiPoint"",""coordinates"":[]}"
15806,6653.0,Hammerfest,"{""type"":""MultiPoint"",""coordinates"":[]}"
15808,664671.0,Nordreisa,"{""type"":""MultiPoint"",""coordinates"":[]}"
15819,391212.0,Båtsfjord,"{""type"":""MultiPoint"",""coordinates"":[]}"
15828,171360.0,Porsanger,"{""type"":""MultiPoint"",""coordinates"":[]}"
15847,818038.0,Lærdal,"{""type"":""MultiPoint"",""coordinates"":[]}"
15848,932153.0,Nordreisa,"{""type"":""MultiPoint"",""coordinates"":[]}"
15850,778750.0,Tana,"{""type"":""MultiPoint"",""coordinates"":[]}"
15853,209067.0,Eidfjord,"{""type"":""MultiPoint"",""coordinates"":[]}"
15882,74295.0,Karasjok,"{""type"":""MultiPoint"",""coordinates"":[]}"
15884,571349.0,Rauma,"{""type"":""MultiPoint"",""coordinates"":[]}"
15887,227467.0,Beiarn,"{""type"":""MultiPoint"",""coordinates"":[]}"
15903,573251.0,Båtsfjord,"{""type"":""MultiPoint"",""coordinates"":[]}"
15907,648336.0,Sørfold,"{""type"":""MultiPoint"",""coordinates"":[]}"
15912,233979.0,Gausdal,"{""type"":""MultiPoint"",""coordinates"":[]}"
15923,993574.0,Kåfjord,"{""type"":""MultiPoint"",""coordinates"":[]}"
15943,463585.0,Måsøy,"{""type"":""MultiPoint"",""coordinates"":[]}"
15946,748812.0,Alta,"{""type"":""MultiPoint"",""coordinates"":[]}"
15955,858381.0,Karlsøy,"{""type"":""MultiPoint"",""coordinates"":[]}"
15983,737670.0,Steigen,"{""type"":""MultiPoint"",""coordinates"":[]}"
16009,169741.0,Sunnfjord,"{""type"":""MultiPoint"",""coordinates"":[]}"
16024,176371.0,Stor-Elvdal,"{""type"":""MultiPoint"",""coordinates"":[]}"
16063,613443.0,Sel,"{""type"":""MultiPoint"",""coordinates"":[]}"
16064,80195.0,Tinn,"{""type"":""MultiPoint"",""coordinates"":[]}"
16086,593128.0,Kvænangen,"{""type"":""MultiPoint"",""coordinates"":[]}"
16118,778422.0,Kautokeino,"{""type"":""MultiPoint"",""coordinates"":[]}"
16150,866916.0,Kautokeino,"{""type"":""MultiPoint"",""coordinates"":[]}"
16160,937885.0,Røros,"{""type"":""MultiPoint"",""coordinates"":[]}"
16174,159143.0,Balsfjord,"{""type"":""MultiPoint"",""coordinates"":[]}"
16186,993355.0,Tinn,"{""type"":""MultiPoint"",""coordinates"":[]}"
16222,287741.0,Øystre Slidre,"{""type"":""MultiPoint"",""coordinates"":[]}"
16239,640137.0,Os,"{""type"":""MultiPoint"",""coordinates"":[]}"
16272,730015.0,Bykle,"{""type"":""MultiPoint"",""coordinates"":[]}"
16287,756266.0,Rana,"{""type"":""MultiPoint"",""coordinates"":[]}"
16293,100658.0,Vestvågøy,"{""type"":""MultiPoint"",""coordinates"":[]}"
