"","reg","year","val","X"
"475","C",2020,0.41041216695727,"vamrmekrav"
"476","C",2020,0.441830991004296,"vamrmekrav"
"477","C",2020,0.47107738665151,"vamrmekrav"
"478","C",2020,0.436183055855032,"vamrmekrav"
"479","C",2020,0.413743111474408,"vamrmekrav"
"480","C",2020,0.446863940053587,"vamrmekrav"
"481","C",2020,0.384450793918129,"vamrmekrav"
"482","C",2020,0.384782281127399,"vamrmekrav"
"483","C",2020,0.483940193470188,"vamrmekrav"
"484","C",2020,0.385472828814047,"vamrmekrav"
"485","C",2020,0.464154872757903,"vamrmekrav"
"486","C",2020,0.408290097818786,"vamrmekrav"
"487","C",2020,0.452400496800402,"vamrmekrav"
"488","C",2020,0.387643325256693,"vamrmekrav"
"489","C",2020,0.395235507104186,"vamrmekrav"
"490","C",2020,0.455446975969996,"vamrmekrav"
"491","C",2020,0.407550823400722,"vamrmekrav"
"492","C",2020,0.44859552765071,"vamrmekrav"
"493","C",2020,0.403429521029053,"vamrmekrav"
"494","C",2020,0.456264726912901,"vamrmekrav"
"495","C",2020,0.443804586129765,"vamrmekrav"
"496","C",2020,0.47643725646827,"vamrmekrav"
"497","C",2020,0.389306536100129,"vamrmekrav"
"498","C",2020,0.450494308232174,"vamrmekrav"
"499","C",2020,0.411784567433291,"vamrmekrav"
"500","C",2020,0.388313198311957,"vamrmekrav"
"501","C",2020,0.418159709621972,"vamrmekrav"
"502","C",2020,0.432070951285855,"vamrmekrav"
"503","C",2020,0.406030411299108,"vamrmekrav"
"504","C",2020,0.36734660606012,"vamrmekrav"
"505","C",2020,0.431085640200933,"vamrmekrav"
"506","C",2020,0.377319956516886,"vamrmekrav"
"507","C",2020,0.375474245872518,"vamrmekrav"
"508","C",2020,0.459491469963824,"vamrmekrav"
"509","C",2020,0.4741293506081,"vamrmekrav"
"510","C",2020,0.384397949554094,"vamrmekrav"
"511","C",2020,0.425877419595836,"vamrmekrav"
"512","C",2020,0.409345465154899,"vamrmekrav"
"513","C",2020,0.383398898072647,"vamrmekrav"
"514","C",2020,0.437190039802444,"vamrmekrav"
"515","C",2020,0.441135595233686,"vamrmekrav"
"516","C",2020,0.410110659089134,"vamrmekrav"
"517","C",2020,0.462831933388962,"vamrmekrav"
"518","C",2020,0.388132212705859,"vamrmekrav"
"519","C",2020,0.419340879204872,"vamrmekrav"
"520","C",2020,0.344479515432813,"vamrmekrav"
"521","C",2020,0.418100924081358,"vamrmekrav"
"522","C",2020,0.397353660406058,"vamrmekrav"
"523","C",2020,0.470231229135446,"vamrmekrav"
"524","C",2020,0.487349570139974,"vamrmekrav"
"525","C",2020,0.433063730401427,"vamrmekrav"
"526","C",2020,0.377594739842818,"vamrmekrav"
"527","C",2020,0.423541415061548,"vamrmekrav"
"528","C",2020,0.425646779742939,"vamrmekrav"
"529","C",2020,0.43200977281193,"vamrmekrav"
"530","C",2020,0.429680879380967,"vamrmekrav"
"531","C",2020,0.414464708015038,"vamrmekrav"
"532","C",2020,0.37084769162769,"vamrmekrav"
"533","C",2020,0.420595938399148,"vamrmekrav"
"534","C",2020,0.380622859917001,"vamrmekrav"
"535","C",2020,0.42551861445737,"vamrmekrav"
"536","C",2020,0.407803877044737,"vamrmekrav"
