"","reg","year","val"
"267","N",2019,0.933499294361018
"268","N",2019,0.851717980272219
"269","N",2019,0.882335390620284
"270","N",2019,0.977672907717535
"271","N",2019,0.992980894874071
"272","N",2019,0.93457913980228
"273","N",2019,0.937641623335181
"274","N",2019,0.897997082461619
"275","N",2019,0.893100132141209
"276","N",2019,0.958118215590097
"277","N",2019,1
"278","N",2019,0.847192560282084
"279","N",2019,0.759177476678319
"280","N",2019,0.948862918562467
"281","N",2019,0.938087716127631
"282","N",2019,0.850283175517923
"283","N",2019,0.916201267217297
"284","N",2019,0.837028172644941
"285","N",2019,0.91466413187426
"286","N",2019,0.909745228698601
"287","N",2019,1
"288","N",2019,0.884460388419433
"289","N",2019,0.913175495463671
"290","N",2019,0.833780355053093
"291","N",2019,0.826494028440975
"292","N",2019,0.857071727616948
"293","N",2019,0.911349362473267
"294","N",2019,0.868263616016593
"295","N",2019,0.912785784571838
"296","N",2019,0.915759811531736
"297","N",2019,0.898334222750475
"298","N",2019,0.9727277488089
"299","N",2019,0.866544245320378
"300","N",2019,0.905096204611003
"301","N",2019,0.979873424083005
"302","N",2019,0.945779739703481
"303","N",2019,0.900577836710423
"304","N",2019,0.93785640685369
"305","N",2019,0.89904796126082
"306","N",2019,0.891709957912008
"307","N",2019,0.929895971767092
"308","N",2019,0.934954586025529
"309","N",2019,0.935917922633351
"310","N",2019,0.789573793923421
"311","N",2019,1
"312","N",2019,0.857336917813839
"313","N",2019,0.867073724886778
"314","N",2019,0.770771960087971
"315","N",2019,0.859065852793171
"316","N",2019,0.92341620861533
"317","N",2019,0.879030592156098
"318","N",2019,0.941344459311502
"319","N",2019,0.895219676507615
"320","N",2019,0.906774423515128
"321","N",2019,0.840049301804482
"322","N",2019,0.884284127436378
"323","N",2019,0.997330593676357
"324","N",2019,0.852462078829651
"325","N",2019,0.907304682953674
"326","N",2019,0.899723611479077
"327","N",2019,0.869790325307661
"328","N",2019,0.903989908990876
"329","N",2019,0.988970702461655
"330","N",2019,0.891567308944288
"331","N",2019,0.829152156917115
"332","N",2019,0.904308228671358
"333","N",2019,0.910273639052934
"334","N",2019,0.933587528007636
"335","N",2019,0.804072159558704
"336","N",2019,0.883087062550742
"337","N",2019,0.864988265301042
"338","N",2019,0.855931841483677
"339","N",2019,0.855960773473236
"340","N",2019,0.942971898901425
"341","N",2019,0.898966069387109
"342","N",2019,0.894869495344782
"343","N",2019,0.881868556665325
"344","N",2019,0.881653174028732
"345","N",2019,0.824619412396387
"346","N",2019,0.94898931676489
"347","N",2019,0.897692888073176
"348","N",2019,0.940231896840744
"349","N",2019,0.974879972484929
"350","N",2019,0.898440673844159
"351","N",2019,0.834216045078668
"352","N",2019,0.943641008139074
"353","N",2019,0.926572892344783
"354","N",2019,0.889982149454308
"355","N",2019,0.90882423928818
"356","N",2019,0.931612858889249
"357","N",2019,0.942608743277476
"358","N",2019,0.847233118880318
"359","N",2019,0.894836987558723
"360","N",2019,0.880887993355111
"361","N",2019,0.79159328977787
"362","N",2019,0.852234733774862
"363","N",2019,0.890781359308475
"364","N",2019,0.824458085851356
"365","N",2019,0.86044151506081
"366","N",2019,0.810725583863147
"367","N",2019,0.93261721146946
"368","N",2019,0.848229221454902
"369","N",2019,0.90360363598045
"370","N",2019,0.939496293968436
"371","N",2019,0.821836148346028
"372","N",2019,0.855515780661073
"373","N",2019,0.83891942906579
"374","N",2019,0.883893244205158
"375","N",2019,0.89591950360692
"376","N",2019,0.831010758263751
"377","N",2019,0.889585665042576
"378","N",2019,0.744183724000328
"379","N",2019,0.874399173757332
"380","N",2019,1
"381","N",2019,0.98379932836371
"382","N",2019,0.87548248448718
"383","N",2019,0.857781967240926
"384","N",2019,0.876970333475258
"385","N",2019,0.897239600206563
"386","N",2019,0.928864734238591
"387","N",2019,0.889629563526725
"388","N",2019,0.874812506284224
"389","N",2019,0.921670589616194
"390","N",2019,0.97455467373077
"391","N",2019,0.904259216977078
"392","N",2019,0.97663378435146
"393","N",2019,0.863274292787377
"394","N",2019,0.876066407950995
"395","N",2019,0.898556902682372
"396","N",2019,0.862326933814931
"397","N",2019,0.895014478434308
"398","N",2019,0.945234961026859
"399","N",2019,0.888009981979863
"400","N",2019,0.847138024009897
"401","N",2019,0.927176601748196
"402","N",2019,0.85064879842172
"403","N",2019,0.934007091203032
"404","N",2019,0.970985224168381
"405","N",2019,0.858163809446965
"406","N",2019,0.988446850436479
"407","N",2019,0.8752108274807
"408","N",2019,0.844923322725553
"409","N",2019,0.891913644992409
"410","N",2019,0.888885611107245
"411","N",2019,0.955304519075335
"412","N",2019,0.810566475992796
"413","N",2019,0.855801801074959
"414","N",2019,1
"415","N",2019,0.944582950067249
"416","N",2019,0.957817852832776
"417","N",2019,0.915887737899378
"418","N",2019,0.894347490320477
"419","N",2019,0.95369440069968
"420","N",2019,0.927093526429286
"421","N",2019,0.959789753436367
"422","N",2019,0.946819071298196
"423","N",2019,0.888831488434207
"424","N",2019,0.807956816228588
"425","N",2019,0.939996799518246
"426","N",2019,0.893037324533001
"427","N",2019,0.827539135638235
"428","N",2019,0.910119691673467
"429","N",2019,0.829945805672272
"430","N",2019,0.901547189598742
"431","N",2019,1
"432","N",2019,0.785469378090865
"433","N",2019,0.935079444045212
"434","N",2019,0.964018270929179
"435","N",2019,0.949233372554453
"436","N",2019,0.93651763648975
"437","N",2019,0.881120685169095
"438","N",2019,0.954311261580285
"439","N",2019,0.941057886849874
"440","N",2019,0.828322841938042
"441","N",2019,0.949673578545804
"442","N",2019,0.960662913849515
"443","N",2019,0.895599209189835
"444","N",2019,0.916952380326912
"445","N",2019,0.882784296805604
"446","N",2019,0.772859870678922
"447","N",2019,0.841595912625466
"448","N",2019,0.922699762392335
"449","N",2019,0.837616266313822
"450","N",2019,0.830576321866138
"451","N",2019,0.806469598803187
"452","N",2019,0.793124121809072
"453","N",2019,0.844778168776231
"454","N",2019,0.87553431275164
"455","N",2019,0.97316515909045
"456","N",2019,0.898797165939103
"457","N",2019,0.936593083580436
"458","N",2019,0.821033159492373
"459","N",2019,0.903259053301783
"460","N",2019,0.788417659380655
"461","N",2019,0.815754329733581
"462","N",2019,0.999053640096015
"463","N",2019,0.894822103200687
"464","N",2019,0.859879540914273
"465","N",2019,0.886210505022576
"466","N",2019,0.811083833081858
"467","N",2019,0.982838959540404
"468","N",2019,0.866625237869413
"469","N",2019,0.930453584790177
"470","N",2019,0.959375480973314
"471","N",2019,0.897713178105614
"472","N",2019,0.897044814262865
"473","N",2019,0.894344552003712
"474","N",2019,0.754543107201298
"475","N",2019,0.981917222745654
"476","N",2019,0.941504367341222
"477","N",2019,0.924611277411698
"478","N",2019,0.802263665062214
"479","N",2019,0.787897671895909
"480","N",2019,0.933178028122742
"481","N",2019,0.900949735680962
"482","N",2019,0.806970085501507
"483","N",2019,0.900806215663402
"484","N",2019,0.770627772143833
"485","N",2019,0.961383333061035
"486","N",2019,0.942726517344977
"487","N",2019,0.898954242318243
"488","N",2019,0.794207462463336
"489","N",2019,0.845712475900076
"490","N",2019,0.942076091531105
"491","N",2019,0.849918720003214
"492","N",2019,0.962067399609918
"493","N",2019,0.797174391304299
"494","N",2019,0.877556428943834
"495","N",2019,0.924213212077115
"496","N",2019,0.890537544812685
"497","N",2019,0.897457414156109
"498","N",2019,0.943595541889459
"499","N",2019,0.895060353614302
"500","N",2019,0.84660395757686
"501","N",2019,0.910226163575466
"502","N",2019,0.896643959335086
"503","N",2019,1
"504","N",2019,0.92307538026464
"505","N",2019,0.930866789269748
"506","N",2019,0.974600137238944
"507","N",2019,0.917013918331896
"508","N",2019,0.930928038984984
"509","N",2019,0.927467719502491
"510","N",2019,0.946617723626576
"511","N",2019,0.93872529925935
"512","N",2019,0.843441840951285
"513","N",2019,0.935973547287415
"514","N",2019,0.943671804287583
"515","N",2019,0.973472344469898
"516","N",2019,0.876523199274771
"517","N",2019,0.808759253034697
"518","N",2019,0.846884501111369
"519","N",2019,0.845567982003046
"520","N",2019,0.815457564311364
"521","N",2019,0.822439998788738
"522","N",2019,1
"523","N",2019,0.950833293281806
"524","N",2019,0.922338983893589
"525","N",2019,0.92689325167905
"526","N",2019,0.879293472484541
"527","N",2019,0.798792208644833
"528","N",2019,0.96455178842533
"529","N",2019,0.840835951383292
"530","N",2019,0.947901882411174
"531","N",2019,0.90911958673634
"532","N",2019,0.860220061687998
"533","N",2019,0.859582343879873
"534","N",2019,0.899602447637047
"535","N",2019,0.824440038979193
"536","N",2019,0.923834566135471
"537","N",2019,0.947727891879265
"538","N",2019,0.869419418281505
"539","N",2019,0.86957569081599
"540","N",2019,0.888162153868203
"541","N",2019,0.876548426271665
"542","N",2019,0.797988817408715
"543","N",2019,0.860825389320299
"544","N",2019,0.790618734384999
"545","N",2019,0.917408326491141
"546","N",2019,0.842319132579262
"547","N",2019,0.919035891041443
"548","N",2019,0.856728608316945
"549","N",2019,0.755936808792872
"550","N",2019,0.942024805197692
"551","N",2019,0.830723478347534
"552","N",2019,0.861354292236796
"553","N",2019,0.988327649402929
"554","N",2019,0.96662245295902
"555","N",2019,0.968134864526627
"556","N",2019,0.907904782580565
"557","N",2019,0.91803025413036
"558","N",2019,0.829107676152335
"559","N",2019,0.918808333797793
"560","N",2019,0.914312246788312
"561","N",2019,0.916326576396918
"562","N",2019,0.94392468155171
"563","N",2019,0.895589547669176
"564","N",2019,0.896646811128491
"565","N",2019,0.845253201967573
"566","N",2019,0.95092881310238
"567","N",2019,0.968328727481829
"568","N",2019,0.962920749907952
"569","N",2019,0.769644343990337
"570","N",2019,0.936530224979117
"571","N",2019,0.873418081636523
"572","N",2019,0.932895399661508
"573","N",2019,0.906503359931476
"574","N",2019,0.935092220358357
"575","N",2019,0.932344286401656
"576","N",2019,0.839014577542266
"577","N",2019,0.945381242058319
"578","N",2019,0.877398282141899
"579","N",2019,0.985713604396438
"580","N",2019,0.938213030677226
"581","N",2019,0.850903477950818
"582","N",2019,0.905325076484072
"583","N",2019,0.88625365312507
"584","N",2019,0.84409981847937
"585","N",2019,0.848845422035803
"586","N",2019,0.911403641385701
"587","N",2019,0.836353259318497
"588","N",2019,0.881527443961744
"589","N",2019,0.945568742306501
"590","N",2019,0.851507990809928
"591","N",2019,0.897754758563018
"592","N",2019,0.779116760255225
"593","N",2019,0.987993642973389
"594","N",2019,0.976401511437084
"595","N",2019,0.796420681759316
"596","N",2019,0.850732270480617
"597","N",2019,0.861995112556111
"598","N",2019,0.870490954217884
"599","N",2019,0.934152781511496
"600","N",2019,0.914429726700236
"601","N",2019,0.978916590292242
"602","N",2019,0.853382804833268
"603","N",2019,0.946575226303257
"604","N",2019,0.895251745797536
"605","N",2019,0.80271097568599
"606","N",2019,1
"607","N",2019,0.8445874813043
"608","N",2019,0.905669167489597
"609","N",2019,0.897510433295739
"610","N",2019,0.866514269535519
"611","N",2019,0.808661893995261
"612","N",2019,0.997454801126829
"613","N",2019,0.953818902677796
"614","N",2019,0.892984440467825
"615","N",2019,0.913331901087095
"616","N",2019,0.883242273691376
"617","N",2019,1
"618","N",2019,0.87393929711755
"619","N",2019,0.955484316387043
"620","N",2019,0.913777138459988
"621","N",2019,0.99481357231274
"622","N",2019,0.840228729764605
"623","N",2019,0.930063939309591
"624","N",2019,0.87624301801779
"625","N",2019,0.80882231697969
"626","N",2019,0.911296919189344
"627","N",2019,0.883256732980442
"628","N",2019,0.852823453083885
"629","N",2019,0.926801548384356
"630","N",2019,0.977101699803444
"631","N",2019,0.891638378002637
"632","N",2019,0.784785394277117
"633","N",2019,0.931325380634533
"634","N",2019,0.852072927172964
"635","N",2019,0.909792261874535
"636","N",2019,0.902478129806927
"637","N",2019,0.822008383950602
"638","N",2019,0.867430979288654
"639","N",2019,0.819007070075605
"640","N",2019,0.893072408444402
"641","N",2019,0.866989707462352
"642","N",2019,0.875995083457366
"643","N",2019,0.839298472659139
"644","N",2019,0.923852147541032
"645","N",2019,0.996503662492954
"646","N",2019,0.90043877147885
"647","N",2019,0.896868901211458
"648","N",2019,0.951303735337054
"649","N",2019,0.886882341096809
"650","N",2019,0.889456994216878
"651","N",2019,0.821218746203943
"652","N",2019,0.853000669200228
"653","N",2019,0.924202456118761
"654","N",2019,0.921097740507114
"655","N",2019,0.870827321255753
"656","N",2019,0.94540036619561
"657","N",2019,0.925119623031595
"658","N",2019,0.892343899223042
"659","N",2019,1
"660","N",2019,0.985860054132509
"661","N",2019,0.866095859576539
"662","N",2019,0.827467755314651
"663","N",2019,0.841283203819466
"664","N",2019,0.828616857097397
"665","N",2019,0.915429158628041
"666","N",2019,0.957429856576312
"667","N",2019,0.888137857970368
"668","N",2019,0.928658328385577
"669","N",2019,0.888130050563301
"670","N",2019,0.881797789717091
"671","N",2019,0.969181862372238
"672","N",2019,0.856529797283122
"673","N",2019,0.949804247761097
"674","N",2019,0.866605815220855
"675","N",2019,0.923900231545365
"676","N",2019,0.920848792126227
"677","N",2019,0.955973960212006
"678","N",2019,0.902699017929923
"679","N",2019,0.962372979950285
"680","N",2019,0.913956938913265
"681","N",2019,0.905835776610638
"682","N",2019,0.876730343004991
"683","N",2019,0.942599613292986
"684","N",2019,1
"685","N",2019,0.964421172893644
"686","N",2019,0.890909629807883
"687","N",2019,0.818397920577913
"688","N",2019,0.948546587773468
"689","N",2019,0.897958452981234
"690","N",2019,0.918809376821067
"691","N",2019,0.872087565417051
"692","N",2019,0.880998601596112
"693","N",2019,0.861835615912166
"694","N",2019,0.827530661319026
"695","N",2019,0.794065300089688
"696","N",2019,0.861404109274746
"697","N",2019,0.941308124534287
"698","N",2019,0.933475106652282
"699","N",2019,0.813079797322529
"700","N",2019,0.859277372491529
"701","N",2019,0.900853191375736
"702","N",2019,0.875308535007193
"703","N",2019,0.843590872490416
"704","N",2019,0.875435236535789
"705","N",2019,0.813403524394023
"706","N",2019,0.917864419238408
"707","N",2019,1
"708","N",2019,0.905093442886828
"709","N",2019,0.871072283594237
"710","N",2019,0.89684233698861
"711","N",2019,0.822145147634374
"712","N",2019,0.812371495087979
"713","N",2019,0.901181477083508
"714","N",2019,0.984887707698941
"715","N",2019,0.938383958810045
"716","N",2019,0.87967426593421
"717","N",2019,0.841010665737425
"718","N",2019,0.817223285616419
"719","N",2019,0.904132378169662
"720","N",2019,0.856774179582213
"721","N",2019,0.849769069757109
"722","N",2019,0.866284006377419
"723","N",2019,0.861378530216314
"724","N",2019,0.880003373048414
"725","N",2019,0.925029708159625
"726","N",2019,0.977070018018686
"727","N",2019,0.828617780922221
"728","N",2019,0.874452395909872
"729","N",2019,1
"730","N",2019,0.876733588209411
"731","N",2019,0.797444496645324
"732","N",2019,0.907715624293367
"733","N",2019,0.928112745431887
"734","N",2019,0.902638236553494
"735","N",2019,0.995751333303564
"736","N",2019,0.891419332075149
"737","N",2019,0.888654841600928
"738","N",2019,0.873179724111622
"739","N",2019,1
"740","N",2019,0.923864962647883
"741","N",2019,0.925523960321886
"742","N",2019,0.836179835865035
"743","N",2019,0.967485304137023
"744","N",2019,0.941437276112365
"745","N",2019,0.893011008986134
"746","N",2019,0.932025998286099
"747","N",2019,0.911311213445431
"748","N",2019,0.832618214732147
"749","N",2019,0.798722492316014
"750","N",2019,0.892109820389746
"751","N",2019,0.891684726168459
"752","N",2019,0.962445098397719
"753","N",2019,0.958360652550324
"754","N",2019,0.954304413707422
"755","N",2019,0.959834704113243
"756","N",2019,0.895391883269324
"757","N",2019,0.856143974414057
"758","N",2019,0.844128891153631
"759","N",2019,0.87767059994858
"760","N",2019,0.863464270409189
"761","N",2019,0.878126621091407
"762","N",2019,0.957669085911657
"763","N",2019,0.84266362053413
"764","N",2019,0.945086226906076
"765","N",2019,1
"766","N",2019,0.89248726475914
"767","N",2019,0.848535388238665
"768","N",2019,0.916420491093546
"769","N",2019,0.857630124143537
"770","N",2019,0.881922712989396
"771","N",2019,0.973362724354911
"772","N",2019,0.867571977438445
"773","N",2019,0.955833426685002
"774","N",2019,0.890495612845439
"775","N",2019,0.863075645295634
"776","N",2019,0.886592574149115
"777","N",2019,0.83683341100026
"778","N",2019,0.888186160074046
"779","N",2019,0.882336515152727
"780","N",2019,0.994424624746845
"781","N",2019,0.990235603854876
"782","N",2019,0.877931641881017
"783","N",2019,0.907150475986938
"784","N",2019,0.912384557456277
"785","N",2019,0.942140510289559
"786","N",2019,0.864852938310872
"787","N",2019,0.836246775794096
"788","N",2019,0.768181474537647
"789","N",2019,0.882779504878681
"790","N",2019,0.91456987606327
"791","N",2019,0.931819865370654
"792","N",2019,0.909441420153833
"793","N",2019,0.969580981886565
"794","N",2019,0.880927742210441
"795","N",2019,0.90514711156313
"796","N",2019,0.959397445881187
"797","N",2019,0.869239802006334
"798","N",2019,0.949879505397275
"799","N",2019,0.751009778170004
"800","N",2019,0.731943305361525
"801","N",2019,0.804516259897661
"802","N",2019,0.821184440789354
"803","N",2019,0.904002661985941
"804","N",2019,0.82320197124121
"805","N",2019,0.920030407452967
"806","N",2019,0.85621027311983
"807","N",2019,0.886249298447063
"808","N",2019,0.887918946928347
"809","N",2019,0.939388086915888
"810","N",2019,0.955326215269262
"811","N",2019,0.953108092787073
"812","N",2019,0.811391275647026
"813","N",2019,0.899330985494908
"814","N",2019,0.875022957450256
"815","N",2019,0.821070692919752
"816","N",2019,0.919036191117966
"817","N",2019,0.899175139432645
"818","N",2019,0.930799722882897
"819","N",2019,0.959997648209027
"820","N",2019,0.906902802201766
"821","N",2019,0.892685528882845
"822","N",2019,0.874194177126457
"823","N",2019,0.881221200808514
"824","N",2019,0.904434371714996
"825","N",2019,0.845011987978093
"826","N",2019,1
"827","N",2019,0.943786497421953
"828","N",2019,0.919833886234578
"829","N",2019,1
"830","N",2019,0.860346367991602
"831","N",2019,0.922699577727048
"832","N",2019,0.938710786521373
"833","N",2019,0.940687039283067
"834","N",2019,0.987712512288926
"835","N",2019,0.860820430944486
"836","N",2019,0.856401929285741
"837","N",2019,0.889303393570497
"838","N",2019,0.929600989605887
"839","N",2019,0.962854460587351
"840","N",2019,0.952329135303632
"841","N",2019,0.97597543025404
"842","N",2019,0.94261283649294
"843","N",2019,0.84355675431968
"844","N",2019,1
"845","N",2019,0.932658807526188
"846","N",2019,0.850749273930353
"847","N",2019,0.881376667403819
"848","N",2019,0.93700989697058
"849","N",2019,0.912908672210114
"850","N",2019,0.999632702294976
"851","N",2019,0.840544761270914
"852","N",2019,0.856459523175875
"853","N",2019,0.952682772084205
"854","N",2019,0.874754305120853
"855","N",2019,0.91030838670093
"856","N",2019,0.861466443043434
"857","N",2019,0.903485693214255
"858","N",2019,0.956339781980051
"859","N",2019,0.991444445071805
"860","N",2019,0.898610424997016
"861","N",2019,0.962258599390234
"862","N",2019,0.981577297418617
"863","N",2019,0.953900035813949
"864","N",2019,0.922568748132075
"865","N",2019,1
"866","N",2019,0.93327984601022
"867","N",2019,0.934809694918141
"868","N",2019,0.94776454638089
"869","N",2019,0.861468310660424
"870","N",2019,0.784644092417718
"871","N",2019,0.997593076953719
"872","N",2019,0.854949763679982
"873","N",2019,0.871901928409155
"874","N",2019,0.87110891969755
"875","N",2019,0.951314821765589
"876","N",2019,0.898428380339743
"877","N",2019,0.864260707096985
"878","N",2019,0.862264562358183
"879","N",2019,0.981128339879209
"880","N",2019,0.914307616344477
"881","N",2019,0.956146881591047
"882","N",2019,0.995233774018301
"883","N",2019,0.908125217431164
"884","N",2019,0.835723422456618
"885","N",2019,0.879939323640821
