"","reg","val","plotsL2_tot","year"
"20001","C",0.974301342710007,240,2020
"20002","C",0.97386599865398,240,2020
"20003","C",0.974288266534173,240,2020
"20004","C",0.974422201626599,240,2020
"20005","C",0.97418249666257,240,2020
"20006","C",0.971803347320419,240,2020
"20007","C",0.974145703118164,240,2020
"20008","C",0.973855524781634,240,2020
"20009","C",0.973575562512275,240,2020
"20010","C",0.972101603779739,240,2020
"20011","C",0.9736115826507,240,2020
"20012","C",0.971614520367422,240,2020
"20013","C",0.973038240018234,240,2020
"20014","C",0.971211110121753,240,2020
"20015","C",0.971598605960728,240,2020
"20016","C",0.975011990562003,240,2020
"20017","C",0.976167301070592,240,2020
"20018","C",0.973003575146662,240,2020
"20019","C",0.972137820574418,240,2020
"20020","C",0.970726325998135,240,2020
"20021","C",0.974708220348316,240,2020
"20022","C",0.973554932784397,240,2020
"20023","C",0.974044313476659,240,2020
"20024","C",0.972072257900233,240,2020
"20025","C",0.973557864741618,240,2020
"20026","C",0.972875993844664,240,2020
"20027","C",0.971386697693048,240,2020
"20028","C",0.974884023875384,240,2020
"20029","C",0.971426371257276,240,2020
"20030","C",0.972514068284407,240,2020
"20031","C",0.975172965903244,240,2020
"20032","C",0.97490497496573,240,2020
"20033","C",0.975676611185729,240,2020
"20034","C",0.973176414089562,240,2020
"20035","C",0.972976055431623,240,2020
"20036","C",0.973290312987811,240,2020
"20037","C",0.976576612760604,240,2020
"20038","C",0.972115635941303,240,2020
"20039","C",0.974629135608087,240,2020
"20040","C",0.976580149793001,240,2020
"20041","C",0.973094971350276,240,2020
"20042","C",0.972541783757475,240,2020
"20043","C",0.972708945596105,240,2020
"20044","C",0.974921902212712,240,2020
"20045","C",0.972411346657372,240,2020
"20046","C",0.973695058369626,240,2020
"20047","C",0.972769197025684,240,2020
"20048","C",0.973685617871565,240,2020
"20049","C",0.97298129392245,240,2020
"20050","C",0.972774586965316,240,2020
"20051","C",0.973092966475471,240,2020
"20052","C",0.972898295191996,240,2020
"20053","C",0.973515402328319,240,2020
"20054","C",0.971846412146587,240,2020
"20055","C",0.973398754572891,240,2020
"20056","C",0.972483589925624,240,2020
"20057","C",0.972854160153843,240,2020
"20058","C",0.973915045211147,240,2020
"20059","C",0.973915225204264,240,2020
"20060","C",0.975155285978096,240,2020
"20061","C",0.972857442880483,240,2020
"20062","C",0.970422539960753,240,2020
"20063","C",0.973990481589247,240,2020
"20064","C",0.973427644820357,240,2020
"20065","C",0.974149021793851,240,2020
"20066","C",0.973034255919884,240,2020
"20067","C",0.974110981777545,240,2020
"20068","C",0.974318846596667,240,2020
"20069","C",0.971550542092314,240,2020
"20070","C",0.974332684037562,240,2020
"20071","C",0.972882119264827,240,2020
"20072","C",0.971471408968585,240,2020
"20073","C",0.973428646301295,240,2020
"20074","C",0.975011356913553,240,2020
"20075","C",0.97402455765353,240,2020
"20076","C",0.973405591273482,240,2020
"20077","C",0.972896286824769,240,2020
"20078","C",0.971323370676055,240,2020
"20079","C",0.972529444588037,240,2020
"20080","C",0.972156741921072,240,2020
"20081","C",0.97555903035532,240,2020
"20082","C",0.973284083243539,240,2020
"20083","C",0.973291409879794,240,2020
"20084","C",0.974947882986699,240,2020
"20085","C",0.972875811796359,240,2020
"20086","C",0.972581441333935,240,2020
"20087","C",0.973398655951665,240,2020
"20088","C",0.973568815421928,240,2020
"20089","C",0.973720026679568,240,2020
"20090","C",0.973671756595471,240,2020
"20091","C",0.97380817237824,240,2020
"20092","C",0.97253706933755,240,2020
"20093","C",0.975910116433633,240,2020
"20094","C",0.973014639871021,240,2020
"20095","C",0.974182938458487,240,2020
"20096","C",0.9741068755718,240,2020
"20097","C",0.972519677919228,240,2020
"20098","C",0.971307688474474,240,2020
"20099","C",0.971130741867981,240,2020
"20100","C",0.974363368768135,240,2020
"20101","C",0.974494613687723,240,2020
"20102","C",0.974841715589044,240,2020
"20103","C",0.974512537268801,240,2020
"20104","C",0.973554293542125,240,2020
"20105","C",0.975412239047387,240,2020
"20106","C",0.97375740924826,240,2020
"20107","C",0.973268144779987,240,2020
"20108","C",0.973287120662331,240,2020
"20109","C",0.97188532370991,240,2020
"20110","C",0.974791149882609,240,2020
"20111","C",0.975038441333338,240,2020
"20112","C",0.975078251872098,240,2020
"20113","C",0.973656733292608,240,2020
"20114","C",0.972289435448931,240,2020
"20115","C",0.974581115282425,240,2020
"20116","C",0.972377820974916,240,2020
"20117","C",0.971802062124311,240,2020
"20118","C",0.975042883433156,240,2020
"20119","C",0.974007397018676,240,2020
"20120","C",0.971853227770367,240,2020
"20121","C",0.974828528521246,240,2020
"20122","C",0.975887481369664,240,2020
"20123","C",0.973350591194151,240,2020
"20124","C",0.972729802145295,240,2020
"20125","C",0.973182341278341,240,2020
"20126","C",0.973430442165567,240,2020
"20127","C",0.971320597373312,240,2020
"20128","C",0.974061618068895,240,2020
"20129","C",0.973369666259522,240,2020
"20130","C",0.974245050655997,240,2020
"20131","C",0.971833501413018,240,2020
"20132","C",0.973860096898462,240,2020
"20133","C",0.97374911892376,240,2020
"20134","C",0.97451769899966,240,2020
"20135","C",0.972986232230104,240,2020
"20136","C",0.973239387901792,240,2020
"20137","C",0.974143616562975,240,2020
"20138","C",0.973224635842217,240,2020
"20139","C",0.970959075501134,240,2020
"20140","C",0.975604100298978,240,2020
"20141","C",0.973760795751341,240,2020
"20142","C",0.974012402719169,240,2020
"20143","C",0.973880930945736,240,2020
"20144","C",0.974025032205684,240,2020
"20145","C",0.973568581914517,240,2020
"20146","C",0.974252842825552,240,2020
"20147","C",0.975404582624383,240,2020
"20148","C",0.972291060729909,240,2020
"20149","C",0.9719981131722,240,2020
"20150","C",0.972340306054351,240,2020
"20151","C",0.973259958147235,240,2020
"20152","C",0.975434953933553,240,2020
"20153","C",0.975138488112908,240,2020
"20154","C",0.973743508888473,240,2020
"20155","C",0.973706223513529,240,2020
"20156","C",0.974303555345263,240,2020
"20157","C",0.97270281976373,240,2020
"20158","C",0.97501063090559,240,2020
"20159","C",0.974158183974602,240,2020
"20160","C",0.972743725305465,240,2020
"20161","C",0.972701516248064,240,2020
"20162","C",0.973838438460124,240,2020
"20163","C",0.971295608235293,240,2020
"20164","C",0.972322690844291,240,2020
"20165","C",0.970736046471245,240,2020
"20166","C",0.971920377040818,240,2020
"20167","C",0.973348912515498,240,2020
"20168","C",0.97359324125515,240,2020
"20169","C",0.973356121091701,240,2020
"20170","C",0.975262609367386,240,2020
"20171","C",0.97520561640589,240,2020
"20172","C",0.972913213847247,240,2020
"20173","C",0.973071344749206,240,2020
"20174","C",0.97166670918351,240,2020
"20175","C",0.971508606234407,240,2020
"20176","C",0.974836260522268,240,2020
"20177","C",0.974171348613322,240,2020
"20178","C",0.971762589173919,240,2020
"20179","C",0.97643340226769,240,2020
"20180","C",0.972826223096879,240,2020
"20181","C",0.971350508720322,240,2020
"20182","C",0.974560735553903,240,2020
"20183","C",0.975069598174457,240,2020
"20184","C",0.972416366151419,240,2020
"20185","C",0.972694481391146,240,2020
"20186","C",0.972583011598309,240,2020
"20187","C",0.973238367165758,240,2020
"20188","C",0.971306817366762,240,2020
