"","reg","val","plotsN2_tot","year"
"40001","C",0.969547622885192,100,2020
"40002","C",0.96927367622869,100,2020
"40003","C",0.964021621010903,100,2020
"40004","C",0.966888158277052,100,2020
"40005","C",0.97198319713763,100,2020
"40006","C",0.972985757226765,100,2020
"40007","C",0.970125093985272,100,2020
"40008","C",0.974705262855424,100,2020
"40009","C",0.969825095067185,100,2020
"40010","C",0.973320572747249,100,2020
"40011","C",0.960056339989594,100,2020
"40012","C",0.96751570015406,100,2020
"40013","C",0.971261663632485,100,2020
"40014","C",0.970820584315498,100,2020
"40015","C",0.971782579031758,100,2020
"40016","C",0.965357982615945,100,2020
"40017","C",0.961436682108543,100,2020
"40018","C",0.969604155209466,100,2020
"40019","C",0.964152012233569,100,2020
"40020","C",0.97358984857053,100,2020
"40021","C",0.970903848295687,100,2020
"40022","C",0.966552161253999,100,2020
"40023","C",0.969547590756378,100,2020
"40024","C",0.970557061912055,100,2020
"40025","C",0.977414917446246,100,2020
"40026","C",0.971011220474552,100,2020
"40027","C",0.980899317612829,100,2020
"40028","C",0.969170465098569,100,2020
"40029","C",0.968539511823839,100,2020
"40030","C",0.969283061456733,100,2020
"40031","C",0.968517692080719,100,2020
"40032","C",0.973152966562221,100,2020
"40033","C",0.967683760037614,100,2020
"40034","C",0.965843581099576,100,2020
"40035","C",0.964878260101754,100,2020
"40036","C",0.972152968812213,100,2020
"40037","C",0.961681994156419,100,2020
"40038","C",0.970552475549408,100,2020
"40039","C",0.971537732237901,100,2020
"40040","C",0.970561835410546,100,2020
"40041","C",0.971222204831315,100,2020
"40042","C",0.967875045048567,100,2020
"40043","C",0.972634469194427,100,2020
"40044","C",0.963148350546386,100,2020
"40045","C",0.97405002529272,100,2020
"40046","C",0.967398705867806,100,2020
"40047","C",0.969523987666083,100,2020
"40048","C",0.969712769880752,100,2020
"40049","C",0.970261359435317,100,2020
"40050","C",0.971056791128779,100,2020
"40051","C",0.969574940433462,100,2020
"40052","C",0.978233969793332,100,2020
"40053","C",0.968318807525123,100,2020
"40054","C",0.963122238949,100,2020
"40055","C",0.970284786544038,100,2020
"40056","C",0.968373691412729,100,2020
"40057","C",0.974919110419528,100,2020
"40058","C",0.969652630010793,100,2020
"40059","C",0.968848314478207,100,2020
"40060","C",0.970078565092539,100,2020
"40061","C",0.980860695982421,100,2020
"40062","C",0.961223435469468,100,2020
"40063","C",0.967228973014055,100,2020
"40064","C",0.966941813509171,100,2020
"40065","C",0.975185209846926,100,2020
"40066","C",0.971128697918584,100,2020
"40067","C",0.969881808680378,100,2020
"40068","C",0.971607666915095,100,2020
"40069","C",0.974484083322913,100,2020
"40070","C",0.965835329509301,100,2020
"40071","C",0.975845241073686,100,2020
"40072","C",0.971897104938677,100,2020
"40073","C",0.973384278107771,100,2020
"40074","C",0.974212917019639,100,2020
"40075","C",0.9660110106939,100,2020
"40076","C",0.971609506665436,100,2020
"40077","C",0.973157074943788,100,2020
"40078","C",0.980520130313625,100,2020
"40079","C",0.965784608834498,100,2020
"40080","C",0.964413452341488,100,2020
"40081","C",0.972004426367389,100,2020
"40082","C",0.97050358799673,100,2020
"40083","C",0.966888223569275,100,2020
"40084","C",0.974833182555348,100,2020
"40085","C",0.975393405958954,100,2020
"40086","C",0.970223313553258,100,2020
"40087","C",0.971897788403127,100,2020
"40088","C",0.971337125731571,100,2020
"40089","C",0.965439820102123,100,2020
"40090","C",0.976683621434173,100,2020
"40091","C",0.971000252160578,100,2020
"40092","C",0.9687696218859,100,2020
"40093","C",0.966307945639085,100,2020
"40094","C",0.976931858054177,100,2020
"40095","C",0.972695204292183,100,2020
"40096","C",0.968800377803303,100,2020
"40097","C",0.973392493909152,100,2020
"40098","C",0.969704490597238,100,2020
"40099","C",0.968578384615139,100,2020
"40100","C",0.975602610883212,100,2020
"40101","C",0.961333251242343,100,2020
"40102","C",0.972106481357454,100,2020
"40103","C",0.973883036717848,100,2020
"40104","C",0.962831121821008,100,2020
"40105","C",0.965081206717206,100,2020
"40106","C",0.970157591352663,100,2020
"40107","C",0.970334938986904,100,2020
"40108","C",0.967267877903885,100,2020
"40109","C",0.966527856916506,100,2020
"40110","C",0.967772330912016,100,2020
"40111","C",0.97512639099893,100,2020
"40112","C",0.964435816798314,100,2020
"40113","C",0.964541324601723,100,2020
"40114","C",0.970746358231189,100,2020
"40115","C",0.975581948550003,100,2020
"40116","C",0.969265138474735,100,2020
"40117","C",0.969075939088764,100,2020
"40118","C",0.968307417812473,100,2020
"40119","C",0.973348172338085,100,2020
"40120","C",0.96611741308167,100,2020
"40121","C",0.968150914240303,100,2020
"40122","C",0.970140078924987,100,2020
"40123","C",0.967253865660729,100,2020
"40124","C",0.972794947539714,100,2020
"40125","C",0.97359887708363,100,2020
"40126","C",0.967478834849141,100,2020
"40127","C",0.965734744543827,100,2020
"40128","C",0.972271900665021,100,2020
"40129","C",0.970279110916021,100,2020
"40130","C",0.967665562460388,100,2020
"40131","C",0.975886875494404,100,2020
"40132","C",0.969662592120906,100,2020
"40133","C",0.973494550986553,100,2020
"40134","C",0.962325341163799,100,2020
"40135","C",0.972316300475015,100,2020
"40136","C",0.971708770791368,100,2020
"40137","C",0.97648179734373,100,2020
"40138","C",0.972650315569917,100,2020
"40139","C",0.966991392572357,100,2020
"40140","C",0.970185858490079,100,2020
"40141","C",0.968439666755601,100,2020
"40142","C",0.966590760110761,100,2020
"40143","C",0.963284532785155,100,2020
"40144","C",0.970834346025168,100,2020
"40145","C",0.968362594730963,100,2020
"40146","C",0.973778413769834,100,2020
"40147","C",0.974414807559412,100,2020
"40148","C",0.971645187425076,100,2020
"40149","C",0.971817028778259,100,2020
"40150","C",0.964894178861074,100,2020
"40151","C",0.973233530937757,100,2020
"40152","C",0.97449040788626,100,2020
"40153","C",0.967164808076306,100,2020
"40154","C",0.971693560022954,100,2020
"40155","C",0.970108190725675,100,2020
"40156","C",0.966586344962377,100,2020
"40157","C",0.967127246311778,100,2020
"40158","C",0.971710833474391,100,2020
"40159","C",0.974813725922754,100,2020
"40160","C",0.962835493306118,100,2020
"40161","C",0.967508991527295,100,2020
"40162","C",0.970255049888143,100,2020
"40163","C",0.964714146658164,100,2020
"40164","C",0.968440422535467,100,2020
"40165","C",0.968364799187245,100,2020
"40166","C",0.975932355036422,100,2020
"40167","C",0.967613709888511,100,2020
"40168","C",0.969547863705614,100,2020
"40169","C",0.972003161605235,100,2020
"40170","C",0.967812106505157,100,2020
"40171","C",0.968716945407006,100,2020
"40172","C",0.973586010256267,100,2020
"40173","C",0.96589249150285,100,2020
"40174","C",0.974239062205212,100,2020
"40175","C",0.971081109673795,100,2020
"40176","C",0.965903224055858,100,2020
"40177","C",0.971984643323286,100,2020
"40178","C",0.970530988447753,100,2020
"40179","C",0.964841275281319,100,2020
"40180","C",0.961575246643147,100,2020
"40181","C",0.966013510311154,100,2020
"40182","C",0.971578761297487,100,2020
"40183","C",0.962922213237803,100,2020
"40184","C",0.962907704270214,100,2020
"40185","C",0.971905563283941,100,2020
"40186","C",0.969894652108184,100,2020
"40187","C",0.970473892484428,100,2020
"40188","C",0.969486264292423,100,2020
"40189","C",0.966593171237777,100,2020
"40190","C",0.971106390820727,100,2020
"40191","C",0.970628311879752,100,2020
"40192","C",0.970591312882827,100,2020
"40193","C",0.964992584375408,100,2020
"40194","C",0.971624676608068,100,2020
"40195","C",0.964865282008828,100,2020
"40196","C",0.9729434175152,100,2020
"40197","C",0.971376686199045,100,2020
"40198","C",0.972907700867798,100,2020
"40199","C",0.965642175915383,100,2020
"40200","C",0.967779529757735,100,2020
"40201","C",0.960849332387436,100,2020
"40202","C",0.967739322143037,100,2020
"40203","C",0.968875718786853,100,2020
"40204","C",0.964945085243595,100,2020
"40205","C",0.976873286717727,100,2020
"40206","C",0.970327892945884,100,2020
"40207","C",0.967356556182227,100,2020
"40208","C",0.969312302425654,100,2020
"40209","C",0.974855714883857,100,2020
"40210","C",0.962347473556843,100,2020
"40211","C",0.965104261103132,100,2020
"40212","C",0.973197926733176,100,2020
"40213","C",0.975998098133593,100,2020
"40214","C",0.966381865866505,100,2020
"40215","C",0.969277315679024,100,2020
"40216","C",0.971000817513484,100,2020
"40217","C",0.967571818603987,100,2020
"40218","C",0.965410831934511,100,2020
"40219","C",0.968759216519315,100,2020
"40220","C",0.974895526871524,100,2020
"40221","C",0.971775272847139,100,2020
"40222","C",0.964753034973802,100,2020
"40223","C",0.965051994688483,100,2020
"40224","C",0.970805835940746,100,2020
"40225","C",0.96348557163619,100,2020
"40226","C",0.971930225393333,100,2020
"40227","C",0.9705407092587,100,2020
"40228","C",0.971905608349298,100,2020
"40229","C",0.969895400476778,100,2020
"40230","C",0.968520790460519,100,2020
"40231","C",0.967623976765374,100,2020
"40232","C",0.975338733297444,100,2020
"40233","C",0.964179829175113,100,2020
"40234","C",0.972161181781116,100,2020
"40235","C",0.968797908697003,100,2020
"40236","C",0.968610929204147,100,2020
"40237","C",0.971448232078695,100,2020
"40238","C",0.974723373869672,100,2020
"40239","C",0.969570960345795,100,2020
"40240","C",0.973921179015885,100,2020
"40241","C",0.970590947287936,100,2020
"40242","C",0.969244585112593,100,2020
"40243","C",0.975152172245267,100,2020
"40244","C",0.971800910528027,100,2020
"40245","C",0.964872925215355,100,2020
"40246","C",0.968887643263429,100,2020
"40247","C",0.972161787216023,100,2020
"40248","C",0.972281989185785,100,2020
"40249","C",0.97257842478931,100,2020
"40250","C",0.974108154620211,100,2020
"40251","C",0.972921734904976,100,2020
"40252","C",0.967257257187159,100,2020
"40253","C",0.973165745388465,100,2020
"40254","C",0.967007920781176,100,2020
"40255","C",0.966527743290667,100,2020
"40256","C",0.970022268731959,100,2020
"40257","C",0.966462828876263,100,2020
"40258","C",0.971145170697492,100,2020
"40259","C",0.958893562259179,100,2020
"40260","C",0.971112936838886,100,2020
"40261","C",0.973528074096,100,2020
"40262","C",0.968140921326765,100,2020
"40263","C",0.960341656164171,100,2020
"40264","C",0.967831082173281,100,2020
"40265","C",0.96974497897026,100,2020
"40266","C",0.96530998630622,100,2020
"40267","C",0.965861653048128,100,2020
"40268","C",0.96928336871834,100,2020
"40269","C",0.962058127664916,100,2020
"40270","C",0.972239721280467,100,2020
"40271","C",0.97252543763394,100,2020
"40272","C",0.97374569858153,100,2020
"40273","C",0.968405449703946,100,2020
"40274","C",0.970385949130598,100,2020
"40275","C",0.967477428035025,100,2020
"40276","C",0.964732178886829,100,2020
"40277","C",0.971277769256049,100,2020
"40278","C",0.965462894008291,100,2020
"40279","C",0.970647023560433,100,2020
"40280","C",0.968697031156119,100,2020
"40281","C",0.970811212619434,100,2020
"40282","C",0.973877099969635,100,2020
"40283","C",0.966916332884125,100,2020
"40284","C",0.974918798947655,100,2020
"40285","C",0.972448312279642,100,2020
"40286","C",0.973488528226457,100,2020
"40287","C",0.97297156158646,100,2020
"40288","C",0.9687466260937,100,2020
"40289","C",0.969585558190916,100,2020
"40290","C",0.967962590520059,100,2020
"40291","C",0.964243213808593,100,2020
"40292","C",0.971191581572808,100,2020
"40293","C",0.974289752384792,100,2020
"40294","C",0.96978483837689,100,2020
"40295","C",0.966246330631241,100,2020
"40296","C",0.974669601861446,100,2020
"40297","C",0.971583488117289,100,2020
"40298","C",0.971256240816444,100,2020
"40299","C",0.963445407161253,100,2020
"40300","C",0.981069932063604,100,2020
"40301","C",0.969155635452976,100,2020
"40302","C",0.966578859752056,100,2020
"40303","C",0.965918137716811,100,2020
"40304","C",0.97036995181971,100,2020
"40305","C",0.964142375073012,100,2020
"40306","C",0.973454945034498,100,2020
"40307","C",0.959648434003431,100,2020
"40308","C",0.96317837834917,100,2020
"40309","C",0.975249259474792,100,2020
"40310","C",0.973289062511099,100,2020
"40311","C",0.964021743078477,100,2020
"40312","C",0.973730194378994,100,2020
"40313","C",0.966699888766885,100,2020
"40314","C",0.964165969223025,100,2020
"40315","C",0.969361383547359,100,2020
"40316","C",0.966351340141152,100,2020
"40317","C",0.968127625704157,100,2020
"40318","C",0.968953316341397,100,2020
"40319","C",0.967847200003667,100,2020
"40320","C",0.97392627461752,100,2020
"40321","C",0.976943167726688,100,2020
"40322","C",0.967624733531266,100,2020
"40323","C",0.964713702216138,100,2020
"40324","C",0.97434571629393,100,2020
"40325","C",0.975411658123863,100,2020
"40326","C",0.961634869664267,100,2020
"40327","C",0.966904206750258,100,2020
"40328","C",0.962046618456592,100,2020
"40329","C",0.977299619258098,100,2020
"40330","C",0.978024824472946,100,2020
"40331","C",0.96833791276527,100,2020
"40332","C",0.971120302978611,100,2020
"40333","C",0.967966702876834,100,2020
"40334","C",0.964532275029215,100,2020
"40335","C",0.968827873472439,100,2020
"40336","C",0.974676643989805,100,2020
"40337","C",0.968351020091238,100,2020
"40338","C",0.97341350402422,100,2020
"40339","C",0.966728262482148,100,2020
"40340","C",0.976990008298038,100,2020
"40341","C",0.966250895709499,100,2020
"40342","C",0.966948599962541,100,2020
"40343","C",0.972382164529299,100,2020
"40344","C",0.961671308797407,100,2020
"40345","C",0.975640990028065,100,2020
"40346","C",0.971092053633494,100,2020
"40347","C",0.969231762652562,100,2020
"40348","C",0.969606548636973,100,2020
"40349","C",0.968757871733185,100,2020
"40350","C",0.972563034996047,100,2020
"40351","C",0.96796499392282,100,2020
"40352","C",0.96962573465723,100,2020
"40353","C",0.969057280762682,100,2020
"40354","C",0.972022726499908,100,2020
"40355","C",0.975944913394802,100,2020
"40356","C",0.970925854436232,100,2020
"40357","C",0.965373550267988,100,2020
"40358","C",0.967253219526616,100,2020
"40359","C",0.970924305059324,100,2020
"40360","C",0.977550729178104,100,2020
"40361","C",0.971253782662242,100,2020
"40362","C",0.970260045738224,100,2020
"40363","C",0.966654147752823,100,2020
"40364","C",0.967150676122056,100,2020
"40365","C",0.97684631901792,100,2020
"40366","C",0.974152011733527,100,2020
"40367","C",0.968801624680298,100,2020
"40368","C",0.964757947680987,100,2020
"40369","C",0.974286557107688,100,2020
"40370","C",0.976172055814232,100,2020
"40371","C",0.968025788103036,100,2020
"40372","C",0.973328597818706,100,2020
"40373","C",0.965238589972015,100,2020
"40374","C",0.968897853810153,100,2020
"40375","C",0.966261105702864,100,2020
"40376","C",0.974338331695661,100,2020
"40377","C",0.978807867426083,100,2020
"40378","C",0.969615668683155,100,2020
"40379","C",0.967705410028995,100,2020
"40380","C",0.974379480269248,100,2020
"40381","C",0.964317765088532,100,2020
"40382","C",0.965722664913756,100,2020
"40383","C",0.977135185396419,100,2020
"40384","C",0.97232443809563,100,2020
"40385","C",0.968300060088434,100,2020
"40386","C",0.969360371926858,100,2020
"40387","C",0.968655027750171,100,2020
"40388","C",0.97337280376603,100,2020
