"","reg","val","plotsN1_tot","year"
"30001","C",0.961050192139984,181,2020
"30002","C",0.96980811101366,181,2020
"30003","C",0.958237798683816,181,2020
"30004","C",0.960190206719564,181,2020
"30005","C",0.968271090331822,181,2020
"30006","C",0.953973660403896,181,2020
"30007","C",0.967868749942182,181,2020
"30008","C",0.959556010913424,181,2020
"30009","C",0.958557496666487,181,2020
"30010","C",0.968090594718103,181,2020
"30011","C",0.967401098485487,181,2020
"30012","C",0.973269508095228,181,2020
"30013","C",0.953757420801651,181,2020
"30014","C",0.953466776443704,181,2020
"30015","C",0.973033022402737,181,2020
"30016","C",0.954927467227431,181,2020
"30017","C",0.95207263786954,181,2020
"30018","C",0.968266684492614,181,2020
"30019","C",0.960148949355893,181,2020
"30020","C",0.966374543571398,181,2020
"30021","C",0.972046535519669,181,2020
"30022","C",0.966910191185482,181,2020
"30023","C",0.969120982881452,181,2020
"30024","C",0.955691666508006,181,2020
"30025","C",0.964316615046913,181,2020
"30026","C",0.964202776361957,181,2020
"30027","C",0.958681126616202,181,2020
"30028","C",0.965514221979202,181,2020
"30029","C",0.964505536596061,181,2020
"30030","C",0.958513379900282,181,2020
"30031","C",0.947822095210754,181,2020
"30032","C",0.965380858359799,181,2020
"30033","C",0.964170080704904,181,2020
"30034","C",0.966342946817358,181,2020
"30035","C",0.962788964375357,181,2020
"30036","C",0.963083075970684,181,2020
"30037","C",0.964811730140084,181,2020
"30038","C",0.953682637855879,181,2020
"30039","C",0.96858505707804,181,2020
"30040","C",0.965010616386035,181,2020
"30041","C",0.969442046206004,181,2020
"30042","C",0.96618946511386,181,2020
"30043","C",0.971330336866504,181,2020
"30044","C",0.952314617517155,181,2020
"30045","C",0.961251431297927,181,2020
"30046","C",0.971702454203642,181,2020
"30047","C",0.959629981668722,181,2020
"30048","C",0.964312775560869,181,2020
"30049","C",0.954984640224087,181,2020
"30050","C",0.964743374390259,181,2020
"30051","C",0.958095692315676,181,2020
"30052","C",0.958328999414969,181,2020
"30053","C",0.95324891046538,181,2020
"30054","C",0.96568824302214,181,2020
"30055","C",0.963868474996237,181,2020
"30056","C",0.963930866837944,181,2020
