"reg","year","val"
"N","1990",0.141177642280929
"N","1990",0.11068771253075
"N","1990",0.151631276167218
"N","1990",0.189364455508528
"N","1990",0.180443891108073
"N","1990",0.305067387137661
"N","1990",0.162967129840626
"N","1990",0.16743166994454
"N","1990",0.196785816674833
"N","1990",0.213144660732332
"N","1990",0.163591787774131
"N","1990",0.175037073363718
"N","1990",0.184867230102659
"N","1990",0.317125414886901
"N","1990",0.246861663185251
"N","1990",0.215385287907852
"N","1990",0.209118716293588
"N","1990",0.137013338325217
"N","1990",0.208374640059353
"N","1990",0.221570656607492
"N","1990",0.170817033752646
"N","1990",0.218778388378908
"N","1990",0.134813144048494
"N","1990",0.170715383038849
"N","1990",0.140120009692308
"N","1990",0.159449717835073
"N","1990",0.119862401112833
"N","1990",0.266744987918724
"N","1990",0.243946380529349
"N","1990",0.248833005267271
"N","1990",0.307744576366989
"N","1990",0.24800390704361
"N","1990",0.217142187676972
"N","1990",0.202405834271002
"N","1990",0.141208237058892
"N","1990",0.228547264158468
"N","1990",0.142812365929572
"N","1990",0.183979472252339
"N","1990",0.195454571576995
"N","1990",0.164641200735732
"N","1990",0.217917015724486
"N","1990",0.26246539319732
"N","1990",0.18517711314189
"N","1990",0.154939834691975
"N","1990",0.139811527667516
"N","1990",0.192751157606601
"N","1990",0.111268569464682
"N","1990",0.171821688059027
"N","1990",0.20137997588573
"N","1990",0.160803024102014
"N","1990",0.118596410459356
"N","1990",0.168130705822074
"N","1990",0.138048010489837
"N","1990",0.169835154836251
"N","1990",0.107625461492507
"N","1990",0.159926010522539
"N","1990",0.226269097101138
"N","1990",0.136194443594384
"N","1990",0.218931684970108
"N","1990",0.18364612448169
"N","1990",0.152201278435031
"N","1990",0.207495447591807
"N","1990",0.1824502581353
"N","1990",0.224120218706237
"N","1990",0.242833853593671
"N","1990",0.161960809450618
"N","1990",0.161479756091802
"N","1990",0.161922668339903
"N","1990",0.155573619750684
"N","1990",0.205359735224806
"N","1990",0.123426798165159
"N","1990",0.149078124363805
"N","1990",0.219084429926921
"N","1990",0.208958451806851
"N","1990",0.222766684014429
"N","1990",0.166633584872583
"N","1990",0.112841238803516
"N","1990",0.167684474530373
"N","1990",0.1691792100493
"N","1990",0.177152092708999
"N","1990",0.218286206275858
"N","1990",0.158570360281762
"N","1990",0.140860082367742
"N","1990",0.130994571574437
"N","1990",0.332233793483443
"N","1990",0.142141287301253
"N","1990",0.16262972622618
"N","1990",0.172886302357862
"N","1990",0.193422795799525
"N","1990",0.160082093713918
"N","1990",0.12664600325425
"N","1990",0.207397988642013
"N","1990",0.323043039002293
"N","1990",0.24066558270373
"N","1990",0.164020330416275
"N","1990",0.218766156631326
"N","1990",0.196050423818414
"N","1990",0.100907582409581
"N","1990",0.170747013331873
"N","1990",0.185434374661878
"N","1990",0.192678412191714
"N","1990",0.178972596705532
"N","1990",0.150302643228622
"N","1990",0.289208075089622
"N","1990",0.146070018306803
"N","1990",0.187906022211539
"N","1990",0.171321639311161
"N","1990",0.208000893261783
"N","1990",0.155145524566704
"N","1990",0.127764405960861
"N","1990",0.198509354560193
"N","1990",0.144561185835997
"N","1990",0.206395164007827
"N","1990",0.213866823765497
"N","1990",0.185809456571101
"N","1990",0.174001189485707
"N","1990",0.207633232920443
"N","1990",0.205924058470018
"N","1990",0.111614229522627
"N","1990",0.18067193398725
"N","1990",0.23590207068836
"N","1990",0.189617261439709
"N","1990",0.13573921422022
"N","1990",0.21924148473474
"N","1990",0.145498105490071
"N","1990",0.265809369935002
"N","1990",0.10192227074989
"N","1990",0.231891092599623
"N","1990",0.209660040309527
"N","1990",0.207583364304651
"N","1990",0.198984177177136
"N","1990",0.210041939480608
"N","1990",0.156104514807188
"N","1990",0.306014303362575
"N","1990",0.153615228821669
"N","1990",0.204413576682798
"N","1990",0.181969148840005
"N","1990",0.169518673073316
"N","1990",0.155674238262074
"N","1990",0.209489361916187
"N","1990",0.323479551559545
"N","1990",0.278909823814848
"N","1990",0.170239023183372
"N","1990",0.206517712982979
"N","1990",0.198314121228384
"N","1990",0.201890426467829
"N","1990",0.167862591147274
"N","1990",0.157326241217852
"N","1990",0.167142460437882
"N","1990",0.15622551703074
"N","1990",0.147668632538935
"N","1990",0.110287413152274
"N","1990",0.209823135013507
"N","1990",0.247124392879048
"N","1990",0.116489003501013
"N","1990",0.204146501732479
"N","1990",0.322228740474832
"N","1990",0.206003625947304
"N","1990",0.162907668958637
"N","1990",0.204972937377508
"N","1990",0.125979054770152
"N","1990",0.113976953231256
"N","1990",0.215319635613214
"N","1990",0.36994245619744
"N","1990",0.10104222771468
"N","1990",0.210853592543222
"N","1990",0.21643063360608
"N","1990",0.17520879013808
"N","1990",0.179037830865641
"N","1990",0.134122498816743
"N","1990",0.138337438040876
"N","1990",0.169863836714386
"N","1990",0.229039419586506
"N","1990",0.133626684251285
"N","1990",0.208535580223887
"N","1990",0.192536552741846
"N","1990",0.179444515773359
"N","1990",0.129183377489639
"N","1990",0.232367240127833
"N","1990",0.147984136246477
"N","1990",0.127697889570161
"N","1990",0.154829660912183
"N","1990",0.159319948629141
"N","1990",0.140916871387385
"N","1990",0.166977776963866
"N","1990",0.237554241189738
"N","1990",0.156680330905961
"N","1990",0.201010850309316
"N","1990",0.151338329060255
"N","1990",0.219197593078861
"N","1990",0.120344675095739
"N","1990",0.243086179764197
"N","1990",0.211268500990352
"N","1990",0.165516035634651
"N","1990",0.178735387298279
"N","1990",0.211023164766044
