"","reg","val","X","nCells"
"247","N",0.728893567129622,"NDVI_upper",10969
"248","N",0.72875227449178,"NDVI_upper",10969
"249","N",0.728272377399631,"NDVI_upper",10969
"250","N",0.731064994753512,"NDVI_upper",10969
"251","N",0.729574337327801,"NDVI_upper",10969
"252","N",0.727856398611059,"NDVI_upper",10969
"253","N",0.726533012279512,"NDVI_upper",10969
"254","N",0.72986266249695,"NDVI_upper",10969
"255","N",0.728373828867153,"NDVI_upper",10969
"256","N",0.727919068109509,"NDVI_upper",10969
"257","N",0.729608375624766,"NDVI_upper",10969
"258","N",0.728244734456382,"NDVI_upper",10969
"259","N",0.728866057166817,"NDVI_upper",10969
"260","N",0.729594887779261,"NDVI_upper",10969
"261","N",0.72759588325204,"NDVI_upper",10969
"262","N",0.72985862008139,"NDVI_upper",10969
"263","N",0.730030698911294,"NDVI_upper",10969
"264","N",0.728030852191442,"NDVI_upper",10969
"265","N",0.729379080746554,"NDVI_upper",10969
"266","N",0.728775106286091,"NDVI_upper",10969
"267","N",0.729741031144259,"NDVI_upper",10969
"268","N",0.728511211723069,"NDVI_upper",10969
"269","N",0.728323890653066,"NDVI_upper",10969
"270","N",0.729022017375612,"NDVI_upper",10969
"271","N",0.730345909911494,"NDVI_upper",10969
"272","N",0.725771502570264,"NDVI_upper",10969
"273","N",0.727468003280269,"NDVI_upper",10969
"274","N",0.730626818882086,"NDVI_upper",10969
"275","N",0.729848795492461,"NDVI_upper",10969
"276","N",0.726649985778143,"NDVI_upper",10969
"277","N",0.73160685627247,"NDVI_upper",10969
"278","N",0.731534346222896,"NDVI_upper",10969
"279","N",0.728010234675367,"NDVI_upper",10969
"280","N",0.731655778366275,"NDVI_upper",10969
"281","N",0.730797863477425,"NDVI_upper",10969
"282","N",0.727515937039456,"NDVI_upper",10969
"283","N",0.729835705910095,"NDVI_upper",10969
"284","N",0.727847629012123,"NDVI_upper",10969
"285","N",0.729727354892989,"NDVI_upper",10969
"286","N",0.727347532902184,"NDVI_upper",10969
