"reg","val","X","year"
"N",0.669838751418331,"fragmentering",2021
"C",0.752516165637453,"fragmentering",2021
"E",0.496476998232158,"fragmentering",2021
"W",0.787742833745869,"fragmentering",2021
"S",0.88032302027142,"fragmentering",2021
"Norge",0.686751930518767,"fragmentering",2021
