"","reg","val","var_name","var_n_flater","flater","plots_pr_flate","plotsHeat_pr_flate"
"40","C",0.488583708638252,"Heat",33,33,8.66666666666667,8.48484848484848
"41","C",0.376902417174439,"Heat",33,33,8.66666666666667,8.48484848484848
"42","C",0.413065211309906,"Heat",33,33,8.66666666666667,8.48484848484848
"43","C",0.422921658066782,"Heat",33,33,8.66666666666667,8.48484848484848
"44","C",0.456611851338328,"Heat",33,33,8.66666666666667,8.48484848484848
"45","C",0.421310056711353,"Heat",33,33,8.66666666666667,8.48484848484848
"46","C",0.447958249315564,"Heat",33,33,8.66666666666667,8.48484848484848
"47","C",0.460853789546597,"Heat",33,33,8.66666666666667,8.48484848484848
"48","C",0.407434306537143,"Heat",33,33,8.66666666666667,8.48484848484848
"49","C",0.398679780952379,"Heat",33,33,8.66666666666667,8.48484848484848
"50","C",0.388056108277452,"Heat",33,33,8.66666666666667,8.48484848484848
"51","C",0.431829013244013,"Heat",33,33,8.66666666666667,8.48484848484848
"52","C",0.432103055152488,"Heat",33,33,8.66666666666667,8.48484848484848
"53","C",0.423041836556566,"Heat",33,33,8.66666666666667,8.48484848484848
"54","C",0.457938341346805,"Heat",33,33,8.66666666666667,8.48484848484848
"55","C",0.409025041297118,"Heat",33,33,8.66666666666667,8.48484848484848
"56","C",0.440435144089018,"Heat",33,33,8.66666666666667,8.48484848484848
"57","C",0.436867367155547,"Heat",33,33,8.66666666666667,8.48484848484848
"58","C",0.468060826808087,"Heat",33,33,8.66666666666667,8.48484848484848
"59","C",0.353519385530667,"Heat",33,33,8.66666666666667,8.48484848484848
"60","C",0.372285064627091,"Heat",33,33,8.66666666666667,8.48484848484848
"61","C",0.445521531521001,"Heat",33,33,8.66666666666667,8.48484848484848
"62","C",0.468545268776386,"Heat",33,33,8.66666666666667,8.48484848484848
"63","C",0.366025773606385,"Heat",33,33,8.66666666666667,8.48484848484848
"64","C",0.396818215562929,"Heat",33,33,8.66666666666667,8.48484848484848
"65","C",0.404648041217338,"Heat",33,33,8.66666666666667,8.48484848484848
"66","C",0.419015576169061,"Heat",33,33,8.66666666666667,8.48484848484848
"67","C",0.478307711780162,"Heat",33,33,8.66666666666667,8.48484848484848
"68","C",0.479477142659888,"Heat",33,33,8.66666666666667,8.48484848484848
"69","C",0.414637649689684,"Heat",33,33,8.66666666666667,8.48484848484848
"70","C",0.450053550902971,"Heat",33,33,8.66666666666667,8.48484848484848
"71","C",0.404120381478175,"Heat",33,33,8.66666666666667,8.48484848484848
"72","C",0.430357707067038,"Heat",33,33,8.66666666666667,8.48484848484848
"73","C",0.433618363572122,"Heat",33,33,8.66666666666667,8.48484848484848
"74","C",0.386223769621388,"Heat",33,33,8.66666666666667,8.48484848484848
"75","C",0.386516690544833,"Heat",33,33,8.66666666666667,8.48484848484848
"76","C",0.457108229171276,"Heat",33,33,8.66666666666667,8.48484848484848
"77","C",0.386522712227928,"Heat",33,33,8.66666666666667,8.48484848484848
"78","C",0.399542398481047,"Heat",33,33,8.66666666666667,8.48484848484848
"79","C",0.404740753730699,"Heat",33,33,8.66666666666667,8.48484848484848
"80","C",0.463488797126184,"Heat",33,33,8.66666666666667,8.48484848484848
"81","C",0.45575989329195,"Heat",33,33,8.66666666666667,8.48484848484848
"82","C",0.41007418546356,"Heat",33,33,8.66666666666667,8.48484848484848
"83","C",0.392903737920455,"Heat",33,33,8.66666666666667,8.48484848484848
"84","C",0.433616312805556,"Heat",33,33,8.66666666666667,8.48484848484848
"85","C",0.414428719513268,"Heat",33,33,8.66666666666667,8.48484848484848
"86","C",0.394955272644862,"Heat",33,33,8.66666666666667,8.48484848484848
"87","C",0.410781157954604,"Heat",33,33,8.66666666666667,8.48484848484848
"88","C",0.487558253014522,"Heat",33,33,8.66666666666667,8.48484848484848
"89","C",0.422495966602955,"Heat",33,33,8.66666666666667,8.48484848484848
"90","C",0.404624134120384,"Heat",33,33,8.66666666666667,8.48484848484848
"91","C",0.481772520061214,"Heat",33,33,8.66666666666667,8.48484848484848
"92","C",0.404931440502407,"Heat",33,33,8.66666666666667,8.48484848484848
"93","C",0.369415529401084,"Heat",33,33,8.66666666666667,8.48484848484848
"94","C",0.435218540282605,"Heat",33,33,8.66666666666667,8.48484848484848
"95","C",0.446204209523757,"Heat",33,33,8.66666666666667,8.48484848484848
"96","C",0.442043580106987,"Heat",33,33,8.66666666666667,8.48484848484848
"97","C",0.41171326037718,"Heat",33,33,8.66666666666667,8.48484848484848
"98","C",0.427913577650664,"Heat",33,33,8.66666666666667,8.48484848484848
"99","C",0.37422486140175,"Heat",33,33,8.66666666666667,8.48484848484848
"100","C",0.478361932588281,"Heat",33,33,8.66666666666667,8.48484848484848
"101","C",0.394234275123623,"Heat",33,33,8.66666666666667,8.48484848484848
"102","C",0.441393009292542,"Heat",33,33,8.66666666666667,8.48484848484848
"103","C",0.426933869433359,"Heat",33,33,8.66666666666667,8.48484848484848
"104","C",0.387465107385718,"Heat",33,33,8.66666666666667,8.48484848484848
"105","C",0.40783985929747,"Heat",33,33,8.66666666666667,8.48484848484848
"106","C",0.365225640142774,"Heat",33,33,8.66666666666667,8.48484848484848
"107","C",0.371601342890269,"Heat",33,33,8.66666666666667,8.48484848484848
"108","C",0.408029607006179,"Heat",33,33,8.66666666666667,8.48484848484848
"109","C",0.469686844454358,"Heat",33,33,8.66666666666667,8.48484848484848
"110","C",0.485549356631343,"Heat",33,33,8.66666666666667,8.48484848484848
"111","C",0.435546542596795,"Heat",33,33,8.66666666666667,8.48484848484848
"112","C",0.478800525202201,"Heat",33,33,8.66666666666667,8.48484848484848
"113","C",0.457575556050279,"Heat",33,33,8.66666666666667,8.48484848484848
"114","C",0.452719642036974,"Heat",33,33,8.66666666666667,8.48484848484848
"115","C",0.423753009187385,"Heat",33,33,8.66666666666667,8.48484848484848
"116","C",0.414986578393004,"Heat",33,33,8.66666666666667,8.48484848484848
"117","C",0.417190178285964,"Heat",33,33,8.66666666666667,8.48484848484848
"118","C",0.39976463169933,"Heat",33,33,8.66666666666667,8.48484848484848
"119","C",0.453028899504337,"Heat",33,33,8.66666666666667,8.48484848484848
"120","C",0.488652590850203,"Heat",33,33,8.66666666666667,8.48484848484848
"121","C",0.390425663397819,"Heat",33,33,8.66666666666667,8.48484848484848
"122","C",0.449162949936488,"Heat",33,33,8.66666666666667,8.48484848484848
"123","C",0.430235329646761,"Heat",33,33,8.66666666666667,8.48484848484848
"124","C",0.388192776526564,"Heat",33,33,8.66666666666667,8.48484848484848
"125","C",0.356479533424472,"Heat",33,33,8.66666666666667,8.48484848484848
"126","C",0.398557674560314,"Heat",33,33,8.66666666666667,8.48484848484848
"127","C",0.464345274958722,"Heat",33,33,8.66666666666667,8.48484848484848
"128","C",0.405096885134822,"Heat",33,33,8.66666666666667,8.48484848484848
"129","C",0.394398089411822,"Heat",33,33,8.66666666666667,8.48484848484848
"130","C",0.437468859977769,"Heat",33,33,8.66666666666667,8.48484848484848
"131","C",0.409745020184165,"Heat",33,33,8.66666666666667,8.48484848484848
"132","C",0.449423084970777,"Heat",33,33,8.66666666666667,8.48484848484848
"133","C",0.426566427291708,"Heat",33,33,8.66666666666667,8.48484848484848
"134","C",0.446270465706708,"Heat",33,33,8.66666666666667,8.48484848484848
"135","C",0.384535590518607,"Heat",33,33,8.66666666666667,8.48484848484848
"136","C",0.441989349038892,"Heat",33,33,8.66666666666667,8.48484848484848
"137","C",0.418490868912775,"Heat",33,33,8.66666666666667,8.48484848484848
"138","C",0.356622894004193,"Heat",33,33,8.66666666666667,8.48484848484848
"139","C",0.388087776736455,"Heat",33,33,8.66666666666667,8.48484848484848
"140","C",0.44353330836743,"Heat",33,33,8.66666666666667,8.48484848484848
"141","C",0.393788606072434,"Heat",33,33,8.66666666666667,8.48484848484848
"142","C",0.424678921568806,"Heat",33,33,8.66666666666667,8.48484848484848
"143","C",0.432108934915149,"Heat",33,33,8.66666666666667,8.48484848484848
"144","C",0.430987668610529,"Heat",33,33,8.66666666666667,8.48484848484848
"145","C",0.372512961519653,"Heat",33,33,8.66666666666667,8.48484848484848
"146","C",0.368305791568114,"Heat",33,33,8.66666666666667,8.48484848484848
"147","C",0.400879716247126,"Heat",33,33,8.66666666666667,8.48484848484848
"148","C",0.364249177695628,"Heat",33,33,8.66666666666667,8.48484848484848
"149","C",0.421057325747551,"Heat",33,33,8.66666666666667,8.48484848484848
"150","C",0.419448059604343,"Heat",33,33,8.66666666666667,8.48484848484848
"151","C",0.380197813844551,"Heat",33,33,8.66666666666667,8.48484848484848
"152","C",0.414159244892567,"Heat",33,33,8.66666666666667,8.48484848484848
"153","C",0.492088507049511,"Heat",33,33,8.66666666666667,8.48484848484848
"154","C",0.417760330284246,"Heat",33,33,8.66666666666667,8.48484848484848
"155","C",0.410379068457264,"Heat",33,33,8.66666666666667,8.48484848484848
"156","C",0.387151562722068,"Heat",33,33,8.66666666666667,8.48484848484848
"157","C",0.407154714759978,"Heat",33,33,8.66666666666667,8.48484848484848
"158","C",0.477622382344392,"Heat",33,33,8.66666666666667,8.48484848484848
"159","C",0.420909661111883,"Heat",33,33,8.66666666666667,8.48484848484848
"160","C",0.426102061586319,"Heat",33,33,8.66666666666667,8.48484848484848
"161","C",0.433444385021902,"Heat",33,33,8.66666666666667,8.48484848484848
"162","C",0.350501437719632,"Heat",33,33,8.66666666666667,8.48484848484848
"163","C",0.447894600558618,"Heat",33,33,8.66666666666667,8.48484848484848
"164","C",0.505799814940258,"Heat",33,33,8.66666666666667,8.48484848484848
"165","C",0.353501496390166,"Heat",33,33,8.66666666666667,8.48484848484848
"166","C",0.406236644194323,"Heat",33,33,8.66666666666667,8.48484848484848
"167","C",0.439917597729726,"Heat",33,33,8.66666666666667,8.48484848484848
"168","C",0.456274625272414,"Heat",33,33,8.66666666666667,8.48484848484848
"169","C",0.430277451551946,"Heat",33,33,8.66666666666667,8.48484848484848
"170","C",0.435008603822674,"Heat",33,33,8.66666666666667,8.48484848484848
"171","C",0.360251018426605,"Heat",33,33,8.66666666666667,8.48484848484848
"172","C",0.471466765768285,"Heat",33,33,8.66666666666667,8.48484848484848
"173","C",0.481461995165882,"Heat",33,33,8.66666666666667,8.48484848484848
"174","C",0.387977028938461,"Heat",33,33,8.66666666666667,8.48484848484848
"175","C",0.458200467074263,"Heat",33,33,8.66666666666667,8.48484848484848
"176","C",0.468590544517643,"Heat",33,33,8.66666666666667,8.48484848484848
"177","C",0.45101154758529,"Heat",33,33,8.66666666666667,8.48484848484848
"178","C",0.466431451502648,"Heat",33,33,8.66666666666667,8.48484848484848
"179","C",0.467799920276602,"Heat",33,33,8.66666666666667,8.48484848484848
"180","C",0.471423576672248,"Heat",33,33,8.66666666666667,8.48484848484848
"181","C",0.413840979468677,"Heat",33,33,8.66666666666667,8.48484848484848
"182","C",0.465374443123293,"Heat",33,33,8.66666666666667,8.48484848484848
"183","C",0.40599547802967,"Heat",33,33,8.66666666666667,8.48484848484848
"184","C",0.421220813630844,"Heat",33,33,8.66666666666667,8.48484848484848
"185","C",0.491209904922273,"Heat",33,33,8.66666666666667,8.48484848484848
"186","C",0.414157844141853,"Heat",33,33,8.66666666666667,8.48484848484848
"187","C",0.398703511801323,"Heat",33,33,8.66666666666667,8.48484848484848
"188","C",0.422717497597251,"Heat",33,33,8.66666666666667,8.48484848484848
"189","C",0.40259944066548,"Heat",33,33,8.66666666666667,8.48484848484848
"190","C",0.452051906385302,"Heat",33,33,8.66666666666667,8.48484848484848
"191","C",0.434137275700328,"Heat",33,33,8.66666666666667,8.48484848484848
"192","C",0.446462904224949,"Heat",33,33,8.66666666666667,8.48484848484848
"193","C",0.485828627605053,"Heat",33,33,8.66666666666667,8.48484848484848
"194","C",0.438915082618538,"Heat",33,33,8.66666666666667,8.48484848484848
"195","C",0.449030562185321,"Heat",33,33,8.66666666666667,8.48484848484848
"196","C",0.454045088944218,"Heat",33,33,8.66666666666667,8.48484848484848
"197","C",0.471781109614801,"Heat",33,33,8.66666666666667,8.48484848484848
"198","C",0.40407574301216,"Heat",33,33,8.66666666666667,8.48484848484848
"199","C",0.440779127069126,"Heat",33,33,8.66666666666667,8.48484848484848
"200","C",0.452198287316306,"Heat",33,33,8.66666666666667,8.48484848484848
"201","C",0.37433177360835,"Heat",33,33,8.66666666666667,8.48484848484848
"202","C",0.409758099174634,"Heat",33,33,8.66666666666667,8.48484848484848
"203","C",0.483177526160422,"Heat",33,33,8.66666666666667,8.48484848484848
"204","C",0.440651490138125,"Heat",33,33,8.66666666666667,8.48484848484848
"205","C",0.434687872364685,"Heat",33,33,8.66666666666667,8.48484848484848
"206","C",0.452216145725508,"Heat",33,33,8.66666666666667,8.48484848484848
"207","C",0.404292665577126,"Heat",33,33,8.66666666666667,8.48484848484848
"208","C",0.445142508481659,"Heat",33,33,8.66666666666667,8.48484848484848
"209","C",0.398831101702675,"Heat",33,33,8.66666666666667,8.48484848484848
"210","C",0.372690804461621,"Heat",33,33,8.66666666666667,8.48484848484848
"211","C",0.450529122507705,"Heat",33,33,8.66666666666667,8.48484848484848
"212","C",0.472219866646918,"Heat",33,33,8.66666666666667,8.48484848484848
"213","C",0.37276824783511,"Heat",33,33,8.66666666666667,8.48484848484848
"214","C",0.386356276358096,"Heat",33,33,8.66666666666667,8.48484848484848
"215","C",0.400631943842307,"Heat",33,33,8.66666666666667,8.48484848484848
"216","C",0.40718253759152,"Heat",33,33,8.66666666666667,8.48484848484848
"217","C",0.416853147421665,"Heat",33,33,8.66666666666667,8.48484848484848
"218","C",0.410769836442107,"Heat",33,33,8.66666666666667,8.48484848484848
"219","C",0.432660445663913,"Heat",33,33,8.66666666666667,8.48484848484848
"220","C",0.43110409987495,"Heat",33,33,8.66666666666667,8.48484848484848
"221","C",0.413407847617006,"Heat",33,33,8.66666666666667,8.48484848484848
"222","C",0.441549535959441,"Heat",33,33,8.66666666666667,8.48484848484848
"223","C",0.415961029355431,"Heat",33,33,8.66666666666667,8.48484848484848
"224","C",0.440591065722898,"Heat",33,33,8.66666666666667,8.48484848484848
"225","C",0.411960628842534,"Heat",33,33,8.66666666666667,8.48484848484848
"226","C",0.409728212748395,"Heat",33,33,8.66666666666667,8.48484848484848
"227","C",0.461539829539564,"Heat",33,33,8.66666666666667,8.48484848484848
"228","C",0.423169882546465,"Heat",33,33,8.66666666666667,8.48484848484848
"229","C",0.407535287366262,"Heat",33,33,8.66666666666667,8.48484848484848
"230","C",0.461867776361346,"Heat",33,33,8.66666666666667,8.48484848484848
"231","C",0.44991790015141,"Heat",33,33,8.66666666666667,8.48484848484848
"232","C",0.387776551323582,"Heat",33,33,8.66666666666667,8.48484848484848
"233","C",0.405786558216356,"Heat",33,33,8.66666666666667,8.48484848484848
"234","C",0.418032230911577,"Heat",33,33,8.66666666666667,8.48484848484848
"235","C",0.43244876362942,"Heat",33,33,8.66666666666667,8.48484848484848
"236","C",0.417089008323848,"Heat",33,33,8.66666666666667,8.48484848484848
"237","C",0.395250019322784,"Heat",33,33,8.66666666666667,8.48484848484848
"238","C",0.448074220996248,"Heat",33,33,8.66666666666667,8.48484848484848
"239","C",0.420953416245401,"Heat",33,33,8.66666666666667,8.48484848484848
"240","C",0.403824219546536,"Heat",33,33,8.66666666666667,8.48484848484848
"241","C",0.459346895807117,"Heat",33,33,8.66666666666667,8.48484848484848
"242","C",0.473337185376588,"Heat",33,33,8.66666666666667,8.48484848484848
"243","C",0.389222302553124,"Heat",33,33,8.66666666666667,8.48484848484848
"244","C",0.354497544481706,"Heat",33,33,8.66666666666667,8.48484848484848
"245","C",0.432603733616719,"Heat",33,33,8.66666666666667,8.48484848484848
"246","C",0.429784088692843,"Heat",33,33,8.66666666666667,8.48484848484848
"247","C",0.426745264882878,"Heat",33,33,8.66666666666667,8.48484848484848
"248","C",0.382574646695669,"Heat",33,33,8.66666666666667,8.48484848484848
"249","C",0.470755784667681,"Heat",33,33,8.66666666666667,8.48484848484848
"250","C",0.471092093172152,"Heat",33,33,8.66666666666667,8.48484848484848
"251","C",0.375474030300007,"Heat",33,33,8.66666666666667,8.48484848484848
"252","C",0.45276643340738,"Heat",33,33,8.66666666666667,8.48484848484848
"253","C",0.436540176548578,"Heat",33,33,8.66666666666667,8.48484848484848
"254","C",0.414731126550716,"Heat",33,33,8.66666666666667,8.48484848484848
"255","C",0.471151636447152,"Heat",33,33,8.66666666666667,8.48484848484848
"256","C",0.387993967919952,"Heat",33,33,8.66666666666667,8.48484848484848
"257","C",0.415125134013861,"Heat",33,33,8.66666666666667,8.48484848484848
"258","C",0.442888805299824,"Heat",33,33,8.66666666666667,8.48484848484848
"259","C",0.439783683508935,"Heat",33,33,8.66666666666667,8.48484848484848
"260","C",0.422159329607653,"Heat",33,33,8.66666666666667,8.48484848484848
"261","C",0.445331543951005,"Heat",33,33,8.66666666666667,8.48484848484848
"262","C",0.423416980974,"Heat",33,33,8.66666666666667,8.48484848484848
"263","C",0.410025357848576,"Heat",33,33,8.66666666666667,8.48484848484848
"264","C",0.408303309802913,"Heat",33,33,8.66666666666667,8.48484848484848
"265","C",0.409002622318804,"Heat",33,33,8.66666666666667,8.48484848484848
"266","C",0.446762378205553,"Heat",33,33,8.66666666666667,8.48484848484848
"267","C",0.379485648109557,"Heat",33,33,8.66666666666667,8.48484848484848
"268","C",0.449889522910018,"Heat",33,33,8.66666666666667,8.48484848484848
"269","C",0.443993711277284,"Heat",33,33,8.66666666666667,8.48484848484848
"270","C",0.366447396518217,"Heat",33,33,8.66666666666667,8.48484848484848
"271","C",0.368359692909098,"Heat",33,33,8.66666666666667,8.48484848484848
"272","C",0.425053840573706,"Heat",33,33,8.66666666666667,8.48484848484848
"273","C",0.503113787652768,"Heat",33,33,8.66666666666667,8.48484848484848
"274","C",0.414756814600408,"Heat",33,33,8.66666666666667,8.48484848484848
"275","C",0.412419859875859,"Heat",33,33,8.66666666666667,8.48484848484848
"276","C",0.465099163296285,"Heat",33,33,8.66666666666667,8.48484848484848
"277","C",0.417278834848633,"Heat",33,33,8.66666666666667,8.48484848484848
"278","C",0.394612536587761,"Heat",33,33,8.66666666666667,8.48484848484848
"279","C",0.412934299761933,"Heat",33,33,8.66666666666667,8.48484848484848
"280","C",0.419476639864694,"Heat",33,33,8.66666666666667,8.48484848484848
"281","C",0.378477195617472,"Heat",33,33,8.66666666666667,8.48484848484848
"282","C",0.411080152163365,"Heat",33,33,8.66666666666667,8.48484848484848
"283","C",0.448608717663879,"Heat",33,33,8.66666666666667,8.48484848484848
"284","C",0.369307397831661,"Heat",33,33,8.66666666666667,8.48484848484848
"285","C",0.409248215751219,"Heat",33,33,8.66666666666667,8.48484848484848
"286","C",0.463475345361918,"Heat",33,33,8.66666666666667,8.48484848484848
"287","C",0.464195168663954,"Heat",33,33,8.66666666666667,8.48484848484848
"288","C",0.443672641758837,"Heat",33,33,8.66666666666667,8.48484848484848
"289","C",0.410130461783018,"Heat",33,33,8.66666666666667,8.48484848484848
"290","C",0.382018605551962,"Heat",33,33,8.66666666666667,8.48484848484848
"291","C",0.453587129232225,"Heat",33,33,8.66666666666667,8.48484848484848
"292","C",0.387018039703976,"Heat",33,33,8.66666666666667,8.48484848484848
"293","C",0.431551979857541,"Heat",33,33,8.66666666666667,8.48484848484848
"294","C",0.393288361045818,"Heat",33,33,8.66666666666667,8.48484848484848
"295","C",0.3856816595013,"Heat",33,33,8.66666666666667,8.48484848484848
"296","C",0.459642937618697,"Heat",33,33,8.66666666666667,8.48484848484848
"297","C",0.469687019105772,"Heat",33,33,8.66666666666667,8.48484848484848
"298","C",0.452231309767058,"Heat",33,33,8.66666666666667,8.48484848484848
"299","C",0.379732708526756,"Heat",33,33,8.66666666666667,8.48484848484848
"300","C",0.489277361393434,"Heat",33,33,8.66666666666667,8.48484848484848
"301","C",0.397244157685295,"Heat",33,33,8.66666666666667,8.48484848484848
"302","C",0.407744033483131,"Heat",33,33,8.66666666666667,8.48484848484848
"303","C",0.382703785852878,"Heat",33,33,8.66666666666667,8.48484848484848
"304","C",0.429932481947066,"Heat",33,33,8.66666666666667,8.48484848484848
"305","C",0.447377848313978,"Heat",33,33,8.66666666666667,8.48484848484848
"306","C",0.352493245755063,"Heat",33,33,8.66666666666667,8.48484848484848
"307","C",0.439838780736651,"Heat",33,33,8.66666666666667,8.48484848484848
"308","C",0.493247387904201,"Heat",33,33,8.66666666666667,8.48484848484848
"309","C",0.363638564629574,"Heat",33,33,8.66666666666667,8.48484848484848
"310","C",0.467924949667333,"Heat",33,33,8.66666666666667,8.48484848484848
"311","C",0.431520232218655,"Heat",33,33,8.66666666666667,8.48484848484848
"312","C",0.502473265673102,"Heat",33,33,8.66666666666667,8.48484848484848
"313","C",0.481881496568567,"Heat",33,33,8.66666666666667,8.48484848484848
"314","C",0.542687742926463,"Heat",33,33,8.66666666666667,8.48484848484848
"315","C",0.404671872793971,"Heat",33,33,8.66666666666667,8.48484848484848
"316","C",0.410123109020124,"Heat",33,33,8.66666666666667,8.48484848484848
"317","C",0.392105154972694,"Heat",33,33,8.66666666666667,8.48484848484848
"318","C",0.452520274191156,"Heat",33,33,8.66666666666667,8.48484848484848
"319","C",0.444294571182056,"Heat",33,33,8.66666666666667,8.48484848484848
"320","C",0.439723712584193,"Heat",33,33,8.66666666666667,8.48484848484848
"321","C",0.418786122008787,"Heat",33,33,8.66666666666667,8.48484848484848
"322","C",0.41226536127474,"Heat",33,33,8.66666666666667,8.48484848484848
"323","C",0.413959779461718,"Heat",33,33,8.66666666666667,8.48484848484848
"324","C",0.440356843513022,"Heat",33,33,8.66666666666667,8.48484848484848
"325","C",0.445706324720997,"Heat",33,33,8.66666666666667,8.48484848484848
"326","C",0.360689886564956,"Heat",33,33,8.66666666666667,8.48484848484848
"327","C",0.445063712062267,"Heat",33,33,8.66666666666667,8.48484848484848
"328","C",0.420279032558319,"Heat",33,33,8.66666666666667,8.48484848484848
"329","C",0.476801526298806,"Heat",33,33,8.66666666666667,8.48484848484848
"330","C",0.491145664405797,"Heat",33,33,8.66666666666667,8.48484848484848
"331","C",0.484874138832479,"Heat",33,33,8.66666666666667,8.48484848484848
"332","C",0.364068149449653,"Heat",33,33,8.66666666666667,8.48484848484848
"333","C",0.33508039480283,"Heat",33,33,8.66666666666667,8.48484848484848
"334","C",0.438037552993077,"Heat",33,33,8.66666666666667,8.48484848484848
"335","C",0.404232412082564,"Heat",33,33,8.66666666666667,8.48484848484848
"336","C",0.409788659899431,"Heat",33,33,8.66666666666667,8.48484848484848
"337","C",0.395210930016098,"Heat",33,33,8.66666666666667,8.48484848484848
"338","C",0.413753432268907,"Heat",33,33,8.66666666666667,8.48484848484848
"339","C",0.430503410534448,"Heat",33,33,8.66666666666667,8.48484848484848
"340","C",0.404206484596648,"Heat",33,33,8.66666666666667,8.48484848484848
"341","C",0.395279287166881,"Heat",33,33,8.66666666666667,8.48484848484848
"342","C",0.38312674607084,"Heat",33,33,8.66666666666667,8.48484848484848
"343","C",0.396351708920761,"Heat",33,33,8.66666666666667,8.48484848484848
"344","C",0.425694546507106,"Heat",33,33,8.66666666666667,8.48484848484848
"345","C",0.444569360321455,"Heat",33,33,8.66666666666667,8.48484848484848
"346","C",0.41769940949568,"Heat",33,33,8.66666666666667,8.48484848484848
"347","C",0.308663973593425,"Heat",33,33,8.66666666666667,8.48484848484848
"348","C",0.427051893273903,"Heat",33,33,8.66666666666667,8.48484848484848
"349","C",0.384538883474664,"Heat",33,33,8.66666666666667,8.48484848484848
"350","C",0.428128272718646,"Heat",33,33,8.66666666666667,8.48484848484848
"351","C",0.502603315514021,"Heat",33,33,8.66666666666667,8.48484848484848
"352","C",0.484570465340047,"Heat",33,33,8.66666666666667,8.48484848484848
"353","C",0.460447267246221,"Heat",33,33,8.66666666666667,8.48484848484848
"354","C",0.409521556728859,"Heat",33,33,8.66666666666667,8.48484848484848
"355","C",0.42275974258537,"Heat",33,33,8.66666666666667,8.48484848484848
"356","C",0.395088816959892,"Heat",33,33,8.66666666666667,8.48484848484848
"357","C",0.407089359436927,"Heat",33,33,8.66666666666667,8.48484848484848
"358","C",0.458660804764819,"Heat",33,33,8.66666666666667,8.48484848484848
"359","C",0.47772987527077,"Heat",33,33,8.66666666666667,8.48484848484848
"360","C",0.388928563743446,"Heat",33,33,8.66666666666667,8.48484848484848
"361","C",0.494206651513717,"Heat",33,33,8.66666666666667,8.48484848484848
"362","C",0.439966522998275,"Heat",33,33,8.66666666666667,8.48484848484848
"363","C",0.412079782480274,"Heat",33,33,8.66666666666667,8.48484848484848
"364","C",0.403804338062236,"Heat",33,33,8.66666666666667,8.48484848484848
"365","C",0.457355246037886,"Heat",33,33,8.66666666666667,8.48484848484848
"366","C",0.406628194346443,"Heat",33,33,8.66666666666667,8.48484848484848
