"","reg","val","plotsL1_tot","year"
"10169","C",0.969730379750103,41,2020
"10170","C",0.96135213414674,41,2020
"10171","C",0.96494055684945,41,2020
"10172","C",0.972815817820055,41,2020
"10173","C",0.975898378080565,41,2020
"10174","C",0.967562010296398,41,2020
"10175","C",0.969573139159401,41,2020
"10176","C",0.965498250638976,41,2020
"10177","C",0.969210696217978,41,2020
"10178","C",0.966625941975812,41,2020
"10179","C",0.973922776360219,41,2020
"10180","C",0.957985702333517,41,2020
"10181","C",0.968926728387535,41,2020
"10182","C",0.964095963597364,41,2020
"10183","C",0.973789814661818,41,2020
"10184","C",0.969447233803583,41,2020
"10185","C",0.973502793024889,41,2020
"10186","C",0.969166139109624,41,2020
"10187","C",0.967270122265492,41,2020
"10188","C",0.972543877866609,41,2020
"10189","C",0.951896647641726,41,2020
"10190","C",0.968312732366497,41,2020
"10191","C",0.966571295128825,41,2020
"10192","C",0.962779071724382,41,2020
"10193","C",0.967985501687779,41,2020
"10194","C",0.966320002052229,41,2020
"10195","C",0.960914787920192,41,2020
"10196","C",0.957657093927683,41,2020
"10197","C",0.969976809329245,41,2020
"10198","C",0.964264226356582,41,2020
"10199","C",0.971666085288413,41,2020
"10200","C",0.965110128475449,41,2020
"10201","C",0.980608274819759,41,2020
"10202","C",0.979858681269964,41,2020
"10203","C",0.957521823584279,41,2020
"10204","C",0.962660827264503,41,2020
"10205","C",0.965293090932756,41,2020
"10206","C",0.966319988109036,41,2020
"10207","C",0.952967905021783,41,2020
"10208","C",0.96317080259383,41,2020
"10209","C",0.962001237335886,41,2020
"10210","C",0.955009210643387,41,2020
"10211","C",0.968398244156033,41,2020
"10212","C",0.967066201639683,41,2020
"10213","C",0.981290752425257,41,2020
"10214","C",0.956131431286807,41,2020
"10215","C",0.968783678995571,41,2020
"10216","C",0.96562831389318,41,2020
"10217","C",0.96824103505074,41,2020
"10218","C",0.966430801678305,41,2020
"10219","C",0.971756880739312,41,2020
"10220","C",0.96749304311438,41,2020
"10221","C",0.962687382137139,41,2020
"10222","C",0.956363957652879,41,2020
"10223","C",0.955138951825566,41,2020
"10224","C",0.976740771709282,41,2020
"10225","C",0.964773045547518,41,2020
"10226","C",0.971294023984413,41,2020
"10227","C",0.97343472122147,41,2020
"10228","C",0.97231550028207,41,2020
"10229","C",0.974807126986087,41,2020
"10230","C",0.974649767300701,41,2020
"10231","C",0.970149722461443,41,2020
"10232","C",0.964786941196499,41,2020
"10233","C",0.96489822297491,41,2020
"10234","C",0.964238461300337,41,2020
"10235","C",0.968371740388125,41,2020
"10236","C",0.956103090546835,41,2020
"10237","C",0.96738511305442,41,2020
"10238","C",0.964021398371865,41,2020
"10239","C",0.961245501460314,41,2020
"10240","C",0.957468623433618,41,2020
"10241","C",0.976394458318133,41,2020
"10242","C",0.959986654585861,41,2020
"10243","C",0.971287155888165,41,2020
"10244","C",0.977333149461062,41,2020
"10245","C",0.964015892300439,41,2020
"10246","C",0.976824007253866,41,2020
"10247","C",0.965030689580243,41,2020
"10248","C",0.973681051751759,41,2020
"10249","C",0.970939011613017,41,2020
"10250","C",0.958861288493214,41,2020
"10251","C",0.974085523458142,41,2020
"10252","C",0.974027481254175,41,2020
"10253","C",0.970224729112784,41,2020
"10254","C",0.958029609864871,41,2020
"10255","C",0.968480099764832,41,2020
"10256","C",0.952693515555512,41,2020
"10257","C",0.963038008131271,41,2020
"10258","C",0.9657150727769,41,2020
"10259","C",0.957974952146239,41,2020
"10260","C",0.979980380996397,41,2020
"10261","C",0.955952805004685,41,2020
"10262","C",0.962210513225749,41,2020
"10263","C",0.964569626367478,41,2020
"10264","C",0.965261623927029,41,2020
"10265","C",0.972436151221891,41,2020
"10266","C",0.976409361551243,41,2020
"10267","C",0.967544467264425,41,2020
"10268","C",0.979427634782022,41,2020
"10269","C",0.958735590874257,41,2020
"10270","C",0.958562997578906,41,2020
"10271","C",0.96357721960938,41,2020
"10272","C",0.968818417837997,41,2020
"10273","C",0.966634929805244,41,2020
"10274","C",0.971192175935274,41,2020
"10275","C",0.978070816312422,41,2020
"10276","C",0.959523954554683,41,2020
"10277","C",0.967356365173648,41,2020
"10278","C",0.95379227916325,41,2020
"10279","C",0.96776954387128,41,2020
"10280","C",0.96572782850187,41,2020
"10281","C",0.974831585515695,41,2020
"10282","C",0.977244586731943,41,2020
"10283","C",0.971845616705015,41,2020
"10284","C",0.963094095930512,41,2020
"10285","C",0.955596916840237,41,2020
"10286","C",0.980120862069005,41,2020
"10287","C",0.966906254681635,41,2020
"10288","C",0.9706559826363,41,2020
"10289","C",0.959918048196259,41,2020
"10290","C",0.962502611307043,41,2020
"10291","C",0.966724992792567,41,2020
"10292","C",0.964180417141317,41,2020
"10293","C",0.972308037506109,41,2020
"10294","C",0.979039977983493,41,2020
"10295","C",0.975331359966132,41,2020
"10296","C",0.96766361180559,41,2020
"10297","C",0.963576406604786,41,2020
"10298","C",0.9654900891354,41,2020
"10299","C",0.95994050668951,41,2020
"10300","C",0.970273347026192,41,2020
"10301","C",0.968942377558336,41,2020
"10302","C",0.969640032056964,41,2020
"10303","C",0.973700172089916,41,2020
"10304","C",0.972231895405688,41,2020
"10305","C",0.971448158395556,41,2020
"10306","C",0.965206585356956,41,2020
"10307","C",0.966341489623366,41,2020
"10308","C",0.977363016387347,41,2020
"10309","C",0.975492178526326,41,2020
"10310","C",0.970513632514351,41,2020
"10311","C",0.964833217257928,41,2020
"10312","C",0.970946337524411,41,2020
"10313","C",0.960003861419154,41,2020
"10314","C",0.965516129277483,41,2020
"10315","C",0.977095350274313,41,2020
"10316","C",0.97678680606522,41,2020
"10317","C",0.961581053613369,41,2020
"10318","C",0.969834165759048,41,2020
"10319","C",0.973091677803109,41,2020
"10320","C",0.964678663290862,41,2020
"10321","C",0.958840089166195,41,2020
"10322","C",0.963501804576475,41,2020
"10323","C",0.97437154115626,41,2020
"10324","C",0.970892711044283,41,2020
"10325","C",0.967085081875756,41,2020
"10326","C",0.971483200262207,41,2020
"10327","C",0.973651110748065,41,2020
"10328","C",0.972323369224642,41,2020
"10329","C",0.973131054565465,41,2020
"10330","C",0.973838073947022,41,2020
"10331","C",0.949965262580785,41,2020
"10332","C",0.972872078319828,41,2020
"10333","C",0.975024159106312,41,2020
"10334","C",0.971477574584341,41,2020
"10335","C",0.971376597599371,41,2020
"10336","C",0.976036483449971,41,2020
"10337","C",0.979483800707855,41,2020
"10338","C",0.97502778307391,41,2020
"10339","C",0.961393843839872,41,2020
"10340","C",0.975999794589002,41,2020
"10341","C",0.975697925596486,41,2020
"10342","C",0.967727641632615,41,2020
"10343","C",0.963655035214551,41,2020
"10344","C",0.954959380487087,41,2020
"10345","C",0.966854056238902,41,2020
"10346","C",0.960547102501628,41,2020
"10347","C",0.973747383968569,41,2020
"10348","C",0.967017087759218,41,2020
"10349","C",0.967438998050507,41,2020
"10350","C",0.970113076701409,41,2020
"10351","C",0.976139791386319,41,2020
"10352","C",0.979333603032145,41,2020
"10353","C",0.967227964802092,41,2020
"10354","C",0.972786852725442,41,2020
"10355","C",0.971692410347758,41,2020
"10356","C",0.97497538389641,41,2020
"10357","C",0.972020278160724,41,2020
"10358","C",0.964381453116709,41,2020
"10359","C",0.974889049295074,41,2020
"10360","C",0.959991315811931,41,2020
"10361","C",0.968334670527573,41,2020
"10362","C",0.956598610268598,41,2020
"10363","C",0.961236144308811,41,2020
"10364","C",0.968427571546709,41,2020
"10365","C",0.967072098975552,41,2020
"10366","C",0.967081140794533,41,2020
"10367","C",0.966479218903348,41,2020
"10368","C",0.977958305964102,41,2020
"10369","C",0.966970958312866,41,2020
"10370","C",0.976681607543277,41,2020
"10371","C",0.95809032302748,41,2020
"10372","C",0.978961540876044,41,2020
"10373","C",0.974908285939004,41,2020
"10374","C",0.960307877024909,41,2020
"10375","C",0.978425766302783,41,2020
"10376","C",0.964570337506526,41,2020
"10377","C",0.975016902372457,41,2020
"10378","C",0.966793931364622,41,2020
"10379","C",0.968923488781464,41,2020
"10380","C",0.968226652085102,41,2020
"10381","C",0.967932696594733,41,2020
"10382","C",0.978188754258174,41,2020
"10383","C",0.979374060781763,41,2020
"10384","C",0.968104902664605,41,2020
"10385","C",0.970605570596254,41,2020
"10386","C",0.970731710796784,41,2020
"10387","C",0.968081797300609,41,2020
"10388","C",0.973755646549554,41,2020
"10389","C",0.965450646606676,41,2020
"10390","C",0.959321515397188,41,2020
"10391","C",0.955668574586037,41,2020
"10392","C",0.964271419344944,41,2020
"10393","C",0.970543751215429,41,2020
"10394","C",0.960697848798101,41,2020
"10395","C",0.974020858116386,41,2020
"10396","C",0.974221807621604,41,2020
"10397","C",0.980242547318313,41,2020
"10398","C",0.980217867101842,41,2020
"10399","C",0.969466647542441,41,2020
"10400","C",0.971427350342662,41,2020
"10401","C",0.964932560925908,41,2020
"10402","C",0.966661578943398,41,2020
"10403","C",0.962429957579901,41,2020
"10404","C",0.968018753217187,41,2020
"10405","C",0.972522541821696,41,2020
"10406","C",0.954975279405841,41,2020
"10407","C",0.972596813132903,41,2020
"10408","C",0.971088148599105,41,2020
"10409","C",0.963807057165621,41,2020
"10410","C",0.979073294684947,41,2020
"10411","C",0.974653875325075,41,2020
"10412","C",0.973138459224299,41,2020
"10413","C",0.973060384577134,41,2020
"10414","C",0.961526930376332,41,2020
"10415","C",0.973478255736232,41,2020
"10416","C",0.972396542776844,41,2020
"10417","C",0.979208042027569,41,2020
"10418","C",0.970918722864062,41,2020
"10419","C",0.981272318040218,41,2020
"10420","C",0.973682235758763,41,2020
"10421","C",0.949988986306159,41,2020
"10422","C",0.960116282383487,41,2020
"10423","C",0.962941881551137,41,2020
"10424","C",0.979379253203805,41,2020
"10425","C",0.958976586725471,41,2020
"10426","C",0.969149898270412,41,2020
"10427","C",0.970951322632757,41,2020
"10428","C",0.960363499777895,41,2020
"10429","C",0.974329676563694,41,2020
"10430","C",0.978684015009903,41,2020
"10431","C",0.975149302171395,41,2020
"10432","C",0.969541956070079,41,2020
"10433","C",0.964315709369151,41,2020
"10434","C",0.977713675351375,41,2020
"10435","C",0.960657721153267,41,2020
"10436","C",0.973082427503751,41,2020
"10437","C",0.974754973697922,41,2020
"10438","C",0.969882844548138,41,2020
"10439","C",0.968194838261177,41,2020
"10440","C",0.972651500221874,41,2020
"10441","C",0.976386014803567,41,2020
"10442","C",0.972144487249736,41,2020
"10443","C",0.970637515182926,41,2020
"10444","C",0.9678542644637,41,2020
"10445","C",0.975366107367324,41,2020
"10446","C",0.966322354303465,41,2020
"10447","C",0.960648727499153,41,2020
"10448","C",0.967762895024923,41,2020
"10449","C",0.960139698895816,41,2020
"10450","C",0.971147723019301,41,2020
"10451","C",0.969017463619788,41,2020
"10452","C",0.973287591747236,41,2020
"10453","C",0.969262523834304,41,2020
"10454","C",0.969311462334819,41,2020
"10455","C",0.968966764859887,41,2020
"10456","C",0.96593641895239,41,2020
"10457","C",0.982273674487102,41,2020
"10458","C",0.975954981515905,41,2020
"10459","C",0.976634818852962,41,2020
"10460","C",0.95939764288383,41,2020
"10461","C",0.978906212237736,41,2020
"10462","C",0.970828084856564,41,2020
"10463","C",0.963395393801843,41,2020
"10464","C",0.978677310803385,41,2020
"10465","C",0.960683505285013,41,2020
"10466","C",0.969925958482805,41,2020
"10467","C",0.959937435630574,41,2020
"10468","C",0.966093641027835,41,2020
"10469","C",0.970306963486299,41,2020
"10470","C",0.959859251451282,41,2020
"10471","C",0.967867690925045,41,2020
"10472","C",0.972362878867979,41,2020
"10473","C",0.975068851474254,41,2020
"10474","C",0.971690034499669,41,2020
"10475","C",0.970798398438136,41,2020
"10476","C",0.959697903084048,41,2020
"10477","C",0.966116938586079,41,2020
"10478","C",0.971271659460735,41,2020
"10479","C",0.966349855900202,41,2020
"10480","C",0.964244033106103,41,2020
"10481","C",0.96977185636551,41,2020
"10482","C",0.976661861635734,41,2020
"10483","C",0.964761718733178,41,2020
"10484","C",0.976234699492601,41,2020
"10485","C",0.974385979510676,41,2020
"10486","C",0.971384996122276,41,2020
"10487","C",0.952335521569515,41,2020
"10488","C",0.966881781044439,41,2020
"10489","C",0.955867295836852,41,2020
"10490","C",0.965921555265498,41,2020
"10491","C",0.963483148012596,41,2020
"10492","C",0.958268170751684,41,2020
"10493","C",0.978753792211849,41,2020
"10494","C",0.972082375410208,41,2020
"10495","C",0.952410122895012,41,2020
"10496","C",0.974661789168096,41,2020
"10497","C",0.969638084553191,41,2020
"10498","C",0.978308891374126,41,2020
"10499","C",0.950240779969364,41,2020
"10500","C",0.980325099223811,41,2020
"10501","C",0.983123131944984,41,2020
"10502","C",0.970442637454974,41,2020
"10503","C",0.96150773568806,41,2020
"10504","C",0.959501064470624,41,2020
"10505","C",0.956941327656887,41,2020
"10506","C",0.972306894783745,41,2020
"10507","C",0.973082614335092,41,2020
"10508","C",0.967193194868459,41,2020
"10509","C",0.97308298162796,41,2020
"10510","C",0.977148670200176,41,2020
"10511","C",0.966988336616975,41,2020
"10512","C",0.964655863853632,41,2020
"10513","C",0.97043939736107,41,2020
"10514","C",0.97345025055155,41,2020
"10515","C",0.97349726716883,41,2020
"10516","C",0.967843110997174,41,2020
"10517","C",0.964832341131252,41,2020
"10518","C",0.966365173231007,41,2020
"10519","C",0.973341557212399,41,2020
"10520","C",0.974709105091111,41,2020
"10521","C",0.973620676852789,41,2020
"10522","C",0.967586136411429,41,2020
"10523","C",0.96377289078054,41,2020
"10524","C",0.96856649612857,41,2020
"10525","C",0.965289115176266,41,2020
"10526","C",0.971715764993173,41,2020
"10527","C",0.971153669181643,41,2020
"10528","C",0.974678060803812,41,2020
"10529","C",0.972907412452716,41,2020
"10530","C",0.970053716782547,41,2020
"10531","C",0.97801939091898,41,2020
"10532","C",0.972087216343424,41,2020
"10533","C",0.969976268321406,41,2020
"10534","C",0.968272734350998,41,2020
"10535","C",0.976020574657224,41,2020
"10536","C",0.98354224760863,41,2020
"10537","C",0.973975658260805,41,2020
"10538","C",0.962880557590913,41,2020
"10539","C",0.966349120870197,41,2020
"10540","C",0.965366300576353,41,2020
"10541","C",0.97577919250687,41,2020
"10542","C",0.973486438419356,41,2020
"10543","C",0.974551019752418,41,2020
"10544","C",0.977060929328372,41,2020
"10545","C",0.972770682738745,41,2020
"10546","C",0.961776564329797,41,2020
"10547","C",0.966265070082164,41,2020
"10548","C",0.96938965314907,41,2020
"10549","C",0.974427569437733,41,2020
"10550","C",0.954720245296299,41,2020
"10551","C",0.957283612639244,41,2020
"10552","C",0.972840034020547,41,2020
"10553","C",0.966261464292934,41,2020
"10554","C",0.963103850881421,41,2020
"10555","C",0.968109325128966,41,2020
"10556","C",0.961705718939096,41,2020
"10557","C",0.963615154611686,41,2020
"10558","C",0.960824816553095,41,2020
"10559","C",0.965335512024092,41,2020
"10560","C",0.972677329009268,41,2020
"10561","C",0.972078725412921,41,2020
"10562","C",0.970718078455191,41,2020
"10563","C",0.974064805454081,41,2020
"10564","C",0.968846183434897,41,2020
"10565","C",0.966859687110787,41,2020
"10566","C",0.978461002468167,41,2020
"10567","C",0.963303542844472,41,2020
"10568","C",0.953078943466986,41,2020
"10569","C",0.968259394432689,41,2020
"10570","C",0.981108294990416,41,2020
"10571","C",0.971011760082177,41,2020
"10572","C",0.966410939147793,41,2020
"10573","C",0.969737939388,41,2020
"10574","C",0.969629292519788,41,2020
"10575","C",0.965107657906276,41,2020
"10576","C",0.942939622756206,41,2020
"10577","C",0.969291146498404,41,2020
"10578","C",0.977115732732305,41,2020
"10579","C",0.968355247015818,41,2020
"10580","C",0.970350036738553,41,2020
"10581","C",0.981857505021834,41,2020
"10582","C",0.973804339195251,41,2020
"10583","C",0.973222616784659,41,2020
"10584","C",0.970447522682814,41,2020
"10585","C",0.972346497188173,41,2020
"10586","C",0.957692013980028,41,2020
"10587","C",0.959404944080622,41,2020
"10588","C",0.970402424483178,41,2020
"10589","C",0.960129674309459,41,2020
"10590","C",0.976591405732387,41,2020
"10591","C",0.970816540178504,41,2020
"10592","C",0.968825315120041,41,2020
"10593","C",0.970603066407014,41,2020
"10594","C",0.96491166521439,41,2020
"10595","C",0.972235687119881,41,2020
"10596","C",0.963016253556124,41,2020
"10597","C",0.975469875163297,41,2020
"10598","C",0.954247184410908,41,2020
"10599","C",0.95957300444958,41,2020
"10600","C",0.972512595533614,41,2020
"10601","C",0.970791909536794,41,2020
"10602","C",0.961237318573419,41,2020
"10603","C",0.963257357730246,41,2020
"10604","C",0.967316841663614,41,2020
"10605","C",0.959628625686984,41,2020
"10606","C",0.954392911863409,41,2020
"10607","C",0.967633238950301,41,2020
"10608","C",0.97415027027046,41,2020
"10609","C",0.972761748809029,41,2020
"10610","C",0.971523082833288,41,2020
"10611","C",0.968428322883157,41,2020
"10612","C",0.974638038161407,41,2020
"10613","C",0.964154665021065,41,2020
"10614","C",0.972444957098761,41,2020
"10615","C",0.967616210145944,41,2020
"10616","C",0.970778474124644,41,2020
"10617","C",0.972137601693185,41,2020
"10618","C",0.974008559689222,41,2020
"10619","C",0.967056549137813,41,2020
"10620","C",0.96286247752918,41,2020
"10621","C",0.978614326144325,41,2020
"10622","C",0.973559379821975,41,2020
"10623","C",0.969826722710445,41,2020
"10624","C",0.971767579156226,41,2020
"10625","C",0.969009293994231,41,2020
"10626","C",0.962437989294773,41,2020
"10627","C",0.961044371070878,41,2020
"10628","C",0.972708131029723,41,2020
"10629","C",0.969624701842182,41,2020
"10630","C",0.973380166011495,41,2020
"10631","C",0.954506558334481,41,2020
"10632","C",0.975335699623131,41,2020
"10633","C",0.96584323891763,41,2020
"10634","C",0.961105886729894,41,2020
"10635","C",0.96708121962895,41,2020
"10636","C",0.963869687148153,41,2020
"10637","C",0.967932355652765,41,2020
"10638","C",0.957544745385808,41,2020
"10639","C",0.968521019293435,41,2020
"10640","C",0.960375136145025,41,2020
"10641","C",0.963201504141447,41,2020
"10642","C",0.978236728794451,41,2020
"10643","C",0.967456839715246,41,2020
"10644","C",0.966740415261179,41,2020
"10645","C",0.960079460061507,41,2020
"10646","C",0.968131146409628,41,2020
"10647","C",0.955838616804714,41,2020
"10648","C",0.954159532600987,41,2020
"10649","C",0.97361903858344,41,2020
"10650","C",0.971290028884336,41,2020
"10651","C",0.965562543609414,41,2020
"10652","C",0.96932485927008,41,2020
"10653","C",0.964350574893967,41,2020
"10654","C",0.975720690947385,41,2020
"10655","C",0.972582268546877,41,2020
"10656","C",0.972171244751537,41,2020
"10657","C",0.971106097841122,41,2020
"10658","C",0.965856069799823,41,2020
"10659","C",0.970211922042391,41,2020
"10660","C",0.970255814103796,41,2020
"10661","C",0.96988684112231,41,2020
"10662","C",0.967360628302775,41,2020
"10663","C",0.971292331716097,41,2020
"10664","C",0.970911379653846,41,2020
"10665","C",0.96360744386377,41,2020
"10666","C",0.970833047102388,41,2020
"10667","C",0.97535228878591,41,2020
"10668","C",0.973363617772558,41,2020
"10669","C",0.954094889906674,41,2020
"10670","C",0.972735709051031,41,2020
"10671","C",0.97608213320577,41,2020
"10672","C",0.959509270966326,41,2020
"10673","C",0.974775421532578,41,2020
"10674","C",0.9661659793312,41,2020
"10675","C",0.966597393500096,41,2020
"10676","C",0.978916335544134,41,2020
"10677","C",0.969503458473991,41,2020
"10678","C",0.958783896870573,41,2020
"10679","C",0.95804904412103,41,2020
"10680","C",0.965214656893306,41,2020
"10681","C",0.968589803143326,41,2020
"10682","C",0.95746799375989,41,2020
"10683","C",0.965568331509121,41,2020
"10684","C",0.971839161538722,41,2020
"10685","C",0.970986438496177,41,2020
"10686","C",0.972478509994363,41,2020
"10687","C",0.961757501224177,41,2020
"10688","C",0.961603168329425,41,2020
"10689","C",0.972354561247677,41,2020
"10690","C",0.974372851195494,41,2020
"10691","C",0.959160713180613,41,2020
"10692","C",0.970140868523999,41,2020
"10693","C",0.968275757776568,41,2020
"10694","C",0.965501495868906,41,2020
"10695","C",0.973848480018735,41,2020
"10696","C",0.968965632030405,41,2020
"10697","C",0.966857984313037,41,2020
"10698","C",0.982405474612231,41,2020
"10699","C",0.969055779405205,41,2020
"10700","C",0.986328175879391,41,2020
"10701","C",0.967433321048233,41,2020
"10702","C",0.963094083414231,41,2020
"10703","C",0.97350100879969,41,2020
"10704","C",0.964366029623868,41,2020
"10705","C",0.974632532653724,41,2020
"10706","C",0.966120606301122,41,2020
"10707","C",0.95357594563048,41,2020
"10708","C",0.971102714903442,41,2020
"10709","C",0.971005448989716,41,2020
"10710","C",0.96553700403309,41,2020
"10711","C",0.960037512788469,41,2020
"10712","C",0.979174464963199,41,2020
"10713","C",0.970767605924691,41,2020
"10714","C",0.971771682662345,41,2020
"10715","C",0.950781156626241,41,2020
"10716","C",0.968217321585721,41,2020
"10717","C",0.963857703975186,41,2020
"10718","C",0.97195666490994,41,2020
"10719","C",0.963214103382058,41,2020
"10720","C",0.956967656850866,41,2020
"10721","C",0.970387870505607,41,2020
"10722","C",0.974436222767588,41,2020
"10723","C",0.97403143970161,41,2020
"10724","C",0.97118323564408,41,2020
"10725","C",0.964441813108904,41,2020
"10726","C",0.968051706190503,41,2020
"10727","C",0.972268059733989,41,2020
"10728","C",0.958482588620309,41,2020
"10729","C",0.97203815331759,41,2020
"10730","C",0.972689420612885,41,2020
"10731","C",0.96339406732655,41,2020
"10732","C",0.962481481548282,41,2020
"10733","C",0.960298331465652,41,2020
