"reg","val"
"N",0.310337561384273
"N",0.313066828503161
"N",0.312006326709998
"N",0.310189174067345
"N",0.312403918770673
"N",0.313371289898603
"N",0.310505346920406
"N",0.308070128695074
"N",0.310839818518158
"N",0.314745489010558
"N",0.31469490042663
"N",0.319432638317903
"N",0.311732413353802
"N",0.311895552797584
"N",0.310485244801829
"N",0.310470298611703
"N",0.304402321966099
"N",0.306591602963939
"N",0.309248194738027
"N",0.307286834020883
"N",0.306376585960683
"N",0.308367657717867
"N",0.316355374068637
"N",0.318690794974105
"N",0.315105663965979
"N",0.305834373930807
"N",0.310343249403574
"N",0.308783615812729
"N",0.3128452389378
"N",0.318438652409779
"N",0.32026596012057
"N",0.315147147265124
"N",0.313643710149739
"N",0.31035370654904
"N",0.308799717310692
"N",0.315479313236176
"N",0.310174010182264
"N",0.308519386772333
"N",0.311753294935311
"N",0.311854481430407
"N",0.310336734460972
"N",0.316344567229067
"N",0.319579601223005
"N",0.313561779047953
"N",0.309652201504521
"N",0.31280049146814
"N",0.309998317529827
"N",0.311842099170162
"N",0.311322702758093
"N",0.312789526542258
"N",0.311392081713184
"N",0.312882983737259
"N",0.309776275213033
"N",0.311170893135491
"N",0.308122721259844
"N",0.307715872321496
"N",0.306065173046695
"N",0.305402045000846
"N",0.306022589675209
"N",0.306676273889841
"N",0.312251451166757
"N",0.311170995617515
"N",0.308764421902001
"N",0.314331474744306
"N",0.310951972792777
"N",0.313707482241511
"N",0.307371592630877
"N",0.309074733357791
"N",0.307396215373327
"N",0.310119632857108
"N",0.311723597395881
"N",0.308360518025772
"N",0.309850434693109
"N",0.308849308180653
"N",0.312628446722346
"N",0.31081347261791
"N",0.308865591661444
"N",0.308449308594766
"N",0.310444060348765
"N",0.311721316933613
"N",0.312469810871805
"N",0.311337034024114
"N",0.309871724537333
"N",0.308402631800622
"N",0.307902883002794
"N",0.312264229041914
"N",0.313380285565187
"N",0.314763302933627
"N",0.316249467137347
"N",0.313080343590058
"N",0.308797324129093
"N",0.308603636992093
"N",0.309065386977601
"N",0.311417137751047
"N",0.312403511260497
"N",0.313108821867577
"N",0.311707663083672
"N",0.307193387001681
"N",0.311428093066399
"N",0.309318006229062
"N",0.315251419604451
"N",0.313583198309156
"N",0.314056235609335
"N",0.314944575497196
"N",0.310669230005894
"N",0.313299483645923
"N",0.312036356485961
"N",0.314500878896897
"N",0.314895724223
"N",0.314258381190295
"N",0.311916120776826
"N",0.311678709113171
"N",0.315904068955132
"N",0.314889936009474
"N",0.310388168107938
"N",0.311512866428165
"N",0.305822119290897
"N",0.30837275692305
"N",0.307479672648462
"N",0.306508292402673
"N",0.313017944668298
"N",0.313336099611928
"N",0.31222830308517
"N",0.3084061531502
"N",0.307393231303391
"N",0.31308926215412
"N",0.308001332480635
"N",0.306961608635588
"N",0.308314104271248
"N",0.308808816013783
"N",0.308949853006938
"N",0.306266092781476
"N",0.309459233439625
"N",0.310870506206759
"N",0.310915016077414
"N",0.311716954304099
"N",0.305859777341036
"N",0.310287410998999
"N",0.310864765890783
"N",0.311962398688102
"N",0.311973395213556
"N",0.313937539618044
"N",0.308042709814594
"N",0.309648716944854
"N",0.309735868814035
"N",0.308028181483578
"N",0.310231171171623
"N",0.312701796014289
"N",0.308363794902255
"N",0.314152709696977
"N",0.312331476868683
"N",0.313910353343973
"N",0.31392436367103
"N",0.308855011617322
"N",0.310659001449814
"N",0.315030233169102
"N",0.310404547974191
"N",0.310362209488113
"N",0.309183352082623
"N",0.309065740199533
"N",0.306611460191975
"N",0.311267505000165
"N",0.306837622275511
"N",0.309691954955525
"N",0.311839888822631
"N",0.307952268035122
"N",0.3151358794366
"N",0.308605185104223
"N",0.311225250069257
"N",0.306021964210942
"N",0.309282241519933
"N",0.314360002419037
"N",0.30781717428347
"N",0.307540881137945
"N",0.306835267913337
"N",0.305172308850629
"N",0.305529055627234
"N",0.312770219149525
"N",0.311473423172579
"N",0.314658654903146
"N",0.313893129320137
"N",0.308044261542324
"N",0.311002884784959
"N",0.316355129874321
"N",0.314140875048957
"N",0.312372607781106
"N",0.312370497873685
"N",0.311204897537982
"N",0.311770004750243
"N",0.315616301564644
"N",0.314278173901296
"N",0.310903015849032
"N",0.314414563218988
"N",0.310563234072733
"N",0.317298821461039
"N",0.312014787526296
"N",0.311089278763812
"N",0.31227265768667
"N",0.309310775270093
"N",0.310234769141361
"N",0.315647026728318
"N",0.312460594749869
"N",0.312384262035441
"N",0.311170367953323
"N",0.315596906695859
"N",0.30803126742656
"N",0.309862243892414
"N",0.312477526452912
"N",0.30675077846429
"N",0.315093287307762
"N",0.31024459019437
"N",0.312443192587277
"N",0.314778426824448
"N",0.316693466238136
"N",0.316697855617026
"N",0.316255715831664
"N",0.311539261602373
"N",0.317138786697871
"N",0.308881560969114
"N",0.314599730387799
"N",0.315001593027151
"N",0.308804625157245
"N",0.309646377730081
"N",0.313719517441274
"N",0.317358225664155
"N",0.3143482441469
"N",0.309558237421182
"N",0.308672012863129
"N",0.309672903818864
"N",0.31041490558234
"N",0.312818383318235
"N",0.312798208319535
"N",0.308344688998166
"N",0.314062459015696
"N",0.316649245219494
"N",0.312511398943366
"N",0.312520130788766
"N",0.315946856185782
"N",0.314463356766793
"N",0.318753655461647
"N",0.315663587825837
"N",0.316860528994771
"N",0.312765344220707
"N",0.310203574186654
"N",0.311409186864247
"N",0.312602944387357
"N",0.309527984370438
"N",0.305415174628977
"N",0.306005524616838
"N",0.307674640684122
"N",0.311019012569291
"N",0.30804889342889
"N",0.308436267345729
"N",0.312919924813541
"N",0.313945345041738
"N",0.313751259007527
"N",0.309201337480393
"N",0.309686424151929
"N",0.314575453961279
"N",0.309149845208996
"N",0.309420259317461
"N",0.313215753762148
"N",0.314593891169774
"N",0.312828537528732
"N",0.305661081126691
"N",0.313190083594042
"N",0.311735930983295
"N",0.313212178720455
"N",0.306291555921382
"N",0.310871730550238
"N",0.311868587073476
"N",0.305884392050334
"N",0.308679202806689
"N",0.309501782923619
"N",0.309074569645483
"N",0.313043617295608
"N",0.309895388374461
"N",0.310954306297224
"N",0.314817692601712
"N",0.306877846942132
"N",0.306882479019451
"N",0.308206132920443
"N",0.309950490581071
"N",0.311782808338877
"N",0.312807072555682
"N",0.313892005023824
"N",0.311803140503885
"N",0.311922391129548
"N",0.31610018843812
"N",0.319560072231766
"N",0.311814053938852
"N",0.313899245219264
"N",0.310894841372167
"N",0.303429846152678
"N",0.310408097183074
"N",0.311263352845918
"N",0.31186591914713
"N",0.310317567526666
"N",0.311938153840639
"N",0.310888500576086
"N",0.309250644290301
"N",0.311990181224145
"N",0.309357795734877
"N",0.307326995063604
"N",0.306664721321238
"N",0.309301938419901
"N",0.303458372729442
"N",0.305475030994876
"N",0.309680767502124
"N",0.310665578819263
"N",0.30654466405465
"N",0.309231393159259
"N",0.311862979129324
"N",0.313361513150462
"N",0.312898076902942
"N",0.313389100343469
"N",0.311013905467476
"N",0.306440304623986
"N",0.311634366816037
"N",0.308550964630274
"N",0.311983397628982
"N",0.315249250848517
"N",0.313843467105005
"N",0.312116937920091
"N",0.315303093533349
"N",0.315983417317087
"N",0.318460352152242
"N",0.312266191890526
"N",0.313182525090905
"N",0.312769384845957
"N",0.311165081358803
"N",0.315392786362182
"N",0.309572428606891
"N",0.312158343942671
"N",0.313729156647478
"N",0.316359190885106
"N",0.307722823375144
"N",0.314181326514409
"N",0.312027605328755
"N",0.313947738116015
"N",0.305567542377411
"N",0.307009944093398
"N",0.306237274694772
"N",0.306102509692738
"N",0.306671330374108
"N",0.312052447270772
"N",0.309619290199824
"N",0.306381312024954
"N",0.30393304671139
"N",0.313450426653052
"N",0.309447600859065
"N",0.309488527528809
"N",0.310178163416851
"N",0.309875164095745
"N",0.312212758097968
"N",0.30886667445838
"N",0.309000872867986
"N",0.310228501106442
"N",0.310328234083334
"N",0.31073073950862
"N",0.311570019085175
"N",0.312749323627225
"N",0.31722526327588
"N",0.313420260958682
"N",0.315243769014617
"N",0.308289336588176
"N",0.313856595687521
"N",0.311823988186449
"N",0.310877327752819
"N",0.313182056091801
"N",0.315452718434741
"N",0.312227784158018
"N",0.308217005369207
"N",0.310979525580088
"N",0.313049979199435
"N",0.311256102521306
"N",0.310398082098569
"N",0.314381959023463
"N",0.309122788327674
"N",0.30556885985818
"N",0.306378036342332
"N",0.305659206945194
"N",0.306545286435943
"N",0.302613063678655
"N",0.305739814102314
"N",0.314530027632528
"N",0.313178325191972
"N",0.308754042804609
"N",0.3123055029236
"N",0.30923915662801
"N",0.307907936471821
"N",0.30719296762793
"N",0.310503077571799
"N",0.315199802843056
"N",0.311754918004345
"N",0.305786619670331
"N",0.308575973197868
"N",0.315214688806926
"N",0.312413712425491
"N",0.313180166627072
"N",0.314109737633964
"N",0.311042715912318
"N",0.310623389091355
"N",0.312736251797823
"N",0.30555229518932
"N",0.30931017668624
"N",0.305277017218302
"N",0.312839301348944
"N",0.312978064526831
"N",0.317009038224159
"N",0.316192475914239
"N",0.312317881054464
"N",0.309101852631002
"N",0.312969416679587
"N",0.318458635603088
"N",0.312800968411455
"N",0.309527800857238
"N",0.315029892965911
"N",0.310912450483366
"N",0.313325526259831
"N",0.312906344955574
"N",0.31282821591651
"N",0.313817753824391
"N",0.315424663932282
"N",0.317470784975935
"N",0.315363362066611
"N",0.315506267779594
"N",0.308976449145615
"N",0.309026486943374
"N",0.309766675051579
"N",0.314662090257127
"N",0.312307434664313
"N",0.311828354955077
"N",0.307671320862269
"N",0.310054233953606
"N",0.314658674457759
"N",0.310029801681734
"N",0.30759954048388
"N",0.309214801659206
"N",0.30754862537798
"N",0.309908749073421
"N",0.309488480856167
"N",0.31418312686628
"N",0.311892086704476
"N",0.314309753415405
"N",0.317551505863346
"N",0.31564161556286
"N",0.306207317906816
"N",0.314425725162553
"N",0.312353370996766
"N",0.32074239933548
"N",0.31592948979338
"N",0.306769349335755
"N",0.302796364463659
"N",0.310763764928248
"N",0.305259469009785
"N",0.306129795228639
"N",0.306967589710557
"N",0.310897498820938
"N",0.313859577850988
"N",0.310396024602381
"N",0.310126511695935
"N",0.310484377671764
"N",0.304569395344473
"N",0.312456438384636
"N",0.313614706607962
"N",0.316743363589667
"N",0.307426494892666
"N",0.314022361699814
"N",0.313814178527964
"N",0.316662143987597
"N",0.311182852643168
"N",0.312023393470733
"N",0.311367111994988
"N",0.311175326715394
"N",0.30969963102369
"N",0.311431089081913
"N",0.307200557829472
"N",0.308498589498645
"N",0.31060753504681
"N",0.316299157531024
"N",0.306944940794845
"N",0.303725813049489
"N",0.312070024185928
"N",0.311873519215684
"N",0.316173768774302
"N",0.306662235074617
"N",0.310472395452614
"N",0.310296135119166
"N",0.31243712674778
"N",0.31514309926776
"N",0.314262715639488
"N",0.315519792779433
"N",0.316888947495805
"N",0.316782054930277
"N",0.31115736471596
"N",0.306278356906034
"N",0.306815889243017
"N",0.305324965921375
"N",0.308689094566293
"N",0.309590750631842
"N",0.306335658478262
"N",0.311766220204982
"N",0.314161907845844
"N",0.315259411989922
"N",0.31076640251624
"N",0.315421350135696
"N",0.319742172050501
"N",0.31557495091968
"N",0.317021677332628
"N",0.319648447902439
"N",0.319465999908322
"N",0.316884601089492
"N",0.310928488584002
"N",0.313104541882367
"N",0.319030214644743
"N",0.310122502665937
"N",0.312978477373185
"N",0.308142050911407
"N",0.316679701895759
"N",0.314703799239202
"N",0.31299458907547
"N",0.313423820239912
"N",0.310015132186062
"N",0.311385286380153
"N",0.308911412625356
"N",0.31268447693191
"N",0.312585064026603
"N",0.311872316829455
"N",0.309879743690332
"N",0.317487251172277
"N",0.310906195698338
"N",0.311254784496127
"N",0.311686759076541
"N",0.31336893830045
"N",0.31423935599787
"N",0.313633446986174
"N",0.313509804263252
"N",0.307962501466241
"N",0.308926055563214
"N",0.306225755574991
"N",0.30835420259094
"N",0.308334459919654
"N",0.309196897661904
"N",0.314029444758348
"N",0.308002621999589
"N",0.311408850156074
"N",0.317512070826448
"N",0.314448400147784
"N",0.310830554005433
"N",0.307614848384359
"N",0.307716061192651
"N",0.309745859815335
"N",0.309351449127563
"N",0.307439715266736
"N",0.315476461628339
"N",0.311653560597826
"N",0.314996698409592
"N",0.311107978359439
"N",0.306323691849959
"N",0.30951561277158
"N",0.311061320830341
"N",0.31472450224327
"N",0.311099688787433
"N",0.312438560731621
"N",0.308009276577728
"N",0.311249412064412
"N",0.310806186941405
"N",0.310382719766757
"N",0.308328339371448
"N",0.30538064529885
"N",0.307289596196379
"N",0.305847922907845
"N",0.30485307674624
"N",0.312978449363995
"N",0.312780148055098
"N",0.30491721717152
"N",0.309562642658828
"N",0.309828747054702
"N",0.31776039521686
"N",0.308987384853567
"N",0.312006180571338
"N",0.315103088646248
"N",0.315468188626781
"N",0.311966705631339
"N",0.315604948844627
"N",0.314584323595792
"N",0.306718201470115
"N",0.312113692061953
"N",0.311562706220248
"N",0.308676713151261
"N",0.312875439123167
"N",0.315838250177821
"N",0.314206791813724
"N",0.315090595211135
"N",0.315116273530625
"N",0.312629144704615
"N",0.316155539115494
"N",0.31636030739033
"N",0.312994390040377
"N",0.310558841471102
"N",0.313603404608453
"N",0.312523109041544
"N",0.310566491067631
"N",0.31246960422489
"N",0.313321803035205
"N",0.31119008474872
"N",0.315568301565955
"N",0.313409904315063
"N",0.311494931771484
"N",0.309836256379161
"N",0.310725317162885
"N",0.314925966302352
"N",0.313722617958996
"N",0.307750984343382
"N",0.313946999823546
"N",0.308195882511297
"N",0.309095414184655
"N",0.312745143964694
"N",0.312132397884571
"N",0.316963922121022
"N",0.314273651452199
"N",0.314012756287948
"N",0.309812305899429
"N",0.315012700147351
"N",0.314188072325071
"N",0.316056566177573
"N",0.315909550608681
"N",0.311674436439713
"N",0.313288530710144
"N",0.311578882932737
"N",0.313808732580027
"N",0.315393674157924
"N",0.313592797118811
"N",0.31358485324978
"N",0.310649024775787
"N",0.310188592539448
"N",0.31266023388813
"N",0.31303390656997
"N",0.317082134262501
"N",0.312586006724479
"N",0.318056040461833
"N",0.312928867608045
"N",0.312102716402196
"N",0.315691300370434
"N",0.31709671202015
"N",0.308955882494456
"N",0.314576507044485
"N",0.311861382448705
"N",0.310507871948241
"N",0.310382072472633
"N",0.311118827743959
"N",0.313219934549616
"N",0.311123125646992
"N",0.30929321522773
"N",0.310372847781186
"N",0.311070199306734
"N",0.314543254939892
"N",0.312451631529185
"N",0.310509369046852
"N",0.313038788355455
"N",0.309018835559121
"N",0.313166360193637
"N",0.309594122559395
"N",0.304323918279862
"N",0.304060524720129
"N",0.310395009682053
"N",0.312184854153271
"N",0.309552336157686
"N",0.306632926025094
"N",0.30917039683316
"N",0.313083909713428
"N",0.306067945335733
"N",0.307691210997167
"N",0.313093291220044
"N",0.315313637239148
"N",0.308475482618173
"N",0.309773465997592
"N",0.311445763094008
"N",0.310431761106342
"N",0.316098889247302
"N",0.314845428047702
"N",0.317637302826955
"N",0.313326445824481
"N",0.313758144056095
"N",0.309557938874115
"N",0.318555750866421
"N",0.310603891578923
"N",0.308879458360372
"N",0.316509567431817
"N",0.313655494828398
"N",0.315596473665913
"N",0.309296010688676
"N",0.307551850415381
"N",0.309841504200501
"N",0.310728087299992
"N",0.311040546594485
"N",0.306905288876752
"N",0.308390568634744
"N",0.310214297758613
"N",0.307670303887152
"N",0.312422956591043
"N",0.310338600123927
"N",0.31157651868656
"N",0.309040768069885
"N",0.308264684020305
"N",0.313801009091559
"N",0.316588459192766
"N",0.312178775129397
"N",0.313178264745266
"N",0.316679204605565
"N",0.308228349531415
"N",0.313027114999276
"N",0.310154223301485
"N",0.307237943333619
"N",0.312516876786827
"N",0.310239687753265
"N",0.312853782460063
"N",0.307817353831538
"N",0.30355606201582
"N",0.30965663681297
"N",0.309169673914052
"N",0.313615274291083
"N",0.309837327234652
"N",0.315007359073345
"N",0.305542143627589
"N",0.305050883664301
"N",0.307189474307671
"N",0.312982980703774
"N",0.312222198888373
"N",0.310006371017012
"N",0.311148470526289
"N",0.314337205742416
"N",0.314721879071812
"N",0.313439892109555
"N",0.314357284731942
"N",0.310389648667927
"N",0.312995568722749
"N",0.312905264170877
"N",0.310965474938006
"N",0.311838643235422
"N",0.314317937880798
"N",0.314345400385195
"N",0.311932175593639
"N",0.310776882034461
"N",0.309746577411317
"N",0.312031860813004
"N",0.315275526023872
"N",0.310352097140473
"N",0.311741602127371
"N",0.314687387813063
"N",0.31202415558276
"N",0.313536580932806
"N",0.313807458213661
"N",0.309915877337999
"N",0.311679641031431
"N",0.312336610418772
"N",0.309106923561581
"N",0.312025138818019
"N",0.30993317763107
"N",0.315651636130295
"N",0.307285999030495
"N",0.307709972518604
"N",0.312090112093679
"N",0.313719065840796
"N",0.312739802730964
"N",0.312605657567051
"N",0.307500962250891
"N",0.314288334199867
"N",0.3146743177632
"N",0.309266393682739
"N",0.308620988896204
"N",0.306479968587166
"N",0.305031165439449
"N",0.306247754726371
"N",0.307070885981391
"N",0.305898024181269
"N",0.304697730867937
"N",0.309796373545366
"N",0.309478887112153
"N",0.308646404652379
"N",0.309860797402896
"N",0.309845178964543
"N",0.316724142815307
"N",0.314000532473211
"N",0.316015571677329
"N",0.314346641443553
"N",0.308435595148758
"N",0.316063469852677
"N",0.311646146991395
"N",0.310639387449497
"N",0.308500629465077
"N",0.309629656954094
"N",0.311620783654085
"N",0.311491711935173
"N",0.311281126830901
"N",0.315484257506948
"N",0.315404369989782
"N",0.316141271411993
"N",0.312002915899491
"N",0.30922765790484
"N",0.315237070789238
"N",0.309240158739455
"N",0.314322745355783
"N",0.316259215319692
"N",0.315257928378454
"N",0.314531375036394
"N",0.309196232928355
"N",0.307637281198406
"N",0.306739656157335
"N",0.308232827979868
"N",0.310883394039132
"N",0.310147238559859
"N",0.313427366542787
"N",0.311283308268405
"N",0.313805945757329
"N",0.313866377500289
"N",0.314188468018851
"N",0.314284893270643
"N",0.312017298509205
"N",0.314442175464364
"N",0.318873855212738
"N",0.31068017933951
"N",0.314819925954313
"N",0.311909029040395
"N",0.309815214897138
"N",0.307747249444187
"N",0.312292049166665
