ord;species;L;F;R;N;S;HM;T;K;TRU
M;Syntrichia ruralis;8;3;7;4;0;0;NA;NA;NA
M;Syntrichia virescens;6;4;6;6;0;0;NA;NA;NA
M;Targionia hypophylla;7;4;6;4;0;0;NA;NA;NA
M;Taxiphyllum wissgrillii;2;5;7;4;0;0;NA;NA;NA
M;Tayloria lingulata;8;9;6;3;0;0;NA;NA;NA
M;Tayloria tenuis;8;9;6;3;0;0;NA;NA;NA
M;Telaranea tetradactyla;4;7;3;3;0;0;NA;NA;NA
M;Telaranea murphyae;4;6;3;2;0;0;NA;NA;NA
M;Telaranea europaea;3;7;2;2;0;0;NA;NA;NA
M;Tetralophozia setiformis;6;6;3;2;0;0;NA;NA;NA
M;Tetraphis pellucida;3;6;3;3;0;0;NA;NA;NA
M;Tetraplodon angustatus;7;8;2;6;0;0;NA;NA;NA
M;Tetraplodon mnioides;7;7;2;6;0;2;NA;NA;NA
M;Tetrodontium brownianum;2;7;5;3;0;0;NA;NA;NA
M;Tetrodontium repandum;2;7;5;3;0;0;NA;NA;NA
M;Thamnobryum alopecurum;3;6;7;6;0;0;NA;NA;NA
M;Thamnobryum angustifolium;3;8;9;4;0;0;NA;NA;NA
M;Thamnobryum cataractarum;3;11;7;5;0;0;NA;NA;NA
M;Thamnobryum maderense;3;9;6;6;0;0;NA;NA;NA
M;Abietinella abietina;8;3;8;2;0;0;NA;NA;NA
M;Abietinella abietina var. abietina;8;3;8;2;0;0;NA;NA;NA
M;Abietinella abietina var. hystricosa;8;3;8;2;0;0;NA;NA;NA
M;Thuidium delicatulum;6;6;5;2;0;0;NA;NA;NA
M;Thuidium assimile;7;4;8;2;0;1;NA;NA;NA
M;Thuidium recognitum;6;5;8;2;0;0;NA;NA;NA
M;Thuidium tamariscinum;5;6;5;4;0;1;NA;NA;NA
M;Timmia austriaca;7;5;7;2;0;0;NA;NA;NA
M;Timmia megapolitana;5;9;7;6;0;0;NA;NA;NA
M;Timmia norvegica;7;5;7;2;0;0;NA;NA;NA
M;Tomentypnum nitens;7;9;7;2;0;0;NA;NA;NA
M;Tortella bambergeri;7;4;7;2;0;0;NA;NA;NA
M;Tortella densa;7;4;9;2;0;2;NA;NA;NA
M;Tortella flavovirens;9;5;7;4;4;0;NA;NA;NA
M;Tortella fragilis;8;6;8;2;0;0;NA;NA;NA
M;Tortella inclinata;8;3;9;2;0;0;NA;NA;NA
M;Tortella inflexa;2;5;9;4;0;0;NA;NA;NA
M;Tortella limosella;9;5;7;4;0;0;NA;NA;NA
M;Tortella nitida;8;2;9;2;0;0;NA;NA;NA
M;Tortella tortuosa;7;4;7;2;0;1;NA;NA;NA
M;Phascum cuspidatum;8;5;7;6;0;0;NA;NA;NA
M;Phascum cuspidatum var. cuspidatum;8;5;7;6;0;0;NA;NA;NA
M;Phascum cuspidatum var. papillosum;8;5;7;6;0;0;NA;NA;NA
M;Phascum cuspidatum var. piliferum;9;4;7;5;1;0;NA;NA;NA
M;Phascum cuspidatum var. schreberianum;8;5;7;6;0;0;NA;NA;NA
M;Tortula atrovirens;8;5;6;4;4;0;NA;NA;NA
M;Tortula canescens;7;4;6;3;0;0;NA;NA;NA
M;Tortula cernua;7;5;8;6;0;0;NA;NA;NA
M;Tortula cuneifolia;7;5;5;4;0;0;NA;NA;NA
M;Tortula freibergii;5;3;7;5;0;0;NA;NA;NA
M;Tortula lanceola;8;3;8;3;0;0;NA;NA;NA
M;Tortula leucostoma;7;5;8;2;0;0;NA;NA;NA
M;Tortula marginata;3;4;8;5;0;0;NA;NA;NA
M;Tortula modica;8;5;6;6;2;0;NA;NA;NA
M;Tortula muralis;6;2;8;5;0;0;NA;NA;NA
M;Tortula protobryoides;7;4;7;5;0;0;NA;NA;NA
M;Tortula solmsii;6;5;6;4;0;0;NA;NA;NA
M;Tortula subulata;5;4;7;3;0;0;NA;NA;NA
M;Tortula truncata;8;5;6;6;0;1;NA;NA;NA
M;Tortula vahliana;2;4;9;5;0;0;NA;NA;NA
M;Tortula viridifolia;8;5;6;4;4;0;NA;NA;NA
M;Tortula wilsonii;8;5;6;4;3;0;NA;NA;NA
M;Trematodon ambiguus;7;7;4;4;0;0;NA;NA;NA
M;Trichocolea tomentella;5;9;5;4;0;0;NA;NA;NA
M;Trichostomum brachydontium;8;5;7;3;2;2;NA;NA;NA
M;Trichostomum crispulum;7;4;8;3;0;1;NA;NA;NA
M;Trichostomum hibernicum;5;8;5;2;0;0;NA;NA;NA
M;Trichostomum tenuirostre;4;7;3;2;0;0;NA;NA;NA
M;Tritomaria exsecta;5;5;2;2;0;0;NA;NA;NA
M;Tritomaria exsectiformis;5;5;2;2;0;0;NA;NA;NA
M;Tritomaria polita;6;8;4;2;0;0;NA;NA;NA
M;Tritomaria quinquedentata;5;6;4;2;0;0;NA;NA;NA
M;Ulota bruchii;5;5;5;4;0;0;NA;NA;NA
M;Ulota calvescens;6;5;5;3;0;0;NA;NA;NA
M;Ulota coarctata;5;5;5;3;0;0;NA;NA;NA
M;Ulota crispa;6;4;5;3;0;0;NA;NA;NA
M;Ulota crispa;6;4;5;3;0;0;NA;NA;NA
M;Ulota drummondii;5;5;4;3;0;0;NA;NA;NA
M;Ulota hutchinsiae;7;3;3;2;0;0;NA;NA;NA
M;Ulota phyllantha;6;5;5;4;3;0;NA;NA;NA
M;Sarmentypnum exannulatum;8;9;4;2;0;0;NA;NA;NA
M;Warnstorfia fluitans;7;10;2;2;0;0;NA;NA;NA
M;Weissia brachycarpa;8;4;6;3;0;0;NA;NA;NA
M;Weissia brachycarpa var. brachycarpa;7;5;5;4;0;0;NA;NA;NA
M;Weissia brachycarpa var. obliqua;8;3;7;2;0;0;NA;NA;NA
M;Weissia condensa;8;2;9;2;0;0;NA;NA;NA
M;Weissia controversa;7;4;6;3;0;3;NA;NA;NA
M;Weissia controversa var. controversa;7;4;6;3;0;3;NA;NA;NA
M;Weissia controversa var. crispata;7;2;7;2;0;0;NA;NA;NA
M;Weissia controversa var. densifolia;7;4;6;2;0;4;NA;NA;NA
M;Weissia controversa var. wimmeriana;6;5;6;2;0;0;NA;NA;NA
M;Weissia levieri;8;2;9;1;0;0;NA;NA;NA
M;Weissia longifolia;7;4;6;3;0;0;NA;NA;NA
M;Weissia longifolia var. angustifolia;7;3;7;2;0;0;NA;NA;NA
M;Weissia longifolia var. longifolia;7;5;5;4;0;0;NA;NA;NA
M;Weissia mittenii;7;6;5;4;0;0;NA;NA;NA
M;Weissia multicapsularis;7;6;5;4;0;0;NA;NA;NA
M;Weissia perssonii;8;4;6;3;3;0;NA;NA;NA
M;Weissia rostellata;8;7;5;5;0;0;NA;NA;NA
M;Weissia rutilans;7;6;5;4;0;0;NA;NA;NA
M;Weissia squarrosa;8;6;5;4;0;0;NA;NA;NA
M;Weissia sterilis;8;2;8;2;0;0;NA;NA;NA
M;Zygodon conoideus;6;4;6;5;0;0;NA;NA;NA
M;Zygodon conoideus var. conoideus;6;4;6;5;0;0;NA;NA;NA
M;Zygodon conoideus var. lingulatus;6;4;6;5;0;0;NA;NA;NA
M;Zygodon forsteri;5;5;5;4;0;0;NA;NA;NA
M;Zygodon gracilis;6;5;9;2;0;0;NA;NA;NA
M;Zygodon rupestris;6;4;6;4;0;0;NA;NA;NA
M;Zygodon viridissimus;6;4;6;5;0;0;NA;NA;NA
M;Zygodon viridissimus var. stirtonii;6;4;6;5;0;0;NA;NA;NA
M;Zygodon viridissimus var. viridissimus;6;4;6;5;0;0;NA;NA;NA
L;Alectoria ochroleuca;8;8;2;1;NA;NA;1;6;NA
L;Alectoria sarmentosa;7;9;4;2;NA;NA;3;2;NA
L;Anaptychia ciliaris;7;5;7;5;NA;NA;5;5;NA
L;Arctoparmelia incurva;8;9;3;2;NA;NA;1;6;NA
L;Asahinea chrysantha;NA;NA;NA;NA;NA;NA;NA;NA;3
L;Bryoria bicolor;6;9;4;2;NA;NA;4;2;NA
L;Bryoria capillaris;6;7;3;1;NA;NA;3;4;NA
L;Bryoria fuscescens;7;6;3;2;NA;NA;4;6;NA
L;Bryoria nitidula;NA;NA;NA;NA;NA;NA;NA;NA;3
L;Bryoria smithii;NA;NA;NA;NA;NA;NA;NA;NA;4
L;Calicium adspersum;4;5;3;2;NA;NA;6;3;NA
L;Calicium glaucellum;3;6;3;1;NA;NA;4;6;NA
L;Calicium viride;3;7;2;1;NA;NA;3;6;NA
L;Candelaria concolor;7;3;6;5;NA;NA;5;6;NA
L;Cetraria andrejevi;NA;NA;NA;NA;NA;NA;NA;NA;3
L;Cetraria chlorophylla;6;6;3;2;NA;NA;3;6;NA
L;Cetraria cucullata;9;8;2;1;NA;NA;2;6;NA
L;Cetraria hepatizon;8;8;3;3;NA;NA;2;5;NA
L;Cetraria islandica;8;5;NA;1;NA;NA;NA;6;NA
L;Cetraria juniperina;9;NA;8;2;NA;NA;1;7;NA
L;Cetraria nivalis;9;8;2;1;NA;NA;1;6;NA
L;Cetraria pinastri;6;7;2;1;NA;NA;3;6;NA
L;Cetraria sepincola;8;5;3;2;NA;NA;3;7;NA
L;Cetrelia olivetorum;5;6;5;3;NA;NA;4;3;4
L;Chaenotheca brunneola;3;6;3;1;NA;NA;4;6;NA
L;Chaenotheca chrysocephala;3;6;2;1;NA;NA;4;6;NA
L;Chaenotheca ferruginea;5;3;2;3;NA;NA;4;6;NA
L;Chaenotheca furfuracea;3;4;3;2;NA;NA;5;5;NA
L;Chaenotheca phaeocephala;5;4;3;2;NA;NA;5;4;NA
L;Chaenotheca trichialis;3;4;4;3;NA;NA;5;5;NA
L;Cladonia alpina;NA;NA;NA;NA;NA;NA;NA;NA;22
L;Cladonia arbuscula;8;NA;NA;1;NA;NA;NA;6;NA
L;Cladonia caespiticia;6;NA;5;2;NA;NA;5;2;NA
L;Cladonia callopismum;NA;NA;NA;NA;NA;NA;NA;NA;3
L;Cladonia cenotea;6;6;2;1;NA;NA;4;6;NA
L;Cladonia cervicornis verticillata;8;NA;3;2;NA;NA;4;6;NA
L;Cladonia ciliata;7;NA;NA;2;NA;NA;6;3;NA
L;Cladonia coniocraea;5;NA;4;2;NA;NA;NA;6;NA
L;Cladonia deformis;7;5;2;1;NA;NA;4;6;NA
L;Cladonia digitata;5;NA;2;2;NA;NA;4;6;NA
L;Cladonia fimbriata;7;NA;4;1;NA;NA;5;6;NA
L;Cladonia foliacea;9;NA;3;2;NA;NA;6;2;NA
L;Cladonia foliacea v. convoluta;9;1;8;2;NA;NA;9;6;NA
L;Cladonia fragilissima;NA;NA;NA;NA;NA;NA;NA;NA;3
L;Cladonia furcata ssp. furcata;6;NA;4;3;NA;NA;5;6;NA
L;Cladonia glauca;7;NA;2;1;NA;NA;6;2;22
L;Cladonia gracilis;7;5;3;1;NA;NA;4;6;NA
L;Cladonia grayi;7;NA;2;2;NA;NA;5;5;NA
L;Cladonia humilis;NA;NA;NA;NA;NA;NA;NA;NA;55
L;Cladonia imbricarica;NA;NA;NA;NA;NA;NA;NA;NA;55
L;Cladonia incrassata;7;6;1;1;NA;NA;6;2;1
L;Cladonia macilenta;7;NA;2;1;NA;NA;5;6;NA
L;Cladonia mitis;9;NA;NA;1;NA;NA;NA;7;NA
L;Cladonia parasitica;4;5;3;1;NA;NA;5;4;NA
L;Cladonia peziziformis;NA;NA;NA;NA;NA;NA;NA;NA;3
L;Cladonia pleurota;7;NA;3;2;NA;NA;4;6;NA
L;Cladonia polycarpoides;NA;NA;NA;NA;NA;NA;NA;NA;55
L;Cladonia polydactyla;5;7;2;1;NA;NA;4;2;NA
L;Cladonia portentosa;7;NA;NA;1;NA;NA;6;3;NA
L;Cladonia pyxidata;7;NA;NA;2;NA;NA;NA;6;NA
L;Cladonia rangiferina;6;5;NA;1;NA;NA;4;6;NA
L;Cladonia rangiformis;8;3;NA;2;NA;NA;7;5;NA
L;Cladonia squamosa;6;5;2;2;NA;NA;4;6;NA
L;Cladonia stellaris;8;8;2;1;NA;NA;2;6;NA
L;Cladonia subrangiformis;8;NA;8;2;NA;NA;7;3;22
L;Cladonia subulata;8;NA;3;1;NA;NA;5;6;NA
L;Cladonia sulphurina;7;7;1;1;NA;NA;3;6;NA
L;Cladonia symphycarpa;9;3;8;2;NA;NA;NA;5;NA
L;Cladonia uncialis;8;5;2;2;NA;NA;4;6;NA
L;Coelocaulon aculeatum;8;3;NA;2;NA;NA;5;4;NA
L;Coelocaulon muricatum;8;6;NA;2;NA;NA;4;4;NA
L;Collema auriforme;4;5;8;5;NA;NA;6;3;NA
L;Collema coccophorum;NA;NA;NA;NA;NA;NA;NA;NA;0
L;Collema conglomeratum;NA;NA;NA;NA;NA;NA;NA;NA;3
L;Collema crispum;7;5;8;5;NA;NA;7;4;55
L;Collema cristatum;8;3;9;2;NA;NA;NA;6;NA
L;Collema curtisporum;NA;NA;NA;NA;NA;NA;NA;NA;1
L;Collema flaccidum;5;7;6;5;NA;NA;4;4;NA
L;Collema fragrans;NA;NA;NA;NA;NA;NA;NA;NA;1
L;Collema fuscovirens;8;3;9;4;NA;NA;NA;6;NA
L;Collema leptaleum;NA;NA;NA;NA;NA;NA;NA;NA;1
L;Collema multipartitum;NA;NA;NA;NA;NA;NA;NA;NA;3
L;Collema nigrescens;6;9;7;5;NA;NA;4;4;NA
L;Collema polycarpon;8;3;9;2;NA;NA;NA;5;NA
L;Collema tenax;7;NA;8;5;NA;NA;NA;6;NA
L;Cornicularia normoerica;9;8;4;2;NA;NA;2;3;NA
L;Cybebe gracilenta;1;4;5;2;NA;NA;5;3;NA
L;Cyphelium tigillare;8;NA;4;2;NA;NA;3;6;NA
L;Degelia atlantica;NA;NA;NA;NA;NA;NA;NA;NA;4
L;Degelia plumbea;6;7;6;5;NA;NA;6;1;NA
L;Dermatocarpon luridum;6;5;7;3;NA;NA;5;4;NA
L;Dermatocarpon miniatum;8;NA;8;5;NA;NA;NA;6;NA
L;Erioderma pedicellatum;NA;NA;NA;NA;NA;NA;NA;NA;1
L;Evernia divaricata;7;7;3;1;NA;NA;3;7;NA
L;Evernia prunastri;7;3;3;3;NA;NA;5;6;NA
L;Flavoparmelia caperata;6;4;4;3;NA;NA;6;3;NA
L;Glypholecia scabra;NA;NA;NA;NA;NA;NA;NA;NA;3
L;Heterodermia speciosa;NA;NA;NA;NA;NA;NA;NA;NA;2
L;Hyperphysica adglutinata;7;5;7;5;NA;NA;9;3;3
L;Hypogymnia farinacea;6;6;3;2;NA;NA;4;5;NA
L;Hypogymnia physodes;7;3;3;2;NA;NA;NA;6;NA
L;Hypogymnia tubulosa;7;3;3;3;NA;NA;4;5;NA
L;Hypogymnia vittata;6;7;3;1;NA;NA;3;7;NA
L;Hypotrachyna laevigata;NA;NA;NA;NA;NA;NA;NA;NA;3
L;Hypotrachyna revoluta;6;6;3;3;NA;NA;7;2;NA
L;Hypotrachynia sinuosa;6;7;3;1;NA;NA;7;2;1
L;Icmadophila ericetorum;7;7;1;1;NA;NA;3;6;NA
L;Imshaugia aleurites;6;3;2;1;NA;NA;4;6;NA
L;Lasallia pustulata;8;3;5;6;NA;NA;5;5;NA
L;Leprocaulon microscopicum;8;5;5;2;NA;NA;6;3;NA
L;Leproloma membranaceum;7;5;4;1;NA;NA;5;3;NA
L;Leptogium britannicum;NA;NA;NA;NA;NA;NA;NA;NA;0
L;Leptogium burgessii;NA;NA;NA;NA;NA;NA;NA;NA;2
L;Leptogium cochleatum;NA;NA;NA;NA;NA;NA;NA;NA;1
L;Leptogium hibernicum;NA;NA;NA;NA;NA;NA;NA;NA;1
L;Leptogium lichenoides;NA;NA;7;3;NA;NA;NA;6;NA
L;Leptogium magnussonii;NA;NA;NA;NA;NA;NA;NA;NA;55
L;Leptogium saturninum;6;7;6;5;NA;NA;4;3;NA
L;Leptogium schraderi;NA;NA;NA;NA;NA;NA;NA;NA;3
L;Letharia vulpina;7;8;2;1;NA;NA;3;5;4
L;Lichina confinis;8;NA;7;NA;NA;NA;6;NA;NA
L;Lobaria amplissima;6;9;6;5;NA;NA;4;2;NA
L;Lobaria hallii;NA;NA;NA;NA;NA;NA;NA;NA;2
L;Lobaria pulmonaria;5;7;5;4;NA;NA;4;4;NA
L;Lobaria scrobiculata;6;7;4;3;NA;NA;4;4;NA
L;Melanelia disjuncta;8;6;3;3;NA;NA;4;4;NA
L;Melanelia elegantula;7;5;4;3;NA;NA;7;3;55
L;Melanelia exasperata;8;6;6;5;NA;NA;3;4;NA
L;Melanelia exasperatula;7;3;5;4;NA;NA;5;6;NA
L;Melanelia fuliginosa;5;4;3;3;NA;NA;5;6;NA
L;Melanelia laciniatula;7;6;5;4;NA;NA;7;2;3
L;Melanelia panniformis;7;7;3;2;NA;NA;4;5;NA
L;Melanelia subargentifera;7;5;7;6;NA;NA;5;7;NA
L;Melanelia tominii;NA;NA;NA;NA;NA;NA;NA;NA;3
L;Menegazzia terebrata;5;7;4;2;NA;NA;4;3;4
L;Microcalicium arenarium;3;6;4;1;NA;NA;6;5;NA
L;Neofuscelia pulla;9;3;4;5;NA;NA;5;4;NA
L;Neofuscelia verruculifera;9;3;5;7;NA;NA;6;5;3
L;Nephroma bellum;5;7;5;4;NA;NA;4;4;NA
L;Nephroma laevigatum;5;7;5;4;NA;NA;4;1;NA
L;Nephroma parile;5;7;5;4;NA;NA;4;4;NA
L;Nephroma resupinatum;6;9;5;5;NA;NA;4;4;NA
L;Normandina pulchella;6;5;5;4;NA;NA;5;3;NA
L;Omphalina hudsoniana;6;9;2;1;NA;NA;3;5;NA
L;Pannaria ahlneri;NA;NA;NA;NA;NA;NA;NA;NA;1
L;Pannaria confusa;NA;NA;NA;NA;NA;NA;NA;NA;1
L;Pannaria conoplea;6;9;5;4;NA;NA;4;2;NA
L;Pannaria ignobilis;NA;NA;NA;NA;NA;NA;NA;NA;4
L;Pannaria leucophaea;6;7;7;3;NA;NA;5;3;NA
L;Pannaria pezizoides;6;6;4;2;NA;NA;3;6;NA
L;Pannaria sampaiana;NA;NA;NA;NA;NA;NA;NA;NA;4
L;Parmelia omphalodes;7;7;3;2;NA;NA;4;NA;NA
L;Parmelia saxatilis;6;5;3;2;NA;NA;4;6;NA
L;Parmelia sulcata;7;3;5;4;NA;NA;NA;6;NA
L;Parmeliella testacea;NA;NA;NA;NA;NA;NA;NA;NA;1
L;Parmeliella triptophylla;6;9;5;4;NA;NA;4;2;NA
L;Parmelina pastillifera;6;7;5;4;NA;NA;4;2;NA
L;Parmelina tiliacea;7;3;5;4;NA;NA;6;3;NA
L;Parmeliopsis ambigua;6;5;2;2;NA;NA;4;6;NA
L;Parmeliopsis esorediata;NA;NA;NA;NA;NA;NA;NA;NA;3
L;Parmeliopsis hyperopta;6;7;2;2;NA;NA;3;6;NA
L;Parmotrema arnoldii;NA;NA;NA;NA;NA;NA;NA;NA;1
L;Parmotrema crinitum;NA;NA;NA;NA;NA;NA;NA;NA;1
L;Peltigera aphthosa;7;7;3;2;NA;NA;2;6;NA
L;Peltigera canina;6;5;6;3;NA;NA;5;4;NA
L;Peltigera collina;6;9;5;3;NA;NA;4;4;NA
L;Peltigera degenii;5;6;5;4;NA;NA;4;3;NA
L;Peltigera didactyla;7;3;5;4;NA;NA;NA;6;NA
L;Peltigera horizontalis;5;6;5;4;NA;NA;4;5;NA
L;Peltigera hymenina;6;7;5;3;NA;NA;6;2;NA
L;Peltigera leucophlebia;5;6;6;4;NA;NA;4;6;NA
L;Peltigera malacea;8;NA;3;2;NA;NA;4;5;NA
L;Peltigera neckeri;6;3;6;3;NA;NA;4;4;NA
L;Peltigera polydactyla;6;5;5;3;NA;NA;5;6;NA
L;Peltigera praetextata;5;5;5;4;NA;NA;5;4;NA
L;Peltigera retifoveata;NA;NA;NA;NA;NA;NA;NA;NA;1
L;Peltigera rufescens;8;3;8;2;NA;NA;NA;6;NA
L;Peltigera venosa;5;6;5;2;NA;NA;2;6;NA
L;Peltula euploca;NA;NA;NA;NA;NA;NA;NA;NA;3
L;Pertusaria pertusa;4;5;5;3;NA;NA;6;3;NA
L;Phaeographis dendritica;3;NA;5;3;NA;NA;7;1;NA
L;Phaeophysica endophoenicea;6;6;7;5;NA;NA;5;2;NA
L;Phaeophysica nigricans;8;NA;8;7;NA;NA;NA;6;NA
L;Phaeophysica orbicularis;7;NA;7;7;NA;NA;NA;6;NA
L;Phaeophysica sciastra;8;NA;8;6;NA;NA;NA;6;NA
L;Physcia adscendens;7;3;7;6;NA;NA;5;6;NA
L;Physcia aipolia;7;3;7;5;NA;NA;4;6;NA
L;Physcia caesia;8;NA;8;8;NA;NA;NA;NA;NA
L;Physcia dimidiata;7;3;7;5;NA;NA;7;3;NA
L;Physcia dubia;8;NA;7;7;NA;NA;NA;6;NA
L;Physcia magnussonii;NA;NA;NA;NA;NA;NA;NA;NA;3
L;Physcia semipinnata;NA;NA;NA;NA;NA;NA;NA;NA;3
L;Physcia stellaris;7;3;6;5;NA;NA;5;6;NA
L;Physcia tenella;7;3;6;6;NA;NA;NA;6;NA
L;Physconia detersa;NA;NA;NA;NA;NA;NA;NA;NA;55
L;Physconia distorta;7;3;7;6;NA;NA;5;6;NA
L;Physconia enteroxantha;7;5;6;5;NA;NA;5;6;NA
L;Physconia grisea;7;2;7;7;NA;NA;7;6;3
L;Physconia perisidiosa;7;5;6;4;NA;NA;4;6;NA
L;Placopsis gelida;7;9;5;2;NA;NA;3;2;NA
L;Placynthium nigrum;7;NA;9;5;NA;NA;NA;5;NA
L;Platismatia glauca;7;5;2;2;NA;NA;4;6;NA
L;Pleurosticta acetabulum;7;3;7;5;NA;NA;6;4;NA
L;Pseudephebe pubescens;9;8;4;3;NA;NA;2;NA;NA
L;Pseudevernia furfuracea;8;3;2;1;NA;NA;4;6;NA
L;Pseudocyphella crocata;NA;NA;NA;NA;NA;NA;NA;NA;2
L;Pseudocyphella intricata;NA;NA;NA;NA;NA;NA;NA;NA;2
L;Pseudocyphella norvegica;NA;NA;NA;NA;NA;NA;NA;NA;2
L;Psora decipiens;9;2;8;2;NA;NA;NA;NA;NA
L;Psoroma hypnorum;8;8;2;1;NA;NA;1;6;NA
L;Punctelia stictica;NA;NA;NA;NA;NA;NA;NA;NA;3
L;Punctelia subrudecta;7;3;4;3;NA;NA;7;3;3
L;Pycnothelia papillaria;8;5;2;1;NA;NA;NA;6;NA
L;Pyrenula nitida;3;4;5;3;NA;NA;6;3;NA
L;Racodium rupestre;1;7;4;2;NA;NA;3;2;NA
L;Ramalina dilacerata;NA;NA;NA;NA;NA;NA;NA;NA;2
L;Ramalina elegans;NA;NA;NA;NA;NA;NA;NA;NA;2
L;Ramalina farinacea;6;4;5;3;NA;NA;5;6;NA
L;Ramalina fastigiata;7;6;6;5;NA;NA;5;4;NA
L;Ramalina fraxinea;7;5;6;5;NA;NA;5;4;NA
L;Ramalina obtusata;NA;NA;NA;NA;NA;NA;NA;NA;1
L;Ramalina pollinaria;7;5;4;4;NA;NA;3;NA;NA
L;Ramalina thrausta;NA;NA;NA;NA;NA;NA;NA;NA;2
L;Rhizocarpon geographicum;9;NA;3;2;NA;NA;NA;NA;NA
L;Rhizocarpon obscuratum;6;5;3;2;NA;NA;4;NA;NA
L;Sclerophora nivea;5;4;7;4;NA;NA;6;4;NA
L;Solorina crocea;8;9;3;2;NA;NA;1;6;NA
L;Solorina saccata;6;6;8;2;NA;NA;NA;6;NA
L;Solorinella asteriscus;8;1;8;3;NA;NA;8;NA;NA
L;Sphaerophorus fragilis;8;8;4;3;NA;NA;2;4;NA
L;Sphaerophorus globosus;5;9;3;1;NA;NA;4;2;NA
L;Sphaerophorus melanocarpus;NA;NA;NA;NA;NA;NA;NA;NA;4
L;Staurolemma omphalarioides;NA;NA;NA;NA;NA;NA;NA;NA;1
L;Staurothele fissa;5;NA;7;3;NA;NA;4;2;NA
L;Stenocybe major;4;9;3;1;NA;NA;4;2;NA
L;Stenocybe pullatula;7;6;3;2;NA;NA;4;6;NA
L;Stereocaulon dactylophyllum;7;7;3;2;NA;NA;4;4;NA
L;Stereocaulon delisei;NA;NA;NA;NA;NA;NA;NA;NA;3
L;Stereocaulon tomentosum;8;6;3;1;NA;NA;4;6;NA
L;Stereocaulon vesuvianum;8;6;6;3;NA;NA;NA;NA;NA
L;Sticta canariensis;NA;NA;NA;NA;NA;NA;NA;NA;1
L;Sticta sylvatica;5;9;5;4;NA;NA;6;2;NA
L;Thamnolia vermicularis;8;8;2;1;NA;NA;1;6;NA
L;Thelomma ocellatum;8;6;5;7;NA;NA;4;3;NA
L;Toninia caeruleonigricans;8;NA;8;2;NA;NA;NA;6;NA
L;Umbilicaria cylindrica;9;7;3;3;NA;NA;2;NA;NA
L;Umbilicaria deusta;9;7;4;4;NA;NA;3;NA;NA
L;Umbilicaria hirsuta;8;5;5;5;NA;NA;NA;NA;NA
L;Umbilicaria polyrrhiza;8;7;4;3;NA;NA;5;2;NA
L;Usnea filipendula;7;6;3;2;NA;NA;4;6;NA
L;Usnea florida;7;7;5;3;NA;NA;5;2;2
L;Usnea fragilescens;NA;NA;NA;NA;NA;NA;NA;NA;4
L;Usnea hirta;7;5;3;2;NA;NA;4;6;NA
L;Usnea longissima;NA;NA;NA;NA;NA;NA;NA;NA;2
L;Usnea subfloridana;7;6;5;3;NA;NA;4;3;NA
L;Xanthoparmelia conspersa;9;3;5;6;NA;NA;5;NA;NA
L;Xanthoparmelia mougeotii;8;7;4;3;NA;NA;6;2;NA
L;Xanthoparmelia somloensis;9;NA;4;6;NA;NA;5;6;NA
L;Xanthoria candelaria;7;3;6;7;NA;NA;NA;NA;NA
L;Xanthoria elegans;9;NA;8;7;NA;NA;NA;NA;NA
L;Xanthoria parietina;7;3;7;6;NA;NA;5;6;NA
L;Xanthoria polycarpa;7;3;6;6;NA;NA;5;4;NA
