Scientific_name	Family	Svenskt_namn	Dyntaxa_ID_number	Establishment	Red-listed	Time_of_immigration	Index_of_invasive_concern	Biodiversity_relevance	Nectar_production	Heat_requirement	Cold_requirement	Temp_optimum	Continentality	Light	Moisture	Soil_reaction_pH	Nitrogen	Phosphorus	Salinity	Grazing_mowing	Soil_disturbance	Longevity	Pollinator_dependence	Phenology	Extreme_phenology	Seed_dormancy	Seed_bank	Seed_disperser	Nitrogen_fixation	Photosynthetic_pathway	Mycorrhiza	Carnivory	Parasitism
Anthoxanthum odoratum L.	Poaceae	sydvårbrodd	222220	Resident	Not Red-listed	0	0	4	1	8	2	5	4	5	4	5	4	2	2	6	3	4	0b	5	4	2	2	Passive	0	C3	AM	0	0
Anthriscus caucalis M. Bieb.	Apiaceae	taggkörvel	62	Resident	VU	1	4	2	3	13	3	4	3	5	4	8	8	5	3	2	8	1	0c	5	4		3	Adh	0	C3	AM	0	0
Anthriscus cerefolium (L.) Hoffm.	Apiaceae	dansk körvel	63	Resident	Not Red-listed	1	4	2	3	12	3	4	5	5	2	8	7	5	2	2	7	1	1	6	3	2		Passive	0	C3	AM	0	0
Anthriscus sylvestris (L.) Hoffm.	Apiaceae	hundkäx	219627	Resident	Not Red-listed	0	0	4	5	5	2	7	5	5	5	6	7	4	2	3	2	4	1	6	3	4	2	Passive	0	C3	AM	0	0
Anthyllis vulneraria L.	Fabaceae	getväppling	219628	Resident	Not Red-listed	0	0	4	5	3	2	8	4	7	3	7	3	3	1	5	4	3	1a	7	2	2	4	Passive	1	C3	AM	0	0
Antirrhinum majus L.	Plantaginaceae	lejongap	221163	Non-resident	Not Red-listed			3	6	13	2	3	5	6	2	7	7	3	2	1	8	3	1a	11	4	2	3	Passive	0	C3	AM	0	0
Apera interrupta (L.) P. Beauv.	Poaceae	alvarkösa	1856	Resident	NT	0	0	1	1	13	2	3	5	7	4	7	4	1	1	4	8	0	0b					Passive	0	C3	AM	0	0
Apera spica-venti (L.) P. Beauv.	Poaceae	kösa	222223	Resident	NT	1	4	3	1	10	3	5	7	7	2	6	7	4	1	2	9	1	0b	10	3	1	3	Passive	0	C3	AM	0	0
Aphanes arvensis L.	Rosaceae	storjungfrukam	222224	Resident	Not Red-listed	1	4	1	1	11	2	4	5	6	3	6	3	4	1	4	9	1	0d	5	4	2	4	Passive	0	C3	AM	0	0
Aphanes australis Rydb.	Rosaceae	småjungfrukam	1707	Resident	NT	1	4	1	1	11	3	5	5	6	2	5	3	3	1	5	7	1	0d	5	4		4	Passive	0	C3	AM	0	0
Apium graveolens L.	Apiaceae	selleri	78	Resident	CR	0	0	3	4	13	2	3	4	7	8	7	8	5	4		5	2	0c	10	3	2	4	Passive	0	C3	AM	0	0
Aquilegia vulgaris L.	Ranunculaceae	akleja	222790	Resident	Not Red-listed	1	4	3	4	7	3	7	5	4	4	6	4	4	1	4	3	4	1a	7	2	2	2	Passive	0	C3	AM	0	0
Arabidopsis arenosa (L.) Lawalrée	Brassicaceae	sandtrav	220468	Resident	Not Red-listed	3	9,2	2	3	4	4	9	7	5	2	4	3	4	2	3	7	3	1	5	4		2	Passive	0	C3	None	0	0
Arabidopsis petraea (L.) V. I. Dorof.	Brassicaceae	strandtrav	220469	Resident	Not Red-listed	0	0	2	2	2	10	14	5	6	4	7	4	4	2	3	7	3						Passive	0	C3	None	0	0
Arabidopsis suecica (Fr.) Norrl.	Brassicaceae	grustrav	222791	Resident	Not Red-listed	5	11,4	1	2	4	7	11	6	7	2	5	3	5	1	3	7	1	1	6	3			Passive	0	C3	None	0	0
Arabidopsis thaliana (L.) Heynh.	Brassicaceae	backtrav	220417	Resident	Not Red-listed	0	0	3	2	5	2	7	4	7	2	5	3	4	2	4	8	1	0c	5	4	2	3	Passive	0	C3	None	0	0
Arabis alpina L.	Brassicaceae	fjälltrav	220419	Resident	Not Red-listed	0	0	3	6	2	16	17		7	6	5	4	4	1	5	6	4	1			2	1	Passive	0	C3	None	0	0
Arabis blepharophylla Hook. & Arn.	Brassicaceae	vårtrav	220420	Resident	Not Red-listed	6	15	2	5	13	3	4	6	5	4	7	4	4	1	3		4	1			1		Passive	0	C3	None	0	
Arabis caucasica Willd. ex Schltdl.	Brassicaceae	fagertrav	220421	Resident	Not Red-listed	5	12	3	6	10	2	4	4	6	4	6	4	5	1	5	3	4	2	4	5	2		Passive	0	C3	None	0	0
Arabis hirsuta (L.) Scop.	Brassicaceae	lundtrav	220423	Resident	Not Red-listed	0	0	3	3	4	2	7	3	5	2	6	4	3	1	4	6	4	1	6	3		2	Passive	0	C3	None	0	0
Arabis planisiliqua (Pers.) Rchb.	Brassicaceae	gotlandstrav	81	Resident	EN	3	5,6	2	3	13	4	5	7	6	6	6		4	1	3	7	2						Passive	0	C3	None	0	0
Arctium lappa L.	Asteraceae	stor kardborre	219634	Resident	Not Red-listed	1	4	4	4	10	3	5	6	7	4	7	8	5	1	3	7	2	0c	11	4	2	4	Adh	0	C3	AM	0	0
Arctium minus Bernh.	Asteraceae	liten kardborre	219947	Resident	Not Red-listed	1	4	4	4	9	3	6	4	5	5	6	8	5	1	3	7	2	1	11	4	2	3	Adh	0	C3	AM	0	0
Arctium nemorosum Lej.	Asteraceae	lundkardborre	219948	Resident	Not Red-listed	0	0	3	4	11	4	6	3	4	5	7	8	5	1	3	7	2	0c	11	4	3		Adh	0	C3	AM	0	0
Arctium tomentosum Mill.	Asteraceae	ullkardborre	219950	Resident	Not Red-listed	1	4	4	4	8	4	7	6	6	5	7	8	5	2	3	7	2	1	10	3		1	Adh	0	C3	AM	0	0
Arctophila fulva (Trin.) Andersson	Poaceae	hänggräs	83	Resident	VU	0	0	1	1	4	12	14	7	7	8	7	6	3	2	5	3	4	0b					Passive	0	C3	AM	0	0
Arctostaphylos uva-ursi (L.) Spreng.	Ericaceae	mjölon	221078	Resident	Not Red-listed	0	0	3	4	3	4	10	6	5	2	5	1	1	2	5	5	4	1a	6	3	4	1	Bird	0	C3	EriM/ArbM	0	0
Arctous alpina (L.) Nied.	Ericaceae	ripbär	219951	Resident	Not Red-listed	0	0	1	4	2	13	15	6	6	3	4	2	1	1	4	2	4	0c			4	1	Bird	0	C3	EriM	0	0
Aremonia agrimonoides (L.) DC.	Rosaceae	aremonia	219952	Resident	Not Red-listed	7	6,2	1	3					4	4	7	6	3	1	4		4	1					Myr	0	C3	AM	0	0
Arenaria gothica Fr.	Caryophyllaceae	kalknarv	1857	Resident	NT	0	0	1	3	11	7	8		7	4	8	2	3	1	4	7	3	0c			2		Passive	0	C3	None	0	0
Arenaria humifusa Wahlenb.	Caryophyllaceae	grusnarv	84	Resident	NT	0	0	1	3	2	17	17		7	6	7		3	1	7	7	4	0c					Passive	0	C3	None	0	0
Arenaria leptoclados (Rchb.) Guss.	Caryophyllaceae	spädnarv	1725	Resident	CR	4	7,7	3	3	13	2	3	5	7	3	7	4	4	1	4	8	2	0c	7	2		3	Passive	0	C3	None	0	0
Arenaria norvegica Gunnerus	Caryophyllaceae	skrednarv	1858	Resident	NT	0	0	1	3	2	16	17		7	5	8		4	1	6	6	4	0c					Passive	0	C3	None	0	0
Arenaria serpyllifolia L.	Caryophyllaceae	sandnarv	220647	Resident	Not Red-listed	0	0	3	3	8	2	5	4	7	3	6	4	4	1	6	7	2	0c	7	2	2	3	Passive	0	C3	None	0	0
Argentina anserina (L.) Rydb.	Rosaceae	gåsört	222792	Resident	Not Red-listed	0	0	5	2	7	3	7	4	7	5	6	5	4	3	4	6	4	1	8	1		3	Passive	0	C3	AM	0	0
Aria edulis	Rosaceae	vitoxel	223208	Resident	Not Red-listed	5	18,5	5	5	12	2	3	3	4	3	6	4	3	2	3	1	4	2			4	1	Bird	0	C3	AM/EM	0	0
Aria graeca	Rosaceae	balkanoxel	223211	Resident	Not Red-listed	6	21,5	5	5	13	3	4	7	6	3	8	3	1	2	3	2	4				4		Bird	0	C3	AM/EM	0	0
Aria obtusifolia	Rosaceae	norskoxel	1508	Resident	EN	0	0	5	5	11	7	8	2	6	2	6	4	2	2	3		4	2					Bird	0	C3	AM/EM	0	0
Aria rupicola	Rosaceae	klippoxel	223220	Resident	Not Red-listed	0	0	5	5	11	5	7	4	5	2	5	3	2	2	3	3	4	0d	7	2	4		Bird	0	C3	AM/EM	0	0
Aristolochia clematitis L.	Aristolochiaceae	hålrot	1860	Resident	EN	1	8	1		12	3	4	6	6	2	7	7	5	1	2	2	4	1	7	2			Passive	0	C3	AM	0	0
Armeria maritima ssp. elongata	Plumbaginaceae	backtrift	223896	Resident	Not Red-listed	0	0	2	4	11	6	7	6	7	2	6	3	3	2	6	4	4	1	6	3	2	1	Passive	0	C3	AM	0	0
Armeria maritima ssp. maritima	Plumbaginaceae	strandtrift	223898	Resident	Not Red-listed	0	0	2	4	7	4	9	3	7	2	6	3	3	3	6	4	4	1	6	3	2	1	Passive	0	C3	AM	0	0
Armeria scabra Pall. ex Roem. & Schult.	Plumbaginaceae	fjälltrift	86	Resident	VU	0	0	1	4	2	17	17		7	7	8	3	2	2	6	4	4	1					Passive	0	C3	AM	0	0
Armoracia rusticana G. Gaertn., B. Mey. & Scherb.	Brassicaceae	pepparrot	220650	Resident	Not Red-listed	1	6,8	3	5	9	3	6	6	6	5	7	8	5	2	3	2	4	0a	7	2	X		Veg	0	C3	None	0	0
Arnica angustifolia Vahl	Asteraceae	fjällarnika	1861	Resident	NT	0	0	1	4	2	17	17		7	4	8	3	2	1	6	4	4	1					AirP	0	C3	AM	0	0
Arnica chamissonis Less.	Asteraceae	vägarnika	219954	Resident	Not Red-listed	6	15	1	4	7	10	11	7	7	6		5	3	1	5		4	1			2		AirP	0	C3	AM	0	0
Arnica montana L.	Asteraceae	slåttergubbe	219955	Resident	VU	0	0	2	4	8	5	8	2	6	3	3	2	3	1	7	4	4	1	8	1	2	1	AirP	0	C3	AM	0	0
Arnoseris minima (L.) Schweigg. & Körte	Asteraceae	klubbfibbla	89	Resident	EN	0	0	1	3	12	2	3	4	7	2	5	3	4	1	3	9	1	0c	10	3	4	2	AirP	0	C3	AM	0	0
Arrhenatherum elatius (L.) P. Beauv. ex J. Presl & C. Presl	Poaceae	knylhavre	222226	Resident	Not Red-listed	0	0	5	1	10	2	4	3	6	3	6	7	3	1	3	2	4	0b	8	1		3	Passive	0	C3	AM	0	0
Artemisia absinthium L.	Asteraceae	malört	219958	Resident	Not Red-listed	1	4	5	1	10	2	4	7	7	2	6	5	5	3	6	6	4	0b	12	5	2	2	Passive	0	C3	AM	0	0
Artemisia campestris L.	Asteraceae	fältmalört	219963	Resident	Not Red-listed	0	0	6	1	10	2	4	7	7	2	7	4	2	2	4	6	4	0b	12	5		3	Passive	0	C3	AM	0	0
Artemisia dracunculus L.	Asteraceae	dragon	219964	Non-resident	Not Red-listed			3	1	10	2	4	8	6	4	7	7	5	2	5	7	4	0b	12	5	2		Passive	0	C3	AM	0	0
Artemisia maritima L.	Asteraceae	strandmalört	220319	Resident	Not Red-listed	0	0	5	1	11	5	7	3	7	7	8	7	5	4	5	2	4	0b	13	6	3	2	Passive	0	C3	AM	0	0
Artemisia oelandica (Besser) Krasch.	Asteraceae	alvarmalört	91	Resident	Not Red-listed	0	0	4	1	13	7	7	8	5	2	8	2	2	2	4	3	4	0b				1	Passive	0	C3	AM	0	0
Artemisia pontica L.	Asteraceae	romersk malört	219970	Resident	Not Red-listed	4	8	2	1	12	4	5	7		2	7		3	1	3	7		0b					Passive	0	C3	AM	0	0
Artemisia rupestris L.	Asteraceae	stenmalört	1862	Resident	Not Red-listed	0	0	1	1	13	7	7	9	6	4	8	2	1	2	4	5	4	0b					Passive	0	C3	AM	0	0
Artemisia stelleriana Besser	Asteraceae	sandmalört	92	Extinct	RE	5	0	1	1	12	7	7	8	8				4	3		8	3	0b			2		Passive	0	C3	AM	0	0
Artemisia tanacetifolia L.	Asteraceae	brantmalört	6011214	Resident	VU	0	0	1	1	6	14	14		7	3	8	2	1	1			4	0b					Passive	0	C3	AM	0	0
Artemisia vulgaris L.	Asteraceae	gråbo	219976	Resident	Not Red-listed	0	0	6	1	6	3	7	5	7	2	6	8	5	2	3	6	4	0b	11	4	2	2	Adh	0	C3	AM	0	0
Arum maculatum L.	Araceae	fläckig munkhätta	219557	Resident	Not Red-listed	3	9,2	1		13	3	4	4	1	5	7	7	5	1	3	1	4	2	7	2	4	1	Bird	0	C3	AM	0	0
Aruncus dioicus (Walter) Fernald	Rosaceae	plymspirea	222978	Resident	Not Red-listed	5	14	2	4	8	3	6	4	2	6	4	6	4	1	2	1	4	2	8	1		2	AirW	0	C3	AM	0	0
Asarum europaeum L.	Aristolochiaceae	hasselört	222979	Resident	Not Red-listed	1	6	1		10	4	6	7	3	3	7	5	3	1	1	1	4	0c	8	1		2	Myr	0			0	0
Asparagus officinalis L.	Asparagaceae	sparris	222176	Resident	Not Red-listed	1	4	2	4	12	3	4	5	5	2	7	5	4	2	2	6	4	1	8	1		1	Bird	0	C3	AM	0	0
Asperugo procumbens L.	Boraginaceae	paddfot	109	Resident	NT	0	0	1	4	5	3	8	7	5	4	7	7	5	2	3	8	1	0c	7	2	4		Adh	0	C3	AM	0	0
Asperula cynanchica L.	Rubiaceae	rosenmåra	6002861	Resident	Not Red-listed	7	9,5	3	2	12	2	3	5	7	3	8	3	2	1	4	4	4	0c			2	2	Adh	0	C3	AM	0	0
Asperula tinctoria L.	Rubiaceae	färgmåra	221409	Resident	Not Red-listed	0	0	2	2	11	4	6	8	6	2	8	3	2	1	4	4	4	1	9	2		1	Passive	0	C3	AM	0	0
Asplenium adiantum-nigrum L.	Aspleniaceae	glansbräken	110	Resident	NT	0	0	1	1	13	1	2	2	3	4	5	2	2	2	4		4	0b	10	3		1	AirD	0	C3	AM	0	0
Asplenium adulterinum Milde	Aspleniaceae	brunbräken	111	Resident	VU	0	0	1	1	9	9	10	5	3	4	7	2	1	1	4		4	0b					AirD	0	C3	AM	0	0
Asplenium ceterach L.	Aspleniaceae	mjältbräken	304	Resident	CR	0	0	1	1	13	2	3		6	2	8	2	1	1	4		4	0b					AirD	0	C3	AM	0	0
Asplenium ruta-muraria L.	Aspleniaceae	murruta	222730	Resident	Not Red-listed	0	0	1	1	5	2	7	4	4	2	8	1	2	2	4		4	0b	10	3			AirD	0	C3	AM	0	0
Asplenium scolopendrium L.	Aspleniaceae	hjorttunga	1228	Resident	EN	0	0	2	1	13	2	3	2	2	5	8	2	1	1	2		4	0b					AirD	0	C3	AM	0	0
Asplenium septentrionale (L.) Hoffm.	Aspleniaceae	gaffelbräken	222732	Resident	Not Red-listed	0	0	1	1	5	3	8	5	5	3	4	2	2	1	4		4	0b	9	2			AirD	0	C3	AM	0	0
Asplenium trichomanes ssp. quadrivalens	Aspleniaceae	kalksvartbräken	6012035	Resident	Not Red-listed	0	0	1	1	6	2	6	3	3	3	8	2	1	1	4		4	0b	9	2			AirD	0	C3	AM	0	0
Asplenium trichomanes ssp. trichomanes	Aspleniaceae	vanlig svartbräken	224869	Resident	Not Red-listed	0	0	1	1	6	2	6	3	3	3	5	2	2	1	4		4	0b	9	2			AirD	0	C3	AM	0	0
Asplenium viride Huds.	Aspleniaceae	grönbräken	222734	Resident	Not Red-listed	0	0	1	1	2	7	12	6	4	6	7	2	1	1	4		4	0b					AirD	0	C3	AM	0	0
Astragalus alpinus L.	Fabaceae	fjällvedel	221165	Resident	Not Red-listed	0	0	4	5	2	10	14	7	6	5	6	1	4	1	5	4	4	2a			4	4	Passive	1	C3	AM	0	0
Astragalus arenarius L.	Fabaceae	sandvedel	114	Resident	EN	0	0	4	4	13	6	6	9	5	2	8	1	2	1	5	4	4	2a	8	1			Passive	1	C3	AM	0	0
Astragalus cicer L.	Fabaceae	kikvedel	221168	Resident	Not Red-listed	5	11	4	4	12	2	3	7	5	4	7	1	4	1			4	1a	10	3	3		Passive	1	C3	AM	0	0
Astragalus danicus Retz.	Fabaceae	strandvedel	115	Resident	CR	0	0	4	5	12	5	7	5	7	3	7	1	3	2	5	5	4	2a			1	2	Passive	1	C3	AM	0	0
Astragalus frigidus (L.) A. Gray	Fabaceae	isvedel	221171	Resident	Not Red-listed	0	0	4	5	3	15	16	6	7	6	7	1	4	1	3	3	4	1a					Passive	1	C3	AM	0	0
Astragalus glycyphyllos L.	Fabaceae	sötvedel	221172	Resident	Not Red-listed	0	0	4	5	8	11	11		5	2	6	2	4	1	2	5	4	2a	8	1	2	3	Bird	1	C3	AM	0	0
Astragalus norvegicus Grauer	Fabaceae	vippvedel	221173	Resident	Not Red-listed	0	0	4	5	3	15	16			6	7	2	4	1		3	4	1a				1	Passive	1	C3	AM	0	0
Astragalus penduliflorus Lam.	Fabaceae	smällvedel	116	Resident	VU	0	0	4	5	8	10	11	7	4	3	4	2	3	1	2	4	4	2a	9	2	1		Bird	1	C3	AM	0	0
Astrantia major L.	Apiaceae	stjärnflocka	221176	Resident	Not Red-listed	4	12,8	1	5	8	3	6	4	3	6	6	6	5	1	2	4	4	1	9	2	4		Passive	0	C3	AM	0	0
Athyrium distentifolium Tausch ex Opiz	Athyriaceae	fjällbräken	219635	Resident	Not Red-listed	0	0	1	1	2	13	15		5	7	4		3	1	2	4	4	0b					AirD	0	C3	AM	0	0
Athyrium filix-femina (L.) Roth	Athyriaceae	majbräken	222736	Resident	Not Red-listed	0	0	3	1	3	2	8	5	2	7	4	7	4	2	2	1	4	0b	10	3			AirD	0	C3	AM	0	0
Atocion armeria (L.) Raf.	Caryophyllaceae	rosenglim	222737	Resident	Not Red-listed	3	12,8	1	4	8	3	6	6	7	2	6	4	4	1	1	8	1	2b	9	2	2		Passive	0	C3	None	0	0
Atocion rupestre (L.) Oxelman	Caryophyllaceae	bergglim	220651	Resident	Not Red-listed	0	0	2	5	3	8	12	5	5	2	2	3	4	1	2	6	1	1b			2	1	Passive	0	C3	None	0	0
Atriplex calotheca (Rafn) Fr.	Amaranthaceae	flikmålla	220653	Resident	Not Red-listed	0	0	4	2	12	2	3	6	7	6	8	9	5	4	3	9	1	0b	11	4			Passive	0	C3	None	0	0
Atriplex glabriuscula Edmondston	Amaranthaceae	broskmålla	220655	Resident	Not Red-listed	0	0	4	2	11	6	7	3	7	8	8	9	5	5	3	8	1	0b	12	5	4		Passive	0	C4	None	0	0
Atriplex hortensis L.	Amaranthaceae	trädgårdsmålla	220656	Resident	Not Red-listed	1	6,4	4	2	12	4	5	7	6	4	7	9	5	3	1	9	1	0b	11	4	1		Passive	0	C3	None	0	0
Atriplex laciniata L.	Amaranthaceae	sandmålla	120	Resident	VU	0	0	4	2	11	3	5	1	7	4	7	9	5	3	2	8	1	0b			4		Passive	0	C3	None	0	0
Atriplex littoralis L.	Amaranthaceae	strandmålla	220661	Resident	Not Red-listed	0	0	4	2	10	2	4	3	7	5	8	9	5	3	2	9	1	0b	10	3			Passive	0	C3	None	0	0
Atriplex longipes Drejer	Amaranthaceae	brådmålla/skaftmålla	220662	Resident	Not Red-listed	0	0	4	2	7	7	10	4	7	8	8	9	5	4	4	8	1	0b	6	3			Passive	0	C3	None	0	0
Atriplex patula L.	Amaranthaceae	vägmålla	220664	Resident	Not Red-listed	0	0	5	2	10	2	4	4	6	4	7	8	5	3	2	8	1	0b	11	4	3	4	Passive	0	C3	None	0	0
Atriplex prostrata Boucher ex DC.	Amaranthaceae	spjutmålla	220668	Resident	Not Red-listed	0	0	4	2	8	2	5	5	7	6	7	9	5	3	2	9	1	0b	11	4	3	3	Passive	0	C3	None	0	0
Atriplex rosea L.	Amaranthaceae	silvermålla	220670	Extinct	RE	4	0	4	2	13	2	3	6	8	5	7	9	5	4		8		0b					Passive	0	C3	None	0	0
Atriplex tatarica L.	Amaranthaceae	axmålla	220673	Extinct	Not Red-listed	4	12,9	4	2	12	2	3	6	7	4	7	9	5	3		9	1	0b					Passive	0	C3	None	0	0
Atropa bella-donna L.	Solanaceae	belladonna	220674	Resident	Not Red-listed	5	7,2	2		13	2	3	5	5	4	7	8	5	1	3	7	4	1a			3	3	Bird	0	C3	AM	0	0
Avena fatua L.	Poaceae	flyghavre	222230	Resident	Not Red-listed	1	4	4	1	10	2	4	6	6	3	7	7	5	1	1	9	1	0c	9	2	1	3	Passive	0	C3	AM	0	0
Avenella flexuosa (L.) Drejer	Poaceae	kruståtel	222416	Resident	Not Red-listed	0	0	4	1	2	3	9	5	4	4	3	5	2	1	4	2	4	0b	8	1	2	2	Passive	0	C3	AM	0	0
Avenula pratensis (L.) Dumort.	Poaceae	ängshavre	220178	Resident	Not Red-listed	0	0	3	1	9	3	6	5	5	3	6	3	2	1	4	2	4	0b	8	1		2	Passive	0	C3	AM	0	0
Avenula pubescens (Huds.) Dumort.	Poaceae	luddhavre	222496	Resident	Not Red-listed	0	0	4	1	6	4	8	3	5	4	6	4	2	1	5	2	4	0b	7	2		2	Passive	0	C3	AM	0	0
Baldellia ranunculoides (L.) Parl.	Alismataceae	flocksvalting	139	Resident	Not Red-listed	0	0	1		13	2	3	4	7	11	8	2	1	1	4	6	4	1	9	2	3		Passive	0	C3	None	0	0
Baldellia repens (Lam.) Ooststr. ex Lawalrée	Alismataceae	revsvalting	140	Resident	VU	0	0	1		11	3	5	3	7	11	7	5	2	1	4		4	1					Passive	0	C3	None	0	0
Ballota nigra L.	Lamiaceae	bosyska	219560	Resident	Not Red-listed	1	4	3	6	12	2	3	6	5	2	7	8	5	2	3	5	4	1a	11	4		4	Adh	0	C3	AM	0	0
Barbarea intermedia Boreau	Brassicaceae	mellangyllen	221602	Resident	Not Red-listed	4	11,4	1	4	12	2	3	4	5	4	6	7	5	1	3		2	1	6	3	3		Passive	0	C3	None	0	0
Barbarea stricta Andrz.	Brassicaceae	strandgyllen	220431	Resident	Not Red-listed	0	0	2	4	4	6	10	5	7	8	6	8	5	2	3	8	2	1	7	2	2	2	Passive	0	C3	None	0	0
Barbarea vulgaris R. Br.	Brassicaceae	sommargyllen	220433	Resident	Not Red-listed	0	0	3	4	4	2	7	6	6	3	6	7	5	2	3	7	3	1	5	4	2	3	Passive	0	C3	None	0	0
Bartsia alpina L.	Orobanchaceae	svarthö	220434	Resident	Not Red-listed	0	0	2	5	2	7	12		6	7	7	4	2	1	3	3	4	1a				1	Passive	0	C3	None	0	0
Beckmannia syzigachne (Steud.) Fernald	Poaceae	radgräs	222235	Resident	Not Red-listed	5	14,7	1	1	7	4	8	6	6	9	6	6	3	1	5	7		0b	11	4	2		Passive	0		AM	0	0
Bellis perennis L.	Asteraceae	tusensköna	220997	Resident	Not Red-listed	0	0	3	4	7	3	7	5	6	5	7	5	3	2	8	4	4	0c	3	6	1	3	Adh	0	C3	AM	0	0
Berberis thunbergii DC.	Berberidaceae	häckberberis	222794	Resident	Not Red-listed	6	19,4	3	5	10	4	6	4	4	5	4	6	4	1	4	2	4	1	6	3	4	1	Bird	0	C3	AM	0	0
Berberis vulgaris L.	Berberidaceae	berberis	222795	Resident	Not Red-listed	1	10,3	4	5	10	3	5	5	5	3	7	3	1	1	4	2	4	1	6	3	3	1	Bird	0	C3	AM	0	0
Bergenia cordifolia (Haw.) Sternb.	Saxifragaceae	hjärtbergenia	222796	Non-resident	Not Red-listed			1		11	5	7	8	4	3		5	3	1	1		4		5	4			Passive	0			0	0
Bergenia crassifolia (L.) Fritsch	Saxifragaceae	bergenia	223331	Non-resident	Not Red-listed			1		11	4	6	8	4	3		5	3	1	1		4						Passive	0			0	0
Berteroa incana (L.) DC.	Brassicaceae	sandvita	223332	Resident	Not Red-listed	1	6	3	4	7	4	8	6	7	3	6	6	5	2	4	7	3	1	9	2		2	Passive	0	C3	None	0	0
Berula erecta (Huds.) Coville	Apiaceae	bäckmärke	220435	Resident	Not Red-listed	0	0	3	5	11	3	5	5	4	11	7	6	3	2	3	2	4	1	10	3		2	Passive	0	C3	AM	0	0
Beta vulgaris L.	Amaranthaceae	beta	220681	Resident	Not Red-listed	0	0	3	2	12	2	3	2	7	5	8	9	5	4	2	7	2	0b	10	3		3	Passive	0	C3	None	0	0
Betonica macrantha K. Koch	Lamiaceae	praktbetonika	221830	Non-resident	Not Red-listed			1	6	6	7	10	7	5	4	6	5	3	1	2	3	4		7	2			Passive	0	C3	AM	0	0
Betonica officinalis L.	Lamiaceae	humlesuga	1524	Resident	EN	0	0	4	6	12	3	4	5	5	5	6	3	3	1	5	5	4	0c	10	3	2	2	Passive	0	C3	AM	0	0
Betula nana L.	Betulaceae	dvärgbjörk	220682	Resident	Not Red-listed	0	0	7	1	3	9	13	5	5	7	3	2	1	1	3	7	4	0b	5	4	4	2	AirW	0	C3	EM	0	0
Betula pendula Roth	Betulaceae	vårtbjörk	221394	Resident	Not Red-listed	0	0	8	1	6	4	8	7	5	4	4	4	3	2	3	5	4	0b	5	4	2	4	AirW	0	C3	EM	0	0
Betula pubescens Ehrh.	Betulaceae	glasbjörk	221395	Resident	Not Red-listed	0	0	8	1	3	5	11	5	5	7	2	5	3	2	3	5	4	0b	5	4	2	3	AirW	0	C3	EM	0	0
Bidens cernua L.	Asteraceae	nickskära	219995	Resident	Not Red-listed	0	0	2	4	9	4	7	7	7	9	7	9	5	2	2	8	1	1	12	5	4	2	Adh	0	C3	AM	0	0
Bidens pilosa	Asteraceae	nålskära	219998	Resident	Not Red-listed	7	?	1	4	12	1	2		7					2	2	8	1	1					Adh	0	C3	AM	0	0
Bidens radiata Thuill.	Asteraceae	grönskära	146	Resident	VU	0	0	1	4	8	7	9	8	7	9	6	7	4	2	2	8	1	1	10	3	1		Adh	0	C3	AM	0	0
Bidens tripartita L.	Asteraceae	brunskära	220001	Resident	Not Red-listed	0	0	2	4	8	3	6	7	5	9	5	7	5	2	2	8	1	1	11	4		4	Adh	0	C3	AM	0	0
Bistorta officinalis Delarbre	Polygonaceae	stor ormrot	220684	Resident	Not Red-listed	1	8	3	4	7	4	8	6	4	6	6	6	5	1	2	2	4	1	9	2		3	Passive	0	C3	None	0	0
Bistorta vivipara (L.) Delarbre	Polygonaceae	ormrot	220685	Resident	Not Red-listed	0	0	1	3	2	10	14	5	5	5	5	2	4	2	6	3	4	0a				3	Passive	0	C3	AM/EM	0	0
Blackstonia perfoliata (L.) Huds.	Gentianaceae	gulört	6024008	Resident	Not Red-listed	8	7,2	1		13	2	3	3	7	5	8	6	2	1		7	2	0c				2	Passive	0	C3	AM	0	0
Blechnum spicant (L.) Roth	Blechnaceae	kambräken	220686	Resident	Not Red-listed	0	0	1	1	4	3	8	3	4	6	2	4	2	1	3	4	4	0b	10	3			AirD	0	C3	AM	0	0
Blitum bonus-henricus (L.) Rchb.	Amaranthaceae	lungrot	220711	Resident	VU	0	0	4	1	10	4	6	5	5	3	6	8	5	2	4	5	4	0b	7	2	2	1	Passive	0	C3	None	0	0
Blitum capitatum L.	Amaranthaceae	smultronmålla	220714	Extinct	Not Red-listed	3	8,8	1	1	13	4	5	7	7	5	7	8	5	2	2	9	1	0b			2		Passive	0	C3	None	0	0
Blysmus compressus (L.) Panz. ex Link	Cyperaceae	plattsäv	222738	Resident	VU	0	0	1	1	10	4	6	6	7	6	8	3	3	3	7	4	4	0b	8	1			Passive	0	C3	None	0	0
Blysmus rufus (Huds.) Link	Cyperaceae	rödsäv	222237	Resident	VU	0	0	1	1	9	6	8	5	7	6	8	3	3	4	7	4	4	0b	8	1			Passive	0	C3	None	0	0
Bolboschoenus maritimus (L.) Palla	Cyperaceae	havssäv	222660	Resident	Not Red-listed	0	0	3	1	10	2	4	5	7	10	8	7	5	3	4	2	4	0b	10	3		2	Passive	0	C3	None	0	0
Borago officinalis L.	Boraginaceae	gurkört	222238	Resident	Not Red-listed	4	5	3	6	11	1	3	6	5	5	6	7	4	2	1	9	1	1a	10	3	2	1	Myr	0	C3	AM	0	0
