"","ind","reg","low","med","upp"
"1","Total_w","C",0.646305428834621,0.661681090285116,0.676374965662387
"2","Total_w","N",0.613864762820751,0.633081598938319,0.64789005067221
"3","Total_w","W",0.59436301706133,0.612658400931273,0.635564639416712
"4","Total_w","S",0.598080486585811,0.617697845182622,0.647480286658742
"5","Total_w","E",0.607158475442745,0.634464179945826,0.653707845543975
"6","Total_w","Norge",0.610860039575198,0.63248142891864,0.64835722068297
