"","ind","reg","low","med","upp"
"1","Total","C",0.679885512553274,0.710306350194342,0.727503537649286
"2","Total","N",0.653268875853286,0.68793998142492,0.719901676165433
"3","Total","W",0.659297420328399,0.680985497444063,0.7212000237166
"4","Total","S",0.606705525037701,0.636901127920741,0.68571911642714
"5","Total","E",0.665637811134843,0.702443574499581,0.72765350235182
"6","Total","Norge",0.637271543164209,0.689427038304008,0.72484353071143
