"","ind","reg","per","low","med","upp"
"1","Total","C",6,0.383506197352092,0.409076520627651,0.429924923764647
"2","Total","N",6,0.426332630916845,0.443965518844553,0.459025845395154
"3","Total","W",6,0.356318250860324,0.37299837852275,0.4086117676448
"4","Total","S",6,0.421769046863134,0.439152191111152,0.454781404836248
"5","Total","E",6,0.406181267099867,0.422962718299192,0.437420774777488
"6","Total","Norge",6,0.412407487937415,0.421665485284926,0.430690534261112
