"","ind","reg","per","low","med","upp"
"1","Total_w","C",6,0.403356756423116,0.431937387463039,0.454159759602719
"2","Total_w","N",6,0.451046143051667,0.469661700000665,0.479953756778435
"3","Total_w","W",6,0.374764216756567,0.392998574240704,0.43174165476517
"4","Total_w","S",6,0.441424398181869,0.460393670712251,0.477116623389439
"5","Total_w","E",6,0.435524770976597,0.454342778955739,0.469406972926034
"6","Total_w","Norge",6,0.437455145638939,0.447530714005662,0.457407903786216
