"","OBJECTID","SSBID","ANOID","RSIZE","ROW","COL","XCOOR","YCOOR","ANONUM","PakkeNr","Overvåkingsår","CountyNr","MunicNr","CountyName","Region.x","RegionNr","Kommune_OLD","Kommune","Fylke","Region.y","refs_blabar"
"1187",645,20540006853500,"ANO1111",500,322,871,54250,6853750,1111,2,NA,14,4647,"Sogn og Fjordane  nor","W",3,1431,"JØLSTER","Sogn_og_Fjordane","Vestlandet",12.5
"1188",645,20540006853500,"ANO1111",500,322,871,54250,6853750,1111,2,NA,14,4647,"Sogn og Fjordane  nor","W",3,1432,"FØRDE","Sogn_og_Fjordane","Vestlandet",12.5
"1189",645,20540006853500,"ANO1111",500,322,871,54250,6853750,1111,2,NA,14,4647,"Sogn og Fjordane  nor","W",3,1433,"NAUSTDAL","Sogn_og_Fjordane","Vestlandet",12.5
"1190",3,30535007791000,"ANO1112",500,2321,2746,1053750,7791250,1112,1,NA,20,5444,"Finnmark nor 1","N",1,2030,"SØR-VARANGER","Finnmark","Nord-Norge",2.5
"1191",913,20810006621500,"ANO1114",500,376,407,81250,6621750,1114,3,NA,8,3824,"Telemark nor","S",4,833,"TOKKE","Telemark","Sørlandet",10
"1192",48,27510007702000,"ANO1115",500,1716,2568,751250,7702250,1115,1,NA,19,5428,"Troms nor 1","N",1,1942,"NORDREISA","Troms","Nord-Norge",5
"1193",768,22345006734500,"ANO1116",500,683,633,234750,6734750,1116,3,NA,5,3447,"Oppland nor","E",5,536,"SØNDRE_LAND","Oppland","Østlandet",12.5
"1194",692,22845006997000,"ANO1118",500,783,1158,284750,6997250,1118,2,NA,50,5027,"Trøndelag nor","C",2,1648,"MIDTRE_GAULDAL","Sør-Trøndelag","Midt-Norge",12.5
"1195",653,23375007131500,"ANO1119",500,889,1427,337750,7131750,1119,2,NA,50,5007,"Trøndelag nor","C",2,1703,"NAMSOS","Nord-Trøndelag","Midt-Norge",12.5
"1196",653,23375007131500,"ANO1119",500,889,1427,337750,7131750,1119,2,NA,50,5007,"Trøndelag nor","C",2,1725,"NAMDALSEID","Nord-Trøndelag","Midt-Norge",12.5
"1197",653,23375007131500,"ANO1119",500,889,1427,337750,7131750,1119,2,NA,50,5007,"Trøndelag nor","C",2,1748,"FOSNES","Nord-Trøndelag","Midt-Norge",12.5
"1198",689,21015006783000,"ANO1121",500,417,730,101750,6783250,1121,2,NA,14,4642,"Sogn og Fjordane  nor","W",3,1422,"LÆRDAL","Sogn_og_Fjordane","Vestlandet",12.5
"1199",42,25980007699000,"ANO1124",500,1410,2562,598250,7699250,1124,1,NA,19,5421,"Troms nor 1","N",1,1927,"TRANØY","Troms","Nord-Norge",5
"1200",42,25980007699000,"ANO1124",500,1410,2562,598250,7699250,1124,1,NA,19,5421,"Troms nor 1","N",1,1928,"TORSKEN","Troms","Nord-Norge",5
"1201",42,25980007699000,"ANO1124",500,1410,2562,598250,7699250,1124,1,NA,19,5421,"Troms nor 1","N",1,1929,"BERG","Troms","Nord-Norge",5
"1202",42,25980007699000,"ANO1124",500,1410,2562,598250,7699250,1124,1,NA,19,5421,"Troms nor 1","N",1,1931,"LENVIK","Troms","Nord-Norge",5
"1203",840,22775006876000,"ANO1125",500,769,916,277750,6876250,1125,3,NA,4,3424,"Hedmark nor","E",5,432,"RENDALEN","Hedmark","Østlandet",10
"1204",561,24145007220500,"ANO1132",500,1043,1605,414750,7220750,1132,2,NA,50,5044,"Trøndelag nor","C",2,1740,"NAMSSKOGAN","Nord-Trøndelag","Midt-Norge",12.5
"1205",675,19880006569500,"ANO1133",500,190,303,-11750,6569750,1133,2,NA,11,1130,"Rogaland nor","W",3,1130,"STRAND","Rogaland","Vestlandet",12.5
"1206",836,21725006680500,"ANO1135",500,559,525,172750,6680750,1135,3,NA,6,3052,"Buskerud nor","E",5,633,"NORE_OG_UVDAL","Buskerud","Østlandet",10
"1207",556,22995007200500,"ANO1136",500,813,1565,299750,7200750,1136,2,NA,50,5060,"Trøndelag nor","C",2,1750,"VIKNA","Nord-Trøndelag","Midt-Norge",12.5
"1208",556,22995007200500,"ANO1136",500,813,1565,299750,7200750,1136,2,NA,50,5060,"Trøndelag nor","C",2,1751,"NÆRØY","Nord-Trøndelag","Midt-Norge",12.5
"1209",105,24340007357500,"ANO1137",500,1082,1879,434250,7357750,1137,1,NA,18,1833,"Nordland nor","N",1,1833,"RANA","Nordland","Nord-Norge",10
"1210",182,27990007675000,"ANO1138",500,1812,2514,799250,7675250,1138,1,NA,20,5430,"Finnmark nor 1","N",1,2011,"GUOVDAGEAIDNU_KAUTOKEINO","Finnmark","Nord-Norge",2.5
"1211",737,22640006913500,"ANO1139",500,742,991,264250,6913750,1139,3,NA,4,3427,"Hedmark nor","E",5,437,"TYNSET","Hedmark","Østlandet",10
"1212",710,23830006796000,"ANO1141",500,980,756,383250,6796250,1141,3,NA,4,3421,"Hedmark nor","E",5,428,"TRYSIL","Hedmark","Østlandet",12.5
"1213",510,23525007148000,"ANO1143",500,919,1460,352750,7148250,1143,2,NA,50,5047,"Trøndelag nor","C",2,1744,"OVERHALLA","Nord-Trøndelag","Midt-Norge",12.5
"1214",82,27970007718000,"ANO1144",500,1808,2600,797250,7718250,1144,1,NA,20,5430,"Finnmark nor 1","N",1,2011,"GUOVDAGEAIDNU_KAUTOKEINO","Finnmark","Nord-Norge",2.5
"1215",474,21370006957500,"ANO1145",500,488,1079,137250,6957750,1145,2,NA,15,1539,"Møre og Romsdal  nor","C",2,1539,"RAUMA","Møre_og_Romsdal","Midt-Norge",12.5
"1216",126,27845007755500,"ANO1146",500,1783,2675,784750,7755750,1146,1,NA,19,5429,"Troms nor 1","N",1,1943,"KVÆNANGEN","Troms","Nord-Norge",5
"1217",51,27200007702500,"ANO1147",500,1654,2569,720250,7702750,1147,1,NA,19,5426,"Troms nor 1","N",1,1940,"GÁIVUOTNA_KÅFJORD","Troms","Nord-Norge",5
"1218",774,23055006735500,"ANO1149",500,825,635,305750,6735750,1149,3,NA,4,3413,"Hedmark nor","E",5,417,"STANGE","Hedmark","Østlandet",12.5
"1219",511,20620006669000,"ANO1150",500,338,502,62250,6669250,1150,2,NA,12,4618,"Hordaland nor","W",3,1227,"JONDAL","Hordaland","Vestlandet",12.5
"1220",511,20620006669000,"ANO1150",500,338,502,62250,6669250,1150,2,NA,12,4618,"Hordaland nor","W",3,1228,"ODDA","Hordaland","Vestlandet",12.5
"1221",511,20620006669000,"ANO1150",500,338,502,62250,6669250,1150,2,NA,12,4618,"Hordaland nor","W",3,1231,"ULLENSVANG","Hordaland","Vestlandet",12.5
"1222",515,23530007153500,"ANO1151",500,920,1471,353250,7153750,1151,2,NA,50,5047,"Trøndelag nor","C",2,1744,"OVERHALLA","Nord-Trøndelag","Midt-Norge",12.5
"1223",581,20815006817500,"ANO1152",500,377,799,81750,6817750,1152,2,NA,14,4640,"Sogn og Fjordane  nor","W",3,1418,"BALESTRAND","Sogn_og_Fjordane","Vestlandet",12.5
"1224",581,20815006817500,"ANO1152",500,377,799,81750,6817750,1152,2,NA,14,4640,"Sogn og Fjordane  nor","W",3,1419,"LEIKANGER","Sogn_og_Fjordane","Vestlandet",12.5
"1225",581,20815006817500,"ANO1152",500,377,799,81750,6817750,1152,2,NA,14,4640,"Sogn og Fjordane  nor","W",3,1420,"SOGNDAL","Sogn_og_Fjordane","Vestlandet",12.5
"1226",500,23160006967500,"ANO1153",500,846,1099,316250,6967750,1153,2,NA,50,5026,"Trøndelag nor","C",2,1644,"HOLTÅLEN","Sør-Trøndelag","Midt-Norge",12.5
"1227",808,21780006552500,"ANO1154",500,570,269,178250,6552750,1154,3,NA,8,3813,"Telemark nor","S",4,814,"BAMBLE","Telemark","Sørlandet",12.5
"1228",712,23660006799500,"ANO1155",500,946,763,366250,6799750,1155,3,NA,4,3421,"Hedmark nor","E",5,428,"TRYSIL","Hedmark","Østlandet",12.5
"1229",524,20750006867500,"ANO1157",500,364,899,75250,6867750,1157,2,NA,14,4651,"Sogn og Fjordane  nor","W",3,1449,"STRYN","Sogn_og_Fjordane","Vestlandet",12.5
"1230",972,21755006765500,"ANO1158",500,565,695,175750,6765750,1158,3,NA,5,3451,"Oppland nor","E",5,542,"NORD-AURDAL","Oppland","Østlandet",12.5
"1231",563,20215006901000,"ANO1159",500,257,966,21750,6901250,1159,2,NA,14,4649,"Sogn og Fjordane  nor","W",3,1441,"SELJE","Sogn_og_Fjordane","Vestlandet",12.5
"1232",563,20215006901000,"ANO1159",500,257,966,21750,6901250,1159,2,NA,14,4649,"Sogn og Fjordane  nor","W",3,1443,"EID","Sogn_og_Fjordane","Vestlandet",12.5
"1233",549,24480007198000,"ANO1161",500,1110,1560,448250,7198250,1161,2,NA,50,5043,"Trøndelag nor","C",2,1739,"RØYRVIK","Nord-Trøndelag","Midt-Norge",12.5
"1234",588,21365006820000,"ANO1163",500,487,804,136750,6820250,1163,2,NA,14,4643,"Sogn og Fjordane  nor","W",3,1424,"ÅRDAL","Sogn_og_Fjordane","Vestlandet",12.5
"1235",941,20635006644000,"ANO1164",500,341,452,63750,6644250,1164,3,NA,8,3825,"Telemark nor","S",4,834,"VINJE","Telemark","Sørlandet",10
"1236",866,21970006896500,"ANO1165",500,608,957,197250,6896750,1165,3,NA,5,3431,"Oppland nor","E",5,511,"DOVRE","Oppland","Østlandet",10
"1237",537,23415007182000,"ANO1166",500,897,1528,341750,7182250,1166,2,NA,50,5007,"Trøndelag nor","C",2,1703,"NAMSOS","Nord-Trøndelag","Midt-Norge",12.5
"1238",537,23415007182000,"ANO1166",500,897,1528,341750,7182250,1166,2,NA,50,5007,"Trøndelag nor","C",2,1725,"NAMDALSEID","Nord-Trøndelag","Midt-Norge",12.5
"1239",537,23415007182000,"ANO1166",500,897,1528,341750,7182250,1166,2,NA,50,5007,"Trøndelag nor","C",2,1748,"FOSNES","Nord-Trøndelag","Midt-Norge",12.5
"1240",337,25110007415500,"ANO1169",500,1236,1995,511250,7415750,1169,1,NA,18,1840,"Nordland nor","N",1,1840,"SALTDAL","Nordland","Nord-Norge",5
"1241",164,30070007908000,"ANO1170",500,2228,2980,1007250,7908250,1170,1,NA,20,5440,"Finnmark nor 1","N",1,2024,"BERLEVÅG","Finnmark","Nord-Norge",2.5
"1242",278,30210007853000,"ANO1171",500,2256,2870,1021250,7853250,1171,1,NA,20,5442,"Finnmark nor 1","N",1,2027,"UNJARGGA_NESSEBY","Finnmark","Nord-Norge",2.5
"1243",180,26955007671500,"ANO1172",500,1605,2507,695750,7671750,1172,1,NA,19,5422,"Troms nor 1","N",1,1933,"BALSFJORD","Troms","Nord-Norge",5
"1244",487,21495006959500,"ANO1174",500,513,1083,149750,6959750,1174,2,NA,15,1506,"Møre og Romsdal  nor","C",2,1502,"MOLDE","Møre_og_Romsdal","Midt-Norge",12.5
"1245",487,21495006959500,"ANO1174",500,513,1083,149750,6959750,1174,2,NA,15,1506,"Møre og Romsdal  nor","C",2,1543,"NESSET","Møre_og_Romsdal","Midt-Norge",12.5
"1246",487,21495006959500,"ANO1174",500,513,1083,149750,6959750,1174,2,NA,15,1506,"Møre og Romsdal  nor","C",2,1545,"MIDSUND","Møre_og_Romsdal","Midt-Norge",12.5
"1247",68,24135007299500,"ANO1176",500,1041,1763,413750,7299750,1176,1,NA,18,1824,"Nordland nor","N",1,1824,"VEFSN","Nordland","Nord-Norge",10
"1248",718,21470006609500,"ANO1181",500,508,383,147250,6609750,1181,3,NA,8,3820,"Telemark nor","S",4,828,"SELJORD","Telemark","Sørlandet",10
"1249",566,20650006708500,"ANO1183",500,344,581,65250,6708750,1183,2,NA,12,4618,"Hordaland nor","W",3,1227,"JONDAL","Hordaland","Vestlandet",12.5
"1250",566,20650006708500,"ANO1183",500,344,581,65250,6708750,1183,2,NA,12,4618,"Hordaland nor","W",3,1228,"ODDA","Hordaland","Vestlandet",12.5
"1251",566,20650006708500,"ANO1183",500,344,581,65250,6708750,1183,2,NA,12,4618,"Hordaland nor","W",3,1231,"ULLENSVANG","Hordaland","Vestlandet",12.5
"1252",772,21110006520500,"ANO1184",500,436,205,111250,6520750,1184,3,NA,9,4214,"Aust-Agder nor","S",4,919,"FROLAND","Aust-Agder","Sørlandet",12.5
"1253",79,27830007716500,"ANO1185",500,1780,2597,783250,7716750,1185,1,NA,19,5428,"Troms nor 1","N",1,1942,"NORDREISA","Troms","Nord-Norge",5
"1254",607,20680006834500,"ANO1187",500,350,833,68250,6834750,1187,2,NA,14,4640,"Sogn og Fjordane  nor","W",3,1418,"BALESTRAND","Sogn_og_Fjordane","Vestlandet",12.5
"1255",607,20680006834500,"ANO1187",500,350,833,68250,6834750,1187,2,NA,14,4640,"Sogn og Fjordane  nor","W",3,1419,"LEIKANGER","Sogn_og_Fjordane","Vestlandet",12.5
"1256",607,20680006834500,"ANO1187",500,350,833,68250,6834750,1187,2,NA,14,4640,"Sogn og Fjordane  nor","W",3,1420,"SOGNDAL","Sogn_og_Fjordane","Vestlandet",12.5
"1257",96,28270007732500,"ANO1189",500,1868,2629,827250,7732750,1189,1,NA,20,5430,"Finnmark nor 1","N",1,2011,"GUOVDAGEAIDNU_KAUTOKEINO","Finnmark","Nord-Norge",2.5
"1258",341,27255007773000,"ANO1190",500,1665,2710,725750,7773250,1190,1,NA,19,5427,"Troms nor 1","N",1,1941,"SKJERVØY","Troms","Nord-Norge",5
"1259",638,23720007119500,"ANO1191",500,958,1403,372250,7119750,1191,2,NA,50,5041,"Trøndelag nor","C",2,1736,"SNÅSA","Nord-Trøndelag","Midt-Norge",12.5
"1260",119,25250007384000,"ANO1192",500,1264,1932,525250,7384250,1192,1,NA,18,1840,"Nordland nor","N",1,1840,"SALTDAL","Nordland","Nord-Norge",5
"1261",516,19720006672500,"ANO1194",500,158,509,-27750,6672750,1194,2,NA,12,4614,"Hordaland nor","W",3,1221,"STORD","Hordaland","Vestlandet",12.5
"1262",116,30575007746500,"ANO1195",500,2329,2657,1057750,7746750,1195,1,NA,20,5444,"Finnmark nor 1","N",1,2030,"SØR-VARANGER","Finnmark","Nord-Norge",2.5
"1263",10,28485007798000,"ANO1196",500,1911,2760,848750,7798250,1196,1,NA,20,5436,"Finnmark nor 1","N",1,2020,"PORSANGER_PORSÁNGU_PORSANKI","Finnmark","Nord-Norge",2.5
"1264",24,30440007807500,"ANO1198",500,2302,2779,1044250,7807750,1198,1,NA,20,5444,"Finnmark nor 1","N",1,2030,"SØR-VARANGER","Finnmark","Nord-Norge",2.5
"1265",336,25200007415000,"ANO1199",500,1254,1994,520250,7415250,1199,1,NA,18,1840,"Nordland nor","N",1,1840,"SALTDAL","Nordland","Nord-Norge",5
"1266",914,20745006621500,"ANO1200",500,363,407,74750,6621750,1200,3,NA,9,4222,"Aust-Agder nor","S",4,941,"BYKLE","Aust-Agder","Sørlandet",12.5
"1267",780,21130006527500,"ANO1203",500,440,219,113250,6527750,1203,3,NA,9,4217,"Aust-Agder nor","S",4,929,"ÅMLI","Aust-Agder","Sørlandet",12.5
"1268",205,27360007687000,"ANO1205",500,1686,2538,736250,7687250,1205,1,NA,19,5425,"Troms nor 1","N",1,1939,"STORFJORD","Troms","Nord-Norge",5
"1269",367,23530007002000,"ANO1208",500,920,1168,353250,7002250,1208,2,NA,50,5033,"Trøndelag nor","C",2,1665,"TYDAL","Sør-Trøndelag","Midt-Norge",12.5
"1270",276,29605007852000,"ANO1210",500,2135,2868,960750,7852250,1210,1,NA,20,5438,"Finnmark nor 1","N",1,2022,"LEBESBY","Finnmark","Nord-Norge",2.5
"1271",541,24375007191500,"ANO1211",500,1089,1547,437750,7191750,1211,2,NA,50,5043,"Trøndelag nor","C",2,1739,"RØYRVIK","Nord-Trøndelag","Midt-Norge",12.5
"1272",22,30865007808000,"ANO1212",500,2387,2780,1086750,7808250,1212,1,NA,20,5444,"Finnmark nor 1","N",1,2030,"SØR-VARANGER","Finnmark","Nord-Norge",2.5
"1273",611,21045006839000,"ANO1213",500,423,842,104750,6839250,1213,2,NA,14,4644,"Sogn og Fjordane  nor","W",3,1426,"LUSTER","Sogn_og_Fjordane","Vestlandet",12.5
"1274",688,20075006781500,"ANO1214",500,229,727,7750,6781750,1214,2,NA,12,4629,"Hordaland nor","W",3,1252,"MODALEN","Hordaland","Vestlandet",12.5
"1275",747,22550006921500,"ANO1215",500,724,1007,255250,6921750,1215,3,NA,4,3427,"Hedmark nor","E",5,437,"TYNSET","Hedmark","Østlandet",10
"1276",316,26215007624000,"ANO1216",500,1457,2412,621750,7624250,1216,1,NA,19,5415,"Troms nor 1","N",1,1920,"LAVANGEN","Troms","Nord-Norge",5
"1277",868,21705006895500,"ANO1218",500,555,955,170750,6895750,1218,3,NA,5,3432,"Oppland nor","E",5,512,"LESJA","Oppland","Østlandet",10
"1278",467,21970006955000,"ANO1220",500,608,1074,197250,6955250,1220,2,NA,15,1563,"Møre og Romsdal  nor","C",2,1563,"SUNNDAL","Møre_og_Romsdal","Midt-Norge",12.5
"1279",292,28790007854500,"ANO1222",500,1972,2873,879250,7854750,1222,1,NA,20,5436,"Finnmark nor 1","N",1,2020,"PORSANGER_PORSÁNGU_PORSANKI","Finnmark","Nord-Norge",2.5
"1280",423,19910006494500,"ANO1224",500,196,153,-8750,6494750,1224,2,NA,11,1111,"Rogaland nor","W",3,1111,"SOKNDAL","Rogaland","Vestlandet",12.5
"1281",988,23035006578000,"ANO1226",500,821,320,303750,6578250,1226,3,NA,1,3016,"Østfold nor","E",5,128,"RAKKESTAD","Østfold","Østlandet",12.5
"1282",12,30430007802000,"ANO1228",500,2300,2768,1043250,7802250,1228,1,NA,20,5444,"Finnmark nor 1","N",1,2030,"SØR-VARANGER","Finnmark","Nord-Norge",2.5
"1283",646,21170006853500,"ANO1229",500,448,871,117250,6853750,1229,2,NA,14,4644,"Sogn og Fjordane  nor","W",3,1426,"LUSTER","Sogn_og_Fjordane","Vestlandet",12.5
"1284",834,20795006675500,"ANO1230",500,373,515,79750,6675750,1230,3,NA,8,3825,"Telemark nor","S",4,834,"VINJE","Telemark","Sørlandet",10
"1285",590,20300006625500,"ANO1233",500,274,415,30250,6625750,1233,2,NA,11,1134,"Rogaland nor","W",3,1134,"SULDAL","Rogaland","Vestlandet",12.5
"1286",950,22530006841500,"ANO1234",500,720,847,253250,6841750,1234,3,NA,5,3439,"Oppland nor","E",5,520,"RINGEBU","Oppland","Østlandet",10
"1287",269,30395007849000,"ANO1235",500,2293,2862,1039750,7849250,1235,1,NA,20,5405,"Finnmark nor 1","N",1,2003,"VADSØ","Finnmark","Nord-Norge",2.5
"1288",961,23375006845500,"ANO1236",500,889,855,337750,6845750,1236,3,NA,4,3425,"Hedmark nor","E",5,434,"ENGERDAL","Hedmark","Østlandet",10
"1289",475,20895006958000,"ANO1237",500,393,1080,89750,6958250,1237,2,NA,15,1535,"Møre og Romsdal  nor","C",2,1535,"VESTNES","Møre_og_Romsdal","Midt-Norge",12.5
"1290",400,20375006607500,"ANO1243",500,289,379,37750,6607750,1243,2,NA,11,1133,"Rogaland nor","W",3,1133,"HJELMELAND","Rogaland","Vestlandet",12.5
"1291",92,28160007725500,"ANO1244",500,1846,2615,816250,7725750,1244,1,NA,20,5430,"Finnmark nor 1","N",1,2011,"GUOVDAGEAIDNU_KAUTOKEINO","Finnmark","Nord-Norge",2.5
"1292",362,24855007373000,"ANO1245",500,1185,1910,485750,7373250,1245,1,NA,18,1833,"Nordland nor","N",1,1833,"RANA","Nordland","Nord-Norge",10
"1293",363,28165007640000,"ANO1246",500,1847,2444,816750,7640250,1246,1,NA,20,5430,"Finnmark nor 1","N",1,2011,"GUOVDAGEAIDNU_KAUTOKEINO","Finnmark","Nord-Norge",2.5
"1294",693,23935007122500,"ANO1249",500,1001,1409,393750,7122750,1249,2,NA,50,5041,"Trøndelag nor","C",2,1736,"SNÅSA","Nord-Trøndelag","Midt-Norge",12.5
"1295",364,25350007642500,"ANO1250",500,1284,2449,535250,7642750,1250,1,NA,18,1870,"Nordland nor","N",1,1870,"SORTLAND","Nordland","Nord-Norge",5
"1296",1102,23680007146500,"ANO1251",500,950,1457,368250,7146750,1251,2,NA,50,5045,"Trøndelag nor","C",2,1742,"GRONG","Nord-Trøndelag","Midt-Norge",12.5
"1297",1226,21380006982000,"ANO1252",500,490,1128,138250,6982250,1252,2,NA,15,1506,"Møre og Romsdal  nor","C",2,1502,"MOLDE","Møre_og_Romsdal","Midt-Norge",12.5
"1298",1226,21380006982000,"ANO1252",500,490,1128,138250,6982250,1252,2,NA,15,1506,"Møre og Romsdal  nor","C",2,1543,"NESSET","Møre_og_Romsdal","Midt-Norge",12.5
"1299",1226,21380006982000,"ANO1252",500,490,1128,138250,6982250,1252,2,NA,15,1506,"Møre og Romsdal  nor","C",2,1545,"MIDSUND","Møre_og_Romsdal","Midt-Norge",12.5
"1300",1204,24355007116500,"ANO1253",500,1085,1397,435750,7116750,1253,2,NA,50,5042,"Trøndelag nor","C",2,1738,"LIERNE","Nord-Trøndelag","Midt-Norge",12.5
"1301",1161,20345006713000,"ANO1254",500,283,590,34750,6713250,1254,2,NA,12,4618,"Hordaland nor","W",3,1227,"JONDAL","Hordaland","Vestlandet",12.5
"1302",1161,20345006713000,"ANO1254",500,283,590,34750,6713250,1254,2,NA,12,4618,"Hordaland nor","W",3,1228,"ODDA","Hordaland","Vestlandet",12.5
"1303",1161,20345006713000,"ANO1254",500,283,590,34750,6713250,1254,2,NA,12,4618,"Hordaland nor","W",3,1231,"ULLENSVANG","Hordaland","Vestlandet",12.5
"1304",1175,21160006822500,"ANO1255",500,446,809,116250,6822750,1255,2,NA,14,4643,"Sogn og Fjordane  nor","W",3,1424,"ÅRDAL","Sogn_og_Fjordane","Vestlandet",12.5
"1305",1117,21565006869500,"ANO1256",500,527,903,156750,6869750,1256,3,NA,5,3434,"Oppland nor","E",5,514,"LOM","Oppland","Østlandet",10
"1306",1068,24115007343500,"ANO1257",500,1037,1851,411750,7343750,1257,1,NA,18,1828,"Nordland nor","N",1,1828,"NESNA","Nordland","Nord-Norge",10
"1307",1115,30730007896500,"ANO1258",500,2360,2957,1073250,7896750,1258,1,NA,20,5443,"Finnmark nor 1","N",1,2028,"BÅTSFJORD","Finnmark","Nord-Norge",2.5
"1308",1184,24520007577000,"ANO1259",500,1118,2318,452250,7577250,1259,1,NA,18,1860,"Nordland nor","N",1,1860,"VESTVÅGØY","Nordland","Nord-Norge",5
"1309",1187,29315007849500,"ANO1261",500,2077,2863,931750,7849750,1261,1,NA,20,5438,"Finnmark nor 1","N",1,2022,"LEBESBY","Finnmark","Nord-Norge",2.5
"1310",1013,22310006793500,"ANO1262",500,676,751,231250,6793750,1262,3,NA,5,3441,"Oppland nor","E",5,522,"GAUSDAL","Oppland","Østlandet",12.5
"1311",1218,22910006568000,"ANO1263",500,796,300,291250,6568250,1263,3,NA,1,3001,"Østfold nor","E",5,101,"HALDEN","Østfold","Østlandet",12.5
"1312",1219,22620006568000,"ANO1264",500,738,300,262250,6568250,1264,3,NA,1,3004,"Østfold nor","E",5,106,"FREDRIKSTAD","Østfold","Østlandet",12.5
"1313",1201,20885006848500,"ANO1265",500,391,861,88750,6848750,1265,2,NA,14,4644,"Sogn og Fjordane  nor","W",3,1426,"LUSTER","Sogn_og_Fjordane","Vestlandet",12.5
"1314",1240,22065006776500,"ANO1266",500,627,717,206750,6776750,1266,3,NA,5,3450,"Oppland nor","E",5,541,"ETNEDAL","Oppland","Østlandet",12.5
"1315",1198,26555007610000,"ANO1267",500,1525,2384,655750,7610250,1267,1,NA,19,5416,"Troms nor 1","N",1,1922,"BARDU","Troms","Nord-Norge",5
"1316",1203,19845006847000,"ANO1268",500,183,858,-15250,6847250,1268,2,NA,14,4645,"Sogn og Fjordane  nor","W",3,1428,"ASKVOLL","Sogn_og_Fjordane","Vestlandet",12.5
"1317",1081,24335007368500,"ANO1273",500,1081,1901,433750,7368750,1273,1,NA,18,1833,"Nordland nor","N",1,1833,"RANA","Nordland","Nord-Norge",10
"1318",1217,22080006970500,"ANO1274",500,630,1105,208250,6970750,1274,2,NA,50,5021,"Trøndelag nor","C",2,1634,"OPPDAL","Sør-Trøndelag","Midt-Norge",12.5
"1319",1125,26935007663000,"ANO1275",500,1601,2490,693750,7663250,1275,1,NA,19,5418,"Troms nor 1","N",1,1924,"MÅLSELV","Troms","Nord-Norge",5
"1320",1086,25110007374500,"ANO1276",500,1236,1913,511250,7374750,1276,1,NA,18,1833,"Nordland nor","N",1,1833,"RANA","Nordland","Nord-Norge",10
"1321",1146,21960006701500,"ANO1277",500,606,567,196250,6701750,1277,3,NA,6,3039,"Buskerud nor","E",5,615,"FLÅ","Buskerud","Østlandet",12.5
"1322",1129,29705007915500,"ANO1278",500,2155,2995,970750,7915750,1278,1,NA,20,5439,"Finnmark nor 1","N",1,2023,"GAMVIK","Finnmark","Nord-Norge",2.5
"1323",1202,22470006654000,"ANO1279",500,708,472,247250,6654250,1279,3,NA,2,3024,"Akershus nor","E",5,219,"BÆRUM","Akershus","Østlandet",12.5
"1324",1138,22985006890000,"ANO1280",500,811,944,298750,6890250,1280,3,NA,4,3424,"Hedmark nor","E",5,432,"RENDALEN","Hedmark","Østlandet",10
"1325",1116,21530006873500,"ANO1281",500,520,911,153250,6873750,1281,3,NA,5,3433,"Oppland nor","E",5,513,"SKJÅK","Oppland","Østlandet",10
"1326",1051,27175007714500,"ANO1282",500,1649,2593,717750,7714750,1282,1,NA,19,5426,"Troms nor 1","N",1,1940,"GÁIVUOTNA_KÅFJORD","Troms","Nord-Norge",5
"1327",1022,20830006601000,"ANO1283",500,380,366,83250,6601250,1283,3,NA,8,3824,"Telemark nor","S",4,833,"TOKKE","Telemark","Sørlandet",10
"1328",1160,24725007249500,"ANO1284",500,1159,1663,472750,7249750,1284,1,NA,18,1826,"Nordland nor","N",1,1826,"HATTFJELLDAL","Nordland","Nord-Norge",10
"1329",1247,22350006579500,"ANO1285",500,684,323,235250,6579750,1285,3,NA,7,3803,"Vestfold nor","S",4,704,"TØNSBERG","Vestfold","Sørlandet",12.5
"1330",1247,22350006579500,"ANO1285",500,684,323,235250,6579750,1285,3,NA,7,3803,"Vestfold nor","S",4,716,"RE","Vestfold","Sørlandet",12.5
"1331",1133,29545007925000,"ANO1286",500,2123,3014,954750,7925250,1286,1,NA,20,5438,"Finnmark nor 1","N",1,2022,"LEBESBY","Finnmark","Nord-Norge",2.5
"1332",1182,20955006633000,"ANO1287",500,405,430,95750,6633250,1287,3,NA,8,3825,"Telemark nor","S",4,834,"VINJE","Telemark","Sørlandet",10
"1333",1054,19960006510500,"ANO1288",500,206,185,-3750,6510750,1288,2,NA,11,1112,"Rogaland nor","W",3,1112,"LUND","Rogaland","Vestlandet",12.5
"1334",1037,23570006715500,"ANO1289",500,928,595,357250,6715750,1289,3,NA,4,3418,"Hedmark nor","E",5,425,"ÅSNES","Hedmark","Østlandet",12.5
"1335",1084,19525006550000,"ANO1290",500,119,264,-47250,6550250,1290,2,NA,11,1120,"Rogaland nor","W",3,1120,"KLEPP","Rogaland","Vestlandet",12.5
"1336",1096,20930006963500,"ANO1291",500,400,1091,93250,6963750,1291,2,NA,15,1535,"Møre og Romsdal  nor","C",2,1535,"VESTNES","Møre_og_Romsdal","Midt-Norge",12.5
"1337",1067,22670006738000,"ANO1292",500,748,640,267250,6738250,1292,3,NA,5,3443,"Oppland nor","E",5,529,"VESTRE_TOTEN","Oppland","Østlandet",12.5
"1338",1155,20940006712500,"ANO1293",500,402,589,94250,6712750,1293,2,NA,12,4619,"Hordaland nor","W",3,1232,"EIDFJORD","Hordaland","Vestlandet",12.5
