"","OBJECTID","SSBID","ANOID","RSIZE","ROW","COL","XCOOR","YCOOR","ANONUM","PakkeNr","Overvåkingsår","CountyNr","MunicNr","CountyName","Region.x","RegionNr","Kommune_OLD","Kommune","Fylke","Region.y","refs_blabar"
"394",655,20410006857000,"ANO0089",500,296,878,41250,6857250,89,2,NA,14,4647,"Sogn og Fjordane  nor","W",3,1432,"FØRDE","Sogn_og_Fjordane","Vestlandet",12.5
"395",655,20410006857000,"ANO0089",500,296,878,41250,6857250,89,2,NA,14,4647,"Sogn og Fjordane  nor","W",3,1433,"NAUSTDAL","Sogn_og_Fjordane","Vestlandet",12.5
"396",150,29010007646000,"ANO0093",500,2016,2456,901250,7646250,93,1,NA,20,5430,"Finnmark nor 1","N",1,2011,"GUOVDAGEAIDNU_KAUTOKEINO","Finnmark","Nord-Norge",2.5
"397",189,27910007682000,"ANO0094",500,1796,2528,791250,7682250,94,1,NA,19,5428,"Troms nor 1","N",1,1942,"NORDREISA","Troms","Nord-Norge",5
"398",649,22970007122500,"ANO0095",500,808,1409,297250,7122750,95,2,NA,50,5007,"Trøndelag nor","C",2,1703,"NAMSOS","Nord-Trøndelag","Midt-Norge",12.5
"399",649,22970007122500,"ANO0095",500,808,1409,297250,7122750,95,2,NA,50,5007,"Trøndelag nor","C",2,1725,"NAMDALSEID","Nord-Trøndelag","Midt-Norge",12.5
"400",649,22970007122500,"ANO0095",500,808,1409,297250,7122750,95,2,NA,50,5007,"Trøndelag nor","C",2,1748,"FOSNES","Nord-Trøndelag","Midt-Norge",12.5
"401",969,22070006662500,"ANO0097",500,628,489,207250,6662750,97,3,NA,6,3045,"Buskerud nor","E",5,621,"SIGDAL","Buskerud","Østlandet",12.5
"402",146,25605007648000,"ANO0098",500,1335,2460,560750,7648250,98,1,NA,19,5402,"Troms nor 1","N",1,1901,"HARSTAD","Troms","Nord-Norge",5
"403",146,25605007648000,"ANO0098",500,1335,2460,560750,7648250,98,1,NA,19,5402,"Troms nor 1","N",1,1915,"BJARKØY","Troms","Nord-Norge",5
"404",120,25085007385500,"ANO0101",500,1231,1935,508750,7385750,101,1,NA,18,1833,"Nordland nor","N",1,1833,"RANA","Nordland","Nord-Norge",10
"405",560,20150006702500,"ANO0102",500,244,569,15250,6702750,102,2,NA,12,4617,"Hordaland nor","W",3,1224,"KVINNHERAD","Hordaland","Vestlandet",12.5
"406",168,29995007911000,"ANO0104",500,2213,2986,999750,7911250,104,1,NA,20,5440,"Finnmark nor 1","N",1,2024,"BERLEVÅG","Finnmark","Nord-Norge",2.5
"407",300,25810007611000,"ANO0105",500,1376,2386,581250,7611250,105,1,NA,19,5412,"Troms nor 1","N",1,1852,"TJELDSUND","Nordland","Nord-Norge",5
"408",300,25810007611000,"ANO0105",500,1376,2386,581250,7611250,105,1,NA,19,5412,"Troms nor 1","N",1,1913,"SKÅNLAND","Troms","Nord-Norge",5
"409",958,22485006650500,"ANO0107",500,711,465,248750,6650750,107,3,NA,2,3024,"Akershus nor","E",5,219,"BÆRUM","Akershus","Østlandet",12.5
"410",802,20240006551000,"ANO0112",500,262,266,24250,6551250,112,3,NA,10,4228,"Vest-Agder nor","S",4,1046,"SIRDAL","Vest-Agder","Sørlandet",12.5
"411",409,21900007037500,"ANO0117",500,594,1239,190250,7037750,117,2,NA,15,1576,"Møre og Romsdal  nor","C",2,1576,"AURE","Møre_og_Romsdal","Midt-Norge",12.5
"412",104,26250007739500,"ANO0118",500,1464,2643,625250,7739750,118,1,NA,19,5401,"Troms nor 1","N",1,1902,"TROMSØ","Troms","Nord-Norge",5
"413",849,21510006881000,"ANO0123",500,516,926,151250,6881250,123,3,NA,5,3433,"Oppland nor","E",5,513,"SKJÅK","Oppland","Østlandet",10
"414",488,19510006760000,"ANO0126",500,116,684,-48750,6760250,126,2,NA,12,4627,"Hordaland nor","W",3,1247,"ASKØY","Hordaland","Vestlandet",12.5
"415",422,19960006493000,"ANO0129",500,206,150,-3750,6493250,129,2,NA,11,1111,"Rogaland nor","W",3,1111,"SOKNDAL","Rogaland","Vestlandet",12.5
"416",47,23825007276500,"ANO0130",500,979,1717,382750,7276750,130,1,NA,18,1816,"Nordland nor","N",1,1816,"VEVELSTAD","Nordland","Nord-Norge",10
"417",124,24155007388500,"ANO0132",500,1045,1941,415750,7388750,132,1,NA,18,1836,"Nordland nor","N",1,1836,"RØDØY","Nordland","Nord-Norge",10
"418",197,24005007231500,"ANO0136",500,1015,1627,400750,7231750,136,1,NA,18,1811,"Nordland nor","N",1,1811,"BINDAL","Nordland","Nord-Norge",10
"419",595,20460006633500,"ANO0139",500,306,431,46250,6633750,139,2,NA,11,1134,"Rogaland nor","W",3,1134,"SULDAL","Rogaland","Vestlandet",12.5
"420",294,29765007857500,"ANO0140",500,2167,2879,976750,7857750,140,1,NA,20,5441,"Finnmark nor 1","N",1,2025,"DEATNU_TANA","Finnmark","Nord-Norge",2.5
"421",87,24570007319000,"ANO0141",500,1128,1802,457250,7319250,141,1,NA,18,1832,"Nordland nor","N",1,1832,"HEMNES","Nordland","Nord-Norge",10
"422",185,28370007673000,"ANO0142",500,1888,2510,837250,7673250,142,1,NA,20,5430,"Finnmark nor 1","N",1,2011,"GUOVDAGEAIDNU_KAUTOKEINO","Finnmark","Nord-Norge",2.5
"423",393,22305007019000,"ANO0143",500,675,1202,230750,7019250,143,2,NA,50,5059,"Trøndelag nor","C",2,1622,"AGDENES","Sør-Trøndelag","Midt-Norge",12.5
"424",393,22305007019000,"ANO0143",500,675,1202,230750,7019250,143,2,NA,50,5059,"Trøndelag nor","C",2,1636,"MELDAL","Sør-Trøndelag","Midt-Norge",12.5
"425",393,22305007019000,"ANO0143",500,675,1202,230750,7019250,143,2,NA,50,5059,"Trøndelag nor","C",2,1638,"ORKDAL","Sør-Trøndelag","Midt-Norge",12.5
"426",460,22140006949000,"ANO0147",500,642,1062,214250,6949250,147,2,NA,50,5021,"Trøndelag nor","C",2,1634,"OPPDAL","Sør-Trøndelag","Midt-Norge",12.5
"427",977,22780006566500,"ANO0150",500,770,297,278250,6566750,150,3,NA,1,3003,"Østfold nor","E",5,105,"SARPSBORG","Østfold","Østlandet",12.5
"428",291,27985007854500,"ANO0151",500,1811,2873,798750,7854750,151,1,NA,20,5406,"Finnmark nor 1","N",1,2004,"HAMMERFEST","Finnmark","Nord-Norge",2.5
"429",291,27985007854500,"ANO0151",500,1811,2873,798750,7854750,151,1,NA,20,5406,"Finnmark nor 1","N",1,2017,"KVALSUND","Finnmark","Nord-Norge",2.5
"430",623,24005007107000,"ANO0153",500,1015,1378,400750,7107250,153,2,NA,50,5041,"Trøndelag nor","C",2,1736,"SNÅSA","Nord-Trøndelag","Midt-Norge",12.5
"431",554,23170007204500,"ANO0162",500,848,1573,317250,7204750,162,2,NA,50,5060,"Trøndelag nor","C",2,1750,"VIKNA","Nord-Trøndelag","Midt-Norge",12.5
"432",554,23170007204500,"ANO0162",500,848,1573,317250,7204750,162,2,NA,50,5060,"Trøndelag nor","C",2,1751,"NÆRØY","Nord-Trøndelag","Midt-Norge",12.5
"433",930,21785006823000,"ANO0164",500,571,810,178750,6823250,164,3,NA,5,3453,"Oppland nor","E",5,544,"ØYSTRE_SLIDRE","Oppland","Østlandet",10
"434",6,24915007488500,"ANO0165",500,1197,2141,491750,7488750,165,1,NA,18,1804,"Nordland nor","N",1,1804,"BODØ","Nordland","Nord-Norge",5
"435",812,22990006555500,"ANO0168",500,812,275,299250,6555750,168,3,NA,1,3001,"Østfold nor","E",5,101,"HALDEN","Østfold","Østlandet",12.5
"436",658,23840007137500,"ANO0169",500,982,1439,384250,7137750,169,2,NA,50,5041,"Trøndelag nor","C",2,1736,"SNÅSA","Nord-Trøndelag","Midt-Norge",12.5
"437",705,21490006792500,"ANO0170",500,512,749,149250,6792750,170,3,NA,5,3454,"Oppland nor","E",5,545,"VANG","Oppland","Østlandet",10
"438",763,20255006497000,"ANO0171",500,265,158,25750,6497250,171,3,NA,10,4207,"Vest-Agder nor","S",4,1004,"FLEKKEFJORD","Vest-Agder","Sørlandet",12.5
"439",223,24135007257000,"ANO0174",500,1041,1678,413750,7257250,174,1,NA,18,1825,"Nordland nor","N",1,1825,"GRANE","Nordland","Nord-Norge",10
"440",989,21695006776000,"ANO0179",500,553,716,169750,6776250,179,3,NA,5,3452,"Oppland nor","E",5,543,"VESTRE_SLIDRE","Oppland","Østlandet",10
"441",708,20610006600500,"ANO0182",500,336,365,61250,6600750,182,3,NA,9,4222,"Aust-Agder nor","S",4,941,"BYKLE","Aust-Agder","Sørlandet",12.5
"442",932,23555006823000,"ANO0186",500,925,810,355750,6823250,186,3,NA,4,3421,"Hedmark nor","E",5,428,"TRYSIL","Hedmark","Østlandet",12.5
"443",756,21670006724500,"ANO0187",500,548,613,167250,6724750,187,3,NA,6,3040,"Buskerud nor","E",5,616,"NES_B","Buskerud","Østlandet",12.5
"444",766,22380006732500,"ANO0188",500,690,629,238250,6732750,188,3,NA,5,3447,"Oppland nor","E",5,536,"SØNDRE_LAND","Oppland","Østlandet",12.5
"445",709,20975006598000,"ANO0189",500,409,360,97750,6598250,189,3,NA,8,3823,"Telemark nor","S",4,831,"FYRESDAL","Telemark","Sørlandet",10
"446",533,19985006682000,"ANO0190",500,211,528,-1250,6682250,190,2,NA,12,4617,"Hordaland nor","W",3,1224,"KVINNHERAD","Hordaland","Vestlandet",12.5
"447",228,28355007826000,"ANO0194",500,1885,2816,835750,7826250,194,1,NA,20,5406,"Finnmark nor 1","N",1,2004,"HAMMERFEST","Finnmark","Nord-Norge",2.5
"448",228,28355007826000,"ANO0194",500,1885,2816,835750,7826250,194,1,NA,20,5406,"Finnmark nor 1","N",1,2017,"KVALSUND","Finnmark","Nord-Norge",2.5
"449",753,20340006493500,"ANO0195",500,282,151,34250,6493750,195,3,NA,10,4227,"Vest-Agder nor","S",4,1037,"KVINESDAL","Vest-Agder","Sørlandet",12.5
"450",340,27470007772500,"ANO0197",500,1708,2709,747250,7772750,197,1,NA,19,5429,"Troms nor 1","N",1,1943,"KVÆNANGEN","Troms","Nord-Norge",5
"451",719,22540006804500,"ANO0201",500,722,773,254250,6804750,201,3,NA,5,3440,"Oppland nor","E",5,521,"ØYER","Oppland","Østlandet",12.5
"452",785,20895006535000,"ANO0202",500,393,234,89750,6535250,202,3,NA,9,4220,"Aust-Agder nor","S",4,938,"BYGLAND","Aust-Agder","Sørlandet",12.5
"453",526,23865007158000,"ANO0203",500,987,1480,386750,7158250,203,2,NA,50,5045,"Trøndelag nor","C",2,1742,"GRONG","Nord-Trøndelag","Midt-Norge",12.5
"454",191,24425007222500,"ANO0204",500,1099,1609,442750,7222750,204,1,NA,18,1826,"Nordland nor","N",1,1826,"HATTFJELLDAL","Nordland","Nord-Norge",10
"455",1,26585007789000,"ANO0205",500,1531,2742,658750,7789250,205,1,NA,19,5423,"Troms nor 1","N",1,1936,"KARLSØY","Troms","Nord-Norge",5
"456",279,28620007850500,"ANO0207",500,1938,2865,862250,7850750,207,1,NA,20,5406,"Finnmark nor 1","N",1,2004,"HAMMERFEST","Finnmark","Nord-Norge",2.5
"457",279,28620007850500,"ANO0207",500,1938,2865,862250,7850750,207,1,NA,20,5406,"Finnmark nor 1","N",1,2017,"KVALSUND","Finnmark","Nord-Norge",2.5
"458",901,23190006620000,"ANO0208",500,852,404,319250,6620250,208,3,NA,1,3026,"Østfold nor","E",5,121,"RØMSKOG","Østfold","Østlandet",12.5
"459",901,23190006620000,"ANO0208",500,852,404,319250,6620250,208,3,NA,1,3026,"Østfold nor","E",5,221,"AURSKOG_HØLAND","Akershus","Østlandet",12.5
"460",464,20550006750000,"ANO0209",500,324,664,55250,6750250,209,2,NA,12,4620,"Hordaland nor","W",3,1233,"ULVIK","Hordaland","Vestlandet",12.5
"461",200,26760007684500,"ANO0210",500,1566,2533,676250,7684750,210,1,NA,19,5422,"Troms nor 1","N",1,1933,"BALSFJORD","Troms","Nord-Norge",5
"462",39,28485007697500,"ANO0211",500,1911,2559,848750,7697750,211,1,NA,20,5430,"Finnmark nor 1","N",1,2011,"GUOVDAGEAIDNU_KAUTOKEINO","Finnmark","Nord-Norge",2.5
"463",686,20310006776500,"ANO0214",500,276,717,31250,6776750,214,2,NA,12,4621,"Hordaland nor","W",3,1234,"GRANVIN","Hordaland","Vestlandet",12.5
"464",686,20310006776500,"ANO0214",500,276,717,31250,6776750,214,2,NA,12,4621,"Hordaland nor","W",3,1235,"VOSS","Hordaland","Vestlandet",12.5
"465",637,23845007117500,"ANO0216",500,983,1399,384750,7117750,216,2,NA,50,5041,"Trøndelag nor","C",2,1736,"SNÅSA","Nord-Trøndelag","Midt-Norge",12.5
"466",206,23985007232500,"ANO0218",500,1011,1629,398750,7232750,218,1,NA,18,1811,"Nordland nor","N",1,1811,"BINDAL","Nordland","Nord-Norge",10
"467",854,22410006690000,"ANO0219",500,696,544,241250,6690250,219,3,NA,5,3053,"Oppland nor","E",5,532,"JEVNAKER","Oppland","Østlandet",12.5
"468",453,20420006743500,"ANO0220",500,298,651,42250,6743750,220,2,NA,12,4621,"Hordaland nor","W",3,1234,"GRANVIN","Hordaland","Vestlandet",12.5
"469",453,20420006743500,"ANO0220",500,298,651,42250,6743750,220,2,NA,12,4621,"Hordaland nor","W",3,1235,"VOSS","Hordaland","Vestlandet",12.5
"470",517,20660006676000,"ANO0221",500,346,516,66250,6676250,221,2,NA,12,4618,"Hordaland nor","W",3,1227,"JONDAL","Hordaland","Vestlandet",12.5
"471",517,20660006676000,"ANO0221",500,346,516,66250,6676250,221,2,NA,12,4618,"Hordaland nor","W",3,1228,"ODDA","Hordaland","Vestlandet",12.5
"472",517,20660006676000,"ANO0221",500,346,516,66250,6676250,221,2,NA,12,4618,"Hordaland nor","W",3,1231,"ULLENSVANG","Hordaland","Vestlandet",12.5
"473",986,21685006573000,"ANO0222",500,551,310,168750,6573250,222,3,NA,8,3816,"Telemark nor","S",4,819,"NOME","Telemark","Sørlandet",12.5
"474",492,20345006761500,"ANO0224",500,283,687,34750,6761750,224,2,NA,12,4621,"Hordaland nor","W",3,1234,"GRANVIN","Hordaland","Vestlandet",12.5
"475",492,20345006761500,"ANO0224",500,283,687,34750,6761750,224,2,NA,12,4621,"Hordaland nor","W",3,1235,"VOSS","Hordaland","Vestlandet",12.5
"476",824,21330006667500,"ANO0226",500,480,499,133250,6667750,226,3,NA,8,3818,"Telemark nor","S",4,826,"TINN","Telemark","Sørlandet",10
"477",352,24845007439500,"ANO0228",500,1183,2043,484750,7439750,228,1,NA,18,1839,"Nordland nor","N",1,1839,"BEIARN","Nordland","Nord-Norge",5
"478",846,22190006878500,"ANO0229",500,652,921,219250,6878750,229,3,NA,5,3431,"Oppland nor","E",5,511,"DOVRE","Oppland","Østlandet",10
"479",2,28320007793000,"ANO0230",500,1878,2750,832250,7793250,230,1,NA,20,5403,"Finnmark nor 1","N",1,2012,"ALTA","Finnmark","Nord-Norge",2.5
"480",221,24575007255000,"ANO0232",500,1129,1674,457750,7255250,232,1,NA,18,1826,"Nordland nor","N",1,1826,"HATTFJELLDAL","Nordland","Nord-Norge",10
"481",132,24850007394500,"ANO0233",500,1184,1953,485250,7394750,233,1,NA,18,1833,"Nordland nor","N",1,1833,"RANA","Nordland","Nord-Norge",10
"482",861,21135006894000,"ANO0234",500,441,952,113750,6894250,234,3,NA,5,3433,"Oppland nor","E",5,513,"SKJÅK","Oppland","Østlandet",10
"483",740,20850006468500,"ANO0235",500,384,101,85250,6468750,235,3,NA,10,4204,"Vest-Agder nor","S",4,1001,"KRISTIANSAND","Vest-Agder","Sørlandet",12.5
"484",740,20850006468500,"ANO0235",500,384,101,85250,6468750,235,3,NA,10,4204,"Vest-Agder nor","S",4,1017,"SONGDALEN","Vest-Agder","Sørlandet",12.5
"485",740,20850006468500,"ANO0235",500,384,101,85250,6468750,235,3,NA,10,4204,"Vest-Agder nor","S",4,1018,"SØGNE","Vest-Agder","Sørlandet",12.5
"486",186,28855007678000,"ANO0236",500,1985,2520,885750,7678250,236,1,NA,20,5430,"Finnmark nor 1","N",1,2011,"GUOVDAGEAIDNU_KAUTOKEINO","Finnmark","Nord-Norge",2.5
"487",583,22060007059000,"ANO0237",500,626,1282,206250,7059250,237,2,NA,50,5056,"Trøndelag nor","C",2,1617,"HITRA","Sør-Trøndelag","Midt-Norge",12.5
"488",703,23595006794000,"ANO0238",500,933,752,359750,6794250,238,3,NA,4,3421,"Hedmark nor","E",5,428,"TRYSIL","Hedmark","Østlandet",12.5
"489",218,25950007694000,"ANO0239",500,1404,2552,595250,7694250,239,1,NA,19,5421,"Troms nor 1","N",1,1927,"TRANØY","Troms","Nord-Norge",5
"490",218,25950007694000,"ANO0239",500,1404,2552,595250,7694250,239,1,NA,19,5421,"Troms nor 1","N",1,1928,"TORSKEN","Troms","Nord-Norge",5
"491",218,25950007694000,"ANO0239",500,1404,2552,595250,7694250,239,1,NA,19,5421,"Troms nor 1","N",1,1929,"BERG","Troms","Nord-Norge",5
"492",218,25950007694000,"ANO0239",500,1404,2552,595250,7694250,239,1,NA,19,5421,"Troms nor 1","N",1,1931,"LENVIK","Troms","Nord-Norge",5
"493",933,21510006823500,"ANO0241",500,516,811,151250,6823750,241,3,NA,5,3454,"Oppland nor","E",5,545,"VANG","Oppland","Østlandet",10
"494",572,19835006811000,"ANO0243",500,181,786,-16250,6811250,243,2,NA,14,4637,"Sogn og Fjordane  nor","W",3,1413,"HYLLESTAD","Sogn_og_Fjordane","Vestlandet",12.5
"495",934,23330006823500,"ANO0244",500,880,811,333250,6823750,244,3,NA,4,3421,"Hedmark nor","E",5,428,"TRYSIL","Hedmark","Østlandet",12.5
"496",20,29255007803500,"ANO0246",500,2065,2771,925750,7803750,246,1,NA,20,5438,"Finnmark nor 1","N",1,2022,"LEBESBY","Finnmark","Nord-Norge",2.5
"497",838,21865006678000,"ANO0248",500,587,520,186750,6678250,248,3,NA,6,3045,"Buskerud nor","E",5,621,"SIGDAL","Buskerud","Østlandet",12.5
"498",539,24350007178500,"ANO0249",500,1084,1521,435250,7178750,249,2,NA,50,5042,"Trøndelag nor","C",2,1738,"LIERNE","Nord-Trøndelag","Midt-Norge",12.5
"499",546,23195007197500,"ANO0250",500,853,1559,319750,7197750,250,2,NA,50,5060,"Trøndelag nor","C",2,1750,"VIKNA","Nord-Trøndelag","Midt-Norge",12.5
"500",546,23195007197500,"ANO0250",500,853,1559,319750,7197750,250,2,NA,50,5060,"Trøndelag nor","C",2,1751,"NÆRØY","Nord-Trøndelag","Midt-Norge",12.5
"501",16,28735007804500,"ANO0251",500,1961,2773,873750,7804750,251,1,NA,20,5436,"Finnmark nor 1","N",1,2020,"PORSANGER_PORSÁNGU_PORSANKI","Finnmark","Nord-Norge",2.5
"502",694,20915006585000,"ANO0252",500,397,334,91750,6585250,252,3,NA,8,3823,"Telemark nor","S",4,831,"FYRESDAL","Telemark","Sørlandet",10
"503",781,20800006529000,"ANO0253",500,374,222,80250,6529250,253,3,NA,9,4220,"Aust-Agder nor","S",4,938,"BYGLAND","Aust-Agder","Sørlandet",12.5
"504",970,20775006663000,"ANO0254",500,369,490,77750,6663250,254,3,NA,8,3825,"Telemark nor","S",4,834,"VINJE","Telemark","Sørlandet",10
"505",163,28150007663500,"ANO0256",500,1844,2491,815250,7663750,256,1,NA,20,5430,"Finnmark nor 1","N",1,2011,"GUOVDAGEAIDNU_KAUTOKEINO","Finnmark","Nord-Norge",2.5
"506",83,24245007317000,"ANO0257",500,1063,1798,424750,7317250,257,1,NA,18,1824,"Nordland nor","N",1,1824,"VEFSN","Nordland","Nord-Norge",10
"507",220,26845007694500,"ANO0258",500,1583,2553,684750,7694750,258,1,NA,19,5401,"Troms nor 1","N",1,1902,"TROMSØ","Troms","Nord-Norge",5
"508",89,24340007333000,"ANO0261",500,1082,1830,434250,7333250,261,1,NA,18,1824,"Nordland nor","N",1,1824,"VEFSN","Nordland","Nord-Norge",10
"509",40,28525007698000,"ANO0262",500,1919,2560,852750,7698250,262,1,NA,20,5430,"Finnmark nor 1","N",1,2011,"GUOVDAGEAIDNU_KAUTOKEINO","Finnmark","Nord-Norge",2.5
"510",7,27170007799500,"ANO0263",500,1648,2763,717250,7799750,263,1,NA,19,5427,"Troms nor 1","N",1,1941,"SKJERVØY","Troms","Nord-Norge",5
"511",431,20270006731000,"ANO0264",500,268,626,27250,6731250,264,2,NA,12,4622,"Hordaland nor","W",3,1238,"KVAM","Hordaland","Vestlandet",12.5
"512",545,23585007197000,"ANO0266",500,931,1558,358750,7197250,266,2,NA,50,5060,"Trøndelag nor","C",2,1750,"VIKNA","Nord-Trøndelag","Midt-Norge",12.5
"513",545,23585007197000,"ANO0266",500,931,1558,358750,7197250,266,2,NA,50,5060,"Trøndelag nor","C",2,1751,"NÆRØY","Nord-Trøndelag","Midt-Norge",12.5
"514",322,30580007880500,"ANO0269",500,2330,2925,1058250,7880750,269,1,NA,20,5443,"Finnmark nor 1","N",1,2028,"BÅTSFJORD","Finnmark","Nord-Norge",2.5
"515",483,22935006962500,"ANO0273",500,801,1089,293750,6962750,273,2,NA,50,5026,"Trøndelag nor","C",2,1644,"HOLTÅLEN","Sør-Trøndelag","Midt-Norge",12.5
"516",129,28305007756500,"ANO0276",500,1875,2677,830750,7756750,276,1,NA,20,5430,"Finnmark nor 1","N",1,2011,"GUOVDAGEAIDNU_KAUTOKEINO","Finnmark","Nord-Norge",2.5
"517",770,20660006514000,"ANO0278",500,346,192,66250,6514250,278,3,NA,10,4224,"Vest-Agder nor","S",4,1026,"ÅSERAL","Vest-Agder","Sørlandet",12.5
"518",717,22355006807000,"ANO0279",500,685,778,235750,6807250,279,3,NA,5,3441,"Oppland nor","E",5,522,"GAUSDAL","Oppland","Østlandet",12.5
"519",377,19620006592500,"ANO0281",500,138,349,-37750,6592750,281,2,NA,11,1103,"Rogaland nor","W",3,1103,"STAVANGER","Rogaland","Vestlandet",12.5
"520",377,19620006592500,"ANO0281",500,138,349,-37750,6592750,281,2,NA,11,1103,"Rogaland nor","W",3,1141,"FINNØY","Rogaland","Vestlandet",12.5
"521",377,19620006592500,"ANO0281",500,138,349,-37750,6592750,281,2,NA,11,1103,"Rogaland nor","W",3,1142,"RENNESØY","Rogaland","Vestlandet",12.5
"522",411,21805007036000,"ANO0282",500,575,1236,180750,7036250,282,2,NA,15,1576,"Møre og Romsdal  nor","C",2,1576,"AURE","Møre_og_Romsdal","Midt-Norge",12.5
"523",160,25885007659000,"ANO0284",500,1391,2482,588750,7659250,284,1,NA,19,5421,"Troms nor 1","N",1,1927,"TRANØY","Troms","Nord-Norge",5
"524",160,25885007659000,"ANO0284",500,1391,2482,588750,7659250,284,1,NA,19,5421,"Troms nor 1","N",1,1928,"TORSKEN","Troms","Nord-Norge",5
"525",160,25885007659000,"ANO0284",500,1391,2482,588750,7659250,284,1,NA,19,5421,"Troms nor 1","N",1,1929,"BERG","Troms","Nord-Norge",5
"526",160,25885007659000,"ANO0284",500,1391,2482,588750,7659250,284,1,NA,19,5421,"Troms nor 1","N",1,1931,"LENVIK","Troms","Nord-Norge",5
"527",357,27530007789500,"ANO0285",500,1720,2743,753250,7789750,285,1,NA,19,5429,"Troms nor 1","N",1,1943,"KVÆNANGEN","Troms","Nord-Norge",5
"528",722,22820006809000,"ANO0288",500,778,782,282250,6809250,288,3,NA,4,3423,"Hedmark nor","E",5,430,"STOR-ELVDAL","Hedmark","Østlandet",10
"529",77,27880007720000,"ANO0289",500,1790,2604,788250,7720250,289,1,NA,20,5430,"Finnmark nor 1","N",1,2011,"GUOVDAGEAIDNU_KAUTOKEINO","Finnmark","Nord-Norge",2.5
"530",616,22775007109000,"ANO0290",500,769,1382,277750,7109250,290,2,NA,50,5058,"Trøndelag nor","C",2,1630,"ÅFJORD","Sør-Trøndelag","Midt-Norge",12.5
"531",616,22775007109000,"ANO0290",500,769,1382,277750,7109250,290,2,NA,50,5058,"Trøndelag nor","C",2,1632,"ROAN","Sør-Trøndelag","Midt-Norge",12.5
"532",457,20765006742500,"ANO0292",500,367,649,76750,6742750,292,2,NA,12,4620,"Hordaland nor","W",3,1233,"ULVIK","Hordaland","Vestlandet",12.5
"533",35,29100007822000,"ANO0293",500,2034,2808,910250,7822250,293,1,NA,20,5436,"Finnmark nor 1","N",1,2020,"PORSANGER_PORSÁNGU_PORSANKI","Finnmark","Nord-Norge",2.5
"534",134,25010007396500,"ANO0294",500,1216,1957,501250,7396750,294,1,NA,18,1833,"Nordland nor","N",1,1833,"RANA","Nordland","Nord-Norge",10
"535",837,21635006680500,"ANO0301",500,541,525,163750,6680750,301,3,NA,6,3052,"Buskerud nor","E",5,633,"NORE_OG_UVDAL","Buskerud","Østlandet",10
"536",900,21400006810500,"ANO0302",500,494,785,140250,6810750,302,3,NA,5,3454,"Oppland nor","E",5,545,"VANG","Oppland","Østlandet",10
"537",365,20065006785000,"ANO0304",500,227,734,6750,6785250,304,2,NA,12,4629,"Hordaland nor","W",3,1252,"MODALEN","Hordaland","Vestlandet",12.5
"538",847,23550006683500,"ANO0305",500,924,531,355250,6683750,305,3,NA,4,3401,"Hedmark nor","E",5,402,"KONGSVINGER","Hedmark","Østlandet",12.5
"539",514,20565006863500,"ANO0306",500,327,891,56750,6863750,306,2,NA,14,4647,"Sogn og Fjordane  nor","W",3,1430,"GAULAR","Sogn_og_Fjordane","Vestlandet",12.5
"540",514,20565006863500,"ANO0306",500,327,891,56750,6863750,306,2,NA,14,4647,"Sogn og Fjordane  nor","W",3,1431,"JØLSTER","Sogn_og_Fjordane","Vestlandet",12.5
"541",514,20565006863500,"ANO0306",500,327,891,56750,6863750,306,2,NA,14,4647,"Sogn og Fjordane  nor","W",3,1432,"FØRDE","Sogn_og_Fjordane","Vestlandet",12.5
"542",514,20565006863500,"ANO0306",500,327,891,56750,6863750,306,2,NA,14,4647,"Sogn og Fjordane  nor","W",3,1433,"NAUSTDAL","Sogn_og_Fjordane","Vestlandet",12.5
"543",702,23075006794000,"ANO0307",500,829,752,307750,6794250,307,3,NA,4,3422,"Hedmark nor","E",5,429,"ÅMOT","Hedmark","Østlandet",12.5
"544",848,21650006884000,"ANO0308",500,544,932,165250,6884250,308,3,NA,5,3434,"Oppland nor","E",5,514,"LOM","Oppland","Østlandet",10
"545",963,21345006658000,"ANO0312",500,483,480,134750,6658250,312,3,NA,8,3818,"Telemark nor","S",4,826,"TINN","Telemark","Sørlandet",10
"546",417,20410006717000,"ANO0313",500,296,598,41250,6717250,313,2,NA,12,4618,"Hordaland nor","W",3,1227,"JONDAL","Hordaland","Vestlandet",12.5
"547",417,20410006717000,"ANO0313",500,296,598,41250,6717250,313,2,NA,12,4618,"Hordaland nor","W",3,1228,"ODDA","Hordaland","Vestlandet",12.5
"548",417,20410006717000,"ANO0313",500,296,598,41250,6717250,313,2,NA,12,4618,"Hordaland nor","W",3,1231,"ULLENSVANG","Hordaland","Vestlandet",12.5
"549",726,20580006612500,"ANO0314",500,330,389,58250,6612750,314,3,NA,9,4222,"Aust-Agder nor","S",4,941,"BYKLE","Aust-Agder","Sørlandet",12.5
"550",895,23055006811000,"ANO0316",500,825,786,305750,6811250,316,3,NA,4,3422,"Hedmark nor","E",5,429,"ÅMOT","Hedmark","Østlandet",12.5
"551",493,20060006559500,"ANO0317",500,226,283,6250,6559750,317,2,NA,11,1122,"Rogaland nor","W",3,1122,"GJESDAL","Rogaland","Vestlandet",12.5
"552",955,21430006841000,"ANO0319",500,500,846,143250,6841250,319,3,NA,5,3434,"Oppland nor","E",5,514,"LOM","Oppland","Østlandet",10
"553",622,20250006652000,"ANO0321",500,264,468,25250,6652250,321,2,NA,11,1135,"Rogaland nor","W",3,1135,"SAUDA","Rogaland","Vestlandet",12.5
