zone,label,non_null_cells,null_cells,min,max,range,mean,mean_of_abs,stddev,variance,coeff_var,sum,sum_abs
1,,24208465,0,0,14929.2498137046,14929.2498137046,1695.34790797016,1695.34790797016,1727.37629066594,2983828.84955483,101.889192333043,41041770492.9189,41041770492.9189
2,,7333312,0,0,8435.78686312071,8435.78686312071,998.912625655717,998.912625655717,961.584354590739,924644.470993688,96.2631094946392,7325337944.67258,7325337944.67258
3,,7604760,0,0,7267.22092687432,7267.22092687432,1263.75248990214,1263.75248990214,1127.55697400785,1271384.72963374,89.2229279876764,9610534385.10816,9610534385.10816
4,,8161820,0,0,8270.73152750106,8270.73152750106,1140.5052110356,1140.5052110356,1019.25899382002,1038888.89648301,89.3690781907532,9308598241.53461,9308598241.53461
5,,2835345,0,0,6973.16284049068,6973.16284049068,1065.21557562169,1065.21557562169,940.937414437264,885363.217887884,88.3330506961564,3020253656.26109,3020253656.26109
